gameid,type,team,name,number
46697,away,Chelsea,Tammy Abraham,9
46698,home,Liverpool,Alisson,1
46698,home,Liverpool,Andrew Robertson,26
46698,home,Liverpool,Trent Alexander-Arnold,66
46698,home,Liverpool,Dejan Lovren,6
46698,home,Liverpool,Virgil van Dijk,4
46698,home,Liverpool,Georginio Wijnaldum,5
46698,home,Liverpool,Fabinho,3
46698,home,Liverpool,Jordan Henderson,14
46698,home,Liverpool,Mohamed Salah,11
46698,home,Liverpool,Sadio Mané,10
46698,home,Liverpool,Roberto Firmino 90 +,9
46698,away,Tottenham Hotspur,Paulo Gazzaniga,22
46698,away,Tottenham Hotspur,Davinson Sánchez,6
46698,away,Tottenham Hotspur,Toby Alderweireld,4
46698,away,Tottenham Hotspur,Serge Aurier,24
46698,away,Tottenham Hotspur,Danny Rose,3
46698,away,Tottenham Hotspur,Harry Winks,8
46698,away,Tottenham Hotspur,Moussa Sissoko,17
46698,away,Tottenham Hotspur,Dele Alli,20
46698,away,Tottenham Hotspur,Harry Kane,10
46698,away,Tottenham Hotspur,Christian Eriksen,23
46698,away,Tottenham Hotspur,Son Heung-Min,7
46699,home,Manchester City,Ederson,31
46699,home,Manchester City,João Cancelo,27
46699,home,Manchester City,Fernandinho,25
46699,home,Manchester City,Benjamin Mendy,22
46699,home,Manchester City,John Stones,5
46699,home,Manchester City,David Silva,21
46699,home,Manchester City,Kevin De Bruyne,17
46699,home,Manchester City,Ilkay Gündogan,8
46699,home,Manchester City,Bernardo Silva,20
46699,home,Manchester City,Gabriel Jesus,9
46699,home,Manchester City,Raheem Sterling,7
46699,away,Aston Villa,Tom Heaton,1
46699,away,Aston Villa,Björn Engels,22
46699,away,Aston Villa,Frédéric Guilbert,24
46699,away,Aston Villa,Matt Targett,18
46699,away,Aston Villa,Tyrone Mings,40
46699,away,Aston Villa,Trézéguet,17
46699,away,Aston Villa,Marvelous Nakamba,11
46699,away,Aston Villa,Jack Grealish,10
46699,away,Aston Villa,Douglas Luiz,6
46699,away,Aston Villa,John McGinn,7
46699,away,Aston Villa,Wesley,9
46700,home,Newcastle United,Martin Dubravka,1
46700,home,Newcastle United,Jetro Willems,15
46700,home,Newcastle United,DeAndre Yedlin,22
46700,home,Newcastle United,Federico Fernández,18
46700,home,Newcastle United,Ciaran Clark,2
46700,home,Newcastle United,Jamaal Lascelles,6
46700,home,Newcastle United,Matthew Longstaff,43
46700,home,Newcastle United,Sean Longstaff,36
46700,home,Newcastle United,Allan Saint-Maximin,10
46700,home,Newcastle United,Miguel Almirón,24
46700,home,Newcastle United,Joelinton,9
46700,away,Wolverhampton Wanderers,Rui Patrício,11
46700,away,Wolverhampton Wanderers,Romain Saïss,27
46700,away,Wolverhampton Wanderers,Matt Doherty,2
46700,away,Wolverhampton Wanderers,Conor Coady,16
46700,away,Wolverhampton Wanderers,Rúben Neves,8
46700,away,Wolverhampton Wanderers,Jonny,19
46700,away,Wolverhampton Wanderers,Leander Dendoncker,32
46700,away,Wolverhampton Wanderers,João Moutinho,28
46700,away,Wolverhampton Wanderers,Adama Traoré,37
46700,away,Wolverhampton Wanderers,Raúl Jiménez,9
46700,away,Wolverhampton Wanderers,Diogo Jota,18
46701,home,Norwich City,Tim Krul,1
46701,home,Norwich City,Ibrahim Amadou,24
46701,home,Norwich City,Jamal Lewis,12
46701,home,Norwich City,Ben Godfrey,4
46701,home,Norwich City,Max Aarons,2
46701,home,Norwich City,Kenny McLean,23
46701,home,Norwich City,Emiliano Buendía,17
46701,home,Norwich City,Todd Cantwell,14
46701,home,Norwich City,Alexander Tettey,27
46701,home,Norwich City,Moritz Leitner,10
46701,home,Norwich City,Teemu Pukki,22
46701,away,Manchester United,David de Gea,1
46701,away,Manchester United,Harry Maguire,5
46701,away,Manchester United,Victor Lindelöf,2
46701,away,Manchester United,Aaron Wan-Bissaka,29
46701,away,Manchester United,Ashley Young,18
46701,away,Manchester United,Marcus Rashford,10
46701,away,Manchester United,Scott McTominay,39
46701,away,Manchester United,Daniel James,21
46701,away,Manchester United,Andreas Pereira,15
46701,away,Manchester United,Fred,17
46701,away,Manchester United,Anthony Martial,9
46702,home,Southampton,Angus Gunn,28
46702,home,Southampton,Jannik Vestergaard,4
46702,home,Southampton,Jan Bednarek,35
46702,home,Southampton,Maya Yoshida,3
46702,home,Southampton,Oriol Romeu,14
46702,home,Southampton,Yan Valery,43
46702,home,Southampton,Pierre-Emile Højbjerg,23
46702,home,Southampton,James Ward-Prowse,16
46702,home,Southampton,Ryan Bertrand,21
46702,home,Southampton,Danny Ings,9
46702,home,Southampton,Nathan Redmond,22
46702,away,Leicester City,Kasper Schmeichel,1
46702,away,Leicester City,Ben Chilwell,3
46702,away,Leicester City,Çaglar Söyüncü,4
46702,away,Leicester City,Ricardo Pereira,21
46702,away,Leicester City,Jonny Evans,6
46702,away,Leicester City,Ayoze Pérez,17
46702,away,Leicester City,Youri Tielemans,8
46702,away,Leicester City,James Maddison,10
46702,away,Leicester City,Harvey Barnes,15
46702,away,Leicester City,Wilfred Ndidi,25
46702,away,Leicester City,Jamie Vardy,9
46703,home,Watford,Ben Foster,26
46703,home,Watford,Daryl Janmaat,2
46703,home,Watford,Craig Cathcart,15
46703,home,Watford,Adam Masina,11
46703,home,Watford,Christian Kabasele,27
46703,home,Watford,Craig Dawson,4
46703,home,Watford,Tom Cleverley,8
46703,home,Watford,Nathaniel Chalobah,14
46703,home,Watford,Abdoulaye Doucouré,16
46703,home,Watford,Gerard Deulofeu,7
46703,home,Watford,Roberto Pereyra,37
46703,away,AFC Bournemouth,Aaron Ramsdale,12
46703,away,AFC Bournemouth,Nathan Aké,5
46703,away,AFC Bournemouth,Adam Smith,15
46703,away,AFC Bournemouth,Diego Rico,21
46703,away,AFC Bournemouth,Steve Cook,3
46703,away,AFC Bournemouth,Arnaut Danjuma Groeneveld,14
46703,away,AFC Bournemouth,Ryan Fraser,24
46703,away,AFC Bournemouth,Philip Billing,29
46703,away,AFC Bournemouth,Jefferson Lerma,8
46703,away,AFC Bournemouth,Callum Wilson,13
46703,away,AFC Bournemouth,Joshua King,7
46704,home,West Ham United,Roberto Jiménez,13
46704,home,West Ham United,Pablo Zabaleta,5
46704,home,West Ham United,Fabián Balbuena,4
46704,home,West Ham United,Aaron Cresswell,3
46704,home,West Ham United,Issa Diop,23
46704,home,West Ham United,Mark Noble,16
46704,home,West Ham United,Felipe Anderson,8
46704,home,West Ham United,Robert Snodgrass,11
46704,home,West Ham United,Declan Rice,41
46704,home,West Ham United,Andriy Yarmolenko,7
46704,home,West Ham United,Sébastien Haller,22
46704,away,Sheffield United,Dean Henderson,1
46704,away,Sheffield United,Jack O'Connell,5
46704,away,Sheffield United,John Egan,12
46704,away,Sheffield United,Chris Basham,6
46704,away,Sheffield United,George Baldock,2
46704,away,Sheffield United,John Lundstram,7
46704,away,Sheffield United,Enda Stevens,3
46704,away,Sheffield United,Oliver Norwood,16
46704,away,Sheffield United,John Fleck,4
46704,away,Sheffield United,Callum Robinson,11
46704,away,Sheffield United,David McGoldrick,17
46705,home,Arsenal,Bernd Leno,1
46705,home,Arsenal,Sokratis,5
46705,home,Arsenal,Calum Chambers,21
46705,home,Arsenal,David Luiz,23
46705,home,Arsenal,Kieran Tierney,3
46705,home,Arsenal,Lucas Torreira,11
46705,home,Arsenal,Matteo Guendouzi,29
46705,home,Arsenal,Mesut Özil,10
46705,home,Arsenal,Dani Ceballos,8
46705,home,Arsenal,Pierre-Emerick Aubameyang,14
46705,home,Arsenal,Alexandre Lacazette,9
46705,away,Wolverhampton Wanderers,Rui Patrício,11
46705,away,Wolverhampton Wanderers,Romain Saïss,27
46705,away,Wolverhampton Wanderers,Conor Coady,16
46705,away,Wolverhampton Wanderers,Leander Dendoncker,32
46705,away,Wolverhampton Wanderers,Rúben Neves,8
46705,away,Wolverhampton Wanderers,Matt Doherty,2
46705,away,Wolverhampton Wanderers,João Moutinho,28
46705,away,Wolverhampton Wanderers,Jonny,19
46705,away,Wolverhampton Wanderers,Raúl Jiménez,9
46705,away,Wolverhampton Wanderers,Adama Traoré,37
46705,away,Wolverhampton Wanderers,Diogo Jota,18
46706,home,Aston Villa,Tom Heaton,1
46706,home,Aston Villa,Tyrone Mings,40
46706,home,Aston Villa,Frédéric Guilbert,24
46706,home,Aston Villa,Björn Engels,22
46706,home,Aston Villa,Matt Targett,18
46706,home,Aston Villa,John McGinn,7
46706,home,Aston Villa,Marvelous Nakamba,11
46706,home,Aston Villa,Douglas Luiz,6
46706,home,Aston Villa,Wesley,9
46706,home,Aston Villa,Trézéguet,17
46706,home,Aston Villa,Anwar El Ghazi,21
46706,away,Liverpool,Alisson,1
46706,away,Liverpool,Dejan Lovren,6
46706,away,Liverpool,Trent Alexander-Arnold,66
46706,away,Liverpool,Andrew Robertson,26
46706,away,Liverpool,Virgil van Dijk,4
46706,away,Liverpool,Georginio Wijnaldum,5
46706,away,Liverpool,Jordan Henderson,14
46706,away,Liverpool,Adam Lallana,20
46706,away,Liverpool,Roberto Firmino,9
46706,away,Liverpool,Mohamed Salah,11
46706,away,Liverpool,Sadio Mané,10
46707,home,AFC Bournemouth,Aaron Ramsdale,12
46707,home,AFC Bournemouth,Diego Rico,21
46707,home,AFC Bournemouth,Adam Smith,15
46707,home,AFC Bournemouth,Nathan Aké,5
46707,home,AFC Bournemouth,Steve Cook,3
46707,home,AFC Bournemouth,Harry Wilson,22
46707,home,AFC Bournemouth,Philip Billing,29
46707,home,AFC Bournemouth,Jefferson Lerma,8
46707,home,AFC Bournemouth,Ryan Fraser,24
46707,home,AFC Bournemouth,Callum Wilson,13
46707,home,AFC Bournemouth,Joshua King,7
46707,away,Manchester United,David de Gea,1
46707,away,Manchester United,Aaron Wan-Bissaka,29
46707,away,Manchester United,Victor Lindelöf,2
46707,away,Manchester United,Ashley Young,18
46707,away,Manchester United,Harry Maguire,5
46707,away,Manchester United,Scott McTominay,39
46707,away,Manchester United,Fred,17
46707,away,Manchester United,Marcus Rashford,10
46707,away,Manchester United,Andreas Pereira,15
46707,away,Manchester United,Daniel James,21
46707,away,Manchester United,Anthony Martial,9
46708,home,Brighton and Hove Albion,Mat Ryan,1
46708,home,Brighton and Hove Albion,Martín Montoya,22
46708,home,Brighton and Hove Albion,Lewis Dunk,5
46708,home,Brighton and Hove Albion,Dan Burn,33
46708,home,Brighton and Hove Albion,Adam Webster,15
46708,home,Brighton and Hove Albion,Davy Pröpper,24
46708,home,Brighton and Hove Albion,Steven Alzate,46
46708,home,Brighton and Hove Albion,Pascal Groß,13
46708,home,Brighton and Hove Albion,Dale Stephens,6
46708,home,Brighton and Hove Albion,Neal Maupay,7
46708,home,Brighton and Hove Albion,Aaron Connolly,44
46708,away,Norwich City,Tim Krul,1
46708,away,Norwich City,Jamal Lewis,12
46708,away,Norwich City,Ben Godfrey,4
46708,away,Norwich City,Max Aarons,2
46708,away,Norwich City,Alexander Tettey,27
46708,away,Norwich City,Onel Hernández,11
46708,away,Norwich City,Emiliano Buendía,17
46708,away,Norwich City,Tom Trybull,19
46708,away,Norwich City,Marco Stiepermann,18
46708,away,Norwich City,Kenny McLean,23
46708,away,Norwich City,Teemu Pukki,22
46709,home,Crystal Palace,Vicente Guaita,31
46709,home,Crystal Palace,Gary Cahill,24
46709,home,Crystal Palace,Patrick van Aanholt,3
46709,home,Crystal Palace,Joel Ward,2
46709,home,Crystal Palace,James Tomkins,5
46709,home,Crystal Palace,Cheikhou Kouyaté,8
46709,home,Crystal Palace,Jeffrey Schlupp,15
46709,home,Crystal Palace,James McArthur,18
46709,home,Crystal Palace,Luka Milivojevic,4
46709,home,Crystal Palace,Wilfried Zaha,11
46709,home,Crystal Palace,Jordan Ayew,9
46709,away,Leicester City,Kasper Schmeichel,1
46709,away,Leicester City,Çaglar Söyüncü,4
46709,away,Leicester City,Ben Chilwell,3
46709,away,Leicester City,Ricardo Pereira,21
46709,away,Leicester City,Jonny Evans,6
46709,away,Leicester City,Harvey Barnes,15
46709,away,Leicester City,James Maddison,10
46709,away,Leicester City,Youri Tielemans,8
46709,away,Leicester City,Ayoze Pérez,17
46709,away,Leicester City,Wilfred Ndidi,25
46709,away,Leicester City,Jamie Vardy,9
46710,home,Everton,Jordan Pickford,1
46710,home,Everton,Djibril Sidibé,19
46710,home,Everton,Mason Holgate,2
46710,home,Everton,Lucas Digne,12
46710,home,Everton,Yerry Mina,13
46710,home,Everton,Theo Walcott,11
46710,home,Everton,Fabian Delph,8
46710,home,Everton,Alex Iwobi,17
46710,home,Everton,André Gomes,21
46710,home,Everton,Tom Davies,26
46710,home,Everton,Richarlison,7
46710,away,Tottenham Hotspur,Paulo Gazzaniga,22
46710,away,Tottenham Hotspur,Ben Davies,33
46710,away,Tottenham Hotspur,Toby Alderweireld,4
46710,away,Tottenham Hotspur,Serge Aurier,24
46710,away,Tottenham Hotspur,Davinson Sánchez,6
46710,away,Tottenham Hotspur,Dele Alli,20
46710,away,Tottenham Hotspur,Christian Eriksen,23
46710,away,Tottenham Hotspur,Moussa Sissoko,17
46710,away,Tottenham Hotspur,Tanguy Ndombele,28
46710,away,Tottenham Hotspur,Son Heung-Min,7
46710,away,Tottenham Hotspur,Lucas Moura,27
46711,home,Manchester City,Ederson,31
46711,home,Manchester City,John Stones,5
46711,home,Manchester City,Angeliño,12
46711,home,Manchester City,Kyle Walker,2
46711,home,Manchester City,Fernandinho,25
46711,home,Manchester City,David Silva,21
46711,home,Manchester City,Ilkay Gündogan,8
46711,home,Manchester City,Kevin De Bruyne,17
46711,home,Manchester City,Raheem Sterling,7
46711,home,Manchester City,Sergio Agüero 90 +,10
46711,home,Manchester City,Bernardo Silva,20
46711,away,Southampton,Alex McCarthy,1
46711,away,Southampton,Jan Bednarek,35
46711,away,Southampton,Jannik Vestergaard,4
46711,away,Southampton,Jack Stephens,5
46711,away,Southampton,Yan Valery,43
46711,away,Southampton,Pierre-Emile Højbjerg,23
46711,away,Southampton,James Ward-Prowse,16
46711,away,Southampton,Oriol Romeu,14
46711,away,Southampton,Stuart Armstrong,17
46711,away,Southampton,Nathan Redmond,22
46711,away,Southampton,Danny Ings,9
46712,home,Sheffield United,Dean Henderson,1
46712,home,Sheffield United,John Egan,12
46712,home,Sheffield United,Jack O'Connell,5
46712,home,Sheffield United,Chris Basham,6
46712,home,Sheffield United,Oliver Norwood,16
46712,home,Sheffield United,John Lundstram,7
46712,home,Sheffield United,George Baldock,2
46712,home,Sheffield United,Enda Stevens,3
46712,home,Sheffield United,John Fleck,4
46712,home,Sheffield United,David McGoldrick,17
46712,home,Sheffield United,Lys Mousset,22
46712,away,Burnley,Nick Pope,1
46712,away,Burnley,Ben Mee,6
46712,away,Burnley,Matthew Lowton,2
46712,away,Burnley,Erik Pieters,23
46712,away,Burnley,James Tarkowski,5
46712,away,Burnley,Jeff Hendrick,13
46712,away,Burnley,Dwight McNeil,11
46712,away,Burnley,Jack Cork,4
46712,away,Burnley,Ashley Westwood,18
46712,away,Burnley,Ashley Barnes,10
46712,away,Burnley,Jay Rodriguez,19
46713,home,Watford,Ben Foster,26
46713,home,Watford,Christian Kabasele,27
46713,home,Watford,Daryl Janmaat,2
46713,home,Watford,Craig Dawson,4
46713,home,Watford,Adam Masina,11
46713,home,Watford,Craig Cathcart,15
46713,home,Watford,Nathaniel Chalobah,14
46713,home,Watford,Gerard Deulofeu,7
46713,home,Watford,Abdoulaye Doucouré,16
46713,home,Watford,Roberto Pereyra,37
46713,home,Watford,Andre Gray,18
46713,away,Chelsea,Kepa Arrizabalaga,1
46713,away,Chelsea,Kurt Zouma,15
46713,away,Chelsea,Emerson,33
46713,away,Chelsea,César Azpilicueta,28
46713,away,Chelsea,Fikayo Tomori,29
46713,away,Chelsea,Christian Pulisic,22
46713,away,Chelsea,Mason Mount,19
46713,away,Chelsea,Mateo Kovacic,17
46713,away,Chelsea,Jorginho,5
46713,away,Chelsea,Willian,10
46713,away,Chelsea,Tammy Abraham,9
46714,home,West Ham United,Roberto Jiménez,13
46714,home,West Ham United,Aaron Cresswell,3
46714,home,West Ham United,Fabián Balbuena,4
46714,home,West Ham United,Pablo Zabaleta,5
46714,home,West Ham United,Issa Diop,23
46714,home,West Ham United,Mark Noble,16
46714,home,West Ham United,Robert Snodgrass,11
46714,home,West Ham United,Declan Rice,41
46714,home,West Ham United,Andriy Yarmolenko,7
46714,home,West Ham United,Felipe Anderson,8
46714,home,West Ham United,Sébastien Haller,22
46714,away,Newcastle United,Martin Dubravka,1
46714,away,Newcastle United,Federico Fernández,18
46714,away,Newcastle United,Ciaran Clark,2
46714,away,Newcastle United,Jetro Willems,15
46714,away,Newcastle United,Jamaal Lascelles,6
46714,away,Newcastle United,DeAndre Yedlin,22
46714,away,Newcastle United,Allan Saint-Maximin,10
46714,away,Newcastle United,Miguel Almirón,24
46714,away,Newcastle United,Jonjo Shelvey,8
46714,away,Newcastle United,Isaac Hayden,14
46714,away,Newcastle United,Joelinton,9
46715,home,Burnley,Nick Pope,1
46715,home,Burnley,James Tarkowski,5
46715,home,Burnley,Ben Mee,6
46715,home,Burnley,Charlie Taylor,3
46715,home,Burnley,Phil Bardsley,26
46715,home,Burnley,Ashley Westwood,18
46715,home,Burnley,Jack Cork,4
46715,home,Burnley,Jeff Hendrick,13
46715,home,Burnley,Dwight McNeil,11
46715,home,Burnley,Ashley Barnes,10
46715,home,Burnley,Chris Wood 90 +,9
46715,away,West Ham United,Roberto Jiménez,13
46715,away,West Ham United,Ryan Fredericks,24
46715,away,West Ham United,Aaron Cresswell,3
46715,away,West Ham United,Fabián Balbuena,4
46715,away,West Ham United,Issa Diop,23
46715,away,West Ham United,Felipe Anderson,8
46715,away,West Ham United,Mark Noble,16
46715,away,West Ham United,Robert Snodgrass,11
46715,away,West Ham United,Declan Rice,41
46715,away,West Ham United,Pablo Fornals,18
46715,away,West Ham United,Sébastien Haller,22
46716,home,Chelsea,Kepa Arrizabalaga,1
46716,home,Chelsea,Fikayo Tomori,29
46716,home,Chelsea,Kurt Zouma,15
46716,home,Chelsea,Emerson,33
46716,home,Chelsea,Reece James,24
46716,home,Chelsea,N'Golo Kanté,7
46716,home,Chelsea,Christian Pulisic,22
46716,home,Chelsea,Mateo Kovacic,17
46716,home,Chelsea,Mason Mount,19
46716,home,Chelsea,Willian,10
46716,home,Chelsea,Tammy Abraham,9
46716,away,Crystal Palace,Vicente Guaita,31
46716,away,Crystal Palace,James Tomkins,5
46716,away,Crystal Palace,Gary Cahill,24
46716,away,Crystal Palace,Patrick van Aanholt,3
46716,away,Crystal Palace,Joel Ward,2
46716,away,Crystal Palace,Wilfried Zaha,11
46716,away,Crystal Palace,Andros Townsend,10
46716,away,Crystal Palace,James McArthur,18
46716,away,Crystal Palace,Cheikhou Kouyaté,8
46716,away,Crystal Palace,Luka Milivojevic,4
46716,away,Crystal Palace,Jordan Ayew,9
46717,home,Leicester City,Kasper Schmeichel,1
46717,home,Leicester City,Jonny Evans,6
46717,home,Leicester City,Ben Chilwell,3
46717,home,Leicester City,Çaglar Söyüncü,4
46717,home,Leicester City,Ricardo Pereira,21
46717,home,Leicester City,Ayoze Pérez,17
46717,home,Leicester City,Wilfred Ndidi,25
46717,home,Leicester City,James Maddison,10
46717,home,Leicester City,Harvey Barnes,15
46717,home,Leicester City,Youri Tielemans,8
46717,home,Leicester City,Jamie Vardy,9
46717,away,Arsenal,Bernd Leno,1
46717,away,Arsenal,Calum Chambers,21
46717,away,Arsenal,David Luiz,23
46717,away,Arsenal,Rob Holding,16
46717,away,Arsenal,Matteo Guendouzi,29
46717,away,Arsenal,Héctor Bellerín,2
46717,away,Arsenal,Sead Kolasinac,31
46717,away,Arsenal,Lucas Torreira,11
46717,away,Arsenal,Pierre-Emerick Aubameyang,14
46717,away,Arsenal,Alexandre Lacazette,9
46717,away,Arsenal,Mesut Özil,10
46718,home,Liverpool,Alisson,1
46718,home,Liverpool,Trent Alexander-Arnold,66
46718,home,Liverpool,Andrew Robertson,26
46718,home,Liverpool,Virgil van Dijk,4
46718,home,Liverpool,Dejan Lovren,6
46718,home,Liverpool,Fabinho,3
46718,home,Liverpool,Jordan Henderson,14
46718,home,Liverpool,Georginio Wijnaldum,5
46718,home,Liverpool,Mohamed Salah,11
46718,home,Liverpool,Sadio Mané,10
46718,home,Liverpool,Roberto Firmino,9
46718,away,Manchester City,Claudio Bravo,1
46718,away,Manchester City,John Stones,5
46718,away,Manchester City,Fernandinho,25
46718,away,Manchester City,Kyle Walker,2
46718,away,Manchester City,Angeliño,12
46718,away,Manchester City,Kevin De Bruyne,17
46718,away,Manchester City,Ilkay Gündogan,8
46718,away,Manchester City,Rodrigo,16
46718,away,Manchester City,Raheem Sterling,7
46718,away,Manchester City,Bernardo Silva,20
46718,away,Manchester City,Sergio Agüero,10
46719,home,Manchester United,David de Gea,1
46719,home,Manchester United,Harry Maguire,5
46719,home,Manchester United,Aaron Wan-Bissaka,29
46719,home,Manchester United,Victor Lindelöf,2
46719,home,Manchester United,Brandon Williams 90 +,53
46719,home,Manchester United,Daniel James,21
46719,home,Manchester United,Fred,17
46719,home,Manchester United,Marcus Rashford 90 +,10
46719,home,Manchester United,Andreas Pereira,15
46719,home,Manchester United,Scott McTominay 90 +,39
46719,home,Manchester United,Anthony Martial,9
46719,away,Brighton and Hove Albion,Mat Ryan,1
46719,away,Brighton and Hove Albion,Martín Montoya,22
46719,away,Brighton and Hove Albion,Shane Duffy,4
46719,away,Brighton and Hove Albion,Dan Burn,33
46719,away,Brighton and Hove Albion,Lewis Dunk,5
46719,away,Brighton and Hove Albion,Steven Alzate,46
46719,away,Brighton and Hove Albion,Leandro Trossard,11
46719,away,Brighton and Hove Albion,Dale Stephens,6
46719,away,Brighton and Hove Albion,Davy Pröpper,24
46719,away,Brighton and Hove Albion,Neal Maupay,7
46719,away,Brighton and Hove Albion,Aaron Connolly,44
46720,home,Newcastle United,Martin Dubravka,1
46720,home,Newcastle United,Jamaal Lascelles,6
46720,home,Newcastle United,Ciaran Clark,2
46720,home,Newcastle United,Federico Fernández,18
46720,home,Newcastle United,Jetro Willems,15
46720,home,Newcastle United,DeAndre Yedlin,22
46720,home,Newcastle United,Isaac Hayden,14
46720,home,Newcastle United,Allan Saint-Maximin,10
46720,home,Newcastle United,Jonjo Shelvey,8
46720,home,Newcastle United,Miguel Almirón,24
46720,home,Newcastle United,Joelinton,9
46720,away,AFC Bournemouth,Aaron Ramsdale,12
46720,away,AFC Bournemouth,Diego Rico,21
46720,away,AFC Bournemouth,Adam Smith,15
46720,away,AFC Bournemouth,Nathan Aké,5
46720,away,AFC Bournemouth,Steve Cook,3
46720,away,AFC Bournemouth,Harry Wilson,22
46720,away,AFC Bournemouth,Philip Billing,29
46720,away,AFC Bournemouth,Ryan Fraser,24
46720,away,AFC Bournemouth,Lewis Cook,16
46720,away,AFC Bournemouth,Callum Wilson,13
46720,away,AFC Bournemouth,Joshua King,7
46721,home,Norwich City,Tim Krul,1
46721,home,Norwich City,Ben Godfrey,4
46721,home,Norwich City,Max Aarons,2
46721,home,Norwich City,Alexander Tettey,27
46721,home,Norwich City,Jamal Lewis,12
46721,home,Norwich City,Emiliano Buendía,17
46721,home,Norwich City,Tom Trybull,19
46721,home,Norwich City,Onel Hernández,11
46721,home,Norwich City,Marco Stiepermann,18
46721,home,Norwich City,Kenny McLean,23
46721,home,Norwich City,Teemu Pukki,22
46721,away,Watford,Ben Foster,26
46721,away,Watford,Craig Dawson,4
46721,away,Watford,Christian Kabasele,27
46721,away,Watford,José Holebas,25
46721,away,Watford,Daryl Janmaat,2
46721,away,Watford,Craig Cathcart,15
46721,away,Watford,Abdoulaye Doucouré,16
46721,away,Watford,Etienne Capoue,29
46721,away,Watford,Will Hughes,19
46721,away,Watford,Gerard Deulofeu,7
46721,away,Watford,Roberto Pereyra,37
46722,home,Southampton,Alex McCarthy,1
46722,home,Southampton,Jannik Vestergaard,4
46722,home,Southampton,Jack Stephens,5
46722,home,Southampton,Jan Bednarek,35
46722,home,Southampton,Stuart Armstrong 90 +,17
46722,home,Southampton,James Ward-Prowse,16
46722,home,Southampton,Oriol Romeu,14
46722,home,Southampton,Cédric Soares,2
46722,home,Southampton,Danny Ings,9
46722,home,Southampton,Nathan Redmond,22
46722,home,Southampton,Moussa Djenepo,12
46722,away,Everton,Jordan Pickford,1
46722,away,Everton,Yerry Mina,13
46722,away,Everton,Mason Holgate,2
46722,away,Everton,Lucas Digne,12
46722,away,Everton,Djibril Sidibé,19
46722,away,Everton,Richarlison,7
46722,away,Everton,Tom Davies,26
46722,away,Everton,Morgan Schneiderlin,18
46722,away,Everton,Theo Walcott,11
46722,away,Everton,Gylfi Sigurdsson,10
46722,away,Everton,Cenk Tosun,14
46723,home,Tottenham Hotspur,Paulo Gazzaniga,22
46723,home,Tottenham Hotspur,Davinson Sánchez,6
46723,home,Tottenham Hotspur,Ben Davies,33
46723,home,Tottenham Hotspur,Serge Aurier,24
46723,home,Tottenham Hotspur,Eric Dier,15
46723,home,Tottenham Hotspur,Moussa Sissoko,17
46723,home,Tottenham Hotspur,Tanguy Ndombele,28
46723,home,Tottenham Hotspur,Dele Alli,20
46723,home,Tottenham Hotspur,Giovani Lo Celso,18
46723,home,Tottenham Hotspur,Son Heung-Min,7
46723,home,Tottenham Hotspur,Harry Kane,10
46723,away,Sheffield United,Dean Henderson,1
46723,away,Sheffield United,John Egan,12
46723,away,Sheffield United,Jack O'Connell,5
46723,away,Sheffield United,Chris Basham,6
46723,away,Sheffield United,George Baldock,2
46723,away,Sheffield United,Oliver Norwood,16
46723,away,Sheffield United,Enda Stevens,3
46723,away,Sheffield United,John Fleck,4
46723,away,Sheffield United,John Lundstram,7
46723,away,Sheffield United,Lys Mousset,22
46723,away,Sheffield United,David McGoldrick,17
46724,home,Wolverhampton Wanderers,Rui Patrício,11
46724,home,Wolverhampton Wanderers,Conor Coady,16
46724,home,Wolverhampton Wanderers,Leander Dendoncker,32
46724,home,Wolverhampton Wanderers,Romain Saïss,27
46724,home,Wolverhampton Wanderers,Matt Doherty,2
46724,home,Wolverhampton Wanderers,Rúben Neves,8
46724,home,Wolverhampton Wanderers,Jonny,19
46724,home,Wolverhampton Wanderers,João Moutinho,28
46724,home,Wolverhampton Wanderers,Adama Traoré,37
46724,home,Wolverhampton Wanderers,Raúl Jiménez,9
46724,home,Wolverhampton Wanderers,Diogo Jota,18
46724,away,Aston Villa,Jed Steer,12
46724,away,Aston Villa,Tyrone Mings,40
46724,away,Aston Villa,Matt Targett,18
46724,away,Aston Villa,Ezri Konsa Ngoyo,15
46724,away,Aston Villa,Frédéric Guilbert,24
46724,away,Aston Villa,Douglas Luiz,6
46724,away,Aston Villa,Marvelous Nakamba,11
46724,away,Aston Villa,John McGinn,7
46724,away,Aston Villa,Wesley,9
46724,away,Aston Villa,Anwar El Ghazi,21
46724,away,Aston Villa,Trézéguet,17
46725,home,Arsenal,Bernd Leno,1
46725,home,Arsenal,David Luiz,23
46725,home,Arsenal,Calum Chambers,21
46725,home,Arsenal,Sokratis,5
46725,home,Arsenal,Héctor Bellerín,2
46725,home,Arsenal,Matteo Guendouzi,29
46725,home,Arsenal,Kieran Tierney,3
46725,home,Arsenal,Lucas Torreira,11
46725,home,Arsenal,Pierre-Emerick Aubameyang,14
46725,home,Arsenal,Alexandre Lacazette,9
46725,home,Arsenal,Mesut Özil,10
46725,away,Southampton,Alex McCarthy,1
46725,away,Southampton,Ryan Bertrand,21
46725,away,Southampton,Jan Bednarek,35
46725,away,Southampton,Jack Stephens,5
46725,away,Southampton,Cédric Soares,2
46725,away,Southampton,James Ward-Prowse,16
46725,away,Southampton,Nathan Redmond,22
46725,away,Southampton,Pierre-Emile Højbjerg,23
