gameid,type,team,name,number
22348,home,Newcastle United,Dwight Gayle,9
22348,away,Tottenham Hotspur,Hugo Lloris,1
22348,away,Tottenham Hotspur,Ben Davies,33
22348,away,Tottenham Hotspur,Jan Vertonghen,5
22348,away,Tottenham Hotspur,Kyle Walker-Peters,37
22348,away,Tottenham Hotspur,Toby Alderweireld,4
22348,away,Tottenham Hotspur,Dele Alli,20
22348,away,Tottenham Hotspur,Eric Dier,15
22348,away,Tottenham Hotspur,Moussa Sissoko,17
22348,away,Tottenham Hotspur,Christian Eriksen,23
22348,away,Tottenham Hotspur,Mousa Dembélé,19
22348,away,Tottenham Hotspur,Harry Kane,10
22349,home,Southampton,Fraser Forster,44
22349,home,Southampton,Jack Stephens,5
22349,home,Southampton,Maya Yoshida,3
22349,home,Southampton,Ryan Bertrand,21
22349,home,Southampton,Cédric Soares,2
22349,home,Southampton,James Ward-Prowse,16
22349,home,Southampton,Steven Davis,8
22349,home,Southampton,Dusan Tadic,11
22349,home,Southampton,Oriol Romeu,14
22349,home,Southampton,Nathan Redmond,22
22349,home,Southampton,Manolo Gabbiadini,20
22349,away,Swansea City,Lukasz Fabianski,1
22349,away,Swansea City,Federico Fernández,33
22349,away,Swansea City,Kyle Naughton,26
22349,away,Swansea City,Alfie Mawson,6
22349,away,Swansea City,Martin Olsson,16
22349,away,Swansea City,Tom Carroll,14
22349,away,Swansea City,Leroy Fer,8
22349,away,Swansea City,Wayne Routledge,15
22349,away,Swansea City,Leon Britton,7
22349,away,Swansea City,Jordan Ayew,18
22349,away,Swansea City,Tammy Abraham,10
22350,home,Watford,Heurelho Gomes,1
22350,home,Watford,Miguel Britos,3
22350,home,Watford,José Holebas,25
22350,home,Watford,Younes Kaboul,4
22350,home,Watford,Daryl Janmaat,2
22350,home,Watford,Tom Cleverley,8
22350,home,Watford,Nathaniel Chalobah,14
22350,home,Watford,Abdoulaye Doucouré,16
22350,home,Watford,Roberto Pereyra,37
22350,home,Watford,Stefano Okaka,33
22350,home,Watford,Nordin Amrabat,7
22350,away,Liverpool,Simon Mignolet,22
22350,away,Liverpool,Alberto Moreno,18
22350,away,Liverpool,Trent Alexander-Arnold,66
22350,away,Liverpool,Joel Matip,32
22350,away,Liverpool,Dejan Lovren,6
22350,away,Liverpool,Emre Can,23
22350,away,Liverpool,Jordan Henderson,14
22350,away,Liverpool,Georginio Wijnaldum,5
22350,away,Liverpool,Roberto Firmino,9
22350,away,Liverpool,Sadio Mané,19
22350,away,Liverpool,Mohamed Salah,11
22351,home,West Bromwich Albion,Ben Foster,1
22351,home,West Bromwich Albion,Chris Brunt,11
22351,home,West Bromwich Albion,Allan-Roméo Nyom,2
22351,home,West Bromwich Albion,Craig Dawson,25
22351,home,West Bromwich Albion,Ahmed Hegazi,26
22351,home,West Bromwich Albion,Jake Livermore,8
22351,home,West Bromwich Albion,Claudio Yacob,5
22351,home,West Bromwich Albion,Matt Phillips,10
22351,home,West Bromwich Albion,James McClean,14
22351,home,West Bromwich Albion,Sam Field,28
22351,home,West Bromwich Albion,Jay Rodriguez,19
22351,away,AFC Bournemouth,Asmir Begovic,27
22351,away,AFC Bournemouth,Charlie Daniels,11
22351,away,AFC Bournemouth,Steve Cook,3
22351,away,AFC Bournemouth,Nathan Aké,5
22351,away,AFC Bournemouth,Simon Francis,2
22351,away,AFC Bournemouth,Andrew Surman,6
22351,away,AFC Bournemouth,Marc Pugh,7
22351,away,AFC Bournemouth,Harry Arter,8
22351,away,AFC Bournemouth,Ryan Fraser,24
22351,away,AFC Bournemouth,Joshua King,17
22351,away,AFC Bournemouth,Benik Afobe,9
22352,home,AFC Bournemouth,Asmir Begovic,27
22352,home,AFC Bournemouth,Charlie Daniels,11
22352,home,AFC Bournemouth,Nathan Aké,5
22352,home,AFC Bournemouth,Steve Cook,3
22352,home,AFC Bournemouth,Adam Smith,15
22352,home,AFC Bournemouth,Jordon Ibe,33
22352,home,AFC Bournemouth,Ryan Fraser,24
22352,home,AFC Bournemouth,Harry Arter,8
22352,home,AFC Bournemouth,Andrew Surman,6
22352,home,AFC Bournemouth,Benik Afobe,9
22352,home,AFC Bournemouth,Joshua King,17
22352,away,Watford,Heurelho Gomes,1
22352,away,Watford,Miguel Britos,3
22352,away,Watford,Kiko Femenía,21
22352,away,Watford,José Holebas,25
22352,away,Watford,Sebastian Prödl,5
22352,away,Watford,Tom Cleverley,8
22352,away,Watford,Nathaniel Chalobah,14
22352,away,Watford,Abdoulaye Doucouré,16
22352,away,Watford,Nordin Amrabat,7
22352,away,Watford,Andre Gray,18
22352,away,Watford,Richarlison,11
22353,home,Burnley,Tom Heaton,1
22353,home,Burnley,James Tarkowski,5
22353,home,Burnley,Matthew Lowton,2
22353,home,Burnley,Ben Mee,6
22353,home,Burnley,Stephen Ward,23
22353,home,Burnley,Jóhann Gudmundsson,17
22353,home,Burnley,Jack Cork,4
22353,home,Burnley,Steven Defour,16
22353,home,Burnley,Robbie Brady,12
22353,home,Burnley,Jeff Hendrick,13
22353,home,Burnley,Sam Vokes,9
22353,away,West Bromwich Albion,Ben Foster,1
22353,away,West Bromwich Albion,Chris Brunt,11
22353,away,West Bromwich Albion,Craig Dawson,25
22353,away,West Bromwich Albion,Allan-Roméo Nyom,2
22353,away,West Bromwich Albion,Ahmed Hegazi,26
22353,away,West Bromwich Albion,Gareth Barry,18
22353,away,West Bromwich Albion,James McClean,14
22353,away,West Bromwich Albion,Matt Phillips,10
22353,away,West Bromwich Albion,Jake Livermore,8
22353,away,West Bromwich Albion,Sam Field,28
22353,away,West Bromwich Albion,Jay Rodriguez,19
22354,home,Huddersfield Town,Jonas Lössl,1
22354,home,Huddersfield Town,Christopher Schindler,26
22354,home,Huddersfield Town,Zanka,25
22354,home,Huddersfield Town,Tommy Smith,2
22354,home,Huddersfield Town,Chris Löwe,15
22354,home,Huddersfield Town,Rajiv van La Parra,17
22354,home,Huddersfield Town,Tom Ince 90 +,22
22354,home,Huddersfield Town,Elias Kachunga,9
22354,home,Huddersfield Town,Aaron Mooy,10
22354,home,Huddersfield Town,Philip Billing,8
22354,home,Huddersfield Town,Steve Mounie,24
22354,away,Newcastle United,Robert Elliot,1
22354,away,Newcastle United,Ciaran Clark,2
22354,away,Newcastle United,Jamaal Lascelles,6
22354,away,Newcastle United,Chancel Mbemba,18
22354,away,Newcastle United,Javier Manquillo,19
22354,away,Newcastle United,Isaac Hayden,14
22354,away,Newcastle United,Ayoze Pérez,17
22354,away,Newcastle United,Matt Ritchie,11
22354,away,Newcastle United,Christian Atsu,30
22354,away,Newcastle United,Mikel Merino,23
22354,away,Newcastle United,Dwight Gayle,9
22355,home,Leicester City,Kasper Schmeichel,1
22355,home,Leicester City,Wes Morgan,5
22355,home,Leicester City,Harry Maguire,15
22355,home,Leicester City,Danny Simpson,2
22355,home,Leicester City,Christian Fuchs,28
22355,home,Leicester City,Marc Albrighton,11
22355,home,Leicester City,Riyad Mahrez,26
22355,home,Leicester City,Matty James,22
22355,home,Leicester City,Wilfred Ndidi,25
22355,home,Leicester City,Jamie Vardy 90 +,9
22355,home,Leicester City,Shinji Okazaki,20
22355,away,Brighton and Hove Albion,Mat Ryan,1
22355,away,Brighton and Hove Albion,Lewis Dunk,5
22355,away,Brighton and Hove Albion,Bruno,2
22355,away,Brighton and Hove Albion,Markus Suttner,29
22355,away,Brighton and Hove Albion,Shane Duffy,22
22355,away,Brighton and Hove Albion,Solly March,20
22355,away,Brighton and Hove Albion,Dale Stephens,6
22355,away,Brighton and Hove Albion,Jamie Murphy,15
22355,away,Brighton and Hove Albion,Davy Pröpper,24
22355,away,Brighton and Hove Albion,Glenn Murray,17
22355,away,Brighton and Hove Albion,Pascal Groß,13
22356,home,Liverpool,Simon Mignolet,22
22356,home,Liverpool,Joel Matip,32
22356,home,Liverpool,Andrew Robertson,26
22356,home,Liverpool,Ragnar Klavan,17
22356,home,Liverpool,Joseph Gomez,12
22356,home,Liverpool,Georginio Wijnaldum,5
22356,home,Liverpool,Jordan Henderson,14
22356,home,Liverpool,James Milner,7
22356,home,Liverpool,Daniel Sturridge,15
22356,home,Liverpool,Sadio Mané,19
22356,home,Liverpool,Roberto Firmino,9
22356,away,Crystal Palace,Wayne Hennessey,13
22356,away,Crystal Palace,Scott Dann,6
22356,away,Crystal Palace,Timothy Fosu-Mensah,24
22356,away,Crystal Palace,James Tomkins,5
22356,away,Crystal Palace,Luka Milivojevic,4
22356,away,Crystal Palace,Jason Puncheon,42
22356,away,Crystal Palace,Ruben Loftus-Cheek,8
22356,away,Crystal Palace,Joel Ward,2
22356,away,Crystal Palace,Patrick van Aanholt,3
22356,away,Crystal Palace,Christian Benteke,17
22356,away,Crystal Palace,Andros Townsend,10
22357,home,Manchester City,Ederson,31
22357,home,Manchester City,John Stones,5
22357,home,Manchester City,Vincent Kompany,4
22357,home,Manchester City,Nicolás Otamendi,30
22357,home,Manchester City,David Silva,21
22357,home,Manchester City,Fernandinho,25
22357,home,Manchester City,Leroy Sané,19
22357,home,Manchester City,Kevin De Bruyne,17
22357,home,Manchester City,Kyle Walker,2
22357,home,Manchester City,Sergio Agüero,10
22357,home,Manchester City,Gabriel Jesus,33
22357,away,Everton,Jordan Pickford,1
22357,away,Everton,Michael Keane,4
22357,away,Everton,Phil Jagielka,6
22357,away,Everton,Ashley Williams,5
22357,away,Everton,Tom Davies,26
22357,away,Everton,Idrissa Gueye,17
22357,away,Everton,Leighton Baines,3
22357,away,Everton,Morgan Schneiderlin,2
22357,away,Everton,Mason Holgate,30
22357,away,Everton,Wayne Rooney,10
22357,away,Everton,Dominic Calvert-Lewin,29
22358,home,Stoke City,Jack Butland,1
22358,home,Stoke City,Geoff Cameron,20
22358,home,Stoke City,Kurt Zouma,6
22358,home,Stoke City,Ryan Shawcross,17
22358,home,Stoke City,Darren Fletcher,24
22358,home,Stoke City,Mame Biram Diouf,18
22358,home,Stoke City,Joe Allen,4
22358,home,Stoke City,Erik Pieters,3
22358,home,Stoke City,Jesé,11
22358,home,Stoke City,Xherdan Shaqiri,22
22358,home,Stoke City,Eric Maxim Choupo-Moting,10
22358,away,Arsenal,Petr Cech,33
22358,away,Arsenal,Shkodran Mustafi,20
22358,away,Arsenal,Nacho Monreal,18
22358,away,Arsenal,Sead Kolasinac,31
22358,away,Arsenal,Alex Oxlade-Chamberlain,15
22358,away,Arsenal,Héctor Bellerín,24
22358,away,Arsenal,Aaron Ramsey,8
22358,away,Arsenal,Granit Xhaka,29
22358,away,Arsenal,Alexandre Lacazette,9
22358,away,Arsenal,Danny Welbeck,23
22358,away,Arsenal,Mesut Özil,11
22359,home,Swansea City,Lukasz Fabianski,1
22359,home,Swansea City,Alfie Mawson,6
22359,home,Swansea City,Federico Fernández,33
22359,home,Swansea City,Kyle Bartley,27
22359,home,Swansea City,Tom Carroll,14
22359,home,Swansea City,Roque Mesa,51
22359,home,Swansea City,Kyle Naughton,26
22359,home,Swansea City,Leroy Fer,8
22359,home,Swansea City,Martin Olsson,16
22359,home,Swansea City,Jordan Ayew,18
22359,home,Swansea City,Tammy Abraham,10
22359,away,Manchester United,David de Gea,1
22359,away,Manchester United,Eric Bailly,3
22359,away,Manchester United,Daley Blind,17
22359,away,Manchester United,Phil Jones,4
22359,away,Manchester United,Luis Antonio Valencia,25
22359,away,Manchester United,Marcus Rashford,19
22359,away,Manchester United,Henrikh Mkhitaryan,22
22359,away,Manchester United,Paul Pogba,6
22359,away,Manchester United,Nemanja Matic,31
22359,away,Manchester United,Juan Mata,8
22359,away,Manchester United,Romelu Lukaku,9
22360,home,Tottenham Hotspur,Hugo Lloris,1
22360,home,Tottenham Hotspur,Toby Alderweireld,4
22360,home,Tottenham Hotspur,Ben Davies,33
22360,home,Tottenham Hotspur,Kieran Trippier 90 +,2
22360,home,Tottenham Hotspur,Jan Vertonghen,5
22360,home,Tottenham Hotspur,Eric Dier,15
22360,home,Tottenham Hotspur,Victor Wanyama,12
22360,home,Tottenham Hotspur,Christian Eriksen,23
22360,home,Tottenham Hotspur,Mousa Dembélé,19
22360,home,Tottenham Hotspur,Dele Alli,20
22360,home,Tottenham Hotspur,Harry Kane,10
22360,away,Chelsea,Thibaut Courtois,13
22360,away,Chelsea,Andreas Christensen,27
22360,away,Chelsea,Antonio Rüdiger,2
22360,away,Chelsea,César Azpilicueta,28
22360,away,Chelsea,Victor Moses,15
22360,away,Chelsea,N'Golo Kanté,7
22360,away,Chelsea,Tiemoué Bakayoko,14
22360,away,Chelsea,David Luiz,30
22360,away,Chelsea,Marcos Alonso,3
22360,away,Chelsea,Willian,22
22360,away,Chelsea,Álvaro Morata,9
22361,home,West Ham United,Joe Hart,25
22361,home,West Ham United,Aaron Cresswell,3
22361,home,West Ham United,Declan Rice,41
22361,home,West Ham United,Angelo Ogbonna,21
22361,home,West Ham United,Pablo Zabaleta,5
22361,home,West Ham United,Mark Noble,16
22361,home,West Ham United,Cheikhou Kouyaté,8
22361,home,West Ham United,Arthur Masuaku,26
22361,home,West Ham United,Marko Arnautovic,7
22361,home,West Ham United,Michail Antonio,30
22361,home,West Ham United,João Mário,18
22361,away,Southampton,Alex McCarthy,13
22361,away,Southampton,Wesley Hoedt,6
22361,away,Southampton,Ryan Bertrand,21
22361,away,Southampton,Cédric Soares,2
22361,away,Southampton,Jack Stephens,5
22361,away,Southampton,Nathan Redmond,22
22361,away,Southampton,Pierre-Emile Højbjerg,23
22361,away,Southampton,Dusan Tadic,11
22361,away,Southampton,Mario Lemina,18
22361,away,Southampton,Charlie Austin,10
22361,away,Southampton,Manolo Gabbiadini,20
22362,home,AFC Bournemouth,Asmir Begovic,27
22362,home,AFC Bournemouth,Tyrone Mings,26
22362,home,AFC Bournemouth,Nathan Aké,5
22362,home,AFC Bournemouth,Charlie Daniels,11
22362,home,AFC Bournemouth,Steve Cook,3
22362,home,AFC Bournemouth,Adam Smith,15
22362,home,AFC Bournemouth,Dan Gosling,4
22362,home,AFC Bournemouth,Andrew Surman,6
22362,home,AFC Bournemouth,Harry Arter,8
22362,home,AFC Bournemouth,Jermain Defoe,18
22362,home,AFC Bournemouth,Joshua King,17
22362,away,Manchester City,Ederson,31
22362,away,Manchester City,Benjamin Mendy,22
22362,away,Manchester City,Danilo,3
22362,away,Manchester City,Nicolás Otamendi,30
22362,away,Manchester City,Vincent Kompany,4
22362,away,Manchester City,David Silva,21
22362,away,Manchester City,Kevin De Bruyne,17
22362,away,Manchester City,Fernandinho,25
22362,away,Manchester City,Raheem Sterling,7
22362,away,Manchester City,Gabriel Jesus,33
22362,away,Manchester City,Bernardo Silva,20
22363,home,Chelsea,Thibaut Courtois,13
22363,home,Chelsea,David Luiz,30
22363,home,Chelsea,Antonio Rüdiger,2
22363,home,Chelsea,César Azpilicueta,28
22363,home,Chelsea,Victor Moses,15
22363,home,Chelsea,Cesc Fàbregas,4
22363,home,Chelsea,Marcos Alonso,3
22363,home,Chelsea,N'Golo Kanté,7
22363,home,Chelsea,Pedro,11
22363,home,Chelsea,Willian,22
22363,home,Chelsea,Álvaro Morata,9
22363,away,Everton,Jordan Pickford,1
22363,away,Everton,Phil Jagielka,6
22363,away,Everton,Ashley Williams,5
22363,away,Everton,Michael Keane,4
22363,away,Everton,Idrissa Gueye,17
22363,away,Everton,Tom Davies,26
22363,away,Everton,Leighton Baines,3
22363,away,Everton,Mason Holgate,30
22363,away,Everton,Gylfi Sigurdsson,18
22363,away,Everton,Wayne Rooney,10
22363,away,Everton,Sandro Ramírez,9
22364,home,Crystal Palace,Wayne Hennessey,13
22364,home,Crystal Palace,Scott Dann,6
22364,home,Crystal Palace,James Tomkins,5
22364,home,Crystal Palace,Timothy Fosu-Mensah,24
22364,home,Crystal Palace,Patrick van Aanholt,3
22364,home,Crystal Palace,Joel Ward,2
22364,home,Crystal Palace,Luka Milivojevic,4
22364,home,Crystal Palace,Jason Puncheon,42
22364,home,Crystal Palace,James McArthur,18
22364,home,Crystal Palace,Christian Benteke,17
22364,home,Crystal Palace,Andros Townsend,10
22364,away,Swansea City,Lukasz Fabianski,1
22364,away,Swansea City,Federico Fernández,33
22364,away,Swansea City,Alfie Mawson,6
22364,away,Swansea City,Mike van der Hoorn,5
22364,away,Swansea City,Tom Carroll,14
22364,away,Swansea City,Martin Olsson,16
22364,away,Swansea City,Leroy Fer,8
22364,away,Swansea City,Sam Clucas,17
22364,away,Swansea City,Kyle Naughton,26
22364,away,Swansea City,Jordan Ayew,18
22364,away,Swansea City,Tammy Abraham,10
22365,home,Huddersfield Town,Jonas Lössl,1
22365,home,Huddersfield Town,Christopher Schindler,26
22365,home,Huddersfield Town,Chris Löwe,15
22365,home,Huddersfield Town,Zanka,25
22365,home,Huddersfield Town,Tommy Smith,2
22365,home,Huddersfield Town,Rajiv van La Parra,17
22365,home,Huddersfield Town,Aaron Mooy,10
22365,home,Huddersfield Town,Philip Billing,8
22365,home,Huddersfield Town,Elias Kachunga,9
22365,home,Huddersfield Town,Tom Ince,22
22365,home,Huddersfield Town,Steve Mounie,24
22365,away,Southampton,Fraser Forster,44
22365,away,Southampton,Maya Yoshida,3
22365,away,Southampton,Jack Stephens,5
22365,away,Southampton,Ryan Bertrand,21
22365,away,Southampton,Cédric Soares,2
22365,away,Southampton,Steven Davis,8
22365,away,Southampton,Nathan Redmond,22
22365,away,Southampton,Oriol Romeu,14
22365,away,Southampton,Dusan Tadic,11
22365,away,Southampton,Mario Lemina,18
22365,away,Southampton,Manolo Gabbiadini,20
22366,home,Liverpool,Loris Karius,1
22366,home,Liverpool,Dejan Lovren,6
22366,home,Liverpool,Joseph Gomez,12
22366,home,Liverpool,Joel Matip,32
22366,home,Liverpool,Alberto Moreno,18
22366,home,Liverpool,Georginio Wijnaldum,5
22366,home,Liverpool,Jordan Henderson,14
22366,home,Liverpool,Emre Can,23
22366,home,Liverpool,Sadio Mané,19
22366,home,Liverpool,Mohamed Salah,11
22366,home,Liverpool,Roberto Firmino,9
22366,away,Arsenal,Petr Cech,33
22366,away,Arsenal,Rob Holding,16
22366,away,Arsenal,Nacho Monreal,18
22366,away,Arsenal,Laurent Koscielny,6
22366,away,Arsenal,Héctor Bellerín,24
22366,away,Arsenal,Aaron Ramsey,8
22366,away,Arsenal,Granit Xhaka,29
22366,away,Arsenal,Alex Oxlade-Chamberlain,15
22366,away,Arsenal,Mesut Özil,11
22366,away,Arsenal,Danny Welbeck,23
22366,away,Arsenal,Alexis Sánchez,7
22367,home,Manchester United,David de Gea,1
22367,home,Manchester United,Luis Antonio Valencia,25
22367,home,Manchester United,Eric Bailly,3
22367,home,Manchester United,Daley Blind,17
22367,home,Manchester United,Phil Jones,4
22367,home,Manchester United,Anthony Martial,11
22367,home,Manchester United,Paul Pogba,6
22367,home,Manchester United,Henrikh Mkhitaryan,22
22367,home,Manchester United,Juan Mata,8
22367,home,Manchester United,Nemanja Matic,31
22367,home,Manchester United,Romelu Lukaku,9
22367,away,Leicester City,Kasper Schmeichel,1
22367,away,Leicester City,Wes Morgan,5
22367,away,Leicester City,Christian Fuchs,28
22367,away,Leicester City,Danny Simpson,2
22367,away,Leicester City,Harry Maguire,15
22367,away,Leicester City,Matty James,22
22367,away,Leicester City,Wilfred Ndidi,25
22367,away,Leicester City,Marc Albrighton,11
22367,away,Leicester City,Riyad Mahrez,26
22367,away,Leicester City,Jamie Vardy,9
22367,away,Leicester City,Shinji Okazaki,20
22368,home,Newcastle United,Robert Elliot,1
22368,home,Newcastle United,Chancel Mbemba,18
22368,home,Newcastle United,Jamaal Lascelles,6
22368,home,Newcastle United,Javier Manquillo,19
22368,home,Newcastle United,Ciaran Clark,2
22368,home,Newcastle United,Christian Atsu,30
22368,home,Newcastle United,Isaac Hayden,14
22368,home,Newcastle United,Ayoze Pérez,17
22368,home,Newcastle United,Matt Ritchie,11
22368,home,Newcastle United,Mikel Merino,23
22368,home,Newcastle United,Joselu,21
22368,away,West Ham United,Joe Hart,25
22368,away,West Ham United,Aaron Cresswell,3
22368,away,West Ham United,Angelo Ogbonna,21
22368,away,West Ham United,James Collins,19
22368,away,West Ham United,Pablo Zabaleta,5
22368,away,West Ham United,Edimilson Fernandes,31
22368,away,West Ham United,André Ayew,20
22368,away,West Ham United,Declan Rice,41
22368,away,West Ham United,Michail Antonio,30
22368,away,West Ham United,Mark Noble,16
22368,away,West Ham United,Chicharito,17
22369,home,Tottenham Hotspur,Hugo Lloris,1
22369,home,Tottenham Hotspur,Ben Davies,33
22369,home,Tottenham Hotspur,Jan Vertonghen,5
22369,home,Tottenham Hotspur,Kieran Trippier,2
22369,home,Tottenham Hotspur,Toby Alderweireld,4
22369,home,Tottenham Hotspur,Dele Alli,20
22369,home,Tottenham Hotspur,Christian Eriksen,23
22369,home,Tottenham Hotspur,Son Heung-Min,7
22369,home,Tottenham Hotspur,Mousa Dembélé 90 +,19
22369,home,Tottenham Hotspur,Eric Dier,15
22369,home,Tottenham Hotspur,Harry Kane,10
22369,away,Burnley,Tom Heaton,1
22369,away,Burnley,Matthew Lowton,2
22369,away,Burnley,Stephen Ward,23
22369,away,Burnley,Ben Mee,6
22369,away,Burnley,James Tarkowski,5
22369,away,Burnley,Steven Defour,16
22369,away,Burnley,Jack Cork,4
22369,away,Burnley,Jóhann Gudmundsson,17
22369,away,Burnley,Robbie Brady,12
22369,away,Burnley,Scott Arfield,37
22369,away,Burnley,Sam Vokes,9
22370,home,Watford,Heurelho Gomes,1
