gameid,type,team,name,number
22438,away,Huddersfield Town,Jonas Lössl,1
22438,away,Huddersfield Town,Zanka,25
22438,away,Huddersfield Town,Chris Löwe,15
22438,away,Huddersfield Town,Tommy Smith,2
22438,away,Huddersfield Town,Christopher Schindler,26
22438,away,Huddersfield Town,Danny Williams,19
22438,away,Huddersfield Town,Jonathan Hogg,6
22438,away,Huddersfield Town,Tom Ince,22
22438,away,Huddersfield Town,Rajiv van La Parra,17
22438,away,Huddersfield Town,Aaron Mooy,10
22438,away,Huddersfield Town,Laurent Depoitre,20
22439,home,Manchester United,David de Gea,1
22439,home,Manchester United,Phil Jones,4
22439,home,Manchester United,Eric Bailly,3
22439,home,Manchester United,Chris Smalling,12
22439,home,Manchester United,Ander Herrera,21
22439,home,Manchester United,Ashley Young 90 +,18
22439,home,Manchester United,Nemanja Matic,31
22439,home,Manchester United,Luis Antonio Valencia,25
22439,home,Manchester United,Henrikh Mkhitaryan,22
22439,home,Manchester United,Marcus Rashford,19
22439,home,Manchester United,Romelu Lukaku,9
22439,away,Tottenham Hotspur,Hugo Lloris,1
22439,away,Tottenham Hotspur,Toby Alderweireld,4
22439,away,Tottenham Hotspur,Eric Dier,15
22439,away,Tottenham Hotspur,Jan Vertonghen,5
22439,away,Tottenham Hotspur,Harry Winks,29
22439,away,Tottenham Hotspur,Ben Davies,33
22439,away,Tottenham Hotspur,Serge Aurier,24
22439,away,Tottenham Hotspur,Christian Eriksen,23
22439,away,Tottenham Hotspur,Moussa Sissoko,17
22439,away,Tottenham Hotspur,Dele Alli,20
22439,away,Tottenham Hotspur,Son Heung-Min,7
22440,home,Watford,Heurelho Gomes,1
22440,home,Watford,Kiko Femenía,21
22440,home,Watford,Miguel Britos,3
22440,home,Watford,Christian Kabasele,27
22440,home,Watford,José Holebas,25
22440,home,Watford,Richarlison,11
22440,home,Watford,André Carrillo,28
22440,home,Watford,Etienne Capoue,29
22440,home,Watford,Abdoulaye Doucouré,16
22440,home,Watford,Tom Cleverley,8
22440,home,Watford,Troy Deeney,9
22440,away,Stoke City,Jack Butland,1
22440,away,Stoke City,Kevin Wimmer,5
22440,away,Stoke City,Ryan Shawcross,17
22440,away,Stoke City,Kurt Zouma,6
22440,away,Stoke City,Mame Biram Diouf,18
22440,away,Stoke City,Darren Fletcher,24
22440,away,Stoke City,Erik Pieters,3
22440,away,Stoke City,Joe Allen,4
22440,away,Stoke City,Ramadan Sobhi,32
22440,away,Stoke City,Xherdan Shaqiri,22
22440,away,Stoke City,Eric Maxim Choupo-Moting,10
22441,home,West Bromwich Albion,Ben Foster,1
22441,home,West Bromwich Albion,Jonny Evans,6
22441,home,West Bromwich Albion,Ahmed Hegazi,26
22441,home,West Bromwich Albion,Gareth McAuley,23
22441,home,West Bromwich Albion,Gareth Barry,18
22441,home,West Bromwich Albion,Jake Livermore,8
22441,home,West Bromwich Albion,Allan-Roméo Nyom,2
22441,home,West Bromwich Albion,Grzegorz Krychowiak,20
22441,home,West Bromwich Albion,Kieran Gibbs,3
22441,home,West Bromwich Albion,Salomón Rondón,9
22441,home,West Bromwich Albion,Jay Rodriguez,19
22441,away,Manchester City,Ederson,31
22441,away,Manchester City,Kyle Walker,2
22441,away,Manchester City,Fabian Delph,18
22441,away,Manchester City,John Stones,5
22441,away,Manchester City,Nicolás Otamendi,30
22441,away,Manchester City,Kevin De Bruyne,17
22441,away,Manchester City,Fernandinho,25
22441,away,Manchester City,David Silva,21
22441,away,Manchester City,Leroy Sané,19
22441,away,Manchester City,Bernardo Silva,20
22441,away,Manchester City,Gabriel Jesus,33
22442,home,Chelsea,Thibaut Courtois,13
22442,home,Chelsea,César Azpilicueta,28
22442,home,Chelsea,Andreas Christensen,27
22442,home,Chelsea,Gary Cahill,24
22442,home,Chelsea,Davide Zappacosta,21
22442,home,Chelsea,N'Golo Kanté,7
22442,home,Chelsea,Marcos Alonso,3
22442,home,Chelsea,Tiemoué Bakayoko,14
22442,home,Chelsea,Cesc Fàbregas,4
22442,home,Chelsea,Eden Hazard,10
22442,home,Chelsea,Álvaro Morata,9
22442,away,Manchester United,David de Gea,1
22442,away,Manchester United,Phil Jones,4
22442,away,Manchester United,Eric Bailly,3
22442,away,Manchester United,Chris Smalling,12
22442,away,Manchester United,Ander Herrera,21
22442,away,Manchester United,Ashley Young,18
22442,away,Manchester United,Nemanja Matic,31
22442,away,Manchester United,Luis Antonio Valencia,25
22442,away,Manchester United,Henrikh Mkhitaryan,22
22442,away,Manchester United,Marcus Rashford,19
22442,away,Manchester United,Romelu Lukaku,9
22443,home,Everton,Jordan Pickford,1
22443,home,Everton,Michael Keane,4
22443,home,Everton,Jonjoe Kenny,43
22443,home,Everton,Phil Jagielka,6
22443,home,Everton,Leighton Baines,3
22443,home,Everton,Idrissa Gueye,17
22443,home,Everton,Beni Baningime,54
22443,home,Everton,Tom Davies,26
22443,home,Everton,Oumar Niasse,19
22443,home,Everton,Gylfi Sigurdsson,18
22443,home,Everton,Wayne Rooney,10
22443,away,Watford,Heurelho Gomes,1
22443,away,Watford,Christian Kabasele,27
22443,away,Watford,Kiko Femenía,21
22443,away,Watford,Miguel Britos,3
22443,away,Watford,José Holebas,25
22443,away,Watford,Abdoulaye Doucouré,16
22443,away,Watford,Will Hughes,19
22443,away,Watford,Tom Cleverley,8
22443,away,Watford,Andre Gray,18
22443,away,Watford,André Carrillo,28
22443,away,Watford,Richarlison,11
22444,home,Huddersfield Town,Jonas Lössl,1
22444,home,Huddersfield Town,Christopher Schindler,26
22444,home,Huddersfield Town,Scott Malone,3
22444,home,Huddersfield Town,Zanka,25
22444,home,Huddersfield Town,Florent Hadergjonaj,33
22444,home,Huddersfield Town,Elias Kachunga,9
22444,home,Huddersfield Town,Aaron Mooy,10
22444,home,Huddersfield Town,Rajiv van La Parra,17
22444,home,Huddersfield Town,Jonathan Hogg,6
22444,home,Huddersfield Town,Laurent Depoitre,20
22444,home,Huddersfield Town,Tom Ince,22
22444,away,West Bromwich Albion,Ben Foster,1
22444,away,West Bromwich Albion,Gareth McAuley,23
22444,away,West Bromwich Albion,Ahmed Hegazi,26
22444,away,West Bromwich Albion,Jonny Evans,6
22444,away,West Bromwich Albion,Kieran Gibbs,3
22444,away,West Bromwich Albion,Gareth Barry,18
22444,away,West Bromwich Albion,Jake Livermore,8
22444,away,West Bromwich Albion,Grzegorz Krychowiak,20
22444,away,West Bromwich Albion,Allan-Roméo Nyom,2
22444,away,West Bromwich Albion,Jay Rodriguez,19
22444,away,West Bromwich Albion,Hal Robson-Kanu,4
22445,home,Manchester City,Ederson,31
22445,home,Manchester City,Kyle Walker,2
22445,home,Manchester City,Fabian Delph,18
22445,home,Manchester City,John Stones,5
22445,home,Manchester City,Nicolás Otamendi,30
22445,home,Manchester City,Fernandinho,25
22445,home,Manchester City,Kevin De Bruyne,17
22445,home,Manchester City,David Silva,21
22445,home,Manchester City,Raheem Sterling,7
22445,home,Manchester City,Leroy Sané,19
22445,home,Manchester City,Sergio Agüero,10
22445,away,Arsenal,Petr Cech,33
22445,away,Arsenal,Laurent Koscielny,6
22445,away,Arsenal,Nacho Monreal,18
22445,away,Arsenal,Francis Coquelin,34
22445,away,Arsenal,Sead Kolasinac,31
22445,away,Arsenal,Aaron Ramsey,8
22445,away,Arsenal,Héctor Bellerín,24
22445,away,Arsenal,Granit Xhaka,29
22445,away,Arsenal,Alex Iwobi,17
22445,away,Arsenal,Mesut Özil,11
22445,away,Arsenal,Alexis Sánchez,7
22446,home,Newcastle United,Robert Elliot,1
22446,home,Newcastle United,Javier Manquillo,19
22446,home,Newcastle United,Florian Lejeune,20
22446,home,Newcastle United,Jamaal Lascelles,6
22446,home,Newcastle United,DeAndre Yedlin,22
22446,home,Newcastle United,Christian Atsu,30
22446,home,Newcastle United,Isaac Hayden,14
22446,home,Newcastle United,Jonjo Shelvey,8
22446,home,Newcastle United,Matt Ritchie,11
22446,home,Newcastle United,Joselu,21
22446,home,Newcastle United,Dwight Gayle,9
22446,away,AFC Bournemouth,Asmir Begovic,27
22446,away,AFC Bournemouth,Charlie Daniels,11
22446,away,AFC Bournemouth,Simon Francis,2
22446,away,AFC Bournemouth,Nathan Aké,5
22446,away,AFC Bournemouth,Steve Cook,3
22446,away,AFC Bournemouth,Marc Pugh,7
22446,away,AFC Bournemouth,Andrew Surman,6
22446,away,AFC Bournemouth,Harry Arter,8
22446,away,AFC Bournemouth,Jordon Ibe,33
22446,away,AFC Bournemouth,Callum Wilson,13
22446,away,AFC Bournemouth,Joshua King,17
22447,home,Southampton,Fraser Forster,44
22447,home,Southampton,Virgil van Dijk,17
22447,home,Southampton,Maya Yoshida,3
22447,home,Southampton,Cédric Soares,2
22447,home,Southampton,Ryan Bertrand,21
22447,home,Southampton,Sofiane Boufal,19
22447,home,Southampton,Dusan Tadic,11
22447,home,Southampton,Steven Davis,8
22447,home,Southampton,Oriol Romeu,14
22447,home,Southampton,Nathan Redmond,22
22447,home,Southampton,Manolo Gabbiadini,20
22447,away,Burnley,Nick Pope,29
22447,away,Burnley,Ben Mee,6
22447,away,Burnley,James Tarkowski,5
22447,away,Burnley,Matthew Lowton,2
22447,away,Burnley,Stephen Ward,23
22447,away,Burnley,Jack Cork,4
22447,away,Burnley,Steven Defour,16
22447,away,Burnley,Robbie Brady,12
22447,away,Burnley,Jóhann Gudmundsson,17
22447,away,Burnley,Chris Wood,11
22447,away,Burnley,Jeff Hendrick,13
22448,home,Stoke City,Jack Butland,1
22448,home,Stoke City,Kevin Wimmer,5
22448,home,Stoke City,Ryan Shawcross,17
22448,home,Stoke City,Kurt Zouma,6
22448,home,Stoke City,Mame Biram Diouf,18
22448,home,Stoke City,Darren Fletcher,24
22448,home,Stoke City,Erik Pieters,3
22448,home,Stoke City,Joe Allen,4
22448,home,Stoke City,Ramadan Sobhi,32
22448,home,Stoke City,Xherdan Shaqiri,22
22448,home,Stoke City,Eric Maxim Choupo-Moting,10
22448,away,Leicester City,Kasper Schmeichel,1
22448,away,Leicester City,Harry Maguire,15
22448,away,Leicester City,Christian Fuchs,28
22448,away,Leicester City,Danny Simpson,2
22448,away,Leicester City,Wes Morgan,5
22448,away,Leicester City,Vicente Iborra,21
22448,away,Leicester City,Demarai Gray,7
22448,away,Leicester City,Wilfred Ndidi,25
22448,away,Leicester City,Riyad Mahrez,26
22448,away,Leicester City,Shinji Okazaki,20
22448,away,Leicester City,Jamie Vardy,9
22449,home,Swansea City,Lukasz Fabianski,1
22449,home,Swansea City,Kyle Naughton,26
22449,home,Swansea City,Sam Clucas,17
22449,home,Swansea City,Federico Fernández,33
22449,home,Swansea City,Alfie Mawson,6
22449,home,Swansea City,Tom Carroll,14
22449,home,Swansea City,Ki Sung-Yueng,4
22449,home,Swansea City,Leroy Fer,8
22449,home,Swansea City,Tammy Abraham,10
22449,home,Swansea City,Nathan Dyer,12
22449,home,Swansea City,Jordan Ayew,18
22449,away,Brighton and Hove Albion,Mat Ryan,1
22449,away,Brighton and Hove Albion,Gaëtan Bong,3
22449,away,Brighton and Hove Albion,Lewis Dunk,5
22449,away,Brighton and Hove Albion,Shane Duffy,22
22449,away,Brighton and Hove Albion,Bruno,2
22449,away,Brighton and Hove Albion,Dale Stephens,6
22449,away,Brighton and Hove Albion,José Izquierdo,19
22449,away,Brighton and Hove Albion,Anthony Knockaert,11
22449,away,Brighton and Hove Albion,Davy Pröpper,24
22449,away,Brighton and Hove Albion,Glenn Murray,17
22449,away,Brighton and Hove Albion,Pascal Groß,13
22450,home,Tottenham Hotspur,Paulo Gazzaniga,22
22450,home,Tottenham Hotspur,Davinson Sánchez,6
22450,home,Tottenham Hotspur,Eric Dier,15
22450,home,Tottenham Hotspur,Jan Vertonghen,5
22450,home,Tottenham Hotspur,Serge Aurier,24
22450,home,Tottenham Hotspur,Danny Rose 90 +,3
22450,home,Tottenham Hotspur,Harry Winks,29
22450,home,Tottenham Hotspur,Christian Eriksen,23
22450,home,Tottenham Hotspur,Moussa Sissoko,17
22450,home,Tottenham Hotspur,Son Heung-Min,7
22450,home,Tottenham Hotspur,Harry Kane,10
22450,away,Crystal Palace,Julian Speroni,1
22450,away,Crystal Palace,Joel Ward,2
22450,away,Crystal Palace,Mamadou Sakho,12
22450,away,Crystal Palace,Timothy Fosu-Mensah,24
22450,away,Crystal Palace,Scott Dann,6
22450,away,Crystal Palace,Ruben Loftus-Cheek,8
22450,away,Crystal Palace,Luka Milivojevic,4
22450,away,Crystal Palace,Yohan Cabaye,7
22450,away,Crystal Palace,Jeffrey Schlupp,15
22450,away,Crystal Palace,Wilfried Zaha,11
22450,away,Crystal Palace,Andros Townsend,10
22451,home,West Ham United,Joe Hart,25
22451,home,West Ham United,Cheikhou Kouyaté,8
22451,home,West Ham United,Winston Reid,2
22451,home,West Ham United,Angelo Ogbonna,21
22451,home,West Ham United,Edimilson Fernandes,31
22451,home,West Ham United,Aaron Cresswell,3
22451,home,West Ham United,Pedro Obiang,14
22451,home,West Ham United,Mark Noble,16
22451,home,West Ham United,André Ayew,20
22451,home,West Ham United,Chicharito,17
22451,home,West Ham United,Manuel Lanzini,10
22451,away,Liverpool,Simon Mignolet,22
22451,away,Liverpool,Ragnar Klavan,17
22451,away,Liverpool,Joel Matip,32
22451,away,Liverpool,Joseph Gomez,12
22451,away,Liverpool,Alberto Moreno,18
22451,away,Liverpool,Georginio Wijnaldum,5
22451,away,Liverpool,Alex Oxlade-Chamberlain,21
22451,away,Liverpool,Sadio Mané,19
22451,away,Liverpool,Emre Can,23
22451,away,Liverpool,Mohamed Salah,11
22451,away,Liverpool,Roberto Firmino,9
22452,home,Arsenal,Petr Cech,33
22452,home,Arsenal,Nacho Monreal,18
22452,home,Arsenal,Laurent Koscielny,6
22452,home,Arsenal,Shkodran Mustafi,20
22452,home,Arsenal,Aaron Ramsey,8
22452,home,Arsenal,Sead Kolasinac,31
22452,home,Arsenal,Héctor Bellerín,24
22452,home,Arsenal,Granit Xhaka,29
22452,home,Arsenal,Alexandre Lacazette,9
22452,home,Arsenal,Mesut Özil,11
22452,home,Arsenal,Alexis Sánchez,7
22452,away,Tottenham Hotspur,Hugo Lloris,1
22452,away,Tottenham Hotspur,Jan Vertonghen,5
22452,away,Tottenham Hotspur,Davinson Sánchez,6
22452,away,Tottenham Hotspur,Eric Dier,15
22452,away,Tottenham Hotspur,Moussa Sissoko,17
22452,away,Tottenham Hotspur,Mousa Dembélé,19
22452,away,Tottenham Hotspur,Ben Davies,33
22452,away,Tottenham Hotspur,Christian Eriksen,23
22452,away,Tottenham Hotspur,Kieran Trippier,2
22452,away,Tottenham Hotspur,Dele Alli,20
22452,away,Tottenham Hotspur,Harry Kane,10
22453,home,AFC Bournemouth,Asmir Begovic,27
22453,home,AFC Bournemouth,Nathan Aké,5
22453,home,AFC Bournemouth,Steve Cook,3
22453,home,AFC Bournemouth,Simon Francis,2
22453,home,AFC Bournemouth,Charlie Daniels,11
22453,home,AFC Bournemouth,Andrew Surman,6
22453,home,AFC Bournemouth,Marc Pugh,7
22453,home,AFC Bournemouth,Jordon Ibe,33
22453,home,AFC Bournemouth,Harry Arter,8
22453,home,AFC Bournemouth,Joshua King,17
22453,home,AFC Bournemouth,Callum Wilson,13
22453,away,Huddersfield Town,Jonas Lössl,1
22453,away,Huddersfield Town,Florent Hadergjonaj,33
22453,away,Huddersfield Town,Zanka,25
22453,away,Huddersfield Town,Scott Malone,3
22453,away,Huddersfield Town,Martin Cranie,14
22453,away,Huddersfield Town,Tom Ince,22
22453,away,Huddersfield Town,Rajiv van La Parra,17
22453,away,Huddersfield Town,Elias Kachunga,9
22453,away,Huddersfield Town,Aaron Mooy,10
22453,away,Huddersfield Town,Danny Williams,19
22453,away,Huddersfield Town,Laurent Depoitre,20
22454,home,Brighton and Hove Albion,Mat Ryan,1
22454,home,Brighton and Hove Albion,Lewis Dunk,5
22454,home,Brighton and Hove Albion,Gaëtan Bong,3
22454,home,Brighton and Hove Albion,Shane Duffy,22
22454,home,Brighton and Hove Albion,Bruno,2
22454,home,Brighton and Hove Albion,José Izquierdo,19
22454,home,Brighton and Hove Albion,Davy Pröpper,24
22454,home,Brighton and Hove Albion,Anthony Knockaert,11
22454,home,Brighton and Hove Albion,Dale Stephens,6
22454,home,Brighton and Hove Albion,Pascal Groß,13
22454,home,Brighton and Hove Albion,Glenn Murray,17
22454,away,Stoke City,Lee Grant,33
22454,away,Stoke City,Kevin Wimmer,5
22454,away,Stoke City,Kurt Zouma,6
22454,away,Stoke City,Ryan Shawcross,17
22454,away,Stoke City,Joe Allen,4
22454,away,Stoke City,Darren Fletcher,24
22454,away,Stoke City,Erik Pieters,3
22454,away,Stoke City,Mame Biram Diouf,18
22454,away,Stoke City,Ramadan Sobhi,32
22454,away,Stoke City,Eric Maxim Choupo-Moting,10
22454,away,Stoke City,Xherdan Shaqiri,22
22455,home,Burnley,Nick Pope,29
22455,home,Burnley,James Tarkowski,5
22455,home,Burnley,Stephen Ward,23
22455,home,Burnley,Matthew Lowton,2
22455,home,Burnley,Ben Mee,6
22455,home,Burnley,Steven Defour,16
22455,home,Burnley,Robbie Brady,12
22455,home,Burnley,Jóhann Gudmundsson,17
22455,home,Burnley,Jack Cork,4
22455,home,Burnley,Jeff Hendrick,13
22455,home,Burnley,Ashley Barnes,10
22455,away,Swansea City,Lukasz Fabianski,1
22455,away,Swansea City,Kyle Naughton,26
22455,away,Swansea City,Alfie Mawson,6
22455,away,Swansea City,Federico Fernández,33
22455,away,Swansea City,Martin Olsson,16
22455,away,Swansea City,Leroy Fer,8
22455,away,Swansea City,Renato Sanches,35
22455,away,Swansea City,Sam Clucas,17
22455,away,Swansea City,Tammy Abraham,10
22455,away,Swansea City,Nathan Dyer,12
22455,away,Swansea City,Jordan Ayew,18
22456,home,Crystal Palace,Julian Speroni,1
22456,home,Crystal Palace,Scott Dann,6
22456,home,Crystal Palace,Mamadou Sakho,12
22456,home,Crystal Palace,Joel Ward,2
22456,home,Crystal Palace,Jeffrey Schlupp,15
22456,home,Crystal Palace,Ruben Loftus-Cheek,8
22456,home,Crystal Palace,Luka Milivojevic,4
22456,home,Crystal Palace,James McArthur,18
22456,home,Crystal Palace,Yohan Cabaye,7
22456,home,Crystal Palace,Wilfried Zaha,11
22456,home,Crystal Palace,Andros Townsend,10
22456,away,Everton,Jordan Pickford,1
22456,away,Everton,Jonjoe Kenny,43
22456,away,Everton,Michael Keane,4
22456,away,Everton,Phil Jagielka,6
22456,away,Everton,Leighton Baines,3
22456,away,Everton,Morgan Schneiderlin,2
22456,away,Everton,Idrissa Gueye,17
22456,away,Everton,Gylfi Sigurdsson,18
22456,away,Everton,Aaron Lennon,12
22456,away,Everton,Ademola Lookman,31
22456,away,Everton,Oumar Niasse,19
22457,home,Leicester City,Kasper Schmeichel,1
22457,home,Leicester City,Wes Morgan,5
22457,home,Leicester City,Harry Maguire,15
22457,home,Leicester City,Christian Fuchs,28
22457,home,Leicester City,Danny Simpson,2
22457,home,Leicester City,Riyad Mahrez,26
22457,home,Leicester City,Wilfred Ndidi,25
22457,home,Leicester City,Vicente Iborra,21
22457,home,Leicester City,Demarai Gray,7
22457,home,Leicester City,Marc Albrighton,11
22457,home,Leicester City,Jamie Vardy,9
22457,away,Manchester City,Ederson,31
22457,away,Manchester City,Vincent Kompany,4
22457,away,Manchester City,Kyle Walker,2
22457,away,Manchester City,John Stones,5
22457,away,Manchester City,Fabian Delph,18
22457,away,Manchester City,Kevin De Bruyne,17
22457,away,Manchester City,David Silva,21
22457,away,Manchester City,Fernandinho,25
22457,away,Manchester City,Leroy Sané,19
22457,away,Manchester City,Raheem Sterling,7
22457,away,Manchester City,Gabriel Jesus,33
22458,home,Liverpool,Simon Mignolet,22
22458,home,Liverpool,Ragnar Klavan,17
22458,home,Liverpool,Trent Alexander-Arnold,66
22458,home,Liverpool,Dejan Lovren,6
22458,home,Liverpool,Alberto Moreno,18
22458,home,Liverpool,Philippe Coutinho,10
22458,home,Liverpool,Georginio Wijnaldum,5
22458,home,Liverpool,Jordan Henderson,14
22458,home,Liverpool,Mohamed Salah,11
22458,home,Liverpool,Sadio Mané,19
22458,home,Liverpool,Roberto Firmino,9
22458,away,Southampton,Fraser Forster,44
22458,away,Southampton,Cédric Soares,2
22458,away,Southampton,Virgil van Dijk,17
22458,away,Southampton,Wesley Hoedt,6
22458,away,Southampton,Ryan Bertrand,21
22458,away,Southampton,Dusan Tadic,11
22458,away,Southampton,Sofiane Boufal,19
22458,away,Southampton,Oriol Romeu,14
22458,away,Southampton,Nathan Redmond,22
22458,away,Southampton,Steven Davis,8
22458,away,Southampton,Shane Long,7
22459,home,Manchester United,David de Gea,1
22459,home,Manchester United,Chris Smalling,12
22459,home,Manchester United,Luis Antonio Valencia,25
22459,home,Manchester United,Ashley Young,18
22459,home,Manchester United,Victor Lindelöf,2
22459,home,Manchester United,Marcus Rashford,19
22459,home,Manchester United,Nemanja Matic,31
22459,home,Manchester United,Paul Pogba,6
22459,home,Manchester United,Anthony Martial,11
22459,home,Manchester United,Juan Mata,8
22459,home,Manchester United,Romelu Lukaku,9
22459,away,Newcastle United,Robert Elliot,1
22459,away,Newcastle United,Florian Lejeune,20
22459,away,Newcastle United,DeAndre Yedlin,22
22459,away,Newcastle United,Ciaran Clark,2
22459,away,Newcastle United,Javier Manquillo,19
22459,away,Newcastle United,Jacob Murphy,7
22459,away,Newcastle United,Isaac Hayden,14
22459,away,Newcastle United,Jonjo Shelvey,8
22459,away,Newcastle United,Matt Ritchie,11
22459,away,Newcastle United,Joselu,21
22459,away,Newcastle United,Dwight Gayle,9
22460,home,Watford,Heurelho Gomes,1
22460,home,Watford,Christian Kabasele,27
22460,home,Watford,Adrian Mariappa,6
22460,home,Watford,Miguel Britos,3
22460,home,Watford,Kiko Femenía,21
22460,home,Watford,Tom Cleverley,8
22460,home,Watford,Marvin Zeegelaar,22
22460,home,Watford,Abdoulaye Doucouré,16
22460,home,Watford,Will Hughes,19
22460,home,Watford,Richarlison,11
22460,home,Watford,Andre Gray 90 +,18
22460,away,West Ham United,Joe Hart,25
22460,away,West Ham United,Angelo Ogbonna,21
22460,away,West Ham United,Winston Reid,2
22460,away,West Ham United,Aaron Cresswell,3
22460,away,West Ham United,Pablo Zabaleta,5
22460,away,West Ham United,Cheikhou Kouyaté,8
22460,away,West Ham United,Mark Noble,16
22460,away,West Ham United,Pedro Obiang,14
22460,away,West Ham United,Marko Arnautovic,7
22460,away,West Ham United,Manuel Lanzini,10
22460,away,West Ham United,Andy Carroll,9
22461,home,West Bromwich Albion,Ben Foster,1
22461,home,West Bromwich Albion,Jonny Evans,6
22461,home,West Bromwich Albion,Ahmed Hegazi,26
22461,home,West Bromwich Albion,Gareth McAuley,23
22461,home,West Bromwich Albion,Jake Livermore,8
22461,home,West Bromwich Albion,Kieran Gibbs,3
22461,home,West Bromwich Albion,Gareth Barry,18
22461,home,West Bromwich Albion,Grzegorz Krychowiak,20
22461,home,West Bromwich Albion,Matt Phillips,10
22461,home,West Bromwich Albion,Jay Rodriguez,19
22461,home,West Bromwich Albion,Salomón Rondón,9
22461,away,Chelsea,Thibaut Courtois,13
22461,away,Chelsea,Andreas Christensen,27
22461,away,Chelsea,Gary Cahill,24
22461,away,Chelsea,César Azpilicueta,28
22461,away,Chelsea,Cesc Fàbregas,4
22461,away,Chelsea,N'Golo Kanté,7
22461,away,Chelsea,Davide Zappacosta,21
22461,away,Chelsea,Tiemoué Bakayoko,14
22461,away,Chelsea,Marcos Alonso,3
22461,away,Chelsea,Eden Hazard,10
22461,away,Chelsea,Álvaro Morata,9
22462,home,Burnley,Nick Pope,29
22462,home,Burnley,Matthew Lowton,2
22462,home,Burnley,James Tarkowski,5
22462,home,Burnley,Ben Mee,6
22462,home,Burnley,Stephen Ward,23
22462,home,Burnley,Jóhann Gudmundsson,17
22462,home,Burnley,Jack Cork,4
22462,home,Burnley,Robbie Brady,12
22462,home,Burnley,Steven Defour,16
22462,home,Burnley,Ashley Barnes,10
22462,home,Burnley,Jeff Hendrick,13
22462,away,Arsenal,Petr Cech,33
22462,away,Arsenal,Shkodran Mustafi,20
22462,away,Arsenal,Nacho Monreal,18
22462,away,Arsenal,Laurent Koscielny,6
22462,away,Arsenal,Héctor Bellerín,24
22462,away,Arsenal,Aaron Ramsey,8
22462,away,Arsenal,Sead Kolasinac,31
22462,away,Arsenal,Granit Xhaka,29
22462,away,Arsenal,Alexandre Lacazette,9
22462,away,Arsenal,Alexis Sánchez,7
22462,away,Arsenal,Alex Iwobi,17
22463,home,Crystal Palace,Wayne Hennessey,13
22463,home,Crystal Palace,Jeffrey Schlupp,15
22463,home,Crystal Palace,Joel Ward,2
22463,home,Crystal Palace,Mamadou Sakho,12
22463,home,Crystal Palace,James Tomkins,5
22463,home,Crystal Palace,Ruben Loftus-Cheek,8
22463,home,Crystal Palace,James McArthur,18
22463,home,Crystal Palace,Yohan Cabaye,7
22463,home,Crystal Palace,Luka Milivojevic,4
22463,home,Crystal Palace,Wilfried Zaha,11
22463,home,Crystal Palace,Andros Townsend,10
22463,away,Stoke City,Lee Grant,33
22463,away,Stoke City,Kevin Wimmer,5
22463,away,Stoke City,Ryan Shawcross,17
22463,away,Stoke City,Kurt Zouma,6
22463,away,Stoke City,Darren Fletcher,24
22463,away,Stoke City,Joe Allen,4
22463,away,Stoke City,Mame Biram Diouf,18
22463,away,Stoke City,Erik Pieters,3
22463,away,Stoke City,Eric Maxim Choupo-Moting,10
22463,away,Stoke City,Ramadan Sobhi,32
22463,away,Stoke City,Xherdan Shaqiri,22
22464,home,Huddersfield Town,Jonas Lössl,1
22464,home,Huddersfield Town,Christopher Schindler,26
22464,home,Huddersfield Town,Zanka,25
22464,home,Huddersfield Town,Scott Malone,3
22464,home,Huddersfield Town,Tommy Smith,2
22464,home,Huddersfield Town,Tom Ince,22
22464,home,Huddersfield Town,Jonathan Hogg,6
22464,home,Huddersfield Town,Rajiv van La Parra,17
22464,home,Huddersfield Town,Danny Williams,19
22464,home,Huddersfield Town,Aaron Mooy,10
22464,home,Huddersfield Town,Laurent Depoitre,20
22464,away,Manchester City,Ederson,31
22464,away,Manchester City,Kyle Walker,2
22464,away,Manchester City,Nicolás Otamendi,30
22464,away,Manchester City,Vincent Kompany,4
22464,away,Manchester City,Fabian Delph,18
22464,away,Manchester City,Kevin De Bruyne,17
22464,away,Manchester City,Fernandinho,25
22464,away,Manchester City,David Silva,21
22464,away,Manchester City,Leroy Sané,19
22464,away,Manchester City,Raheem Sterling,7
22464,away,Manchester City,Sergio Agüero,10
22465,home,Liverpool,Simon Mignolet,22
22465,home,Liverpool,Joseph Gomez,12
22465,home,Liverpool,Ragnar Klavan,17
22465,home,Liverpool,Joel Matip,32
22465,home,Liverpool,Alberto Moreno,18
22465,home,Liverpool,Jordan Henderson,14
22465,home,Liverpool,James Milner,7
22465,home,Liverpool,Philippe Coutinho,10
22465,home,Liverpool,Mohamed Salah,11
22465,home,Liverpool,Daniel Sturridge,15
22465,home,Liverpool,Alex Oxlade-Chamberlain,21
22465,away,Chelsea,Thibaut Courtois,13
22465,away,Chelsea,César Azpilicueta,28
22465,away,Chelsea,Gary Cahill,24
22465,away,Chelsea,Andreas Christensen,27
22465,away,Chelsea,N'Golo Kanté,7
22465,away,Chelsea,Daniel Drinkwater,6
22465,away,Chelsea,Tiemoué Bakayoko,14
22465,away,Chelsea,Marcos Alonso,3
22465,away,Chelsea,Davide Zappacosta,21
22465,away,Chelsea,Álvaro Morata,9
22465,away,Chelsea,Eden Hazard,10
22466,home,Manchester United,David de Gea,1
22466,home,Manchester United,Chris Smalling,12
22466,home,Manchester United,Ashley Young,18
22466,home,Manchester United,Luis Antonio Valencia,25
22466,home,Manchester United,Victor Lindelöf,2
