scoring_player,scoring_team,time,GH,GA,game,date,season
Abdelhafid Tasfaout,EA Guingamp,76,1,1,FC Metz vs. EA Guingamp 1:1,2000-11-11,2000-2001
Olivier Quint,CS Sedan,58,1,0,CS Sedan vs. Olympique Marseille 2:0,2000-11-11,2000-2001
Cédric Mionnet,CS Sedan,73,2,0,CS Sedan vs. Olympique Marseille 2:0,2000-11-11,2000-2001
Slađan Đukić,ESTAC Troyes,3,1,0,ESTAC Troyes vs. RC Lens 1:0,2000-11-11,2000-2001
Pauleta,Girondins Bordeaux,59,0,1,RC Strasbourg vs. Girondins Bordeaux 0:2,2000-11-12,2000-2001
Lilian Laslandes,Girondins Bordeaux,89,0,2,RC Strasbourg vs. Girondins Bordeaux 0:2,2000-11-12,2000-2001
Djamel Belmadi,Olympique Marseille,15,1,0,Olympique Marseille vs. FC Metz 4:1,2000-11-17,2000-2001
Frederic Meyrieu,FC Metz,20,1,1,Olympique Marseille vs. FC Metz 4:1,2000-11-17,2000-2001
Jérôme Leroy,Olympique Marseille,44,2,1,Olympique Marseille vs. FC Metz 4:1,2000-11-17,2000-2001
Jérôme Leroy,Olympique Marseille,61,3,1,Olympique Marseille vs. FC Metz 4:1,2000-11-17,2000-2001
Adriano Gabiru,Olympique Marseille,65,4,1,Olympique Marseille vs. FC Metz 4:1,2000-11-17,2000-2001
Shabani Nonda,AS Monaco,4,1,0,AS Monaco vs. Paris Saint-Germain 2:0,2000-11-18,2000-2001
Shabani Nonda,AS Monaco,25,2,0,AS Monaco vs. Paris Saint-Germain 2:0,2000-11-18,2000-2001
Olivier Monterrubio,FC Nantes,9,1,0,FC Nantes vs. ESTAC Troyes 4:0,2000-11-18,2000-2001
Frédéric Da Rocha,FC Nantes,19,2,0,FC Nantes vs. ESTAC Troyes 4:0,2000-11-18,2000-2001
Olivier Monterrubio,FC Nantes,33,3,0,FC Nantes vs. ESTAC Troyes 4:0,2000-11-18,2000-2001
Viorel Moldovan,FC Nantes,41,4,0,FC Nantes vs. ESTAC Troyes 4:0,2000-11-18,2000-2001
Alfredo Cascini,Toulouse FC,21,1,0,Toulouse FC vs. CS Sedan 2:0,2000-11-18,2000-2001
Víctor Bonilla,Toulouse FC,65,2,0,Toulouse FC vs. CS Sedan 2:0,2000-11-18,2000-2001
Laurent Guyot,EA Guingamp,30,1,0,EA Guingamp vs. SC Bastia 1:0,2000-11-18,2000-2001
Christophe Landrin,Lille OSC,73,0,1,Olympique Lyonnais vs. Lille OSC 0:1,2000-11-18,2000-2001
Khalilou Fadiga,AJ Auxerre,17,1,0,AJ Auxerre vs. RC Strasbourg 1:2,2000-11-19,2000-2001
Fabien Cool,RC Strasbourg,67,1,1,AJ Auxerre vs. RC Strasbourg 1:2,2000-11-19,2000-2001
Peguy Luyindula,RC Strasbourg,79,1,2,AJ Auxerre vs. RC Strasbourg 1:2,2000-11-19,2000-2001
Alain Roche,Girondins Bordeaux,4,1,0,Girondins Bordeaux vs. Stade Rennais 3:0,2000-11-19,2000-2001
Pauleta,Girondins Bordeaux,58,2,0,Girondins Bordeaux vs. Stade Rennais 3:0,2000-11-19,2000-2001
Pauleta,Girondins Bordeaux,65,3,0,Girondins Bordeaux vs. Stade Rennais 3:0,2000-11-19,2000-2001
Stéphane Trevisan,SC Bastia,43,1,0,SC Bastia vs. Olympique Marseille 3:0,2000-11-25,2000-2001
Frédéric Née,SC Bastia,55,2,0,SC Bastia vs. Olympique Marseille 3:0,2000-11-25,2000-2001
Pierre-Yves André,SC Bastia,78,3,0,SC Bastia vs. Olympique Marseille 3:0,2000-11-25,2000-2001
Esteban Fuertes,RC Lens,11,1,0,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Marco Simone,AS Monaco,35,1,1,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Esteban Fuertes,RC Lens,40,2,1,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Cyril Rool,AS Monaco,69,2,2,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Lamine Sakho,RC Lens,76,3,2,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
José Pierre-Fanfan,RC Lens,80,4,2,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Marco Simone,AS Monaco,90,4,3,RC Lens vs. AS Monaco 4:3,2000-11-25,2000-2001
Vikash Dhorasoo,Olympique Lyonnais,16,0,1,RC Strasbourg vs. Olympique Lyonnais 0:3,2000-11-25,2000-2001
Tony Vairelles,Olympique Lyonnais,32,0,2,RC Strasbourg vs. Olympique Lyonnais 0:3,2000-11-25,2000-2001
Sonny Anderson,Olympique Lyonnais,62,0,3,RC Strasbourg vs. Olympique Lyonnais 0:3,2000-11-25,2000-2001
Fabrice Fiorése,EA Guingamp,65,0,1,ESTAC Troyes vs. EA Guingamp 0:1,2000-11-25,2000-2001
Víctor Bonilla,Toulouse FC,25,0,1,FC Metz vs. Toulouse FC 1:1,2000-11-25,2000-2001
Gérald Baticle,FC Metz,58,1,1,FC Metz vs. Toulouse FC 1:1,2000-11-25,2000-2001
Olivier Kapo,AJ Auxerre,89,0,1,Stade Rennais vs. AJ Auxerre 0:1,2000-11-25,2000-2001
Viorel Moldovan,FC Nantes,55,0,1,AS Saint-Étienne vs. FC Nantes 0:2,2000-11-26,2000-2001
Stéphane Ziani,FC Nantes,81,0,2,AS Saint-Étienne vs. FC Nantes 0:2,2000-11-26,2000-2001
Antoine Sibierski,RC Lens,51,0,1,EA Guingamp vs. RC Lens 0:1,2000-11-28,2000-2001
Cyril Chapuis,Stade Rennais,30,0,1,Paris Saint-Germain vs. Stade Rennais 0:1,2000-11-28,2000-2001
Víctor Bonilla,Toulouse FC,16,1,0,Toulouse FC vs. ESTAC Troyes 2:1,2000-11-29,2000-2001
Nicolas Goussé,ESTAC Troyes,30,1,1,Toulouse FC vs. ESTAC Troyes 2:1,2000-11-29,2000-2001
Walid Regragui,Toulouse FC,83,2,1,Toulouse FC vs. ESTAC Troyes 2:1,2000-11-29,2000-2001
Stéphane Guivarc'h,AJ Auxerre,27,1,0,AJ Auxerre vs. FC Metz 1:0,2000-11-29,2000-2001
Laurent Peyrelade,Lille OSC,27,1,0,Lille OSC vs. RC Strasbourg 1:1,2000-11-29,2000-2001
Corentin Martins,RC Strasbourg,34,1,1,Lille OSC vs. RC Strasbourg 1:1,2000-11-29,2000-2001
Pius N'Diefi,CS Sedan,48,0,1,Olympique Lyonnais vs. CS Sedan 2:2,2000-11-29,2000-2001
Cédric Mionnet,CS Sedan,52,0,2,Olympique Lyonnais vs. CS Sedan 2:2,2000-11-29,2000-2001
Steve Marlet,Olympique Lyonnais,69,1,2,Olympique Lyonnais vs. CS Sedan 2:2,2000-11-29,2000-2001
Sonny Anderson,Olympique Lyonnais,86,2,2,Olympique Lyonnais vs. CS Sedan 2:2,2000-11-29,2000-2001
George Weah,Olympique Marseille,81,1,0,Olympique Marseille vs. AS Saint-Étienne 2:1,2000-11-29,2000-2001
Laurent Huard,AS Saint-Étienne,87,1,1,Olympique Marseille vs. AS Saint-Étienne 2:1,2000-11-29,2000-2001
Adriano Gabiru,Olympique Marseille,88,2,1,Olympique Marseille vs. AS Saint-Étienne 2:1,2000-11-29,2000-2001
Eric Carrière,FC Nantes,26,1,0,FC Nantes vs. AS Monaco 3:1,2000-11-29,2000-2001
Pontus Farnerud,AS Monaco,66,1,1,FC Nantes vs. AS Monaco 3:1,2000-11-29,2000-2001
Viorel Moldovan,FC Nantes,70,2,1,FC Nantes vs. AS Monaco 3:1,2000-11-29,2000-2001
Stéphane Ziani,FC Nantes,90,3,1,FC Nantes vs. AS Monaco 3:1,2000-11-29,2000-2001
John Arne Riise,AS Monaco,83,1,0,AS Monaco vs. RC Strasbourg 1:0,2000-12-02,2000-2001
Bruno Rodriguez,EA Guingamp,19,0,1,FC Nantes vs. EA Guingamp 2:1,2000-12-02,2000-2001
Viorel Moldovan,FC Nantes,27,1,1,FC Nantes vs. EA Guingamp 2:1,2000-12-02,2000-2001
Eric Carrière,FC Nantes,81,2,1,FC Nantes vs. EA Guingamp 2:1,2000-12-02,2000-2001
Christophe Le Roux,Stade Rennais,52,1,0,Stade Rennais vs. Lille OSC 2:0,2000-12-02,2000-2001
Cyril Chapuis,Stade Rennais,85,2,0,Stade Rennais vs. Lille OSC 2:0,2000-12-02,2000-2001
Lionel Potillon,AS Saint-Étienne,85,1,0,AS Saint-Étienne vs. Toulouse FC 1:0,2000-12-02,2000-2001
Pius N'Diefi,CS Sedan,3,1,0,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Laurent Robert,Paris Saint-Germain,45,1,1,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Pius N'Diefi,CS Sedan,48,2,1,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Pius N'Diefi,CS Sedan,50,3,1,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Moussa N'Diaye,CS Sedan,73,4,1,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Cédric Mionnet,CS Sedan,90,5,1,CS Sedan vs. Paris Saint-Germain 5:1,2000-12-02,2000-2001
Slađan Đukić,ESTAC Troyes,65,1,0,ESTAC Troyes vs. Girondins Bordeaux 1:0,2000-12-02,2000-2001
Lilian Nalis,SC Bastia,43,1,0,SC Bastia vs. AJ Auxerre 3:1,2000-12-02,2000-2001
Pierre-Yves André,SC Bastia,65,2,0,SC Bastia vs. AJ Auxerre 3:1,2000-12-02,2000-2001
Djibril Cissé,AJ Auxerre,78,2,1,SC Bastia vs. AJ Auxerre 3:1,2000-12-02,2000-2001
Frédéric Née,SC Bastia,84,3,1,SC Bastia vs. AJ Auxerre 3:1,2000-12-02,2000-2001
Antoine Sibierski,RC Lens,87,1,0,RC Lens vs. Olympique Marseille 1:0,2000-12-03,2000-2001
Nicolas Anelka,Paris Saint-Germain,47,1,0,Paris Saint-Germain vs. FC Metz 1:0,2000-12-09,2000-2001
Cyril Chapuis,Stade Rennais,15,0,1,RC Strasbourg vs. Stade Rennais 1:1,2000-12-09,2000-2001
Teddy Bertin,RC Strasbourg,68,1,1,RC Strasbourg vs. Stade Rennais 1:1,2000-12-09,2000-2001
Víctor Bonilla,Toulouse FC,80,1,0,Toulouse FC vs. RC Lens 1:0,2000-12-09,2000-2001
Stéphane Guivarc'h,AJ Auxerre,37,1,0,AJ Auxerre vs. ESTAC Troyes 2:2,2000-12-09,2000-2001
Nicolas Goussé,ESTAC Troyes,53,1,1,AJ Auxerre vs. ESTAC Troyes 2:2,2000-12-09,2000-2001
Stéphane Guivarc'h,AJ Auxerre,66,2,1,AJ Auxerre vs. ESTAC Troyes 2:2,2000-12-09,2000-2001
Nicolas Goussé,ESTAC Troyes,83,2,2,AJ Auxerre vs. ESTAC Troyes 2:2,2000-12-09,2000-2001
Bruno Rodriguez,EA Guingamp,28,1,0,EA Guingamp vs. AS Monaco 2:2,2000-12-09,2000-2001
Fabrice Fiorése,EA Guingamp,45,2,0,EA Guingamp vs. AS Monaco 2:2,2000-12-09,2000-2001
Grégory Lacombe,AS Monaco,75,2,1,EA Guingamp vs. AS Monaco 2:2,2000-12-09,2000-2001
John Arne Riise,AS Monaco,87,2,2,EA Guingamp vs. AS Monaco 2:2,2000-12-09,2000-2001
Mile Sterjovski,Lille OSC,8,1,0,Lille OSC vs. CS Sedan 2:0,2000-12-09,2000-2001
Patrick Collot,Lille OSC,90,2,0,Lille OSC vs. CS Sedan 2:0,2000-12-09,2000-2001
Steve Marlet,Olympique Lyonnais,31,1,0,Olympique Lyonnais vs. SC Bastia 1:0,2000-12-09,2000-2001
Djamel Belmadi,Olympique Marseille,2,1,0,Olympique Marseille vs. FC Nantes 2:0,2000-12-10,2000-2001
Marcelinho Paraíba,Olympique Marseille,18,2,0,Olympique Marseille vs. FC Nantes 2:0,2000-12-10,2000-2001
Pape Sarr,AS Saint-Étienne,29,0,1,Girondins Bordeaux vs. AS Saint-Étienne 2:1,2000-12-10,2000-2001
Marc Wilmots,Girondins Bordeaux,31,1,1,Girondins Bordeaux vs. AS Saint-Étienne 2:1,2000-12-10,2000-2001
Pauleta,Girondins Bordeaux,55,2,1,Girondins Bordeaux vs. AS Saint-Étienne 2:1,2000-12-10,2000-2001
Sidney Govou,Olympique Lyonnais,5,1,0,Olympique Lyonnais vs. Toulouse FC 4:1,2000-12-13,2000-2001
Edmilson,Olympique Lyonnais,47,2,0,Olympique Lyonnais vs. Toulouse FC 4:1,2000-12-13,2000-2001
Philippe Violeau,Olympique Lyonnais,61,3,0,Olympique Lyonnais vs. Toulouse FC 4:1,2000-12-13,2000-2001
Steed Malbranque,Olympique Lyonnais,71,4,0,Olympique Lyonnais vs. Toulouse FC 4:1,2000-12-13,2000-2001
Víctor Bonilla,Toulouse FC,90,4,1,Olympique Lyonnais vs. Toulouse FC 4:1,2000-12-13,2000-2001
Cyril Domoraud,SC Bastia,38,1,0,SC Bastia vs. FC Nantes 3:1,2000-12-13,2000-2001
Piotr Świerczewski,SC Bastia,43,2,0,SC Bastia vs. FC Nantes 3:1,2000-12-13,2000-2001
Néstor Fabbri,SC Bastia,61,3,0,SC Bastia vs. FC Nantes 3:1,2000-12-13,2000-2001
Sébastien Macé,FC Nantes,72,3,1,SC Bastia vs. FC Nantes 3:1,2000-12-13,2000-2001
Mile Sterjovski,Lille OSC,13,1,0,Lille OSC vs. Paris Saint-Germain 2:0,2000-12-13,2000-2001
Mile Sterjovski,Lille OSC,71,2,0,Lille OSC vs. Paris Saint-Germain 2:0,2000-12-13,2000-2001
Stephane Carnot,EA Guingamp,37,1,0,EA Guingamp vs. Olympique Marseille 1:0,2000-12-16,2000-2001
Pauleta,Girondins Bordeaux,16,0,1,RC Lens vs. Girondins Bordeaux 2:2,2000-12-16,2000-2001
Marc Wilmots,Girondins Bordeaux,45,0,2,RC Lens vs. Girondins Bordeaux 2:2,2000-12-16,2000-2001
Antoine Sibierski,RC Lens,79,1,2,RC Lens vs. Girondins Bordeaux 2:2,2000-12-16,2000-2001
El-Hadji Diouf,RC Lens,80,2,2,RC Lens vs. Girondins Bordeaux 2:2,2000-12-16,2000-2001
Gérald Baticle,FC Metz,45,1,0,FC Metz vs. Lille OSC 1:1,2000-12-16,2000-2001
Christophe Landrin,Lille OSC,88,1,1,FC Metz vs. Lille OSC 1:1,2000-12-16,2000-2001
Wagneau Eloi,AS Monaco,4,1,0,AS Monaco vs. Stade Rennais 1:2,2000-12-16,2000-2001
Olivier Echouafni,Stade Rennais,68,1,1,AS Monaco vs. Stade Rennais 1:2,2000-12-16,2000-2001
Christophe Le Roux,Stade Rennais,84,1,2,AS Monaco vs. Stade Rennais 1:2,2000-12-16,2000-2001
Stéphane Pedron,AS Saint-Étienne,22,1,0,AS Saint-Étienne vs. AJ Auxerre 2:0,2000-12-16,2000-2001
Lionel Potillon,AS Saint-Étienne,28,2,0,AS Saint-Étienne vs. AJ Auxerre 2:0,2000-12-16,2000-2001
Cédric Mionnet,CS Sedan,44,1,0,CS Sedan vs. RC Strasbourg 1:0,2000-12-16,2000-2001
Edmilson,ESTAC Troyes,40,1,0,ESTAC Troyes vs. Olympique Lyonnais 1:0,2000-12-16,2000-2001
Víctor Bonilla,Toulouse FC,43,0,1,FC Nantes vs. Toulouse FC 3:2,2000-12-17,2000-2001
Néstor Fabbri,FC Nantes,48,1,1,FC Nantes vs. Toulouse FC 3:2,2000-12-17,2000-2001
Olivier Monterrubio,FC Nantes,58,2,1,FC Nantes vs. Toulouse FC 3:2,2000-12-17,2000-2001
Viorel Moldovan,FC Nantes,68,3,1,FC Nantes vs. Toulouse FC 3:2,2000-12-17,2000-2001
Nicolas Dieuze,Toulouse FC,88,3,2,FC Nantes vs. Toulouse FC 3:2,2000-12-17,2000-2001
Frédéric Mendy,Paris Saint-Germain,23,0,1,SC Bastia vs. Paris Saint-Germain 1:1,2000-12-17,2000-2001
Frédéric Née,SC Bastia,57,1,1,SC Bastia vs. Paris Saint-Germain 1:1,2000-12-17,2000-2001
Marco Simone,AS Monaco,16,0,1,Olympique Marseille vs. AS Monaco 2:1,2000-12-20,2000-2001
George Weah,Olympique Marseille,32,1,1,Olympique Marseille vs. AS Monaco 2:1,2000-12-20,2000-2001
George Weah,Olympique Marseille,58,2,1,Olympique Marseille vs. AS Monaco 2:1,2000-12-20,2000-2001
Viorel Moldovan,FC Nantes,25,0,1,Girondins Bordeaux vs. FC Nantes 0:2,2000-12-21,2000-2001
Eric Carrière,FC Nantes,90,0,2,Girondins Bordeaux vs. FC Nantes 0:2,2000-12-21,2000-2001
Jean-Louis Valois,Lille OSC,70,1,0,Lille OSC vs. SC Bastia 1:0,2000-12-21,2000-2001
Sonny Anderson,Olympique Lyonnais,4,1,0,Olympique Lyonnais vs. AS Saint-Étienne 2:1,2000-12-21,2000-2001
Alex Dias,AS Saint-Étienne,71,1,1,Olympique Lyonnais vs. AS Saint-Étienne 2:1,2000-12-21,2000-2001
Christophe Delmotte,Olympique Lyonnais,90,2,1,Olympique Lyonnais vs. AS Saint-Étienne 2:1,2000-12-21,2000-2001
Stéphane Guivarc'h,AJ Auxerre,3,1,0,AJ Auxerre vs. RC Lens 3:2,2000-12-21,2000-2001
El-Hadji Diouf,RC Lens,14,1,1,AJ Auxerre vs. RC Lens 3:2,2000-12-21,2000-2001
Stéphane Guivarc'h,AJ Auxerre,35,2,1,AJ Auxerre vs. RC Lens 3:2,2000-12-21,2000-2001
Franck Queudrue,AJ Auxerre,52,3,1,AJ Auxerre vs. RC Lens 3:2,2000-12-21,2000-2001
Antoine Sibierski,RC Lens,75,3,2,AJ Auxerre vs. RC Lens 3:2,2000-12-21,2000-2001
Fabrice Fiorése,EA Guingamp,47,0,1,Toulouse FC vs. EA Guingamp 1:1,2000-12-21,2000-2001
Marc Libbra,Toulouse FC,78,1,1,Toulouse FC vs. EA Guingamp 1:1,2000-12-21,2000-2001
Jocelyn Gourvennec,Stade Rennais,33,1,0,Stade Rennais vs. CS Sedan 2:0,2000-12-21,2000-2001
Lucas,Stade Rennais,61,2,0,Stade Rennais vs. CS Sedan 2:0,2000-12-21,2000-2001
Djibril Cissé,AJ Auxerre,45,0,1,FC Nantes vs. AJ Auxerre 1:1,2001-01-13,2000-2001
Viorel Moldovan,FC Nantes,74,1,1,FC Nantes vs. AJ Auxerre 1:1,2001-01-13,2000-2001
Christophe Sanchez,AS Saint-Étienne,51,1,0,AS Saint-Étienne vs. Paris Saint-Germain 1:0,2001-01-13,2000-2001
Djezon Boutoille,Lille OSC,9,0,1,ESTAC Troyes vs. Lille OSC 2:1,2001-01-13,2000-2001
Nicolas Goussé,ESTAC Troyes,70,1,1,ESTAC Troyes vs. Lille OSC 2:1,2001-01-13,2000-2001
Pascal Cygan,ESTAC Troyes,76,2,1,ESTAC Troyes vs. Lille OSC 2:1,2001-01-13,2000-2001
Danijel Ljuboja,RC Strasbourg,2,0,1,SC Bastia vs. RC Strasbourg 3:1,2001-01-13,2000-2001
Frédéric Née,SC Bastia,39,1,1,SC Bastia vs. RC Strasbourg 3:1,2001-01-13,2000-2001
Habib Beye,SC Bastia,62,2,1,SC Bastia vs. RC Strasbourg 3:1,2001-01-13,2000-2001
Pierre Laurent,SC Bastia,90,3,1,SC Bastia vs. RC Strasbourg 3:1,2001-01-13,2000-2001
Fabrice Fiorése,EA Guingamp,2,1,0,EA Guingamp vs. Girondins Bordeaux 1:1,2001-01-13,2000-2001
Christophe Dugarry,Girondins Bordeaux,78,1,1,EA Guingamp vs. Girondins Bordeaux 1:1,2001-01-13,2000-2001
Nicolas Dieuze,Toulouse FC,61,0,1,Olympique Marseille vs. Toulouse FC 1:1,2001-01-13,2000-2001
Djamel Belmadi,Olympique Marseille,75,1,1,Olympique Marseille vs. Toulouse FC 1:1,2001-01-13,2000-2001
Gérald Baticle,FC Metz,26,1,0,FC Metz vs. Stade Rennais 2:2,2001-01-13,2000-2001
Olivier Echouafni,Stade Rennais,45,1,1,FC Metz vs. Stade Rennais 2:2,2001-01-13,2000-2001
Cyril Chapuis,Stade Rennais,54,1,2,FC Metz vs. Stade Rennais 2:2,2001-01-13,2000-2001
Frederic Meyrieu,FC Metz,85,2,2,FC Metz vs. Stade Rennais 2:2,2001-01-13,2000-2001
Shabani Nonda,AS Monaco,43,1,0,AS Monaco vs. CS Sedan 1:0,2001-01-13,2000-2001
Christophe Dugarry,Girondins Bordeaux,24,1,0,Girondins Bordeaux vs. Olympique Marseille 3:0,2001-01-26,2000-2001
Laurent Batlles,Girondins Bordeaux,45,2,0,Girondins Bordeaux vs. Olympique Marseille 3:0,2001-01-26,2000-2001
Laurent Batlles,Girondins Bordeaux,62,3,0,Girondins Bordeaux vs. Olympique Marseille 3:0,2001-01-26,2000-2001
Vikash Dhorasoo,Olympique Lyonnais,17,1,0,Olympique Lyonnais vs. FC Nantes 3:1,2001-01-27,2000-2001
Nicolas Gillet,FC Nantes,53,1,1,Olympique Lyonnais vs. FC Nantes 3:1,2001-01-27,2000-2001
Steed Malbranque,Olympique Lyonnais,59,2,1,Olympique Lyonnais vs. FC Nantes 3:1,2001-01-27,2000-2001
Vikash Dhorasoo,Olympique Lyonnais,70,3,1,Olympique Lyonnais vs. FC Nantes 3:1,2001-01-27,2000-2001
Édouard Cissé,Paris Saint-Germain,7,1,0,Paris Saint-Germain vs. RC Lens 1:0,2001-01-27,2000-2001
Cyril Chapuis,Stade Rennais,61,1,0,Stade Rennais vs. SC Bastia 1:2,2001-01-27,2000-2001
Yann Lachuer,SC Bastia,64,1,1,Stade Rennais vs. SC Bastia 1:2,2001-01-27,2000-2001
Frédéric Née,SC Bastia,85,1,2,Stade Rennais vs. SC Bastia 1:2,2001-01-27,2000-2001
Samuel Boutal,ESTAC Troyes,13,0,1,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Habib Beye,RC Strasbourg,16,1,1,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Teddy Bertin,RC Strasbourg,54,2,1,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Jérôme Rothen,ESTAC Troyes,64,2,2,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Jérôme Rothen,ESTAC Troyes,82,2,3,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Mario Haas,RC Strasbourg,83,3,3,RC Strasbourg vs. ESTAC Troyes 3:3,2001-01-27,2000-2001
Shabani Nonda,AS Monaco,2,0,1,Toulouse FC vs. AS Monaco 2:1,2001-01-27,2000-2001
Víctor Bonilla,Toulouse FC,39,1,1,Toulouse FC vs. AS Monaco 2:1,2001-01-27,2000-2001
Víctor Bonilla,Toulouse FC,90,2,1,Toulouse FC vs. AS Monaco 2:1,2001-01-27,2000-2001
Dagui Bakari,Lille OSC,20,1,0,Lille OSC vs. AS Saint-Étienne 4:1,2001-01-27,2000-2001
Dagui Bakari,Lille OSC,27,2,0,Lille OSC vs. AS Saint-Étienne 4:1,2001-01-27,2000-2001
Fousseni Diawara,AS Saint-Étienne,28,2,1,Lille OSC vs. AS Saint-Étienne 4:1,2001-01-27,2000-2001
Pascal Cygan,Lille OSC,36,3,1,Lille OSC vs. AS Saint-Étienne 4:1,2001-01-27,2000-2001
Fernando D'Amico,Lille OSC,64,4,1,Lille OSC vs. AS Saint-Étienne 4:1,2001-01-27,2000-2001
Djibril Cissé,AJ Auxerre,47,1,0,AJ Auxerre vs. EA Guingamp 1:1,2001-01-27,2000-2001
Bruno Rodriguez,EA Guingamp,60,1,1,AJ Auxerre vs. EA Guingamp 1:1,2001-01-27,2000-2001
Olivier Monterrubio,FC Nantes,53,1,0,FC Nantes vs. Paris Saint-Germain 1:0,2001-02-03,2000-2001
Lionel Potillon,AS Saint-Étienne,8,1,0,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Gharib Amzine,RC Strasbourg,30,1,1,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Pape Sarr,AS Saint-Étienne,40,2,1,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Gharib Amzine,RC Strasbourg,59,2,2,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Peguy Luyindula,RC Strasbourg,79,2,3,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Alex Di Rocco,AS Saint-Étienne,89,3,3,AS Saint-Étienne vs. RC Strasbourg 3:3,2001-02-03,2000-2001
Víctor Bonilla,Toulouse FC,30,1,0,Toulouse FC vs. Girondins Bordeaux 1:1,2001-02-03,2000-2001
Pauleta,Girondins Bordeaux,52,1,1,Toulouse FC vs. Girondins Bordeaux 1:1,2001-02-03,2000-2001
Philippe Celdran,CS Sedan,45,0,1,SC Bastia vs. CS Sedan 0:1,2001-02-03,2000-2001
Philippe Violeau,Olympique Lyonnais,7,0,1,EA Guingamp vs. Olympique Lyonnais 2:3,2001-02-03,2000-2001
Bruno Rodriguez,EA Guingamp,8,1,1,EA Guingamp vs. Olympique Lyonnais 2:3,2001-02-03,2000-2001
Sonny Anderson,Olympique Lyonnais,12,1,2,EA Guingamp vs. Olympique Lyonnais 2:3,2001-02-03,2000-2001
Bruno Rodriguez,EA Guingamp,73,2,2,EA Guingamp vs. Olympique Lyonnais 2:3,2001-02-03,2000-2001
Sonny Anderson,Olympique Lyonnais,90,2,3,EA Guingamp vs. Olympique Lyonnais 2:3,2001-02-03,2000-2001
Pierre Deblock,AJ Auxerre,25,0,1,Olympique Marseille vs. AJ Auxerre 0:1,2001-02-03,2000-2001
Ludovic Giuly,AS Monaco,4,1,0,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Marcelo Gallardo,AS Monaco,20,2,0,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Gérald Baticle,FC Metz,33,2,1,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Marcelo Gallardo,AS Monaco,36,3,1,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Florin Răducioiu,AS Monaco,56,4,1,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Shabani Nonda,AS Monaco,64,5,1,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Ludovic Giuly,AS Monaco,88,6,1,AS Monaco vs. FC Metz 6:1,2001-02-03,2000-2001
Cyril Rool,Lille OSC,50,0,1,RC Lens vs. Lille OSC 0:1,2001-02-04,2000-2001
Makthar N'Diaye,Stade Rennais,2,1,0,Stade Rennais vs. AS Saint-Étienne 3:0,2001-02-06,2000-2001
César,Stade Rennais,7,2,0,Stade Rennais vs. AS Saint-Étienne 3:0,2001-02-06,2000-2001
Makthar N'Diaye,Stade Rennais,35,3,0,Stade Rennais vs. AS Saint-Étienne 3:0,2001-02-06,2000-2001
Bruno Rodriguez,EA Guingamp,7,0,1,Paris Saint-Germain vs. EA Guingamp 1:3,2001-02-06,2000-2001
Mauricio Pochettino,Paris Saint-Germain,22,1,1,Paris Saint-Germain vs. EA Guingamp 1:3,2001-02-06,2000-2001
Pierre-Emmanuel Bourdeau,EA Guingamp,35,1,2,Paris Saint-Germain vs. EA Guingamp 1:3,2001-02-06,2000-2001
Abdelhafid Tasfaout,EA Guingamp,83,1,3,Paris Saint-Germain vs. EA Guingamp 1:3,2001-02-06,2000-2001
Sonny Anderson,Olympique Lyonnais,52,1,0,Olympique Lyonnais vs. Olympique Marseille 1:1,2001-02-06,2000-2001
Jérôme Leroy,Olympique Marseille,76,1,1,Olympique Lyonnais vs. Olympique Marseille 1:1,2001-02-06,2000-2001
