scoring_player,scoring_team,time,GH,GA,game,date,season
Frédéric Bernaleau,Aviron Bayonnais,26,1,1,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Arnaud Lalague,Aviron Bayonnais,40,2,1,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Moumouni Dagano,EA Guingamp,55,2,2,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Frédéric Bernaleau,Aviron Bayonnais,63,3,2,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Moumouni Dagano,EA Guingamp,76,3,3,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Nicolas Goussé,EA Guingamp,116,3,4,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Franck Histilloles,Aviron Bayonnais,120,4,4,Aviron Bayonnais vs. EA Guingamp 5:3 i.E.,2004-01-03,2003-2004
Nicolas Sahnoun,Girondins Bordeaux,21,1,0,Girondins Bordeaux vs. FC Libourne-Saint-Seurin 2:0,2004-01-03,2003-2004
Celades,Girondins Bordeaux,66,2,0,Girondins Bordeaux vs. FC Libourne-Saint-Seurin 2:0,2004-01-03,2003-2004
Habib Bamogo,Montpellier HSC,43,0,1,FC Mulhouse vs. Montpellier HSC 0:2,2004-01-03,2003-2004
Bertrand Robert,Montpellier HSC,63,0,2,FC Mulhouse vs. Montpellier HSC 0:2,2004-01-03,2003-2004
Cédric Uras,Racing Besançon,13,1,0,Racing Besançon vs. SC Bastia 2:0,2004-01-03,2003-2004
Jean-François Riviere,Racing Besançon,80,2,0,Racing Besançon vs. SC Bastia 2:0,2004-01-03,2003-2004
Charles-Edouard Coridon,RC Lens,16,1,0,RC Lens vs. Le Mans UC 72 1:0,2004-01-03,2003-2004
Olivier Kapo,AJ Auxerre,60,1,0,AJ Auxerre vs. FC Sochaux 2:0,2004-01-03,2003-2004
Teemu Tainio,AJ Auxerre,76,2,0,AJ Auxerre vs. FC Sochaux 2:0,2004-01-03,2003-2004
Marama Vahirua,FC Nantes,37,0,1,Beaujolais Monts d'Or vs. FC Nantes 1:2,2004-01-04,2003-2004
Pascal Delhommeau,Beaujolais Monts d'Or,45,1,1,Beaujolais Monts d'Or vs. FC Nantes 1:2,2004-01-04,2003-2004
Shiva Star N'Zigou,FC Nantes,80,1,2,Beaujolais Monts d'Or vs. FC Nantes 1:2,2004-01-04,2003-2004
David M'Bodji,AS Cannes,63,0,1,AS Ernolsheim vs. AS Cannes 0:3,2004-01-04,2003-2004
Kamel Ghilas,AS Cannes,77,0,2,AS Ernolsheim vs. AS Cannes 0:3,2004-01-04,2003-2004
Kamel Ghilas,AS Cannes,85,0,3,AS Ernolsheim vs. AS Cannes 0:3,2004-01-04,2003-2004
Stéphane Lalaoui,FC Bourg-Péronnas,13,1,0,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Mesut Bilici,FC Martigues,30,1,1,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Jérôme Tonnetot,FC Bourg-Péronnas,38,2,1,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Emmanuel Gros,FC Martigues,88,2,2,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Daniel Manelli,FC Martigues,89,2,3,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Jean-Christophe Durand,FC Bourg-Péronnas,90,3,3,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Edward Dixon,FC Bourg-Péronnas,120,4,3,FC Bourg-Péronnas vs. FC Martigues 4:3 n.V.,2004-01-04,2003-2004
Benjamin Nivet,ESTAC Troyes,21,0,1,Paris Saint-Germain vs. ESTAC Troyes 3:2 n.V.,2004-01-04,2003-2004
Helder Esteves,ESTAC Troyes,24,0,2,Paris Saint-Germain vs. ESTAC Troyes 3:2 n.V.,2004-01-04,2003-2004
Gabriel Heinze,Paris Saint-Germain,88,1,2,Paris Saint-Germain vs. ESTAC Troyes 3:2 n.V.,2004-01-04,2003-2004
Bartholomew Ogbeche,Paris Saint-Germain,90,2,2,Paris Saint-Germain vs. ESTAC Troyes 3:2 n.V.,2004-01-04,2003-2004
Pauleta,Paris Saint-Germain,95,3,2,Paris Saint-Germain vs. ESTAC Troyes 3:2 n.V.,2004-01-04,2003-2004
Sébastien Sansoni,LB Châteauroux,84,0,1,Grenoble Foot 38 vs. LB Châteauroux 0:1,2004-01-04,2003-2004
Abdelmalik Hebbar,FC Gueugnon,55,0,1,AC Ajaccio vs. FC Gueugnon 0:2,2004-01-04,2003-2004
Christophe Aubanel,FC Gueugnon,61,0,2,AC Ajaccio vs. FC Gueugnon 0:2,2004-01-04,2003-2004
Akis Zikos,AS Monaco,60,0,1,FC Metz vs. AS Monaco 0:2,2004-01-04,2003-2004
Ludovic Giuly,AS Monaco,85,0,2,FC Metz vs. AS Monaco 0:2,2004-01-04,2003-2004
Frédéric Bernaleau,Aviron Bayonnais,118,1,0,Aviron Bayonnais vs. Girondins Bordeaux 1:0 n.V.,2004-01-23,2003-2004
Sidney Govou,Olympique Lyonnais,25,0,1,FC Bourg-Péronnas vs. Olympique Lyonnais 0:5,2004-01-24,2003-2004
Juninho Pernambucano,Olympique Lyonnais,57,0,2,FC Bourg-Péronnas vs. Olympique Lyonnais 0:5,2004-01-24,2003-2004
Grégory Lopez,Olympique Lyonnais,71,0,3,FC Bourg-Péronnas vs. Olympique Lyonnais 0:5,2004-01-24,2003-2004
Sidney Govou,Olympique Lyonnais,81,0,4,FC Bourg-Péronnas vs. Olympique Lyonnais 0:5,2004-01-24,2003-2004
Florent Malouda,Olympique Lyonnais,85,0,5,FC Bourg-Péronnas vs. Olympique Lyonnais 0:5,2004-01-24,2003-2004
Bonaventure Kalou,AJ Auxerre,13,1,0,AJ Auxerre vs. Montpellier HSC 2:0,2004-01-24,2003-2004
Djibril Cissé,AJ Auxerre,22,2,0,AJ Auxerre vs. Montpellier HSC 2:0,2004-01-24,2003-2004
Pauleta,Paris Saint-Germain,10,0,1,Olympique Marseille vs. Paris Saint-Germain 1:2 n.V.,2004-01-24,2003-2004
Didier Drogba,Olympique Marseille,35,1,1,Olympique Marseille vs. Paris Saint-Germain 1:2 n.V.,2004-01-24,2003-2004
Juan Pablo Sorín,Paris Saint-Germain,103,1,2,Olympique Marseille vs. Paris Saint-Germain 1:2 n.V.,2004-01-24,2003-2004
François Masson,Dijon FCO,28,1,0,Dijon FCO vs. RC Lens 2:1,2004-01-24,2003-2004
Charles Diers,Dijon FCO,40,2,0,Dijon FCO vs. RC Lens 2:1,2004-01-24,2003-2004
Daniel Moreira,RC Lens,80,2,1,Dijon FCO vs. RC Lens 2:1,2004-01-24,2003-2004
Rogerio Moreira,ASOA Valence,36,1,0,ASOA Valence vs. LB Châteauroux 4:5 i.E.,2004-01-24,2003-2004
Marc-Eric Guei,LB Châteauroux,70,1,1,ASOA Valence vs. LB Châteauroux 4:5 i.E.,2004-01-24,2003-2004
Sabri Tabet,ASOA Valence,96,2,1,ASOA Valence vs. LB Châteauroux 4:5 i.E.,2004-01-24,2003-2004
Marc-Eric Guei,LB Châteauroux,104,2,2,ASOA Valence vs. LB Châteauroux 4:5 i.E.,2004-01-24,2003-2004
Steeve Théophile,US Créteil-Lusitanos,19,0,1,Racing Besançon vs. US Créteil-Lusitanos 1:3,2004-01-24,2003-2004
Kamal Tassali,Racing Besançon,26,1,1,Racing Besançon vs. US Créteil-Lusitanos 1:3,2004-01-24,2003-2004
Jérôme Perez,US Créteil-Lusitanos,80,1,2,Racing Besançon vs. US Créteil-Lusitanos 1:3,2004-01-24,2003-2004
Yohann Rangdet,US Créteil-Lusitanos,90,1,3,Racing Besançon vs. US Créteil-Lusitanos 1:3,2004-01-24,2003-2004
Fernando Casartelli,FC Gueugnon,26,1,0,FC Gueugnon vs. Stade de Reims 1:3,2004-01-24,2003-2004
Amara Diané,Stade de Reims,30,1,1,FC Gueugnon vs. Stade de Reims 1:3,2004-01-24,2003-2004
Amara Diané,Stade de Reims,75,1,2,FC Gueugnon vs. Stade de Reims 1:3,2004-01-24,2003-2004
Claude Dambury,Stade de Reims,90,1,3,FC Gueugnon vs. Stade de Reims 1:3,2004-01-24,2003-2004
Sébastien Mazure,SM Caen,3,1,0,SM Caen vs. AS Cannes 1:0,2004-01-24,2003-2004
Laurent Dufresne,AS Nancy Lorraine,6,0,1,ESA Brive vs. AS Nancy Lorraine 3:2 n.V.,2004-01-24,2003-2004
Laurent Dufresne,AS Nancy Lorraine,10,0,2,ESA Brive vs. AS Nancy Lorraine 3:2 n.V.,2004-01-24,2003-2004
Lakhdar Haddou,ESA Brive,53,1,2,ESA Brive vs. AS Nancy Lorraine 3:2 n.V.,2004-01-24,2003-2004
Thibault Lacoste,ESA Brive,90,2,2,ESA Brive vs. AS Nancy Lorraine 3:2 n.V.,2004-01-24,2003-2004
Pierre Compte,ESA Brive,118,3,2,ESA Brive vs. AS Nancy Lorraine 3:2 n.V.,2004-01-24,2003-2004
Fabrice Abriel,Amiens SC,68,1,0,Amiens SC vs. Stade Plabennec 3:0,2004-01-24,2003-2004
Mallo Diallo,Amiens SC,87,2,0,Amiens SC vs. Stade Plabennec 3:0,2004-01-24,2003-2004
Mallo Diallo,Amiens SC,90,3,0,Amiens SC vs. Stade Plabennec 3:0,2004-01-24,2003-2004
Mahamadou Dissa,Stade Brestois 29,3,0,1,GFCO Ajaccio vs. Stade Brestois 29 1:3,2004-01-24,2003-2004
Franck Ribéry,Stade Brestois 29,29,0,2,GFCO Ajaccio vs. Stade Brestois 29 1:3,2004-01-24,2003-2004
Mohamed Zaaboub,GFCO Ajaccio,53,1,2,GFCO Ajaccio vs. Stade Brestois 29 1:3,2004-01-24,2003-2004
Assan Hammouti,Stade Brestois 29,86,1,3,GFCO Ajaccio vs. Stade Brestois 29 1:3,2004-01-24,2003-2004
Jimmy Briand,Stade Rennais,29,0,1,Football Croix de Savoie 74 vs. Stade Rennais 0:2,2004-01-25,2003-2004
Alexander Frei,Stade Rennais,47,0,2,Football Croix de Savoie 74 vs. Stade Rennais 0:2,2004-01-25,2003-2004
Viorel Moldovan,FC Nantes,61,0,1,Vendée Fontenay vs. FC Nantes 0:3,2004-01-25,2003-2004
Mario Yepes,FC Nantes,62,0,2,Vendée Fontenay vs. FC Nantes 0:3,2004-01-25,2003-2004
Viorel Moldovan,FC Nantes,79,0,3,Vendée Fontenay vs. FC Nantes 0:3,2004-01-25,2003-2004
Manuel Debat,ESA Brive,54,1,0,ESA Brive vs. AJ Auxerre 1:0,2004-02-10,2003-2004
Fabrice Fiorése,Paris Saint-Germain,69,1,0,Paris Saint-Germain vs. Aviron Bayonnais 2:0,2004-02-10,2003-2004
Pauleta,Paris Saint-Germain,81,2,0,Paris Saint-Germain vs. Aviron Bayonnais 2:0,2004-02-10,2003-2004
Giovane Élber,Olympique Lyonnais,13,0,1,AS Monaco vs. Olympique Lyonnais 4:1,2004-02-11,2003-2004
Morientes,AS Monaco,45,1,1,AS Monaco vs. Olympique Lyonnais 4:1,2004-02-11,2003-2004
Morientes,AS Monaco,58,2,1,AS Monaco vs. Olympique Lyonnais 4:1,2004-02-11,2003-2004
Morientes,AS Monaco,63,3,1,AS Monaco vs. Olympique Lyonnais 4:1,2004-02-11,2003-2004
Dado Pršo,AS Monaco,85,4,1,AS Monaco vs. Olympique Lyonnais 4:1,2004-02-11,2003-2004
Viorel Moldovan,FC Nantes,10,1,0,FC Nantes vs. Stade Brestois 29 4:0,2004-02-11,2003-2004
Loïc Pailleres,FC Nantes,37,2,0,FC Nantes vs. Stade Brestois 29 4:0,2004-02-11,2003-2004
Viorel Moldovan,FC Nantes,58,3,0,FC Nantes vs. Stade Brestois 29 4:0,2004-02-11,2003-2004
Grégory Pujol,FC Nantes,74,4,0,FC Nantes vs. Stade Brestois 29 4:0,2004-02-11,2003-2004
Sébastien Roudet,LB Châteauroux,29,1,0,LB Châteauroux vs. US Créteil-Lusitanos 2:0,2004-02-11,2003-2004
Marc-Eric Guei,LB Châteauroux,40,2,0,LB Châteauroux vs. US Créteil-Lusitanos 2:0,2004-02-11,2003-2004
Antoine Buron,Amiens SC,9,1,0,Amiens SC vs. SM Caen 1:0,2004-02-11,2003-2004
Frédéric Laurent,Dijon FCO,24,1,0,Dijon FCO vs. Stade de Reims 4:2 i.E.,2004-02-11,2003-2004
Amara Diané,Stade de Reims,31,1,1,Dijon FCO vs. Stade de Reims 4:2 i.E.,2004-02-11,2003-2004
Cédric Fauré,Toulouse FC,27,1,0,Toulouse FC vs. Stade Rennais 6:7 i.E.,2004-02-11,2003-2004
Olivier Monterrubio,Stade Rennais,65,1,1,Toulouse FC vs. Stade Rennais 6:7 i.E.,2004-02-11,2003-2004
Sébastien Heitzmann,Dijon FCO,86,0,1,Amiens SC vs. Dijon FCO 0:1,2004-03-16,2003-2004
Thomas Forest,ESA Brive,15,1,0,ESA Brive vs. Paris Saint-Germain 1:2,2004-03-16,2003-2004
Pauleta,Paris Saint-Germain,27,1,1,ESA Brive vs. Paris Saint-Germain 1:2,2004-03-16,2003-2004
Reinaldo,Paris Saint-Germain,60,1,2,ESA Brive vs. Paris Saint-Germain 1:2,2004-03-16,2003-2004
Cédric Barbosa,Stade Rennais,45,0,1,FC Nantes vs. Stade Rennais 3:2,2004-03-17,2003-2004
Marama Vahirua,FC Nantes,65,1,1,FC Nantes vs. Stade Rennais 3:2,2004-03-17,2003-2004
Gilles Yapi-Yapo,FC Nantes,71,2,1,FC Nantes vs. Stade Rennais 3:2,2004-03-17,2003-2004
Shiva Star N'Zigou,FC Nantes,88,3,1,FC Nantes vs. Stade Rennais 3:2,2004-03-17,2003-2004
Nicolas Gillet,Stade Rennais,90,3,2,FC Nantes vs. Stade Rennais 3:2,2004-03-17,2003-2004
Djibril Sidibé,LB Châteauroux,20,0,1,AS Monaco vs. LB Châteauroux 0:1,2004-03-17,2003-2004
Fabrice Fiorése,Paris Saint-Germain,50,0,1,FC Nantes vs. Paris Saint-Germain 3:4 i.E.,2004-04-28,2003-2004
Mario Yepes,FC Nantes,90,1,1,FC Nantes vs. Paris Saint-Germain 3:4 i.E.,2004-04-28,2003-2004
Sébastien Roudet,LB Châteauroux,2,1,0,LB Châteauroux vs. Dijon FCO 2:0,2004-04-28,2003-2004
Marc-Eric Guei,LB Châteauroux,37,2,0,LB Châteauroux vs. Dijon FCO 2:0,2004-04-28,2003-2004
Pauleta,Paris Saint-Germain,65,1,0,Paris Saint-Germain vs. LB Châteauroux 1:0,2004-05-29,2003-2004
Milenko Ačimovič,Lille OSC,20,1,0,Lille OSC vs. Le Mans UC 72 2:1,2005-01-07,2004-2005
Mansour Boutabout,Le Mans UC 72,56,1,1,Lille OSC vs. Le Mans UC 72 2:1,2005-01-07,2004-2005
Philippe Brunel,Lille OSC,81,2,1,Lille OSC vs. Le Mans UC 72 2:1,2005-01-07,2004-2005
Stéphane Noro,CS Sedan,26,1,0,CS Sedan vs. RC Strasbourg 3:1,2005-01-07,2004-2005
Cédric Sabin,CS Sedan,60,2,0,CS Sedan vs. RC Strasbourg 3:1,2005-01-07,2004-2005
Pascal Johansen,RC Strasbourg,64,2,1,CS Sedan vs. RC Strasbourg 3:1,2005-01-07,2004-2005
Laurent Gagnier,CS Sedan,66,3,1,CS Sedan vs. RC Strasbourg 3:1,2005-01-07,2004-2005
Mamadou Seck,AC Ajaccio,73,0,1,AS Nancy Lorraine vs. AC Ajaccio 4:5 i.E.,2005-01-07,2004-2005
Frédéric Biancalani,AS Nancy Lorraine,90,1,1,AS Nancy Lorraine vs. AC Ajaccio 4:5 i.E.,2005-01-07,2004-2005
Jacob Mulenga,LB Châteauroux,33,1,0,LB Châteauroux vs. Grenoble Foot 38 2:3 n.V.,2005-01-07,2004-2005
Razak Boukari,LB Châteauroux,48,2,0,LB Châteauroux vs. Grenoble Foot 38 2:3 n.V.,2005-01-07,2004-2005
Ghislain Gimbert,Grenoble Foot 38,62,2,1,LB Châteauroux vs. Grenoble Foot 38 2:3 n.V.,2005-01-07,2004-2005
Sergio Rojas,Grenoble Foot 38,65,2,2,LB Châteauroux vs. Grenoble Foot 38 2:3 n.V.,2005-01-07,2004-2005
Gaël Danic,Grenoble Foot 38,110,2,3,LB Châteauroux vs. Grenoble Foot 38 2:3 n.V.,2005-01-07,2004-2005
Laurent Morestin,Stade Rennais,120,1,0,Stade Rennais vs. Stade Brestois 29 1:0 n.V.,2005-01-07,2004-2005
Juninho Pernambucano,Olympique Lyonnais,27,0,1,ES Viry-Chatillon vs. Olympique Lyonnais 0:2,2005-01-08,2004-2005
Nilmar,Olympique Lyonnais,66,0,2,ES Viry-Chatillon vs. Olympique Lyonnais 0:2,2005-01-08,2004-2005
Grégory Dufer,SM Caen,50,0,1,FC Mulhouse vs. SM Caen 0:2,2005-01-08,2004-2005
Zoran Jovičić,SM Caen,81,0,2,FC Mulhouse vs. SM Caen 0:2,2005-01-08,2004-2005
Jérémy Blayac,Stade de Reims,23,0,1,SC Schiltigheim vs. Stade de Reims 0:2,2005-01-08,2004-2005
Amara Diané,Stade de Reims,53,0,2,SC Schiltigheim vs. Stade de Reims 0:2,2005-01-08,2004-2005
Romain Poyet,Clermont Foot Auvergne,38,0,1,Vesoul HSF vs. Clermont Foot Auvergne 5:6 i.E.,2005-01-08,2004-2005
Nicolas Crevoisier,Vesoul HSF,82,1,1,Vesoul HSF vs. Clermont Foot Auvergne 5:6 i.E.,2005-01-08,2004-2005
Thomas Forest,Vannes OC,80,0,1,Tarbes Stado vs. Vannes OC 0:3,2005-01-08,2004-2005
Mouloud Akloul,Vannes OC,86,0,2,Tarbes Stado vs. Vannes OC 0:3,2005-01-08,2004-2005
Ronan Poder,Vannes OC,90,0,3,Tarbes Stado vs. Vannes OC 0:3,2005-01-08,2004-2005
Marama Vahirua,OGC Nice,46,0,1,AS Beauvais vs. OGC Nice 0:4,2005-01-08,2004-2005
Sammy Traoré,OGC Nice,60,0,2,AS Beauvais vs. OGC Nice 0:4,2005-01-08,2004-2005
François Grenet,OGC Nice,65,0,3,AS Beauvais vs. OGC Nice 0:4,2005-01-08,2004-2005
Edgaras Jankauskas,OGC Nice,90,0,4,AS Beauvais vs. OGC Nice 0:4,2005-01-08,2004-2005
Christophe Dussart,Olympique Marseille,11,1,0,Olympique Marseille vs. Angers SCO 2:3,2005-01-08,2004-2005
Christophe Dussart,Angers SCO,57,1,1,Olympique Marseille vs. Angers SCO 2:3,2005-01-08,2004-2005
Jocelyn Gourvennec,Angers SCO,59,1,2,Olympique Marseille vs. Angers SCO 2:3,2005-01-08,2004-2005
Cyril Théréau,Angers SCO,63,1,3,Olympique Marseille vs. Angers SCO 2:3,2005-01-08,2004-2005
Frédéric Déhu,Olympique Marseille,73,2,3,Olympique Marseille vs. Angers SCO 2:3,2005-01-08,2004-2005
Patrice Evra,AS Monaco,15,0,1,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Javier Saviola,AS Monaco,30,0,2,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Souleymane Camara,AS Monaco,32,0,3,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Souleymane Camara,AS Monaco,36,0,4,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Javier Saviola,AS Monaco,64,0,5,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Mohamed Kallon,AS Monaco,80,0,6,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Mohamed Kallon,AS Monaco,90,0,7,AC Seyssinet vs. AS Monaco 0:7,2005-01-08,2004-2005
Florian Coquio,US Boulogne,107,1,0,US Boulogne vs. US Avranches 1:0 n.V.,2005-01-08,2004-2005
Jonathan Andre,US Montagnarde,45,1,0,US Montagnarde vs. GSI Pontivy 2:0,2005-01-08,2004-2005
Jonathan Andre,US Montagnarde,86,2,0,US Montagnarde vs. GSI Pontivy 2:0,2005-01-08,2004-2005
Pedro Bompastor,Blois Foot 41,107,0,1,SAS Épinal vs. Blois Foot 41 0:1 n.V.,2005-01-08,2004-2005
Dominique Arribagé,Toulouse FC,23,0,1,AS Gambsheim vs. Toulouse FC 0:3,2005-01-08,2004-2005
Achille Emaná,Toulouse FC,74,0,2,AS Gambsheim vs. Toulouse FC 0:3,2005-01-08,2004-2005
Nabil Taïder,Toulouse FC,87,0,3,AS Gambsheim vs. Toulouse FC 0:3,2005-01-08,2004-2005
David Andréani,Sporting Toulon Var,3,1,0,Sporting Toulon Var vs. FC Montceau 3:0,2005-01-08,2004-2005
Sylvain Flauto,Sporting Toulon Var,8,2,0,Sporting Toulon Var vs. FC Montceau 3:0,2005-01-08,2004-2005
Amin Arroub,Sporting Toulon Var,21,3,0,Sporting Toulon Var vs. FC Montceau 3:0,2005-01-08,2004-2005
Sébastien Cros,Albi,19,0,1,ESTAC Troyes vs. Albi 1:3,2005-01-08,2004-2005
Sébastien Dallet,ESTAC Troyes,55,1,1,ESTAC Troyes vs. Albi 1:3,2005-01-08,2004-2005
Romain Siméoni,Albi,58,1,2,ESTAC Troyes vs. Albi 1:3,2005-01-08,2004-2005
Mohamed Hanine,Albi,68,1,3,ESTAC Troyes vs. Albi 1:3,2005-01-08,2004-2005
Arnaud Gonzalez,AJ Auxerre,26,0,1,Calais RUFC vs. AJ Auxerre 0:1,2005-01-08,2004-2005
Maxence Flachez,US Quevilly,58,1,0,US Quevilly vs. EA Guingamp 1:0,2005-01-08,2004-2005
Dagui Bakari,RC Lens,20,0,1,CO Saint-Dizier vs. RC Lens 0:4,2005-01-08,2004-2005
Dagui Bakari,RC Lens,45,0,2,CO Saint-Dizier vs. RC Lens 0:4,2005-01-08,2004-2005
Dagui Bakari,RC Lens,55,0,3,CO Saint-Dizier vs. RC Lens 0:4,2005-01-08,2004-2005
Daniel Cousin,RC Lens,90,0,4,CO Saint-Dizier vs. RC Lens 0:4,2005-01-08,2004-2005
Nicolas Bayod,Rodez AF,1,1,0,Rodez AF vs. FC Metz 1:2,2005-01-08,2004-2005
Grégory Proment,FC Metz,55,1,1,Rodez AF vs. FC Metz 1:2,2005-01-08,2004-2005
Stéphane Borbiconi,FC Metz,63,1,2,Rodez AF vs. FC Metz 1:2,2005-01-08,2004-2005
Lilian Laslandes,Girondins Bordeaux,21,1,0,Girondins Bordeaux vs. FC Istres 2:0,2005-01-08,2004-2005
David Jemmali,Girondins Bordeaux,86,2,0,Girondins Bordeaux vs. FC Istres 2:0,2005-01-08,2004-2005
Mamadou Bagayoko,FC Nantes,7,0,1,FC Cournon vs. FC Nantes 0:3,2005-01-08,2004-2005
Jérémy Toulalan,FC Nantes,90,0,2,FC Cournon vs. FC Nantes 0:3,2005-01-08,2004-2005
Claudiu Keșerü,FC Nantes,90,0,3,FC Cournon vs. FC Nantes 0:3,2005-01-08,2004-2005
Pascal Thèze,FC Libourne-Saint-Seurin,24,0,1,RC La Flèche vs. FC Libourne-Saint-Seurin 1:2,2005-01-08,2004-2005
Vincent Vaillant,RC La Flèche,50,1,1,RC La Flèche vs. FC Libourne-Saint-Seurin 1:2,2005-01-08,2004-2005
Régis Castant,FC Libourne-Saint-Seurin,88,1,2,RC La Flèche vs. FC Libourne-Saint-Seurin 1:2,2005-01-08,2004-2005
Arthur Gomis,Paris FC,14,0,1,Olympique Saumur vs. Paris FC 4:3 i.E.,2005-01-08,2004-2005
Jimmy Guichard,Olympique Saumur,50,1,1,Olympique Saumur vs. Paris FC 4:3 i.E.,2005-01-08,2004-2005
Alan Lyczak,Olympique Saumur,66,2,1,Olympique Saumur vs. Paris FC 4:3 i.E.,2005-01-08,2004-2005
Bounama Diawara,Paris FC,90,2,2,Olympique Saumur vs. Paris FC 4:3 i.E.,2005-01-08,2004-2005
Filipe Teixeira,Paris Saint-Germain,4,0,1,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Pauleta,Paris Saint-Germain,21,0,2,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Pauleta,Paris Saint-Germain,29,0,3,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Anthony Briend,US Langueux,59,1,3,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Reinaldo,Paris Saint-Germain,61,1,4,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Danijel Ljuboja,Paris Saint-Germain,70,1,5,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Reinaldo,Paris Saint-Germain,72,1,6,US Langueux vs. Paris Saint-Germain 1:6,2005-01-08,2004-2005
Romain Rocchi,FC Sochaux,44,1,0,FC Sochaux vs. SC Bastia 1:0,2005-01-08,2004-2005
Rudy Marchal,FCSR Haguenau,20,1,0,FCSR Haguenau vs. SO Romorantin 1:2,2005-01-09,2004-2005
Sylvain Komenan,SO Romorantin,75,1,1,FCSR Haguenau vs. SO Romorantin 1:2,2005-01-09,2004-2005
Frédéric Baudouin,SO Romorantin,90,1,2,FCSR Haguenau vs. SO Romorantin 1:2,2005-01-09,2004-2005
Frédéric Piquionne,AS Saint-Étienne,6,0,1,Nîmes Olympique vs. AS Saint-Étienne 3:2,2005-01-09,2004-2005
Frédéric Piquionne,AS Saint-Étienne,8,0,2,Nîmes Olympique vs. AS Saint-Étienne 3:2,2005-01-09,2004-2005
Julien Benhamou,Nîmes Olympique,33,1,2,Nîmes Olympique vs. AS Saint-Étienne 3:2,2005-01-09,2004-2005
Stéphane Beyrac,Nîmes Olympique,44,2,2,Nîmes Olympique vs. AS Saint-Étienne 3:2,2005-01-09,2004-2005
Matthias Verschave,Nîmes Olympique,68,3,2,Nîmes Olympique vs. AS Saint-Étienne 3:2,2005-01-09,2004-2005
Sammy Traoré,OGC Nice,51,1,0,OGC Nice vs. Stade de Reims 3:1 n.V.,2005-02-11,2004-2005
Denis Arnaud,Stade de Reims,59,1,1,OGC Nice vs. Stade de Reims 3:1 n.V.,2005-02-11,2004-2005
Ederson,OGC Nice,115,2,1,OGC Nice vs. Stade de Reims 3:1 n.V.,2005-02-11,2004-2005
Sammy Traoré,OGC Nice,118,3,1,OGC Nice vs. Stade de Reims 3:1 n.V.,2005-02-11,2004-2005
Xavier Feucht,Albi,105,1,0,Albi vs. Angers SCO 2:0 n.V.,2005-02-12,2004-2005
Romain Siméoni,Albi,115,2,0,Albi vs. Angers SCO 2:0 n.V.,2005-02-12,2004-2005
Georges Ambourouet,CS Sedan,41,1,0,CS Sedan vs. US Montagnarde 4:0,2005-02-12,2004-2005
Laurent Gagnier,CS Sedan,43,2,0,CS Sedan vs. US Montagnarde 4:0,2005-02-12,2004-2005
Laurent Gagnier,CS Sedan,50,3,0,CS Sedan vs. US Montagnarde 4:0,2005-02-12,2004-2005
Mickaël Citony,CS Sedan,80,4,0,CS Sedan vs. US Montagnarde 4:0,2005-02-12,2004-2005
Florian Coquio,US Boulogne,10,1,0,US Boulogne vs. Blois Foot 41 4:0,2005-02-12,2004-2005
Jawad El Hajri,US Boulogne,44,2,0,US Boulogne vs. Blois Foot 41 4:0,2005-02-12,2004-2005
Florian Coquio,US Boulogne,60,3,0,US Boulogne vs. Blois Foot 41 4:0,2005-02-12,2004-2005
Matthieu Labbe,US Boulogne,78,4,0,US Boulogne vs. Blois Foot 41 4:0,2005-02-12,2004-2005
Jordan Lotiès,Clermont Foot Auvergne,86,1,0,Clermont Foot Auvergne vs. Sporting Toulon Var 1:0,2005-02-12,2004-2005
