scoring_player,scoring_team,time,GH,GA,game,date,season
Ivan Leko,Club Brugge KV,12,1,0,Club Brugge KV vs. Excelsior Mouscron 2:0,2005-08-05,2005-2006
Boško Balaban,Club Brugge KV,24,2,0,Club Brugge KV vs. Excelsior Mouscron 2:0,2005-08-05,2005-2006
Mohammed Tchité,Standard Liège,5,1,0,Standard Liège vs. Lierse SK 3:1,2005-08-06,2005-2006
Kristof Imschoot,Lierse SK,24,1,1,Standard Liège vs. Lierse SK 3:1,2005-08-06,2005-2006
Karel Geraerts,Standard Liège,45,2,1,Standard Liège vs. Lierse SK 3:1,2005-08-06,2005-2006
Sérgio Conceição,Standard Liège,89,3,1,Standard Liège vs. Lierse SK 3:1,2005-08-06,2005-2006
Tony Sergeant,SV Zulte Waregem,38,0,1,KAA Gent vs. SV Zulte Waregem 1:3,2005-08-06,2005-2006
Davy De Beule,KAA Gent,43,1,1,KAA Gent vs. SV Zulte Waregem 1:3,2005-08-06,2005-2006
Stefan Leleu,SV Zulte Waregem,53,1,2,KAA Gent vs. SV Zulte Waregem 1:3,2005-08-06,2005-2006
Ludwin Van Nieuwenhuyze,SV Zulte Waregem,85,1,3,KAA Gent vs. SV Zulte Waregem 1:3,2005-08-06,2005-2006
Werry Sels,FC Brussels,39,0,1,KSK Beveren vs. FC Brussels 0:2,2005-08-06,2005-2006
Igor de Camargo,FC Brussels,90,0,2,KSK Beveren vs. FC Brussels 0:2,2005-08-06,2005-2006
Aristide Bancé,Sporting Lokeren,49,1,0,Sporting Lokeren vs. KRC Genk 1:1,2005-08-06,2005-2006
Kevin Vandenbergh,KRC Genk,83,1,1,Sporting Lokeren vs. KRC Genk 1:1,2005-08-06,2005-2006
Jajá Coelho,KVC Westerlo,8,1,0,KVC Westerlo vs. Cercle Brugge 2:0,2005-08-06,2005-2006
Chris Janssens,KVC Westerlo,11,2,0,KVC Westerlo vs. Cercle Brugge 2:0,2005-08-06,2005-2006
Mbo Mpenza,RSC Anderlecht,9,1,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Serhat Akın,RSC Anderlecht,25,2,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Pär Zetterberg,RSC Anderlecht,45,3,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Bart Goor,RSC Anderlecht,60,4,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Serhat Akın,RSC Anderlecht,66,5,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Dan Mitu,RSC Anderlecht,85,6,0,RSC Anderlecht vs. RAA La Louviére 6:0,2005-08-06,2005-2006
Ilija Stolica,Sint-Truidense VV,19,1,0,Sint-Truidense VV vs. KSV Roeselare 1:0,2005-08-06,2005-2006
Gregory Christ,Sporting Charleroi,61,1,0,Sporting Charleroi vs. Germinal Beerschot 2:0,2005-08-07,2005-2006
Loris Reina,Sporting Charleroi,90,2,0,Sporting Charleroi vs. Germinal Beerschot 2:0,2005-08-07,2005-2006
Mohammed Aliyu Datti,KAA Gent,38,0,1,RAA La Louviére vs. KAA Gent 1:1,2005-08-12,2005-2006
Sergio Sánchez,RAA La Louviére,83,1,1,RAA La Louviére vs. KAA Gent 1:1,2005-08-12,2005-2006
Arnar Viðarsson,Sporting Lokeren,55,0,1,Excelsior Mouscron vs. Sporting Lokeren 0:2,2005-08-13,2005-2006
Gunther Van Handenhoven,Sporting Lokeren,86,0,2,Excelsior Mouscron vs. Sporting Lokeren 0:2,2005-08-13,2005-2006
Manasseh Ishiaku,Club Brugge KV,23,0,1,FC Brussels vs. Club Brugge KV 1:1,2005-08-13,2005-2006
Igor de Camargo,FC Brussels,29,1,1,FC Brussels vs. Club Brugge KV 1:1,2005-08-13,2005-2006
Björn De Wilde,KVC Westerlo,89,0,1,Germinal Beerschot vs. KVC Westerlo 0:1,2005-08-13,2005-2006
Serhat Akın,RSC Anderlecht,24,0,1,Cercle Brugge vs. RSC Anderlecht 0:2,2005-08-14,2005-2006
Mbo Mpenza,RSC Anderlecht,81,0,2,Cercle Brugge vs. RSC Anderlecht 0:2,2005-08-14,2005-2006
Alessandro,Lierse SK,34,1,0,Lierse SK vs. Sint-Truidense VV 1:0,2005-08-14,2005-2006
Wagneau Eloi,KSV Roeselare,40,1,0,KSV Roeselare vs. KSK Beveren 1:0,2005-08-14,2005-2006
Stijn Meert,SV Zulte Waregem,5,1,0,SV Zulte Waregem vs. Standard Liège 1:2,2005-08-14,2005-2006
Mohammed Tchité,Standard Liège,89,1,1,SV Zulte Waregem vs. Standard Liège 1:2,2005-08-14,2005-2006
Michel,Standard Liège,90,1,2,SV Zulte Waregem vs. Standard Liège 1:2,2005-08-14,2005-2006
Tosin Dosunmu,Germinal Beerschot,10,0,1,RSC Anderlecht vs. Germinal Beerschot 3:1,2005-08-20,2005-2006
Nenad Jestrović,RSC Anderlecht,36,1,1,RSC Anderlecht vs. Germinal Beerschot 3:1,2005-08-20,2005-2006
Nenad Jestrović,RSC Anderlecht,44,2,1,RSC Anderlecht vs. Germinal Beerschot 3:1,2005-08-20,2005-2006
Mbo Mpenza,RSC Anderlecht,73,3,1,RSC Anderlecht vs. Germinal Beerschot 3:1,2005-08-20,2005-2006
Wouter Vrancken,KAA Gent,58,1,0,KAA Gent vs. Cercle Brugge 1:0,2005-08-20,2005-2006
Boško Balaban,Club Brugge KV,7,1,0,Club Brugge KV vs. KSV Roeselare 1:0,2005-08-20,2005-2006
Zézéto,KSK Beveren,11,1,0,KSK Beveren vs. Lierse SK 4:1,2005-08-20,2005-2006
Kristof Imschoot,Lierse SK,19,1,1,KSK Beveren vs. Lierse SK 4:1,2005-08-20,2005-2006
Mohamed Diallo,KSK Beveren,26,2,1,KSK Beveren vs. Lierse SK 4:1,2005-08-20,2005-2006
Gervinho,KSK Beveren,61,3,1,KSK Beveren vs. Lierse SK 4:1,2005-08-20,2005-2006
Mohamed Diallo,KSK Beveren,90,4,1,KSK Beveren vs. Lierse SK 4:1,2005-08-20,2005-2006
Gregory Christ,Sporting Charleroi,47,1,0,Sporting Charleroi vs. Excelsior Mouscron 1:0,2005-08-20,2005-2006
Kevin Vandenbergh,KRC Genk,12,0,1,KVC Westerlo vs. KRC Genk 1:1,2005-08-20,2005-2006
Jajá Coelho,KVC Westerlo,15,1,1,KVC Westerlo vs. KRC Genk 1:1,2005-08-20,2005-2006
Aristide Bancé,Sporting Lokeren,3,1,0,Sporting Lokeren vs. FC Brussels 1:0,2005-08-21,2005-2006
Sérgio Conceição,Standard Liège,75,1,0,Standard Liège vs. Sint-Truidense VV 2:0,2005-08-21,2005-2006
Sambegou Bangoura,Standard Liège,90,2,0,Standard Liège vs. Sint-Truidense VV 2:0,2005-08-21,2005-2006
Jeroen Simaeys,Sint-Truidense VV,6,1,0,Sint-Truidense VV vs. KSK Beveren 1:0,2005-08-26,2005-2006
Mustapha Oussalah,Excelsior Mouscron,75,1,0,Excelsior Mouscron vs. KVC Westerlo 1:0,2005-08-27,2005-2006
Boško Balaban,Club Brugge KV,13,0,1,Lierse SK vs. Club Brugge KV 1:1,2005-08-27,2005-2006
Alessandro,Lierse SK,72,1,1,Lierse SK vs. Club Brugge KV 1:1,2005-08-27,2005-2006
Frédéric Dupré,SV Zulte Waregem,9,0,1,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Nathan D'Haemers,SV Zulte Waregem,23,0,2,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Darko Pivaljević,Cercle Brugge,63,1,2,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Stijn Meert,SV Zulte Waregem,77,1,3,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Salou Ibrahim,SV Zulte Waregem,82,1,4,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Frederik Boi,Cercle Brugge,86,2,4,Cercle Brugge vs. SV Zulte Waregem 2:4,2005-08-27,2005-2006
Igor de Camargo,FC Brussels,28,1,0,FC Brussels vs. Sporting Charleroi 2:2,2005-08-27,2005-2006
François Sterchele,Sporting Charleroi,43,1,1,FC Brussels vs. Sporting Charleroi 2:2,2005-08-27,2005-2006
Gregory Christ,Sporting Charleroi,71,1,2,FC Brussels vs. Sporting Charleroi 2:2,2005-08-27,2005-2006
Richard Culek,FC Brussels,76,2,2,FC Brussels vs. Sporting Charleroi 2:2,2005-08-27,2005-2006
Sezer Öztürk,Germinal Beerschot,36,1,0,Germinal Beerschot vs. KAA Gent 2:1,2005-08-27,2005-2006
Tosin Dosunmu,Germinal Beerschot,52,2,0,Germinal Beerschot vs. KAA Gent 2:1,2005-08-27,2005-2006
Moubarak Boussoufa,KAA Gent,74,2,1,Germinal Beerschot vs. KAA Gent 2:1,2005-08-27,2005-2006
Mohammed Tchité,Standard Liège,6,0,1,RAA La Louviére vs. Standard Liège 2:3,2005-08-27,2005-2006
Mohammed Tchité,Standard Liège,31,0,2,RAA La Louviére vs. Standard Liège 2:3,2005-08-27,2005-2006
Olivier Guilmot,RAA La Louviére,54,1,2,RAA La Louviére vs. Standard Liège 2:3,2005-08-27,2005-2006
Sergio Sánchez,RAA La Louviére,84,2,2,RAA La Louviére vs. Standard Liège 2:3,2005-08-27,2005-2006
Mohammed Tchité,Standard Liège,88,2,3,RAA La Louviére vs. Standard Liège 2:3,2005-08-27,2005-2006
Rocky Peeters,KSV Roeselare,23,1,0,KSV Roeselare vs. Sporting Lokeren 4:0,2005-08-28,2005-2006
Rocky Peeters,KSV Roeselare,62,2,0,KSV Roeselare vs. Sporting Lokeren 4:0,2005-08-28,2005-2006
Rocky Peeters,KSV Roeselare,64,3,0,KSV Roeselare vs. Sporting Lokeren 4:0,2005-08-28,2005-2006
Emmanuel Coquelet,KSV Roeselare,68,4,0,KSV Roeselare vs. Sporting Lokeren 4:0,2005-08-28,2005-2006
Mbo Mpenza,RSC Anderlecht,45,0,1,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Mbo Mpenza,RSC Anderlecht,61,0,2,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Gonzague Vandooren,KRC Genk,72,1,2,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Hans Cornelis,KRC Genk,73,2,2,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Mbo Mpenza,RSC Anderlecht,81,2,3,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Tomislav Mikulić,KRC Genk,83,3,3,KRC Genk vs. RSC Anderlecht 3:3,2005-08-28,2005-2006
Kenny Thompson,KAA Gent,2,1,0,KAA Gent vs. KRC Genk 2:0,2005-09-10,2005-2006
Wouter Vrancken,KAA Gent,40,2,0,KAA Gent vs. KRC Genk 2:0,2005-09-10,2005-2006
Koen De Vleeschauwer,KSV Roeselare,37,0,1,Sporting Charleroi vs. KSV Roeselare 1:1,2005-09-10,2005-2006
François Sterchele,Sporting Charleroi,45,1,1,Sporting Charleroi vs. KSV Roeselare 1:1,2005-09-10,2005-2006
Nenad Jestrović,RSC Anderlecht,36,1,0,RSC Anderlecht vs. Excelsior Mouscron 3:1,2005-09-10,2005-2006
Taílson,Excelsior Mouscron,38,1,1,RSC Anderlecht vs. Excelsior Mouscron 3:1,2005-09-10,2005-2006
Nenad Jestrović,RSC Anderlecht,51,2,1,RSC Anderlecht vs. Excelsior Mouscron 3:1,2005-09-10,2005-2006
Mbo Mpenza,RSC Anderlecht,90,3,1,RSC Anderlecht vs. Excelsior Mouscron 3:1,2005-09-10,2005-2006
Jajá Coelho,KVC Westerlo,8,1,0,KVC Westerlo vs. FC Brussels 3:0,2005-09-10,2005-2006
Jef Delen,KVC Westerlo,41,2,0,KVC Westerlo vs. FC Brussels 3:0,2005-09-10,2005-2006
Jajá Coelho,KVC Westerlo,83,3,0,KVC Westerlo vs. FC Brussels 3:0,2005-09-10,2005-2006
Mohamed Camara,Germinal Beerschot,58,0,1,SV Zulte Waregem vs. Germinal Beerschot 2:1,2005-09-10,2005-2006
Tim Matthijs,SV Zulte Waregem,88,1,1,SV Zulte Waregem vs. Germinal Beerschot 2:1,2005-09-10,2005-2006
Salou Ibrahim,SV Zulte Waregem,90,2,1,SV Zulte Waregem vs. Germinal Beerschot 2:1,2005-09-10,2005-2006
Boško Balaban,Club Brugge KV,25,1,0,Club Brugge KV vs. Sint-Truidense VV 2:1,2005-09-10,2005-2006
Jeroen Simaeys,Sint-Truidense VV,29,1,1,Club Brugge KV vs. Sint-Truidense VV 2:1,2005-09-10,2005-2006
Boško Balaban,Club Brugge KV,62,2,1,Club Brugge KV vs. Sint-Truidense VV 2:1,2005-09-10,2005-2006
Moussa Sanogo,KSK Beveren,22,0,1,Standard Liège vs. KSK Beveren 1:3,2005-09-11,2005-2006
Mohammed Tchité,Standard Liège,44,1,1,Standard Liège vs. KSK Beveren 1:3,2005-09-11,2005-2006
Moussa Sanogo,KSK Beveren,49,1,2,Standard Liège vs. KSK Beveren 1:3,2005-09-11,2005-2006
Marco Né,KSK Beveren,70,1,3,Standard Liège vs. KSK Beveren 1:3,2005-09-11,2005-2006
Christophe Grégoire,KAA Gent,6,0,1,Excelsior Mouscron vs. KAA Gent 1:2,2005-09-16,2005-2006
Mamar Mamouni,KAA Gent,26,0,2,Excelsior Mouscron vs. KAA Gent 1:2,2005-09-16,2005-2006
Taílson,Excelsior Mouscron,31,1,2,Excelsior Mouscron vs. KAA Gent 1:2,2005-09-16,2005-2006
Richard Culek,RSC Anderlecht,70,0,1,FC Brussels vs. RSC Anderlecht 1:1,2005-09-17,2005-2006
Werry Sels,FC Brussels,81,1,1,FC Brussels vs. RSC Anderlecht 1:1,2005-09-17,2005-2006
Mohammed Tchité,Standard Liège,5,0,1,Cercle Brugge vs. Standard Liège 0:3,2005-09-17,2005-2006
Sérgio Conceição,Standard Liège,15,0,2,Cercle Brugge vs. Standard Liège 0:3,2005-09-17,2005-2006
Jonathan Walasiak,Standard Liège,47,0,3,Cercle Brugge vs. Standard Liège 0:3,2005-09-17,2005-2006
Jeroen Simaeys,Sint-Truidense VV,68,1,0,Sint-Truidense VV vs. Sporting Lokeren 1:2,2005-09-17,2005-2006
Hakim Bouchouari,Sporting Lokeren,75,1,1,Sint-Truidense VV vs. Sporting Lokeren 1:2,2005-09-17,2005-2006
Stjepan Jukić,Sporting Lokeren,90,1,2,Sint-Truidense VV vs. Sporting Lokeren 1:2,2005-09-17,2005-2006
Jeanvion Yulu-Matondo,Club Brugge KV,32,0,1,KSK Beveren vs. Club Brugge KV 0:1,2005-09-18,2005-2006
Kris De Wree,Germinal Beerschot,10,1,0,Germinal Beerschot vs. RAA La Louviére 1:1,2005-09-18,2005-2006
Jules Oulai,RAA La Louviére,25,1,1,Germinal Beerschot vs. RAA La Louviére 1:1,2005-09-18,2005-2006
Tomislav Mikulić,KRC Genk,31,1,0,KRC Genk vs. SV Zulte Waregem 3:1,2005-09-18,2005-2006
Tony Sergeant,SV Zulte Waregem,33,1,1,KRC Genk vs. SV Zulte Waregem 3:1,2005-09-18,2005-2006
Nenad Stojanović,KRC Genk,77,2,1,KRC Genk vs. SV Zulte Waregem 3:1,2005-09-18,2005-2006
Nenad Stojanović,KRC Genk,85,3,1,KRC Genk vs. SV Zulte Waregem 3:1,2005-09-18,2005-2006
Chris Janssens,KVC Westerlo,11,0,1,KSV Roeselare vs. KVC Westerlo 0:2,2005-09-18,2005-2006
Jeffrey Ntuka-Pule,KVC Westerlo,47,0,2,KSV Roeselare vs. KVC Westerlo 0:2,2005-09-18,2005-2006
Ilija Stolica,Sint-Truidense VV,47,0,1,Sporting Charleroi vs. Sint-Truidense VV 0:1,2005-09-20,2005-2006
Moubarak Boussoufa,KAA Gent,14,1,0,KAA Gent vs. FC Brussels 2:1,2005-09-20,2005-2006
Christophe Grégoire,KAA Gent,20,2,0,KAA Gent vs. FC Brussels 2:1,2005-09-20,2005-2006
Ibrahim Kargbo,FC Brussels,64,2,1,KAA Gent vs. FC Brussels 2:1,2005-09-20,2005-2006
Anthony Vanden Borre,RSC Anderlecht,3,1,0,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Walter Baseggio,RSC Anderlecht,28,2,0,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Serhat Akın,RSC Anderlecht,43,3,0,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Nenad Jestrović,RSC Anderlecht,58,4,0,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Nenad Jestrović,RSC Anderlecht,65,5,0,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Koen De Vleeschauwer,KSV Roeselare,86,5,1,RSC Anderlecht vs. KSV Roeselare 5:1,2005-09-21,2005-2006
Frédéric Dupré,SV Zulte Waregem,15,1,0,SV Zulte Waregem vs. Excelsior Mouscron 4:1,2005-09-21,2005-2006
Stijn Meert,SV Zulte Waregem,42,2,0,SV Zulte Waregem vs. Excelsior Mouscron 4:1,2005-09-21,2005-2006
Tony Sergeant,SV Zulte Waregem,52,3,0,SV Zulte Waregem vs. Excelsior Mouscron 4:1,2005-09-21,2005-2006
Tim Matthijs,SV Zulte Waregem,80,4,0,SV Zulte Waregem vs. Excelsior Mouscron 4:1,2005-09-21,2005-2006
Ermin Šiljak,Excelsior Mouscron,88,4,1,SV Zulte Waregem vs. Excelsior Mouscron 4:1,2005-09-21,2005-2006
Nenad Stojanović,KRC Genk,16,0,1,RAA La Louviére vs. KRC Genk 2:3,2005-09-21,2005-2006
Ačo Stojkov,RAA La Louviére,52,1,1,RAA La Louviére vs. KRC Genk 2:3,2005-09-21,2005-2006
Julien Pinelli,RAA La Louviére,61,2,1,RAA La Louviére vs. KRC Genk 2:3,2005-09-21,2005-2006
Bob Peeters,KRC Genk,64,2,2,RAA La Louviére vs. KRC Genk 2:3,2005-09-21,2005-2006
Kevin Vandenbergh,KRC Genk,68,2,3,RAA La Louviére vs. KRC Genk 2:3,2005-09-21,2005-2006
Darko Pivaljević,Cercle Brugge,29,1,0,Cercle Brugge vs. Germinal Beerschot 3:0,2005-09-21,2005-2006
Stijn De Smet,Cercle Brugge,44,2,0,Cercle Brugge vs. Germinal Beerschot 3:0,2005-09-21,2005-2006
Stijn De Smet,Cercle Brugge,70,3,0,Cercle Brugge vs. Germinal Beerschot 3:0,2005-09-21,2005-2006
Moussa Sanogo,KSK Beveren,37,0,1,Sporting Lokeren vs. KSK Beveren 1:2,2005-09-21,2005-2006
Stjepan Jukić,Sporting Lokeren,89,1,1,Sporting Lokeren vs. KSK Beveren 1:2,2005-09-21,2005-2006
Mahamadou Dissa,KSK Beveren,90,1,2,Sporting Lokeren vs. KSK Beveren 1:2,2005-09-21,2005-2006
Oguchi Onyewu,Standard Liège,17,1,0,Standard Liège vs. Club Brugge KV 2:0,2005-09-21,2005-2006
Philippe Léonard,Standard Liège,23,2,0,Standard Liège vs. Club Brugge KV 2:0,2005-09-21,2005-2006
Rúnar Kristinsson,Sporting Lokeren,30,0,1,Club Brugge KV vs. Sporting Lokeren 0:1,2005-09-24,2005-2006
Paulus Roiha,Cercle Brugge,1,0,1,KRC Genk vs. Cercle Brugge 3:1,2005-09-24,2005-2006
Seyfo Soley,KRC Genk,9,1,1,KRC Genk vs. Cercle Brugge 3:1,2005-09-24,2005-2006
Bob Peeters,KRC Genk,78,2,1,KRC Genk vs. Cercle Brugge 3:1,2005-09-24,2005-2006
Kevin Vandenbergh,KRC Genk,84,3,1,KRC Genk vs. Cercle Brugge 3:1,2005-09-24,2005-2006
Ermin Šiljak,Excelsior Mouscron,19,1,0,Excelsior Mouscron vs. RAA La Louviére 2:1,2005-09-24,2005-2006
Suad Filekovic,Excelsior Mouscron,23,2,0,Excelsior Mouscron vs. RAA La Louviére 2:1,2005-09-24,2005-2006
Nordin Jbari,RAA La Louviére,41,2,1,Excelsior Mouscron vs. RAA La Louviére 2:1,2005-09-24,2005-2006
Jef Delen,KVC Westerlo,11,0,1,Sint-Truidense VV vs. KVC Westerlo 0:1,2005-09-24,2005-2006
Zézéto,KSK Beveren,65,1,0,KSK Beveren vs. Sporting Charleroi 1:1,2005-09-24,2005-2006
Sébastien Chabaud,Sporting Charleroi,84,1,1,KSK Beveren vs. Sporting Charleroi 1:1,2005-09-24,2005-2006
Igor de Camargo,FC Brussels,50,1,0,FC Brussels vs. SV Zulte Waregem 1:1,2005-09-24,2005-2006
Tjörven De Brul,SV Zulte Waregem,79,1,1,FC Brussels vs. SV Zulte Waregem 1:1,2005-09-24,2005-2006
Jamaïque Vandamme,KSV Roeselare,59,1,0,KSV Roeselare vs. KAA Gent 1:1,2005-09-25,2005-2006
Steve Cooreman,KAA Gent,70,1,1,KSV Roeselare vs. KAA Gent 1:1,2005-09-25,2005-2006
Sérgio Conceição,Standard Liège,34,0,1,Germinal Beerschot vs. Standard Liège 2:2,2005-09-25,2005-2006
Kris De Wree,Germinal Beerschot,38,1,1,Germinal Beerschot vs. Standard Liège 2:2,2005-09-25,2005-2006
Dickson Agyeman,Germinal Beerschot,40,2,1,Germinal Beerschot vs. Standard Liège 2:2,2005-09-25,2005-2006
Mario Cvitanović,Standard Liège,47,2,2,Germinal Beerschot vs. Standard Liège 2:2,2005-09-25,2005-2006
Fabien Camus,Sporting Charleroi,18,1,0,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
Thierry Siquet,Sporting Charleroi,25,2,0,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
Ivan Leko,Club Brugge KV,40,2,1,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
François Sterchele,Sporting Charleroi,76,3,1,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
Portillo,Club Brugge KV,79,3,2,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
Victor Simões,Club Brugge KV,83,3,3,Sporting Charleroi vs. Club Brugge KV 3:3,2005-09-30,2005-2006
Frédéric Dupré,SV Zulte Waregem,54,1,0,SV Zulte Waregem vs. KSV Roeselare 2:1,2005-10-01,2005-2006
Rocky Peeters,KSV Roeselare,72,1,1,SV Zulte Waregem vs. KSV Roeselare 2:1,2005-10-01,2005-2006
Tim Matthijs,SV Zulte Waregem,87,2,1,SV Zulte Waregem vs. KSV Roeselare 2:1,2005-10-01,2005-2006
Peter Utaka,KVC Westerlo,61,1,0,KVC Westerlo vs. KSK Beveren 4:1,2005-10-01,2005-2006
Mahamadou Dissa,KSK Beveren,62,1,1,KVC Westerlo vs. KSK Beveren 4:1,2005-10-01,2005-2006
Chris Janssens,KVC Westerlo,68,2,1,KVC Westerlo vs. KSK Beveren 4:1,2005-10-01,2005-2006
Peter Utaka,KVC Westerlo,84,3,1,KVC Westerlo vs. KSK Beveren 4:1,2005-10-01,2005-2006
Jajá Coelho,KVC Westerlo,88,4,1,KVC Westerlo vs. KSK Beveren 4:1,2005-10-01,2005-2006
Nenad Jestrović,RSC Anderlecht,67,1,0,RSC Anderlecht vs. Sint-Truidense VV 3:0,2005-10-01,2005-2006
Mbo Mpenza,RSC Anderlecht,77,2,0,RSC Anderlecht vs. Sint-Truidense VV 3:0,2005-10-01,2005-2006
Walter Baseggio,RSC Anderlecht,90,3,0,RSC Anderlecht vs. Sint-Truidense VV 3:0,2005-10-01,2005-2006
Mohammed Tchité,Standard Liège,31,1,0,Standard Liège vs. Sporting Lokeren 2:1,2005-10-01,2005-2006
Mohammed Zanzan,Sporting Lokeren,51,1,1,Standard Liège vs. Sporting Lokeren 2:1,2005-10-01,2005-2006
Mohammed Tchité,Standard Liège,88,2,1,Standard Liège vs. Sporting Lokeren 2:1,2005-10-01,2005-2006
Wouter Vrancken,KAA Gent,49,1,0,KAA Gent vs. Lierse SK 1:1,2005-10-01,2005-2006
Aleksandr Yakovenko,Lierse SK,84,1,1,KAA Gent vs. Lierse SK 1:1,2005-10-01,2005-2006
Richard Culek,FC Brussels,9,0,1,RAA La Louviére vs. FC Brussels 0:3,2005-10-01,2005-2006
Igor de Camargo,FC Brussels,47,0,2,RAA La Louviére vs. FC Brussels 0:3,2005-10-01,2005-2006
Igor de Camargo,FC Brussels,48,0,3,RAA La Louviére vs. FC Brussels 0:3,2005-10-01,2005-2006
Dieter Dekelver,Cercle Brugge,63,1,0,Cercle Brugge vs. Excelsior Mouscron 1:0,2005-10-02,2005-2006
Tom Soetaers,KRC Genk,11,0,1,Germinal Beerschot vs. KRC Genk 2:2,2005-10-02,2005-2006
Tosin Dosunmu,Germinal Beerschot,25,1,1,Germinal Beerschot vs. KRC Genk 2:2,2005-10-02,2005-2006
Tosin Dosunmu,Germinal Beerschot,65,2,1,Germinal Beerschot vs. KRC Genk 2:2,2005-10-02,2005-2006
Bob Peeters,KRC Genk,77,2,2,Germinal Beerschot vs. KRC Genk 2:2,2005-10-02,2005-2006
Mustapha Oussalah,Excelsior Mouscron,2,1,0,Excelsior Mouscron vs. Germinal Beerschot 4:1,2005-10-15,2005-2006
Pieter-Jan Monteyne,Excelsior Mouscron,60,2,0,Excelsior Mouscron vs. Germinal Beerschot 4:1,2005-10-15,2005-2006
Adnan Čustović,Excelsior Mouscron,75,3,0,Excelsior Mouscron vs. Germinal Beerschot 4:1,2005-10-15,2005-2006
Taílson,Excelsior Mouscron,83,4,0,Excelsior Mouscron vs. Germinal Beerschot 4:1,2005-10-15,2005-2006
Tosin Dosunmu,Germinal Beerschot,89,4,1,Excelsior Mouscron vs. Germinal Beerschot 4:1,2005-10-15,2005-2006
Ačo Stojkov,RAA La Louviére,7,0,1,KSV Roeselare vs. RAA La Louviére 4:1,2005-10-15,2005-2006
Björn De Coninck,KSV Roeselare,15,1,1,KSV Roeselare vs. RAA La Louviére 4:1,2005-10-15,2005-2006
Koen De Vleeschauwer,KSV Roeselare,45,2,1,KSV Roeselare vs. RAA La Louviére 4:1,2005-10-15,2005-2006
Quantin Durieux,KSV Roeselare,48,3,1,KSV Roeselare vs. RAA La Louviére 4:1,2005-10-15,2005-2006
Wagneau Eloi,KSV Roeselare,66,4,1,KSV Roeselare vs. RAA La Louviére 4:1,2005-10-15,2005-2006
Tony Sergeant,SV Zulte Waregem,10,0,1,Lierse SK vs. SV Zulte Waregem 0:2,2005-10-15,2005-2006
Salou Ibrahim,SV Zulte Waregem,80,0,2,Lierse SK vs. SV Zulte Waregem 0:2,2005-10-15,2005-2006
Nenad Jestrović,RSC Anderlecht,38,0,1,KSK Beveren vs. RSC Anderlecht 0:1,2005-10-15,2005-2006
Jef Delen,KVC Westerlo,36,0,1,Club Brugge KV vs. KVC Westerlo 2:1,2005-10-15,2005-2006
Boško Balaban,Club Brugge KV,45,1,1,Club Brugge KV vs. KVC Westerlo 2:1,2005-10-15,2005-2006
Gert Verheyen,Club Brugge KV,86,2,1,Club Brugge KV vs. KVC Westerlo 2:1,2005-10-15,2005-2006
Sébastien Chabaud,Sporting Charleroi,28,0,1,Sporting Lokeren vs. Sporting Charleroi 4:2,2005-10-15,2005-2006
Gérald Forschelet,Sporting Charleroi,45,0,2,Sporting Lokeren vs. Sporting Charleroi 4:2,2005-10-15,2005-2006
Hakim Bouchouari,Sporting Lokeren,55,1,2,Sporting Lokeren vs. Sporting Charleroi 4:2,2005-10-15,2005-2006
Goran Drulić,Sporting Lokeren,74,2,2,Sporting Lokeren vs. Sporting Charleroi 4:2,2005-10-15,2005-2006
Aristide Bancé,Sporting Lokeren,88,3,2,Sporting Lokeren vs. Sporting Charleroi 4:2,2005-10-15,2005-2006
