GH,GA,scorer,time,scoring,game,season
1,0,Günther Koschak,36,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 4:0,1990-1991
2,0,Goran Radojević,40,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 4:0,1990-1991
3,0,Günther Koschak,64,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 4:0,1990-1991
4,0,Goran Radojević,77,Sturm Graz,Sturm Graz vs. SV Austria Salzburg 4:0,1990-1991
0,1,Erwin Wolf,9,Kremser SC,First Vienna FC vs. Kremser SC 2:2,1990-1991
0,2,Harald Spitzer,41,Kremser SC,First Vienna FC vs. Kremser SC 2:2,1990-1991
1,2,Andreas Heraf,69,First Vienna FC,First Vienna FC vs. Kremser SC 2:2,1990-1991
2,2,Alfred Drabits,90,First Vienna FC,First Vienna FC vs. Kremser SC 2:2,1990-1991
0,1,Peter Pacult,5,FC Tirol,Donawitzer SV Alpine vs. FC Tirol 0:3,1990-1991
0,2,Václav Daněk,23,FC Tirol,Donawitzer SV Alpine vs. FC Tirol 0:3,1990-1991
0,3,Václav Daněk,70,FC Tirol,Donawitzer SV Alpine vs. FC Tirol 0:3,1990-1991
1,0,Andreas Ogris,8,Austria Wien,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
2,0,Peter Stöger,17,Austria Wien,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
2,1,Gerhard Nikischer,57,Wiener Sport-Club,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
3,1,Andreas Ogris,59,Austria Wien,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
4,1,Jevgenijs Milevskis,65,Austria Wien,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
4,2,Bernd Dallos,75,Wiener Sport-Club,Austria Wien vs. Wiener Sport-Club 4:2,1990-1991
0,1,Andreas Reisinger,53,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 1:2,1990-1991
0,2,Reinhard Kienast,65,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 1:2,1990-1991
1,2,Ljubomir Petrovic,88,Vorwärts Steyr,Vorwärts Steyr vs. Rapid Wien 1:2,1990-1991
1,0,Tamás Petres,58,VSE St. Pölten,VSE St. Pölten vs. Admira/Wacker 2:1,1990-1991
1,1,Ernst Ogris,64,Admira/Wacker,VSE St. Pölten vs. Admira/Wacker 2:1,1990-1991
2,1,Günter Haizinger,88,VSE St. Pölten,VSE St. Pölten vs. Admira/Wacker 2:1,1990-1991
1,0,Gerald Glatzmayer,10,Admira/Wacker,Admira/Wacker vs. Donawitzer SV Alpine 1:1,1990-1991
1,1,Herfried Sabitzer,85,Donawitzer SV Alpine,Admira/Wacker vs. Donawitzer SV Alpine 1:1,1990-1991
0,1,Ralph Hasenhüttl,35,Austria Wien,FC Tirol vs. Austria Wien 1:2,1990-1991
1,1,Václav Daněk,36,FC Tirol,FC Tirol vs. Austria Wien 1:2,1990-1991
1,2,Ralph Hasenhüttl,73,Austria Wien,FC Tirol vs. Austria Wien 1:2,1990-1991
1,0,Paul Perstling,31,Kremser SC,Kremser SC vs. Sturm Graz 2:1,1990-1991
2,0,Franz Miesbauer,40,Kremser SC,Kremser SC vs. Sturm Graz 2:1,1990-1991
2,1,Kurt Temm,63,Sturm Graz,Kremser SC vs. Sturm Graz 2:1,1990-1991
1,0,Oliver Bierhoff,15,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
2,0,Oliver Bierhoff,19,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
3,0,Oliver Bierhoff,39,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
4,0,Srečko Kurbaša,48,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
5,0,Oliver Bierhoff,65,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
5,1,Heimo Vorderegger,69,VSE St. Pölten,SV Austria Salzburg vs. VSE St. Pölten 5:1,1990-1991
0,1,Peter Barac,49,Vorwärts Steyr,Wiener Sport-Club vs. Vorwärts Steyr 0:2,1990-1991
0,2,Gernot Krinner,80,Vorwärts Steyr,Wiener Sport-Club vs. Vorwärts Steyr 0:2,1990-1991
0,1,Ralf Balzis,14,First Vienna FC,Rapid Wien vs. First Vienna FC 3:1,1990-1991
1,1,Reinhard Kienast,27,Rapid Wien,Rapid Wien vs. First Vienna FC 3:1,1990-1991
2,1,Christian Keglevits,61,Rapid Wien,Rapid Wien vs. First Vienna FC 3:1,1990-1991
3,1,Jan Åge Fjørtoft,63,Rapid Wien,Rapid Wien vs. First Vienna FC 3:1,1990-1991
0,1,Zoran Barišić,18,Wiener Sport-Club,VSE St. Pölten vs. Wiener Sport-Club 0:2,1990-1991
0,2,Hans-Jörg Fux,88,Wiener Sport-Club,VSE St. Pölten vs. Wiener Sport-Club 0:2,1990-1991
NA,NA,NA,NA,NA,Donawitzer SV Alpine vs. Rapid Wien 0:0,1990-1991
1,0,Ralph Hasenhüttl,5,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
2,0,Jevgenijs Milevskis,28,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
3,0,Anton Pfeffer,35,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
4,0,Andreas Ogris,38,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
5,0,Ernst Aigner,63,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
6,0,Andreas Ogris,67,Austria Wien,Austria Wien vs. Kremser SC 6:0,1990-1991
1,0,Dietmar Pegam,21,Sturm Graz,Sturm Graz vs. FC Tirol 2:1,1990-1991
1,1,Václav Daněk,34,FC Tirol,Sturm Graz vs. FC Tirol 2:1,1990-1991
2,1,Günther Koschak,75,Sturm Graz,Sturm Graz vs. FC Tirol 2:1,1990-1991
0,1,Gerald Glatzmayer,14,Admira/Wacker,First Vienna FC vs. Admira/Wacker 2:1,1990-1991
1,1,Hannes Reinmayr,72,First Vienna FC,First Vienna FC vs. Admira/Wacker 2:1,1990-1991
2,1,Hannes Reinmayr,89,First Vienna FC,First Vienna FC vs. Admira/Wacker 2:1,1990-1991
1,0,Walter Waldhör,80,Vorwärts Steyr,Vorwärts Steyr vs. SV Austria Salzburg 1:0,1990-1991
0,1,Oliver Bierhoff,21,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 0:4,1990-1991
0,2,Kurt Garger,39,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 0:4,1990-1991
0,3,Oliver Bierhoff,45,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 0:4,1990-1991
0,4,Srečko Kurbaša,49,SV Austria Salzburg,Donawitzer SV Alpine vs. SV Austria Salzburg 0:4,1990-1991
1,0,Manfred Zsak,5,Austria Wien,Austria Wien vs. Admira/Wacker 5:0,1990-1991
2,0,Harald Schneider,43,Austria Wien,Austria Wien vs. Admira/Wacker 5:0,1990-1991
3,0,Andreas Ogris,53,Austria Wien,Austria Wien vs. Admira/Wacker 5:0,1990-1991
4,0,Andreas Ogris,58,Austria Wien,Austria Wien vs. Admira/Wacker 5:0,1990-1991
5,0,Andreas Ogris,63,Austria Wien,Austria Wien vs. Admira/Wacker 5:0,1990-1991
1,0,Mihailo Petrović,12,Sturm Graz,Sturm Graz vs. Rapid Wien 1:1,1990-1991
1,1,Christian Keglevits,53,Rapid Wien,Sturm Graz vs. Rapid Wien 1:1,1990-1991
0,1,Václav Daněk,1,FC Tirol,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
1,1,Daniel Madlener,20,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
2,1,Tomica Kocijan,31,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
3,1,Daniel Madlener,41,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
3,2,Peter Pacult,70,FC Tirol,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
3,3,Christoph Westerthaler,74,FC Tirol,Vorwärts Steyr vs. FC Tirol 3:3,1990-1991
NA,NA,NA,NA,NA,VSE St. Pölten vs. Kremser SC 0:0,1990-1991
0,1,Bernd Dallos,41,Wiener Sport-Club,First Vienna FC vs. Wiener Sport-Club 0:4,1990-1991
0,2,Matthias Bleyer,43,Wiener Sport-Club,First Vienna FC vs. Wiener Sport-Club 0:4,1990-1991
0,3,Herbert Gager,48,Wiener Sport-Club,First Vienna FC vs. Wiener Sport-Club 0:4,1990-1991
0,4,Bernd Dallos,76,Wiener Sport-Club,First Vienna FC vs. Wiener Sport-Club 0:4,1990-1991
0,1,Tomica Kocijan,17,Vorwärts Steyr,Admira/Wacker vs. Vorwärts Steyr 0:3,1990-1991
0,2,Slobodan Branković,37,Vorwärts Steyr,Admira/Wacker vs. Vorwärts Steyr 0:3,1990-1991
0,3,Slobodan Branković,39,Vorwärts Steyr,Admira/Wacker vs. Vorwärts Steyr 0:3,1990-1991
1,0,Néstor Gorosito,9,FC Tirol,FC Tirol vs. First Vienna FC 4:1,1990-1991
2,0,Václav Daněk,45,FC Tirol,FC Tirol vs. First Vienna FC 4:1,1990-1991
3,0,Alfred Hörtnagl,52,FC Tirol,FC Tirol vs. First Vienna FC 4:1,1990-1991
4,0,Václav Daněk,61,FC Tirol,FC Tirol vs. First Vienna FC 4:1,1990-1991
4,1,Andreas Heraf,77,First Vienna FC,FC Tirol vs. First Vienna FC 4:1,1990-1991
0,1,Andreas Roth,26,VSE St. Pölten,Rapid Wien vs. VSE St. Pölten 1:1,1990-1991
1,1,Andreas Reisinger,81,Rapid Wien,Rapid Wien vs. VSE St. Pölten 1:1,1990-1991
0,1,Dejan Stanković,1,Donawitzer SV Alpine,Kremser SC vs. Donawitzer SV Alpine 1:1,1990-1991
1,1,Johann Gröss,35,Kremser SC,Kremser SC vs. Donawitzer SV Alpine 1:1,1990-1991
1,0,Oliver Bierhoff,2,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 3:2,1990-1991
2,0,Gerald Willfurth,11,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 3:2,1990-1991
3,0,Srečko Kurbaša,43,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 3:2,1990-1991
3,1,Peter Stöger,63,Austria Wien,SV Austria Salzburg vs. Austria Wien 3:2,1990-1991
3,2,Ralph Hasenhüttl,80,Austria Wien,SV Austria Salzburg vs. Austria Wien 3:2,1990-1991
1,0,Matthias Bleyer,35,Wiener Sport-Club,Wiener Sport-Club vs. Sturm Graz 2:3,1990-1991
1,1,Harald Holzer,42,Sturm Graz,Wiener Sport-Club vs. Sturm Graz 2:3,1990-1991
1,2,Dietmar Pegam,51,Sturm Graz,Wiener Sport-Club vs. Sturm Graz 2:3,1990-1991
1,3,Arnold Wetl,77,Sturm Graz,Wiener Sport-Club vs. Sturm Graz 2:3,1990-1991
2,3,Bernd Dallos,85,Wiener Sport-Club,Wiener Sport-Club vs. Sturm Graz 2:3,1990-1991
1,0,Jürgen Gassner,8,SV Austria Salzburg,SV Austria Salzburg vs. Wiener Sport-Club 2:0,1990-1991
2,0,Gerald Willfurth,30,SV Austria Salzburg,SV Austria Salzburg vs. Wiener Sport-Club 2:0,1990-1991
1,0,Dejan Stanković,8,Donawitzer SV Alpine,Donawitzer SV Alpine vs. VSE St. Pölten 4:0,1990-1991
2,0,Herfried Sabitzer,20,Donawitzer SV Alpine,Donawitzer SV Alpine vs. VSE St. Pölten 4:0,1990-1991
3,0,Jürgen Auffinger,42,Donawitzer SV Alpine,Donawitzer SV Alpine vs. VSE St. Pölten 4:0,1990-1991
4,0,Gerhard Karlsberger,59,Donawitzer SV Alpine,Donawitzer SV Alpine vs. VSE St. Pölten 4:0,1990-1991
NA,NA,NA,NA,NA,Austria Wien vs. Sturm Graz 0:0,1990-1991
0,1,Reinhard Kienast,47,Rapid Wien,FC Tirol vs. Rapid Wien 3:2,1990-1991
0,2,Jan Åge Fjørtoft,59,Rapid Wien,FC Tirol vs. Rapid Wien 3:2,1990-1991
1,2,Peter Pacult,63,FC Tirol,FC Tirol vs. Rapid Wien 3:2,1990-1991
2,2,Václav Daněk,64,FC Tirol,FC Tirol vs. Rapid Wien 3:2,1990-1991
3,2,Václav Daněk,71,FC Tirol,FC Tirol vs. Rapid Wien 3:2,1990-1991
NA,NA,NA,NA,NA,Kremser SC vs. Admira/Wacker 0:0,1990-1991
1,0,Andreas Heraf,40,First Vienna FC,First Vienna FC vs. Vorwärts Steyr 1:1,1990-1991
1,1,Michael Novak,62,Vorwärts Steyr,First Vienna FC vs. Vorwärts Steyr 1:1,1990-1991
1,0,Günther Koschak,33,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
2,0,Goran Radojević,35,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
3,0,Harald Holzer,50,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
4,0,Otto Konrad,55,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
4,1,Walter Kogler,66,Donawitzer SV Alpine,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
5,1,Arnold Wetl,72,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
6,1,Harald Holzer,90,Sturm Graz,Sturm Graz vs. Donawitzer SV Alpine 6:1,1990-1991
1,0,Anton Mahdalik,52,Wiener Sport-Club,Wiener Sport-Club vs. Kremser SC 2:0,1990-1991
2,0,Herbert Gager,56,Wiener Sport-Club,Wiener Sport-Club vs. Kremser SC 2:0,1990-1991
0,1,Václav Daněk,17,FC Tirol,Admira/Wacker vs. FC Tirol 0:2,1990-1991
0,2,Christoph Westerthaler,85,FC Tirol,Admira/Wacker vs. FC Tirol 0:2,1990-1991
0,1,Srečko Kurbaša,35,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
0,2,Oliver Bierhoff,65,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
1,2,Jan Åge Fjørtoft,77,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
2,2,Heimo Pfeifenberger,84,Rapid Wien,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
2,3,Wolfgang Feiersinger,86,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
2,4,Oliver Bierhoff,88,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 2:4,1990-1991
0,1,Thomas Flögel,9,Austria Wien,Vorwärts Steyr vs. Austria Wien 0:2,1990-1991
0,2,Manfred Zsak,82,Austria Wien,Vorwärts Steyr vs. Austria Wien 0:2,1990-1991
0,1,Gerhard Steinkogler,9,First Vienna FC,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
1,1,Tamás Petres,24,VSE St. Pölten,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
1,2,Robert Haas,52,First Vienna FC,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
1,3,Alfred Drabits,63,First Vienna FC,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
1,4,Ralf Balzis,68,First Vienna FC,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
2,4,Andreas Roth,85,VSE St. Pölten,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
2,5,Ralf Balzis,87,First Vienna FC,VSE St. Pölten vs. First Vienna FC 2:5,1990-1991
1,0,Peter Jany,17,Wiener Sport-Club,Wiener Sport-Club vs. Donawitzer SV Alpine 1:0,1990-1991
1,0,Peter Pacult,20,FC Tirol,FC Tirol vs. VSE St. Pölten 5:0,1990-1991
2,0,Néstor Gorosito,38,FC Tirol,FC Tirol vs. VSE St. Pölten 5:0,1990-1991
3,0,Václav Daněk,39,FC Tirol,FC Tirol vs. VSE St. Pölten 5:0,1990-1991
4,0,Heinz Peischl,55,FC Tirol,FC Tirol vs. VSE St. Pölten 5:0,1990-1991
5,0,Peter Pacult,88,FC Tirol,FC Tirol vs. VSE St. Pölten 5:0,1990-1991
1,0,Jan Åge Fjørtoft,10,Rapid Wien,Rapid Wien vs. Austria Wien 2:0,1990-1991
2,0,Robert Pecl,40,Rapid Wien,Rapid Wien vs. Austria Wien 2:0,1990-1991
1,0,Harald Spitzer,21,Kremser SC,Kremser SC vs. Vorwärts Steyr 1:1,1990-1991
1,1,Slobodan Branković,46,Vorwärts Steyr,Kremser SC vs. Vorwärts Steyr 1:1,1990-1991
1,0,Leo Lainer,68,SV Austria Salzburg,SV Austria Salzburg vs. First Vienna FC 1:1,1990-1991
1,1,Andreas Spielmann,78,First Vienna FC,SV Austria Salzburg vs. First Vienna FC 1:1,1990-1991
1,0,Gerald Glatzmayer,53,Admira/Wacker,Admira/Wacker vs. Sturm Graz 1:0,1990-1991
1,0,Peter Pacult,19,FC Tirol,FC Tirol vs. Wiener Sport-Club 2:0,1990-1991
2,0,Václav Daněk,32,FC Tirol,FC Tirol vs. Wiener Sport-Club 2:0,1990-1991
0,1,Peter Stöger,20,Austria Wien,Donawitzer SV Alpine vs. Austria Wien 1:1,1990-1991
1,1,Jürgen Auffinger,90,Donawitzer SV Alpine,Donawitzer SV Alpine vs. Austria Wien 1:1,1990-1991
1,0,Robert Pecl,17,Rapid Wien,Rapid Wien vs. Admira/Wacker 2:0,1990-1991
2,0,Heimo Pfeifenberger,70,Rapid Wien,Rapid Wien vs. Admira/Wacker 2:0,1990-1991
1,0,Oliver Bierhoff,84,SV Austria Salzburg,SV Austria Salzburg vs. Kremser SC 1:0,1990-1991
1,0,Ralf Balzis,49,First Vienna FC,First Vienna FC vs. Sturm Graz 1:0,1990-1991
0,1,Slobodan Branković,35,Vorwärts Steyr,VSE St. Pölten vs. Vorwärts Steyr 1:2,1990-1991
1,1,Gustavo Echaniz,55,VSE St. Pölten,VSE St. Pölten vs. Vorwärts Steyr 1:2,1990-1991
1,2,Daniel Madlener,74,Vorwärts Steyr,VSE St. Pölten vs. Vorwärts Steyr 1:2,1990-1991
1,0,Olaf Marschall,25,Admira/Wacker,Admira/Wacker vs. SV Austria Salzburg 1:2,1990-1991
1,1,Leo Lainer,68,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 1:2,1990-1991
1,2,Srečko Kurbaša,70,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 1:2,1990-1991
1,0,Hannes Pleva,75,Austria Wien,Austria Wien vs. First Vienna FC 1:0,1990-1991
0,1,Peter Pacult,9,FC Tirol,Kremser SC vs. FC Tirol 3:2,1990-1991
0,2,Peter Pacult,20,FC Tirol,Kremser SC vs. FC Tirol 3:2,1990-1991
1,2,Michael Streiter,30,Kremser SC,Kremser SC vs. FC Tirol 3:2,1990-1991
2,2,Johann Gröss,50,Kremser SC,Kremser SC vs. FC Tirol 3:2,1990-1991
3,2,Johann Gröss,57,Kremser SC,Kremser SC vs. FC Tirol 3:2,1990-1991
1,0,Günther Koschak,12,Sturm Graz,Sturm Graz vs. VSE St. Pölten 3:0,1990-1991
2,0,Arnold Wetl,45,Sturm Graz,Sturm Graz vs. VSE St. Pölten 3:0,1990-1991
3,0,Arnold Wetl,58,Sturm Graz,Sturm Graz vs. VSE St. Pölten 3:0,1990-1991
0,1,Herfried Sabitzer,20,Donawitzer SV Alpine,Vorwärts Steyr vs. Donawitzer SV Alpine 0:1,1990-1991
0,1,Andreas Herzog,4,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,2,Andreas Herzog,10,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,3,Andreas Poiger,20,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,4,Robert Pecl,67,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,5,Heimo Pfeifenberger,75,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,6,Heimo Pfeifenberger,81,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
0,7,Jan Åge Fjørtoft,88,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
1,7,Gerhard Nikischer,89,Wiener Sport-Club,Wiener Sport-Club vs. Rapid Wien 1:7,1990-1991
1,0,Christian Keglevits,30,Rapid Wien,Rapid Wien vs. Kremser SC 4:1,1990-1991
1,1,Mario Kempes,34,Kremser SC,Rapid Wien vs. Kremser SC 4:1,1990-1991
2,1,Christian Keglevits,59,Rapid Wien,Rapid Wien vs. Kremser SC 4:1,1990-1991
3,1,Jan Åge Fjørtoft,79,Rapid Wien,Rapid Wien vs. Kremser SC 4:1,1990-1991
4,1,Heimo Pfeifenberger,86,Rapid Wien,Rapid Wien vs. Kremser SC 4:1,1990-1991
1,0,Václav Daněk,17,FC Tirol,FC Tirol vs. SV Austria Salzburg 3:0,1990-1991
2,0,Václav Daněk,24,FC Tirol,FC Tirol vs. SV Austria Salzburg 3:0,1990-1991
3,0,Manfred Schneider,73,FC Tirol,FC Tirol vs. SV Austria Salzburg 3:0,1990-1991
1,0,Harald Holzer,4,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
2,0,Dietmar Pegam,21,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
2,1,Michael Novak,34,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
3,1,Sigurd Kristensen,38,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
3,2,Slobodan Branković,40,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
3,3,Ali Facel,51,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
3,4,Günther Stöffelbauer,85,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 3:4,1990-1991
0,1,Dejan Stanković,3,Donawitzer SV Alpine,First Vienna FC vs. Donawitzer SV Alpine 1:4,1990-1991
0,2,Herfried Sabitzer,32,Donawitzer SV Alpine,First Vienna FC vs. Donawitzer SV Alpine 1:4,1990-1991
0,3,Peter Guggi,44,Donawitzer SV Alpine,First Vienna FC vs. Donawitzer SV Alpine 1:4,1990-1991
1,3,Gerhard Steinkogler,48,First Vienna FC,First Vienna FC vs. Donawitzer SV Alpine 1:4,1990-1991
1,4,Peter Guggi,75,Donawitzer SV Alpine,First Vienna FC vs. Donawitzer SV Alpine 1:4,1990-1991
0,1,Peter Stöger,48,Austria Wien,VSE St. Pölten vs. Austria Wien 1:4,1990-1991
0,2,Christian Prosenik,55,Austria Wien,VSE St. Pölten vs. Austria Wien 1:4,1990-1991
1,2,Leopold Rotter,60,VSE St. Pölten,VSE St. Pölten vs. Austria Wien 1:4,1990-1991
1,3,Peter Stöger,81,Austria Wien,VSE St. Pölten vs. Austria Wien 1:4,1990-1991
1,4,Manfred Zsak,86,Austria Wien,VSE St. Pölten vs. Austria Wien 1:4,1990-1991
0,1,Michael Binder,70,Admira/Wacker,Wiener Sport-Club vs. Admira/Wacker 1:1,1990-1991
1,1,Matthias Bleyer,80,Wiener Sport-Club,Wiener Sport-Club vs. Admira/Wacker 1:1,1990-1991
0,1,Günther Vidreis,6,First Vienna FC,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
0,2,Günther Vidreis,21,First Vienna FC,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
1,2,Jürgen Auffinger,25,Donawitzer SV Alpine,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
2,2,Herfried Sabitzer,30,Donawitzer SV Alpine,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
3,2,Herfried Sabitzer,42,Donawitzer SV Alpine,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
3,3,Alfred Drabits,57,First Vienna FC,Donawitzer SV Alpine vs. First Vienna FC 3:3,1990-1991
1,0,Ralph Hasenhüttl,20,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1990-1991
2,0,Jevgenijs Milevskis,48,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1990-1991
3,0,Ralph Hasenhüttl,89,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1990-1991
0,1,Andreas Herzog,26,Rapid Wien,Kremser SC vs. Rapid Wien 0:3,1990-1991
0,2,Jan Åge Fjørtoft,27,Rapid Wien,Kremser SC vs. Rapid Wien 0:3,1990-1991
0,3,Heimo Pfeifenberger,89,Rapid Wien,Kremser SC vs. Rapid Wien 0:3,1990-1991
0,1,Néstor Gorosito,18,FC Tirol,SV Austria Salzburg vs. FC Tirol 0:1,1990-1991
0,1,Arnold Wetl,15,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,1,Günther Stöffelbauer,38,Vorwärts Steyr,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,2,Sigurd Kristensen,67,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,3,Sigurd Kristensen,84,Sturm Graz,Vorwärts Steyr vs. Sturm Graz 1:3,1990-1991
1,0,Olaf Marschall,70,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 1:0,1990-1991
0,1,Walter Waldhör,22,Vorwärts Steyr,FC Tirol vs. Vorwärts Steyr 2:2,1990-1991
1,1,Ljubomir Petrovic,30,FC Tirol,FC Tirol vs. Vorwärts Steyr 2:2,1990-1991
2,1,Václav Daněk,51,FC Tirol,FC Tirol vs. Vorwärts Steyr 2:2,1990-1991
2,2,Michael Novak,60,Vorwärts Steyr,FC Tirol vs. Vorwärts Steyr 2:2,1990-1991
0,1,Arnold Wetl,43,Sturm Graz,Rapid Wien vs. Sturm Graz 3:1,1990-1991
1,1,Jan Åge Fjørtoft,47,Rapid Wien,Rapid Wien vs. Sturm Graz 3:1,1990-1991
2,1,Manfred Kern,57,Rapid Wien,Rapid Wien vs. Sturm Graz 3:1,1990-1991
3,1,Jan Åge Fjørtoft,68,Rapid Wien,Rapid Wien vs. Sturm Graz 3:1,1990-1991
0,1,Dejan Stanković,29,Donawitzer SV Alpine,SV Austria Salzburg vs. Donawitzer SV Alpine 1:2,1990-1991
0,2,Jürgen Auffinger,58,Donawitzer SV Alpine,SV Austria Salzburg vs. Donawitzer SV Alpine 1:2,1990-1991
1,2,Wolfgang Feiersinger,60,SV Austria Salzburg,SV Austria Salzburg vs. Donawitzer SV Alpine 1:2,1990-1991
0,1,Jevgenijs Milevskis,19,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1990-1991
0,2,Manfred Zsak,32,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1990-1991
0,3,Thomas Flögel,80,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1990-1991
1,0,Mario Kempes,50,Kremser SC,Kremser SC vs. VSE St. Pölten 2:0,1990-1991
2,0,Paul Perstling,53,Kremser SC,Kremser SC vs. VSE St. Pölten 2:0,1990-1991
1,0,Peter Jany,53,Wiener Sport-Club,Wiener Sport-Club vs. First Vienna FC 2:0,1990-1991
2,0,Matthias Bleyer,60,Wiener Sport-Club,Wiener Sport-Club vs. First Vienna FC 2:0,1990-1991
1,0,Ralf Balzis,36,First Vienna FC,First Vienna FC vs. SV Austria Salzburg 3:2,1990-1991
2,0,Ralf Balzis,43,First Vienna FC,First Vienna FC vs. SV Austria Salzburg 3:2,1990-1991
3,0,Ralf Balzis,47,First Vienna FC,First Vienna FC vs. SV Austria Salzburg 3:2,1990-1991
