GH,GA,scorer,time,scoring,game,season
3,0,Duje Ćaleta-Car,51,RB Salzburg,RB Salzburg vs. FC Admira Wacker 5:1,2017-2018
4,0,Fredrik Gulbrandsen,59,RB Salzburg,RB Salzburg vs. FC Admira Wacker 5:1,2017-2018
5,0,Hee-chan Hwang,76,RB Salzburg,RB Salzburg vs. FC Admira Wacker 5:1,2017-2018
5,1,Patrick Schmidt,90,FC Admira Wacker,RB Salzburg vs. FC Admira Wacker 5:1,2017-2018
1,0,Bernd Gschweidl,61,Wolfsberger AC,Wolfsberger AC vs. SCR Altach 1:0,2017-2018
1,0,Louis Schaub,39,Rapid Wien,Rapid Wien vs. Austria Wien 2:2,2017-2018
2,0,Louis Schaub,55,Rapid Wien,Rapid Wien vs. Austria Wien 2:2,2017-2018
2,1,Dominik Prokop,73,Austria Wien,Rapid Wien vs. Austria Wien 2:2,2017-2018
2,2,Raphael Holzhauser,85,Austria Wien,Rapid Wien vs. Austria Wien 2:2,2017-2018
1,0,Markus Pink,10,SV Mattersburg,SV Mattersburg vs. Sturm Graz 2:3,2017-2018
1,1,Charalampos Lykogiannis,17,Sturm Graz,SV Mattersburg vs. Sturm Graz 2:3,2017-2018
1,2,Philipp Huspek,52,Sturm Graz,SV Mattersburg vs. Sturm Graz 2:3,2017-2018
1,3,Thorsten Röcher,69,Sturm Graz,SV Mattersburg vs. Sturm Graz 2:3,2017-2018
2,3,Stefan Maierhofer,90,SV Mattersburg,SV Mattersburg vs. Sturm Graz 2:3,2017-2018
0,1,Hannes Wolf,90,RB Salzburg,SCR Altach vs. RB Salzburg 0:1,2017-2018
1,0,Kevin Friesenbichler,60,Austria Wien,Austria Wien vs. LASK 2:0,2017-2018
2,0,Felipe Pires,90,Austria Wien,Austria Wien vs. LASK 2:0,2017-2018
1,0,Deni Alar,30,Sturm Graz,Sturm Graz vs. Wolfsberger AC 2:1,2017-2018
2,0,Stefan Hierländer,57,Sturm Graz,Sturm Graz vs. Wolfsberger AC 2:1,2017-2018
2,1,Bernd Gschweidl,81,Wolfsberger AC,Sturm Graz vs. Wolfsberger AC 2:1,2017-2018
NA,NA,NA,NA,NA,SKN St. Pölten vs. SV Mattersburg 0:0,2017-2018
1,0,Marin Jakoliš,1,FC Admira Wacker,FC Admira Wacker vs. Rapid Wien 3:1,2017-2018
2,0,Dominik Starkl,64,FC Admira Wacker,FC Admira Wacker vs. Rapid Wien 3:1,2017-2018
3,0,Dominik Starkl,65,FC Admira Wacker,FC Admira Wacker vs. Rapid Wien 3:1,2017-2018
3,1,Joelinton,83,Rapid Wien,FC Admira Wacker vs. Rapid Wien 3:1,2017-2018
0,1,Deni Alar,17,Sturm Graz,Rapid Wien vs. Sturm Graz 1:2,2017-2018
0,2,Thorsten Röcher,53,Sturm Graz,Rapid Wien vs. Sturm Graz 1:2,2017-2018
1,2,Stephan Auer,60,Rapid Wien,Rapid Wien vs. Sturm Graz 1:2,2017-2018
1,0,Mihret Topčagić,75,Wolfsberger AC,Wolfsberger AC vs. FC Admira Wacker 2:0,2017-2018
2,0,Christopher Wernitznig,90,Wolfsberger AC,Wolfsberger AC vs. FC Admira Wacker 2:0,2017-2018
1,0,Munas Dabbur,31,RB Salzburg,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
2,0,Hannes Wolf,47,RB Salzburg,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
3,0,Munas Dabbur,53,RB Salzburg,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
4,0,Fredrik Gulbrandsen,59,RB Salzburg,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
4,1,Roope Riski,72,SKN St. Pölten,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
5,1,Hee-chan Hwang,90,RB Salzburg,RB Salzburg vs. SKN St. Pölten 5:1,2017-2018
NA,NA,NA,NA,NA,LASK vs. SCR Altach 0:0,2017-2018
0,1,Kevin Friesenbichler,19,Austria Wien,SV Mattersburg vs. Austria Wien 1:3,2017-2018
1,1,Alois Höller,52,SV Mattersburg,SV Mattersburg vs. Austria Wien 1:3,2017-2018
1,2,Christoph Monschein,84,Austria Wien,SV Mattersburg vs. Austria Wien 1:3,2017-2018
1,3,Christoph Monschein,90,Austria Wien,SV Mattersburg vs. Austria Wien 1:3,2017-2018
0,1,Roope Riski,14,SKN St. Pölten,Wolfsberger AC vs. SKN St. Pölten 2:1,2017-2018
1,1,Dever Orgill,78,Wolfsberger AC,Wolfsberger AC vs. SKN St. Pölten 2:1,2017-2018
2,1,Bernd Gschweidl,87,Wolfsberger AC,Wolfsberger AC vs. SKN St. Pölten 2:1,2017-2018
1,0,Thomas Murg,22,Rapid Wien,Rapid Wien vs. LASK 1:0,2017-2018
1,0,Deni Alar,52,Sturm Graz,Sturm Graz vs. RB Salzburg 1:0,2017-2018
1,0,Michael Novak,20,SCR Altach,SCR Altach vs. SV Mattersburg 1:0,2017-2018
0,1,Felipe Pires,28,Austria Wien,FC Admira Wacker vs. Austria Wien 1:3,2017-2018
0,2,Marcus Maier,48,Austria Wien,FC Admira Wacker vs. Austria Wien 1:3,2017-2018
0,3,Jin-hyun Lee,77,Austria Wien,FC Admira Wacker vs. Austria Wien 1:3,2017-2018
1,3,Saša Kalajdžić,88,FC Admira Wacker,FC Admira Wacker vs. Austria Wien 1:3,2017-2018
1,0,Doğan Erdoğan,10,LASK,LASK vs. Sturm Graz 2:1,2017-2018
1,1,Deni Alar,25,Sturm Graz,LASK vs. Sturm Graz 2:1,2017-2018
2,1,Maximilian Ullmann,34,LASK,LASK vs. Sturm Graz 2:1,2017-2018
0,1,Michael Sollbauer,23,Wolfsberger AC,Austria Wien vs. Wolfsberger AC 2:2,2017-2018
1,1,Florian Klein,45,Austria Wien,Austria Wien vs. Wolfsberger AC 2:2,2017-2018
2,1,Raphael Holzhauser,57,Austria Wien,Austria Wien vs. Wolfsberger AC 2:2,2017-2018
2,2,Dever Orgill,90,Wolfsberger AC,Austria Wien vs. Wolfsberger AC 2:2,2017-2018
0,1,Dominik Starkl,5,FC Admira Wacker,SV Mattersburg vs. FC Admira Wacker 0:5,2017-2018
0,2,Thomas Ebner,43,FC Admira Wacker,SV Mattersburg vs. FC Admira Wacker 0:5,2017-2018
0,3,Christoph Knasmüllner,45,FC Admira Wacker,SV Mattersburg vs. FC Admira Wacker 0:5,2017-2018
0,4,Lukas Grozurek,51,FC Admira Wacker,SV Mattersburg vs. FC Admira Wacker 0:5,2017-2018
0,5,Markus Wostry,90,FC Admira Wacker,SV Mattersburg vs. FC Admira Wacker 0:5,2017-2018
0,1,Hannes Aigner,8,SCR Altach,SKN St. Pölten vs. SCR Altach 1:2,2017-2018
0,2,Kristijan Dobras,38,SCR Altach,SKN St. Pölten vs. SCR Altach 1:2,2017-2018
1,2,Martin Rasner,68,SKN St. Pölten,SKN St. Pölten vs. SCR Altach 1:2,2017-2018
0,1,Dejan Ljubicic,60,Rapid Wien,RB Salzburg vs. Rapid Wien 2:2,2017-2018
1,1,Stefan Schwab,75,RB Salzburg,RB Salzburg vs. Rapid Wien 2:2,2017-2018
1,2,Philipp Schobesberger,79,Rapid Wien,RB Salzburg vs. Rapid Wien 2:2,2017-2018
2,2,Munas Dabbur,90,RB Salzburg,RB Salzburg vs. Rapid Wien 2:2,2017-2018
0,1,Stefan Schwab,46,Rapid Wien,SCR Altach vs. Rapid Wien 2:2,2017-2018
1,1,Mathias Honsak,57,SCR Altach,SCR Altach vs. Rapid Wien 2:2,2017-2018
2,1,Bernard Tekpetey,66,SCR Altach,SCR Altach vs. Rapid Wien 2:2,2017-2018
2,2,Lucas Galvão,90,Rapid Wien,SCR Altach vs. Rapid Wien 2:2,2017-2018
0,1,Deni Alar,30,Sturm Graz,FC Admira Wacker vs. Sturm Graz 2:1,2017-2018
1,1,Christoph Knasmüllner,85,FC Admira Wacker,FC Admira Wacker vs. Sturm Graz 2:1,2017-2018
2,1,Christoph Knasmüllner,90,FC Admira Wacker,FC Admira Wacker vs. Sturm Graz 2:1,2017-2018
NA,NA,NA,NA,NA,Wolfsberger AC vs. LASK 0:0,2017-2018
0,1,Munas Dabbur,12,RB Salzburg,SV Mattersburg vs. RB Salzburg 1:2,2017-2018
1,1,Andreas Gruber,18,SV Mattersburg,SV Mattersburg vs. RB Salzburg 1:2,2017-2018
1,2,Amadou Haïdara,90,RB Salzburg,SV Mattersburg vs. RB Salzburg 1:2,2017-2018
1,0,Kevin Friesenbichler,23,Austria Wien,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
1,1,Roope Riski,25,SKN St. Pölten,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
2,1,Felipe Pires,45,Austria Wien,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
3,1,Raphael Holzhauser,79,Austria Wien,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
4,1,Kevin Friesenbichler,81,Austria Wien,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
5,1,Christoph Monschein,90,Austria Wien,Austria Wien vs. SKN St. Pölten 5:1,2017-2018
0,1,Bernd Gschweidl,19,Wolfsberger AC,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
1,1,Stefan Schwab,37,Rapid Wien,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
2,1,Stefan Schwab,45,Rapid Wien,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
3,1,Thomas Murg,53,Rapid Wien,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
4,1,Philipp Schobesberger,69,Rapid Wien,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
4,2,Dever Orgill,88,Wolfsberger AC,Rapid Wien vs. Wolfsberger AC 4:2,2017-2018
NA,NA,NA,NA,NA,Sturm Graz vs. SCR Altach 0:0,2017-2018
0,1,Dominik Starkl,57,FC Admira Wacker,SKN St. Pölten vs. FC Admira Wacker 1:1,2017-2018
1,1,Roope Riski,76,SKN St. Pölten,SKN St. Pölten vs. FC Admira Wacker 1:1,2017-2018
1,0,Peter Michorl,6,LASK,LASK vs. SV Mattersburg 2:2,2017-2018
2,0,Thomas Goiginger,29,LASK,LASK vs. SV Mattersburg 2:2,2017-2018
2,1,Thorsten Mahrer,42,SV Mattersburg,LASK vs. SV Mattersburg 2:2,2017-2018
2,2,Thorsten Mahrer,45,SV Mattersburg,LASK vs. SV Mattersburg 2:2,2017-2018
NA,NA,NA,NA,NA,RB Salzburg vs. Austria Wien 0:0,2017-2018
0,1,David Stec,10,Sturm Graz,SKN St. Pölten vs. Sturm Graz 0:3,2017-2018
0,2,Deni Alar,18,Sturm Graz,SKN St. Pölten vs. Sturm Graz 0:3,2017-2018
0,3,Philipp Huspek,63,Sturm Graz,SKN St. Pölten vs. Sturm Graz 0:3,2017-2018
0,1,Stefan Schwab,29,Rapid Wien,SV Mattersburg vs. Rapid Wien 0:1,2017-2018
0,1,Peter Michorl,8,LASK,FC Admira Wacker vs. LASK 4:2,2017-2018
1,1,Lukas Grozurek,24,FC Admira Wacker,FC Admira Wacker vs. LASK 4:2,2017-2018
1,2,René Gartler,34,LASK,FC Admira Wacker vs. LASK 4:2,2017-2018
2,2,Christoph Knasmüllner,37,FC Admira Wacker,FC Admira Wacker vs. LASK 4:2,2017-2018
3,2,Christoph Knasmüllner,75,FC Admira Wacker,FC Admira Wacker vs. LASK 4:2,2017-2018
4,2,Christoph Knasmüllner,84,FC Admira Wacker,FC Admira Wacker vs. LASK 4:2,2017-2018
1,0,Ibrahim Alhassan,72,Austria Wien,Austria Wien vs. SCR Altach 2:0,2017-2018
2,0,Kevin Friesenbichler,87,Austria Wien,Austria Wien vs. SCR Altach 2:0,2017-2018
1,0,Munas Dabbur,38,RB Salzburg,RB Salzburg vs. Wolfsberger AC 2:1,2017-2018
2,0,Munas Dabbur,45,RB Salzburg,RB Salzburg vs. Wolfsberger AC 2:1,2017-2018
2,1,Bernd Gschweidl,62,Wolfsberger AC,RB Salzburg vs. Wolfsberger AC 2:1,2017-2018
1,0,Peter Michorl,1,LASK,LASK vs. RB Salzburg 1:3,2017-2018
1,1,Valon Berisha,27,RB Salzburg,LASK vs. RB Salzburg 1:3,2017-2018
1,2,Munas Dabbur,74,RB Salzburg,LASK vs. RB Salzburg 1:3,2017-2018
1,3,Munas Dabbur,78,RB Salzburg,LASK vs. RB Salzburg 1:3,2017-2018
1,0,Joelinton,41,Rapid Wien,Rapid Wien vs. SKN St. Pölten 1:0,2017-2018
0,1,Dominik Starkl,43,FC Admira Wacker,SCR Altach vs. FC Admira Wacker 2:2,2017-2018
0,2,Christoph Knasmüllner,51,FC Admira Wacker,SCR Altach vs. FC Admira Wacker 2:2,2017-2018
1,2,Andreas Lienhart,53,SCR Altach,SCR Altach vs. FC Admira Wacker 2:2,2017-2018
2,2,Christian Gebauer,83,SCR Altach,SCR Altach vs. FC Admira Wacker 2:2,2017-2018
1,0,Issiaka Ouédraogo,27,Wolfsberger AC,Wolfsberger AC vs. SV Mattersburg 2:2,2017-2018
1,1,Nedeljko Malić,49,SV Mattersburg,Wolfsberger AC vs. SV Mattersburg 2:2,2017-2018
2,1,Bernd Gschweidl,52,Wolfsberger AC,Wolfsberger AC vs. SV Mattersburg 2:2,2017-2018
2,2,Nedeljko Malić,56,SV Mattersburg,Wolfsberger AC vs. SV Mattersburg 2:2,2017-2018
1,0,Deni Alar,27,Sturm Graz,Sturm Graz vs. Austria Wien 3:0,2017-2018
2,0,Mohammed Kadiri,30,Sturm Graz,Sturm Graz vs. Austria Wien 3:0,2017-2018
3,0,Deni Alar,56,Sturm Graz,Sturm Graz vs. Austria Wien 3:0,2017-2018
0,1,Jano,4,SV Mattersburg,Sturm Graz vs. SV Mattersburg 3:2,2017-2018
1,1,Philipp Huspek,14,Sturm Graz,Sturm Graz vs. SV Mattersburg 3:2,2017-2018
1,2,Patrick Bürger,51,SV Mattersburg,Sturm Graz vs. SV Mattersburg 3:2,2017-2018
2,2,Peter Žulj,64,Sturm Graz,Sturm Graz vs. SV Mattersburg 3:2,2017-2018
3,2,Stefan Hierländer,86,Sturm Graz,Sturm Graz vs. SV Mattersburg 3:2,2017-2018
0,1,René Gartler,55,LASK,SKN St. Pölten vs. LASK 0:1,2017-2018
1,0,Kristijan Dobras,45,SCR Altach,SCR Altach vs. Wolfsberger AC 3:2,2017-2018
2,0,Christian Gebauer,62,SCR Altach,SCR Altach vs. Wolfsberger AC 3:2,2017-2018
3,0,Hannes Aigner,64,SCR Altach,SCR Altach vs. Wolfsberger AC 3:2,2017-2018
3,1,Bernd Gschweidl,66,Wolfsberger AC,SCR Altach vs. Wolfsberger AC 3:2,2017-2018
3,2,Daniel Offenbacher,90,Wolfsberger AC,SCR Altach vs. Wolfsberger AC 3:2,2017-2018
0,1,Xaver Schlager,7,RB Salzburg,FC Admira Wacker vs. RB Salzburg 1:1,2017-2018
1,1,Christoph Knasmüllner,17,FC Admira Wacker,FC Admira Wacker vs. RB Salzburg 1:1,2017-2018
0,1,Philipp Schobesberger,55,Rapid Wien,Austria Wien vs. Rapid Wien 0:1,2017-2018
1,0,Louis Schaub,26,Rapid Wien,Rapid Wien vs. FC Admira Wacker 1:0,2017-2018
0,1,Raphael Holzhauser,15,Austria Wien,LASK vs. Austria Wien 2:2,2017-2018
0,2,Felipe Pires,43,Austria Wien,LASK vs. Austria Wien 2:2,2017-2018
1,2,Peter Michorl,71,LASK,LASK vs. Austria Wien 2:2,2017-2018
2,2,Peter Michorl,84,LASK,LASK vs. Austria Wien 2:2,2017-2018
1,0,Hannes Wolf,29,RB Salzburg,RB Salzburg vs. SCR Altach 2:0,2017-2018
2,0,Amadou Haïdara,81,RB Salzburg,RB Salzburg vs. SCR Altach 2:0,2017-2018
0,1,David Stec,31,SKN St. Pölten,SV Mattersburg vs. SKN St. Pölten 1:1,2017-2018
1,1,Markus Pink,64,SV Mattersburg,SV Mattersburg vs. SKN St. Pölten 1:1,2017-2018
0,1,Deni Alar,57,Sturm Graz,Wolfsberger AC vs. Sturm Graz 0:2,2017-2018
0,2,Philipp Huspek,70,Sturm Graz,Wolfsberger AC vs. Sturm Graz 0:2,2017-2018
NA,NA,NA,NA,NA,Sturm Graz vs. Rapid Wien 0:0,2017-2018
NA,NA,NA,NA,NA,FC Admira Wacker vs. Wolfsberger AC 0:0,2017-2018
1,0,Christian Gebauer,13,SCR Altach,SCR Altach vs. LASK 2:4,2017-2018
1,1,Mërgim Berisha,45,LASK,SCR Altach vs. LASK 2:4,2017-2018
1,2,Mërgim Berisha,52,LASK,SCR Altach vs. LASK 2:4,2017-2018
2,2,Hannes Aigner,59,SCR Altach,SCR Altach vs. LASK 2:4,2017-2018
2,3,Thomas Goiginger,68,LASK,SCR Altach vs. LASK 2:4,2017-2018
2,4,Thomas Goiginger,74,LASK,SCR Altach vs. LASK 2:4,2017-2018
1,0,Kevin Friesenbichler,45,Austria Wien,Austria Wien vs. SV Mattersburg 1:3,2017-2018
1,1,Michael Perlak,53,SV Mattersburg,Austria Wien vs. SV Mattersburg 1:3,2017-2018
1,2,Masaya Okugawa,79,SV Mattersburg,Austria Wien vs. SV Mattersburg 1:3,2017-2018
1,3,Smail Prevljak,81,SV Mattersburg,Austria Wien vs. SV Mattersburg 1:3,2017-2018
1,0,Michael Huber,7,SKN St. Pölten,SKN St. Pölten vs. RB Salzburg 1:3,2017-2018
1,1,Takumi Minamino,35,RB Salzburg,SKN St. Pölten vs. RB Salzburg 1:3,2017-2018
1,2,Marc Rzatkowski,54,RB Salzburg,SKN St. Pölten vs. RB Salzburg 1:3,2017-2018
1,3,Takumi Minamino,80,RB Salzburg,SKN St. Pölten vs. RB Salzburg 1:3,2017-2018
0,1,Thomas Murg,25,Rapid Wien,LASK vs. Rapid Wien 1:2,2017-2018
0,2,Stefan Schwab,37,Rapid Wien,LASK vs. Rapid Wien 1:2,2017-2018
1,2,Mërgim Berisha,68,LASK,LASK vs. Rapid Wien 1:2,2017-2018
1,0,Nedeljko Malić,85,SV Mattersburg,SV Mattersburg vs. SCR Altach 1:0,2017-2018
0,1,Markus Wostry,37,FC Admira Wacker,Austria Wien vs. FC Admira Wacker 2:3,2017-2018
1,1,Kevin Friesenbichler,59,Austria Wien,Austria Wien vs. FC Admira Wacker 2:3,2017-2018
2,1,Felipe Pires,64,Austria Wien,Austria Wien vs. FC Admira Wacker 2:3,2017-2018
2,2,Christoph Knasmüllner,67,FC Admira Wacker,Austria Wien vs. FC Admira Wacker 2:3,2017-2018
2,3,Christoph Knasmüllner,88,FC Admira Wacker,Austria Wien vs. FC Admira Wacker 2:3,2017-2018
NA,NA,NA,NA,NA,SKN St. Pölten vs. Wolfsberger AC 0:0,2017-2018
1,0,Fredrik Gulbrandsen,8,RB Salzburg,RB Salzburg vs. Sturm Graz 5:0,2017-2018
2,0,Valon Berisha,36,RB Salzburg,RB Salzburg vs. Sturm Graz 5:0,2017-2018
3,0,Dario Maresić,45,RB Salzburg,RB Salzburg vs. Sturm Graz 5:0,2017-2018
4,0,Munas Dabbur,84,RB Salzburg,RB Salzburg vs. Sturm Graz 5:0,2017-2018
5,0,Munas Dabbur,89,RB Salzburg,RB Salzburg vs. Sturm Graz 5:0,2017-2018
1,0,Charalampos Lykogiannis,90,Sturm Graz,Sturm Graz vs. LASK 1:0,2017-2018
1,0,Lukas Grozurek,67,FC Admira Wacker,FC Admira Wacker vs. SV Mattersburg 2:0,2017-2018
2,0,Christoph Knasmüllner,78,FC Admira Wacker,FC Admira Wacker vs. SV Mattersburg 2:0,2017-2018
1,0,Patrick Salomon,14,SCR Altach,SCR Altach vs. SKN St. Pölten 3:0,2017-2018
2,0,Jan Zwischenbrugger,64,SCR Altach,SCR Altach vs. SKN St. Pölten 3:0,2017-2018
3,0,Mathias Honsak,76,SCR Altach,SCR Altach vs. SKN St. Pölten 3:0,2017-2018
1,0,Daniel Drescher,50,Wolfsberger AC,Wolfsberger AC vs. Austria Wien 1:2,2017-2018
1,1,Kevin Friesenbichler,58,Austria Wien,Wolfsberger AC vs. Austria Wien 1:2,2017-2018
1,2,Raphael Holzhauser,90,Austria Wien,Wolfsberger AC vs. Austria Wien 1:2,2017-2018
1,0,Dejan Ljubicic,29,Rapid Wien,Rapid Wien vs. RB Salzburg 2:3,2017-2018
1,1,Hee-chan Hwang,45,RB Salzburg,Rapid Wien vs. RB Salzburg 2:3,2017-2018
1,2,Andreas Ulmer,47,RB Salzburg,Rapid Wien vs. RB Salzburg 2:3,2017-2018
1,3,Reinhold Yabo,51,RB Salzburg,Rapid Wien vs. RB Salzburg 2:3,2017-2018
2,3,Giorgi Kvilitaia,76,Rapid Wien,Rapid Wien vs. RB Salzburg 2:3,2017-2018
0,1,Christoph Knasmüllner,11,FC Admira Wacker,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
1,1,Christian Schoissengeyr,14,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
2,1,Peter Žulj,17,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
3,1,Philipp Zulechner,32,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
4,1,Deni Alar,42,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
5,1,Fabian Koch,76,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
6,1,Oliver Filip,89,Sturm Graz,Sturm Graz vs. FC Admira Wacker 6:1,2017-2018
1,0,Dominik Hofbauer,60,SKN St. Pölten,SKN St. Pölten vs. Austria Wien 1:0,2017-2018
1,0,Munas Dabbur,87,RB Salzburg,RB Salzburg vs. SV Mattersburg 2:0,2017-2018
2,0,Takumi Minamino,90,RB Salzburg,RB Salzburg vs. SV Mattersburg 2:0,2017-2018
1,0,Maximilian Ullmann,70,LASK,LASK vs. Wolfsberger AC 2:0,2017-2018
2,0,Victor Sá,90,LASK,LASK vs. Wolfsberger AC 2:0,2017-2018
1,0,Louis Schaub,72,Rapid Wien,Rapid Wien vs. SCR Altach 1:2,2017-2018
1,1,Hannes Aigner,77,SCR Altach,Rapid Wien vs. SCR Altach 1:2,2017-2018
1,2,Hannes Aigner,90,SCR Altach,Rapid Wien vs. SCR Altach 1:2,2017-2018
NA,NA,NA,NA,NA,Wolfsberger AC vs. Rapid Wien 0:0,2017-2018
1,0,Adrian Grbić,15,SCR Altach,SCR Altach vs. Sturm Graz 1:2,2017-2018
1,1,Philipp Zulechner,80,Sturm Graz,SCR Altach vs. Sturm Graz 1:2,2017-2018
1,2,Emeka Eze,88,Sturm Graz,SCR Altach vs. Sturm Graz 1:2,2017-2018
1,0,Stephan Zwierschitz,90,FC Admira Wacker,FC Admira Wacker vs. SKN St. Pölten 1:0,2017-2018
1,0,Markus Pink,45,SV Mattersburg,SV Mattersburg vs. LASK 1:0,2017-2018
0,1,Andreas Ulmer,79,RB Salzburg,Austria Wien vs. RB Salzburg 1:1,2017-2018
1,1,Christoph Monschein,90,Austria Wien,Austria Wien vs. RB Salzburg 1:1,2017-2018
0,1,Masaya Okugawa,58,SV Mattersburg,Rapid Wien vs. SV Mattersburg 2:2,2017-2018
0,2,Michael Perlak,61,SV Mattersburg,Rapid Wien vs. SV Mattersburg 2:2,2017-2018
1,2,Joelinton,71,Rapid Wien,Rapid Wien vs. SV Mattersburg 2:2,2017-2018
2,2,Philipp Prosenik,87,Rapid Wien,Rapid Wien vs. SV Mattersburg 2:2,2017-2018
1,0,Christian Schoissengeyr,1,Sturm Graz,Sturm Graz vs. SKN St. Pölten 3:2,2017-2018
2,0,Marvin Potzmann,6,Sturm Graz,Sturm Graz vs. SKN St. Pölten 3:2,2017-2018
2,1,Daniel Schütz,11,SKN St. Pölten,Sturm Graz vs. SKN St. Pölten 3:2,2017-2018
3,1,Christian Schoissengeyr,32,Sturm Graz,Sturm Graz vs. SKN St. Pölten 3:2,2017-2018
3,2,Daniel Schütz,38,SKN St. Pölten,Sturm Graz vs. SKN St. Pölten 3:2,2017-2018
0,1,Marin Jakoliš,15,FC Admira Wacker,LASK vs. FC Admira Wacker 2:1,2017-2018
1,1,Peter Michorl,22,LASK,LASK vs. FC Admira Wacker 2:1,2017-2018
2,1,Reinhold Ranftl,80,LASK,LASK vs. FC Admira Wacker 2:1,2017-2018
1,0,Adrian Grbić,32,SCR Altach,SCR Altach vs. Austria Wien 1:0,2017-2018
NA,NA,NA,NA,NA,Wolfsberger AC vs. RB Salzburg 0:0,2017-2018
NA,NA,NA,NA,NA,RB Salzburg vs. LASK 0:0,2017-2018
1,0,Wilhelm Vorsager,54,FC Admira Wacker,FC Admira Wacker vs. SCR Altach 3:1,2017-2018
2,0,Marin Jakoliš,68,FC Admira Wacker,FC Admira Wacker vs. SCR Altach 3:1,2017-2018
2,1,Christian Gebauer,79,SCR Altach,FC Admira Wacker vs. SCR Altach 3:1,2017-2018
3,1,Markus Lackner,90,FC Admira Wacker,FC Admira Wacker vs. SCR Altach 3:1,2017-2018
1,0,Smail Prevljak,32,SV Mattersburg,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
2,0,Manuel Seidl,61,SV Mattersburg,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
3,0,Patrick Bürger,72,SV Mattersburg,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
3,1,Florian Flecker,77,Wolfsberger AC,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
4,1,Stefan Maierhofer,85,SV Mattersburg,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
5,1,Masaya Okugawa,89,SV Mattersburg,SV Mattersburg vs. Wolfsberger AC 5:1,2017-2018
0,1,Joelinton,32,Rapid Wien,SKN St. Pölten vs. Rapid Wien 0:5,2017-2018
0,2,Stefan Schwab,35,Rapid Wien,SKN St. Pölten vs. Rapid Wien 0:5,2017-2018
0,3,Veton Berisha,54,Rapid Wien,SKN St. Pölten vs. Rapid Wien 0:5,2017-2018
0,4,Joelinton,85,Rapid Wien,SKN St. Pölten vs. Rapid Wien 0:5,2017-2018
0,5,Stefan Schwab,90,Rapid Wien,SKN St. Pölten vs. Rapid Wien 0:5,2017-2018
1,0,Deni Alar,53,Austria Wien,Austria Wien vs. Sturm Graz 1:0,2017-2018
1,0,Markus Pink,31,SV Mattersburg,SV Mattersburg vs. Sturm Graz 1:0,2017-2018
1,0,Munas Dabbur,37,RB Salzburg,RB Salzburg vs. FC Admira Wacker 2:1,2017-2018
1,1,Lukas Grozurek,41,FC Admira Wacker,RB Salzburg vs. FC Admira Wacker 2:1,2017-2018
2,1,André Ramalho,90,RB Salzburg,RB Salzburg vs. FC Admira Wacker 2:1,2017-2018
NA,NA,NA,NA,NA,Wolfsberger AC vs. SCR Altach 0:0,2017-2018
1,0,Samuel Tetteh,49,LASK,LASK vs. SKN St. Pölten 2:1,2017-2018
2,0,Felix Luckeneder,76,LASK,LASK vs. SKN St. Pölten 2:1,2017-2018
2,1,David Atanga,88,SKN St. Pölten,LASK vs. SKN St. Pölten 2:1,2017-2018
0,1,Christoph Monschein,62,Austria Wien,Rapid Wien vs. Austria Wien 1:1,2017-2018
1,1,Dejan Ljubicic,64,Rapid Wien,Rapid Wien vs. Austria Wien 1:1,2017-2018
0,1,Stefan Lainer,55,RB Salzburg,SCR Altach vs. RB Salzburg 0:1,2017-2018
1,0,Felipe Pires,15,Austria Wien,Austria Wien vs. LASK 1:3,2017-2018
1,1,Thomas Goiginger,36,LASK,Austria Wien vs. LASK 1:3,2017-2018
1,2,Mërgim Berisha,80,LASK,Austria Wien vs. LASK 1:3,2017-2018
1,3,Felix Luckeneder,89,LASK,Austria Wien vs. LASK 1:3,2017-2018
0,1,Majeed Ashimeru,50,Wolfsberger AC,Sturm Graz vs. Wolfsberger AC 0:1,2017-2018
