scoring_player,scoring_team,time,GH,GA,game,date,season
Trevor Steven,Rangers FC,24,1,0,Rangers FC vs. Raith Rovers 1:0,1996-08-10,1996-1997
Ally Mitchell,Kilmarnock FC,20,0,1,Hibernian FC vs. Kilmarnock FC 1:2,1996-08-10,1996-1997
John Henry,Kilmarnock FC,26,0,2,Hibernian FC vs. Kilmarnock FC 1:2,1996-08-10,1996-1997
Michael Weir,Hibernian FC,28,1,2,Hibernian FC vs. Kilmarnock FC 1:2,1996-08-10,1996-1997
Gary McSwegan,Dundee United,7,1,0,Dundee United vs. Motherwell FC 1:1,1996-08-10,1996-1997
Mitchell van der Gaag,Motherwell FC,78,1,1,Dundee United vs. Motherwell FC 1:1,1996-08-10,1996-1997
Pierre van Hooijdonk,Celtic FC,24,0,1,Aberdeen FC vs. Celtic FC 2:2,1996-08-10,1996-1997
Dean Windass,Aberdeen FC,74,1,1,Aberdeen FC vs. Celtic FC 2:2,1996-08-10,1996-1997
Duncan Shearer,Aberdeen FC,80,2,1,Aberdeen FC vs. Celtic FC 2:2,1996-08-10,1996-1997
Andreas Thom,Celtic FC,90,2,2,Aberdeen FC vs. Celtic FC 2:2,1996-08-10,1996-1997
Dean Windass,Aberdeen FC,24,0,1,Motherwell FC vs. Aberdeen FC 2:2,1996-08-17,1996-1997
Shaun McSkimming,Motherwell FC,40,1,1,Motherwell FC vs. Aberdeen FC 2:2,1996-08-17,1996-1997
Shaun McSkimming,Motherwell FC,51,2,1,Motherwell FC vs. Aberdeen FC 2:2,1996-08-17,1996-1997
Duncan Shearer,Aberdeen FC,72,2,2,Motherwell FC vs. Aberdeen FC 2:2,1996-08-17,1996-1997
Paul Ritchie,Heart of Midlothian,12,1,0,Heart of Midlothian vs. Kilmarnock FC 3:2,1996-08-17,1996-1997
David Weir,Heart of Midlothian,14,2,0,Heart of Midlothian vs. Kilmarnock FC 3:2,1996-08-17,1996-1997
Paul Wright,Kilmarnock FC,43,2,1,Heart of Midlothian vs. Kilmarnock FC 3:2,1996-08-17,1996-1997
Paul Ritchie,Heart of Midlothian,63,3,1,Heart of Midlothian vs. Kilmarnock FC 3:2,1996-08-17,1996-1997
Jim Lauchlan,Kilmarnock FC,88,3,2,Heart of Midlothian vs. Kilmarnock FC 3:2,1996-08-17,1996-1997
Peter van Vossen,Rangers FC,17,0,1,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Ally McCoist,Rangers FC,46,0,2,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Allan Moore,Dunfermline Athletic,79,1,2,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Ally McCoist,Rangers FC,80,1,3,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Ally McCoist,Rangers FC,83,1,4,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Ivo den Bieman,Dunfermline Athletic,85,2,4,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Peter van Vossen,Rangers FC,88,2,5,Dunfermline Athletic vs. Rangers FC 2:5,1996-08-17,1996-1997
Kevin McAllister,Hibernian FC,30,0,1,Dundee United vs. Hibernian FC 0:1,1996-08-17,1996-1997
Pierre van Hooijdonk,Celtic FC,16,1,0,Celtic FC vs. Raith Rovers 4:1,1996-08-17,1996-1997
Andreas Thom,Celtic FC,25,2,0,Celtic FC vs. Raith Rovers 4:1,1996-08-17,1996-1997
Andreas Thom,Celtic FC,50,3,0,Celtic FC vs. Raith Rovers 4:1,1996-08-17,1996-1997
Peter Duffield,Raith Rovers,67,3,1,Celtic FC vs. Raith Rovers 4:1,1996-08-17,1996-1997
Simon Donnelly,Celtic FC,87,4,1,Celtic FC vs. Raith Rovers 4:1,1996-08-17,1996-1997
Paul Gascoigne,Rangers FC,77,1,0,Rangers FC vs. Dundee United 1:0,1996-08-24,1996-1997
Mitchell van der Gaag,Motherwell FC,23,0,1,Raith Rovers vs. Motherwell FC 0:3,1996-08-24,1996-1997
Dougie Arnott,Motherwell FC,31,0,2,Raith Rovers vs. Motherwell FC 0:3,1996-08-24,1996-1997
Mitchell van der Gaag,Motherwell FC,58,0,3,Raith Rovers vs. Motherwell FC 0:3,1996-08-24,1996-1997
Mark Reilly,Kilmarnock FC,27,1,0,Kilmarnock FC vs. Celtic FC 1:3,1996-08-24,1996-1997
Paolo Di Canio,Celtic FC,61,1,1,Kilmarnock FC vs. Celtic FC 1:3,1996-08-24,1996-1997
Andreas Thom,Celtic FC,64,1,2,Kilmarnock FC vs. Celtic FC 1:3,1996-08-24,1996-1997
Cadete,Celtic FC,89,1,3,Kilmarnock FC vs. Celtic FC 1:3,1996-08-24,1996-1997
Joe Miller,Aberdeen FC,45,1,0,Aberdeen FC vs. Heart of Midlothian 4:0,1996-08-25,1996-1997
Billy Dodds,Aberdeen FC,53,2,0,Aberdeen FC vs. Heart of Midlothian 4:0,1996-08-25,1996-1997
Dean Windass,Aberdeen FC,76,3,0,Aberdeen FC vs. Heart of Midlothian 4:0,1996-08-25,1996-1997
Stephen Glass,Aberdeen FC,84,4,0,Aberdeen FC vs. Heart of Midlothian 4:0,1996-08-25,1996-1997
Paul Bonar,Raith Rovers,3,1,0,Raith Rovers vs. Aberdeen FC 1:4,1996-09-07,1996-1997
Dean Windass,Aberdeen FC,11,1,1,Raith Rovers vs. Aberdeen FC 1:4,1996-09-07,1996-1997
Billy Dodds,Aberdeen FC,19,1,2,Raith Rovers vs. Aberdeen FC 1:4,1996-09-07,1996-1997
Billy Dodds,Aberdeen FC,26,1,3,Raith Rovers vs. Aberdeen FC 1:4,1996-09-07,1996-1997
Billy Dodds,Aberdeen FC,84,1,4,Raith Rovers vs. Aberdeen FC 1:4,1996-09-07,1996-1997
Richard Gough,Rangers FC,39,0,1,Motherwell FC vs. Rangers FC 0:1,1996-09-07,1996-1997
Gerry Britton,Dunfermline Athletic,39,0,1,Kilmarnock FC vs. Dunfermline Athletic 2:2,1996-09-07,1996-1997
Paul Wright,Kilmarnock FC,44,1,1,Kilmarnock FC vs. Dunfermline Athletic 2:2,1996-09-07,1996-1997
Paul Wright,Kilmarnock FC,56,2,1,Kilmarnock FC vs. Dunfermline Athletic 2:2,1996-09-07,1996-1997
Gerry Britton,Dunfermline Athletic,87,2,2,Kilmarnock FC vs. Dunfermline Athletic 2:2,1996-09-07,1996-1997
John Robertson,Heart of Midlothian,74,1,0,Heart of Midlothian vs. Dundee United 1:0,1996-09-07,1996-1997
Pat McGinlay,Celtic FC,4,1,0,Celtic FC vs. Hibernian FC 5:0,1996-09-07,1996-1997
Cadete,Celtic FC,14,2,0,Celtic FC vs. Hibernian FC 5:0,1996-09-07,1996-1997
Cadete,Celtic FC,45,3,0,Celtic FC vs. Hibernian FC 5:0,1996-09-07,1996-1997
Brian O'Neil,Celtic FC,51,4,0,Celtic FC vs. Hibernian FC 5:0,1996-09-07,1996-1997
Pierre van Hooijdonk,Celtic FC,72,5,0,Celtic FC vs. Hibernian FC 5:0,1996-09-07,1996-1997
David Weir,Heart of Midlothian,2,0,1,Dunfermline Athletic vs. Heart of Midlothian 2:1,1996-09-10,1996-1997
Andy Tod,Dunfermline Athletic,54,1,1,Dunfermline Athletic vs. Heart of Midlothian 2:1,1996-09-10,1996-1997
Andy Smith,Dunfermline Athletic,62,2,1,Dunfermline Athletic vs. Heart of Midlothian 2:1,1996-09-10,1996-1997
Gordon Durie,Rangers FC,40,1,0,Rangers FC vs. Heart of Midlothian 3:0,1996-09-14,1996-1997
Paul Gascoigne,Rangers FC,48,2,0,Rangers FC vs. Heart of Midlothian 3:0,1996-09-14,1996-1997
Ally McCoist,Rangers FC,81,3,0,Rangers FC vs. Heart of Midlothian 3:0,1996-09-14,1996-1997
Steve Kirk,Hibernian FC,54,1,0,Hibernian FC vs. Raith Rovers 1:0,1996-09-14,1996-1997
John Clark,Dunfermline Athletic,5,1,0,Dunfermline Athletic vs. Motherwell FC 1:1,1996-09-14,1996-1997
Eddie May,Motherwell FC,57,1,1,Dunfermline Athletic vs. Motherwell FC 1:1,1996-09-14,1996-1997
Pierre van Hooijdonk,Celtic FC,45,0,1,Dundee United vs. Celtic FC 1:2,1996-09-14,1996-1997
Gary McSwegan,Dundee United,87,1,1,Dundee United vs. Celtic FC 1:2,1996-09-14,1996-1997
Malky Mackay,Celtic FC,89,1,2,Dundee United vs. Celtic FC 1:2,1996-09-14,1996-1997
Antoine Kombouaré,Aberdeen FC,47,1,0,Aberdeen FC vs. Kilmarnock FC 3:0,1996-09-14,1996-1997
Billy Dodds,Aberdeen FC,66,2,0,Aberdeen FC vs. Kilmarnock FC 3:0,1996-09-14,1996-1997
Billy Dodds,Aberdeen FC,75,3,0,Aberdeen FC vs. Kilmarnock FC 3:0,1996-09-14,1996-1997
Gary McSwegan,Dundee United,2,0,1,Raith Rovers vs. Dundee United 3:2,1996-09-21,1996-1997
Alex Taylor,Raith Rovers,5,1,1,Raith Rovers vs. Dundee United 3:2,1996-09-21,1996-1997
David Hannah,Dundee United,38,1,2,Raith Rovers vs. Dundee United 3:2,1996-09-21,1996-1997
Alex Taylor,Raith Rovers,60,2,2,Raith Rovers vs. Dundee United 3:2,1996-09-21,1996-1997
Kevin Twaddle,Raith Rovers,86,3,2,Raith Rovers vs. Dundee United 3:2,1996-09-21,1996-1997
Mark Reilly,Kilmarnock FC,19,1,0,Kilmarnock FC vs. Rangers FC 1:4,1996-09-21,1996-1997
Paul Gascoigne,Rangers FC,68,1,1,Kilmarnock FC vs. Rangers FC 1:4,1996-09-21,1996-1997
Paul Gascoigne,Rangers FC,76,1,2,Kilmarnock FC vs. Rangers FC 1:4,1996-09-21,1996-1997
Peter van Vossen,Rangers FC,84,1,3,Kilmarnock FC vs. Rangers FC 1:4,1996-09-21,1996-1997
Peter van Vossen,Rangers FC,86,1,4,Kilmarnock FC vs. Rangers FC 1:4,1996-09-21,1996-1997
Dougie Arnott,Motherwell FC,46,0,1,Heart of Midlothian vs. Motherwell FC 1:1,1996-09-21,1996-1997
David Weir,Heart of Midlothian,58,1,1,Heart of Midlothian vs. Motherwell FC 1:1,1996-09-21,1996-1997
Cadete,Celtic FC,32,1,0,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Paolo Di Canio,Celtic FC,35,2,0,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Paolo Di Canio,Celtic FC,41,3,0,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Gerry Britton,Dunfermline Athletic,65,3,1,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Pierre van Hooijdonk,Celtic FC,72,4,1,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Pierre van Hooijdonk,Celtic FC,89,5,1,Celtic FC vs. Dunfermline Athletic 5:1,1996-09-21,1996-1997
Darren Jackson,Hibernian FC,44,0,1,Aberdeen FC vs. Hibernian FC 0:2,1996-09-21,1996-1997
Keith Wright,Hibernian FC,68,0,2,Aberdeen FC vs. Hibernian FC 0:2,1996-09-21,1996-1997
Richard Gough,Rangers FC,51,1,0,Rangers FC vs. Celtic FC 2:0,1996-09-28,1996-1997
Paul Gascoigne,Rangers FC,89,2,0,Rangers FC vs. Celtic FC 2:0,1996-09-28,1996-1997
Dougie Arnott,Motherwell FC,19,1,0,Motherwell FC vs. Kilmarnock FC 1:0,1996-09-28,1996-1997
Colin Cameron,Heart of Midlothian,19,0,1,Hibernian FC vs. Heart of Midlothian 1:3,1996-09-28,1996-1997
Colin Cameron,Heart of Midlothian,30,0,2,Hibernian FC vs. Heart of Midlothian 1:3,1996-09-28,1996-1997
John Robertson,Heart of Midlothian,40,0,3,Hibernian FC vs. Heart of Midlothian 1:3,1996-09-28,1996-1997
Darren Jackson,Hibernian FC,57,1,3,Hibernian FC vs. Heart of Midlothian 1:3,1996-09-28,1996-1997
Gerry Britton,Dunfermline Athletic,45,1,0,Dunfermline Athletic vs. Raith Rovers 3:1,1996-09-28,1996-1997
Kevin Twaddle,Raith Rovers,47,1,1,Dunfermline Athletic vs. Raith Rovers 3:1,1996-09-28,1996-1997
Hamish French,Dunfermline Athletic,51,2,1,Dunfermline Athletic vs. Raith Rovers 3:1,1996-09-28,1996-1997
Marc Millar,Dunfermline Athletic,90,3,1,Dunfermline Athletic vs. Raith Rovers 3:1,1996-09-28,1996-1997
Gary McSwegan,Dundee United,67,1,0,Dundee United vs. Aberdeen FC 1:0,1996-09-28,1996-1997
John Robertson,Heart of Midlothian,2,0,1,Raith Rovers vs. Heart of Midlothian 1:1,1996-10-12,1996-1997
Scott Thomson,Raith Rovers,70,1,1,Raith Rovers vs. Heart of Midlothian 1:1,1996-10-12,1996-1997
Jörg Albertz,Rangers FC,9,0,1,Hibernian FC vs. Rangers FC 2:1,1996-10-12,1996-1997
Darren Jackson,Hibernian FC,58,1,1,Hibernian FC vs. Rangers FC 2:1,1996-10-12,1996-1997
Graeme Donald,Hibernian FC,62,2,1,Hibernian FC vs. Rangers FC 2:1,1996-10-12,1996-1997
Pierre van Hooijdonk,Celtic FC,90,1,0,Celtic FC vs. Motherwell FC 1:0,1996-10-12,1996-1997
Billy Dodds,Aberdeen FC,10,1,0,Aberdeen FC vs. Dunfermline Athletic 3:0,1996-10-12,1996-1997
Billy Dodds,Aberdeen FC,26,2,0,Aberdeen FC vs. Dunfermline Athletic 3:0,1996-10-12,1996-1997
Darren Young,Aberdeen FC,90,3,0,Aberdeen FC vs. Dunfermline Athletic 3:0,1996-10-12,1996-1997
Paul Gascoigne,Rangers FC,28,1,0,Rangers FC vs. Aberdeen FC 2:2,1996-10-19,1996-1997
Brian Laudrup,Rangers FC,37,2,0,Rangers FC vs. Aberdeen FC 2:2,1996-10-19,1996-1997
Brian Irvine,Aberdeen FC,40,2,1,Rangers FC vs. Aberdeen FC 2:2,1996-10-19,1996-1997
Billy Dodds,Aberdeen FC,89,2,2,Rangers FC vs. Aberdeen FC 2:2,1996-10-19,1996-1997
Kevin Harper,Hibernian FC,7,0,1,Motherwell FC vs. Hibernian FC 1:1,1996-10-19,1996-1997
Shaun McSkimming,Motherwell FC,73,1,1,Motherwell FC vs. Hibernian FC 1:1,1996-10-19,1996-1997
Anthony Rougier,Raith Rovers,3,0,1,Kilmarnock FC vs. Raith Rovers 2:1,1996-10-19,1996-1997
Tom Brown,Kilmarnock FC,37,1,1,Kilmarnock FC vs. Raith Rovers 2:1,1996-10-19,1996-1997
Paul Wright,Kilmarnock FC,58,2,1,Kilmarnock FC vs. Raith Rovers 2:1,1996-10-19,1996-1997
Robbie Winters,Dundee United,64,0,1,Dunfermline Athletic vs. Dundee United 1:1,1996-10-19,1996-1997
Andy Tod,Dunfermline Athletic,78,1,1,Dunfermline Athletic vs. Dundee United 1:1,1996-10-19,1996-1997
Pierre van Hooijdonk,Celtic FC,38,0,1,Heart of Midlothian vs. Celtic FC 2:2,1996-10-20,1996-1997
Pierre van Hooijdonk,Celtic FC,51,0,2,Heart of Midlothian vs. Celtic FC 2:2,1996-10-20,1996-1997
Colin Cameron,Heart of Midlothian,52,1,2,Heart of Midlothian vs. Celtic FC 2:2,1996-10-20,1996-1997
Dave McPherson,Heart of Midlothian,90,2,2,Heart of Midlothian vs. Celtic FC 2:2,1996-10-20,1996-1997
Brian Laudrup,Rangers FC,51,1,0,Rangers FC vs. Motherwell FC 5:0,1996-10-26,1996-1997
Paul Gascoigne,Rangers FC,66,2,0,Rangers FC vs. Motherwell FC 5:0,1996-10-26,1996-1997
Brian Laudrup,Rangers FC,78,3,0,Rangers FC vs. Motherwell FC 5:0,1996-10-26,1996-1997
Paul Gascoigne,Rangers FC,79,4,0,Rangers FC vs. Motherwell FC 5:0,1996-10-26,1996-1997
Paul Gascoigne,Rangers FC,84,5,0,Rangers FC vs. Motherwell FC 5:0,1996-10-26,1996-1997
Andreas Thom,Celtic FC,31,0,1,Hibernian FC vs. Celtic FC 0:4,1996-10-26,1996-1997
Pierre van Hooijdonk,Celtic FC,61,0,2,Hibernian FC vs. Celtic FC 0:4,1996-10-26,1996-1997
Andreas Thom,Celtic FC,74,0,3,Hibernian FC vs. Celtic FC 0:4,1996-10-26,1996-1997
Simon Donnelly,Celtic FC,77,0,4,Hibernian FC vs. Celtic FC 0:4,1996-10-26,1996-1997
Andy Smith,Dunfermline Athletic,2,1,0,Dunfermline Athletic vs. Kilmarnock FC 2:1,1996-10-26,1996-1997
Billy Findlay,Kilmarnock FC,22,1,1,Dunfermline Athletic vs. Kilmarnock FC 2:1,1996-10-26,1996-1997
Gerry Britton,Dunfermline Athletic,48,2,1,Dunfermline Athletic vs. Kilmarnock FC 2:1,1996-10-26,1996-1997
Robbie Winters,Dundee United,67,1,0,Dundee United vs. Heart of Midlothian 1:0,1996-10-26,1996-1997
Joe Miller,Aberdeen FC,77,1,0,Aberdeen FC vs. Raith Rovers 1:0,1996-10-26,1996-1997
John Henry,Kilmarnock FC,17,1,0,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Kevin Harper,Hibernian FC,21,1,1,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Jim McIntyre,Kilmarnock FC,24,2,1,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Andy Dow,Hibernian FC,31,2,2,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Paul Wright,Kilmarnock FC,52,3,2,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Pat McGinlay,Kilmarnock FC,56,4,2,Kilmarnock FC vs. Hibernian FC 4:2,1996-11-01,1996-1997
Kevin Twaddle,Raith Rovers,24,1,0,Raith Rovers vs. Rangers FC 2:2,1996-11-02,1996-1997
Peter van Vossen,Rangers FC,58,1,1,Raith Rovers vs. Rangers FC 2:2,1996-11-02,1996-1997
Ally McCoist,Rangers FC,65,1,2,Raith Rovers vs. Rangers FC 2:2,1996-11-02,1996-1997
Scott Thomson,Raith Rovers,76,2,2,Raith Rovers vs. Rangers FC 2:2,1996-11-02,1996-1997
Kjell Olofsson,Dundee United,55,0,1,Motherwell FC vs. Dundee United 1:3,1996-11-02,1996-1997
Ray McKinnon,Dundee United,57,0,2,Motherwell FC vs. Dundee United 1:3,1996-11-02,1996-1997
Ian Ross,Motherwell FC,59,1,2,Motherwell FC vs. Dundee United 1:3,1996-11-02,1996-1997
Robbie Winters,Dundee United,89,1,3,Motherwell FC vs. Dundee United 1:3,1996-11-02,1996-1997
David Weir,Heart of Midlothian,27,1,0,Heart of Midlothian vs. Dunfermline Athletic 2:0,1996-11-02,1996-1997
Colin Cameron,Heart of Midlothian,44,2,0,Heart of Midlothian vs. Dunfermline Athletic 2:0,1996-11-02,1996-1997
Paolo Di Canio,Celtic FC,70,1,0,Celtic FC vs. Aberdeen FC 1:0,1996-11-02,1996-1997
Stéphane Paille,Heart of Midlothian,54,0,1,Motherwell FC vs. Heart of Midlothian 0:2,1996-11-11,1996-1997
John Robertson,Heart of Midlothian,88,0,2,Motherwell FC vs. Heart of Midlothian 0:2,1996-11-11,1996-1997
Brian Laudrup,Rangers FC,7,0,1,Celtic FC vs. Rangers FC 0:1,1996-11-14,1996-1997
John Millar,Dunfermline Athletic,13,0,1,Raith Rovers vs. Dunfermline Athletic 1:2,1996-11-16,1996-1997
Hamish French,Dunfermline Athletic,24,0,2,Raith Rovers vs. Dunfermline Athletic 1:2,1996-11-16,1996-1997
Peter Duffield,Raith Rovers,78,1,2,Raith Rovers vs. Dunfermline Athletic 1:2,1996-11-16,1996-1997
John Philliben,Motherwell FC,0,0,1,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Tommy Coyne,Motherwell FC,9,0,2,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Paul Wright,Kilmarnock FC,55,1,2,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Tommy Coyne,Motherwell FC,59,1,3,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Paul Wright,Kilmarnock FC,87,2,3,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Tommy Coyne,Motherwell FC,89,2,4,Kilmarnock FC vs. Motherwell FC 2:4,1996-11-16,1996-1997
Ilian Kiriakov,Aberdeen FC,25,1,0,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Andy McLaren,Dundee United,44,1,1,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Robbie Winters,Dundee United,66,1,2,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Antoine Kombouaré,Aberdeen FC,78,2,2,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Kjell Olofsson,Dundee United,81,2,3,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Billy Dodds,Aberdeen FC,88,3,3,Aberdeen FC vs. Dundee United 3:3,1996-11-16,1996-1997
Dean Windass,Aberdeen FC,44,0,1,Hibernian FC vs. Aberdeen FC 0:1,1996-11-23,1996-1997
Kent Bergersen,Raith Rovers,24,0,1,Dundee United vs. Raith Rovers 1:2,1996-11-23,1996-1997
Steve Kirk,Raith Rovers,51,0,2,Dundee United vs. Raith Rovers 1:2,1996-11-23,1996-1997
Neil Duffy,Dundee United,84,1,2,Dundee United vs. Raith Rovers 1:2,1996-11-23,1996-1997
Danny Lennon,Raith Rovers,90,1,0,Raith Rovers vs. Kilmarnock FC 1:0,1996-11-30,1996-1997
Darren Jackson,Hibernian FC,35,1,0,Hibernian FC vs. Motherwell FC 2:0,1996-11-30,1996-1997
Darren Jackson,Hibernian FC,90,2,0,Hibernian FC vs. Motherwell FC 2:0,1996-11-30,1996-1997
Robbie Winters,Dundee United,70,1,0,Dundee United vs. Dunfermline Athletic 1:1,1996-11-30,1996-1997
Andy Smith,Dunfermline Athletic,87,1,1,Dundee United vs. Dunfermline Athletic 1:1,1996-11-30,1996-1997
Colin Cameron,Heart of Midlothian,31,0,1,Celtic FC vs. Heart of Midlothian 2:2,1996-11-30,1996-1997
Brian O'Neil,Celtic FC,43,1,1,Celtic FC vs. Heart of Midlothian 2:2,1996-11-30,1996-1997
Neil McCann,Heart of Midlothian,64,1,2,Celtic FC vs. Heart of Midlothian 2:2,1996-11-30,1996-1997
Paolo Di Canio,Celtic FC,77,2,2,Celtic FC vs. Heart of Midlothian 2:2,1996-11-30,1996-1997
David Robertson,Rangers FC,38,0,1,Aberdeen FC vs. Rangers FC 0:3,1996-12-01,1996-1997
Brian Laudrup,Rangers FC,77,0,2,Aberdeen FC vs. Rangers FC 0:3,1996-12-01,1996-1997
Charlie Miller,Rangers FC,86,0,3,Aberdeen FC vs. Rangers FC 0:3,1996-12-01,1996-1997
Keith Wright,Hibernian FC,21,0,1,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Ian Ferguson,Rangers FC,34,1,1,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Darren Jackson,Hibernian FC,41,1,2,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Ally McCoist,Rangers FC,71,2,2,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Ally McCoist,Rangers FC,74,3,2,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Brian Laudrup,Rangers FC,83,4,2,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Pat McGinlay,Hibernian FC,86,4,3,Rangers FC vs. Hibernian FC 4:3,1996-12-07,1996-1997
Billy Davies,Motherwell FC,39,1,0,Motherwell FC vs. Celtic FC 2:1,1996-12-07,1996-1997
Chris Hay,Celtic FC,83,1,1,Motherwell FC vs. Celtic FC 2:1,1996-12-07,1996-1997
Ian Ross,Motherwell FC,89,2,1,Motherwell FC vs. Celtic FC 2:1,1996-12-07,1996-1997
Kjell Olofsson,Dundee United,22,0,1,Kilmarnock FC vs. Dundee United 0:2,1996-12-07,1996-1997
Kjell Olofsson,Dundee United,51,0,2,Kilmarnock FC vs. Dundee United 0:2,1996-12-07,1996-1997
Joe Miller,Aberdeen FC,10,0,1,Dunfermline Athletic vs. Aberdeen FC 2:3,1996-12-07,1996-1997
Marc Millar,Dunfermline Athletic,43,1,1,Dunfermline Athletic vs. Aberdeen FC 2:3,1996-12-07,1996-1997
Marc Millar,Dunfermline Athletic,46,2,1,Dunfermline Athletic vs. Aberdeen FC 2:3,1996-12-07,1996-1997
David Rowson,Aberdeen FC,55,2,2,Dunfermline Athletic vs. Aberdeen FC 2:3,1996-12-07,1996-1997
Dean Windass,Aberdeen FC,78,2,3,Dunfermline Athletic vs. Aberdeen FC 2:3,1996-12-07,1996-1997
Richard Gough,Dundee United,65,1,0,Dundee United vs. Rangers FC 1:0,1996-12-10,1996-1997
Danny Lennon,Raith Rovers,89,0,1,Motherwell FC vs. Raith Rovers 0:1,1996-12-11,1996-1997
Colin Cameron,Heart of Midlothian,7,1,0,Heart of Midlothian vs. Aberdeen FC 1:2,1996-12-11,1996-1997
Duncan Shearer,Aberdeen FC,75,1,1,Heart of Midlothian vs. Aberdeen FC 1:2,1996-12-11,1996-1997
Dean Windass,Aberdeen FC,78,1,2,Heart of Midlothian vs. Aberdeen FC 1:2,1996-12-11,1996-1997
Marc Millar,Dunfermline Athletic,63,1,0,Dunfermline Athletic vs. Hibernian FC 2:1,1996-12-11,1996-1997
Darren Jackson,Hibernian FC,74,1,1,Dunfermline Athletic vs. Hibernian FC 2:1,1996-12-11,1996-1997
Craig Ireland,Dunfermline Athletic,82,2,1,Dunfermline Athletic vs. Hibernian FC 2:1,1996-12-11,1996-1997
Ally McCoist,Rangers FC,5,1,0,Rangers FC vs. Dunfermline Athletic 3:1,1996-12-14,1996-1997
Richard Gough,Rangers FC,80,2,0,Rangers FC vs. Dunfermline Athletic 3:1,1996-12-14,1996-1997
Erik Andersen,Rangers FC,82,3,0,Rangers FC vs. Dunfermline Athletic 3:1,1996-12-14,1996-1997
Allan Moore,Dunfermline Athletic,89,3,1,Rangers FC vs. Dunfermline Athletic 3:1,1996-12-14,1996-1997
Colin McKee,Kilmarnock FC,52,1,0,Kilmarnock FC vs. Heart of Midlothian 2:0,1996-12-14,1996-1997
Ally Mitchell,Kilmarnock FC,86,2,0,Kilmarnock FC vs. Heart of Midlothian 2:0,1996-12-14,1996-1997
Kevin Harper,Hibernian FC,20,1,0,Hibernian FC vs. Dundee United 1:1,1996-12-14,1996-1997
Andy McLaren,Dundee United,44,1,1,Hibernian FC vs. Dundee United 1:1,1996-12-14,1996-1997
Ray Montgomery,Kilmarnock FC,4,0,1,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
Erik Andersen,Rangers FC,42,1,1,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
David Robertson,Rangers FC,60,2,1,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
Erik Andersen,Rangers FC,64,3,1,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
Erik Andersen,Rangers FC,72,4,1,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
Mark Roberts,Kilmarnock FC,88,4,2,Rangers FC vs. Kilmarnock FC 4:2,1996-12-17,1996-1997
Darren Jackson,Hibernian FC,61,0,1,Raith Rovers vs. Hibernian FC 0:3,1996-12-21,1996-1997
Pat McGinlay,Hibernian FC,67,0,2,Raith Rovers vs. Hibernian FC 0:3,1996-12-21,1996-1997
Darren Jackson,Hibernian FC,79,0,3,Raith Rovers vs. Hibernian FC 0:3,1996-12-21,1996-1997
