scoring_player,scoring_team,time,GH,GA,game,date,season
Hristo Stoichkov,FC Barcelona,42,0,1,Espanyol Barcelona vs. FC Barcelona 0:1,1990-09-01,1990-1991
Quique Estebaranz,CD Tenerife,9,1,0,CD Tenerife vs. Athletic Bilbao 1:0,1990-09-02,1990-1991
Eloy,Valencia CF,50,1,0,Valencia CF vs. Atlético Madrid 1:1,1990-09-02,1990-1991
Gerhard Rodax,Atlético Madrid,76,1,1,Valencia CF vs. Atlético Madrid 1:1,1990-09-02,1990-1991
John Aldridge,Real Sociedad,81,1,0,Real Sociedad vs. Real Zaragoza 1:0,1990-09-02,1990-1991
Juan Carlos,Sporting Gijón,14,0,1,Real Betis vs. Sporting Gijón 2:2,1990-09-02,1990-1991
Chano,Real Betis,41,1,1,Real Betis vs. Sporting Gijón 2:2,1990-09-02,1990-1991
Pepe Mel,Real Betis,61,2,1,Real Betis vs. Sporting Gijón 2:2,1990-09-02,1990-1991
Arturo,Sporting Gijón,76,2,2,Real Betis vs. Sporting Gijón 2:2,1990-09-02,1990-1991
Jan Urban,CA Osasuna,21,0,1,Real Valladolid vs. CA Osasuna 1:1,1990-09-02,1990-1991
Damián,Real Valladolid,75,1,1,Real Valladolid vs. CA Osasuna 1:1,1990-09-02,1990-1991
Sanchís,Real Madrid,45,1,0,Real Madrid vs. CD Castellón 1:0,1990-09-02,1990-1991
Manu Sarabia,CD Logroñés,14,1,0,CD Logroñés vs. RCD Mallorca 1:2,1990-09-02,1990-1991
Claudio,RCD Mallorca,46,1,1,CD Logroñés vs. RCD Mallorca 1:2,1990-09-02,1990-1991
Guillermo,RCD Mallorca,82,1,2,CD Logroñés vs. RCD Mallorca 1:2,1990-09-02,1990-1991
Ivica Barbarić,Real Burgos,55,1,0,Real Burgos vs. Cádiz CF 1:0,1990-09-02,1990-1991
Iván Zamorano,Sevilla FC,30,1,0,Sevilla FC vs. Real Madrid 2:0,1990-09-08,1990-1991
Carvajal,Sevilla FC,73,2,0,Sevilla FC vs. Real Madrid 2:0,1990-09-08,1990-1991
Escaich,Espanyol Barcelona,7,0,1,CD Castellón vs. Espanyol Barcelona 1:1,1990-09-09,1990-1991
Alcañiz,CD Castellón,50,1,1,CD Castellón vs. Espanyol Barcelona 1:1,1990-09-09,1990-1991
Toño,CD Tenerife,10,0,1,CA Osasuna vs. CD Tenerife 3:1,1990-09-09,1990-1991
Ziganda,CA Osasuna,48,1,1,CA Osasuna vs. CD Tenerife 3:1,1990-09-09,1990-1991
Jan Urban,CA Osasuna,51,2,1,CA Osasuna vs. CD Tenerife 3:1,1990-09-09,1990-1991
Jan Urban,CA Osasuna,74,3,1,CA Osasuna vs. CD Tenerife 3:1,1990-09-09,1990-1991
Manu Sarabia,CD Logroñés,60,0,1,Real Zaragoza vs. CD Logroñés 0:1,1990-09-09,1990-1991
Predrag Jurić,Real Burgos,21,0,1,Athletic Bilbao vs. Real Burgos 2:1,1990-09-09,1990-1991
Garitano,Athletic Bilbao,48,1,1,Athletic Bilbao vs. Real Burgos 2:1,1990-09-09,1990-1991
Ernesto Valverde,Athletic Bilbao,78,2,1,Athletic Bilbao vs. Real Burgos 2:1,1990-09-09,1990-1991
Narciso,Sporting Gijón,32,1,0,Sporting Gijón vs. Real Valladolid 4:0,1990-09-09,1990-1991
Georgi Iordanov,Sporting Gijón,44,2,0,Sporting Gijón vs. Real Valladolid 4:0,1990-09-09,1990-1991
Luis Enrique,Sporting Gijón,88,3,0,Sporting Gijón vs. Real Valladolid 4:0,1990-09-09,1990-1991
Arturo,Sporting Gijón,89,4,0,Sporting Gijón vs. Real Valladolid 4:0,1990-09-09,1990-1991
Guillermo,RCD Mallorca,46,1,0,RCD Mallorca vs. Real Oviedo 1:1,1990-09-09,1990-1991
Sarriugarte,Real Oviedo,64,1,1,RCD Mallorca vs. Real Oviedo 1:1,1990-09-09,1990-1991
Futre,Atlético Madrid,46,1,0,Atlético Madrid vs. Real Betis 2:1,1990-09-09,1990-1991
Gerhard Rodax,Atlético Madrid,51,2,0,Atlético Madrid vs. Real Betis 2:1,1990-09-09,1990-1991
Pepe Mel,Real Betis,77,2,1,Atlético Madrid vs. Real Betis 2:1,1990-09-09,1990-1991
Ronald Koeman,FC Barcelona,31,1,0,FC Barcelona vs. Valencia CF 3:1,1990-09-09,1990-1991
Hristo Stoichkov,FC Barcelona,57,2,0,FC Barcelona vs. Valencia CF 3:1,1990-09-09,1990-1991
Giner,Valencia CF,65,2,1,FC Barcelona vs. Valencia CF 3:1,1990-09-09,1990-1991
Bakero,FC Barcelona,79,3,1,FC Barcelona vs. Valencia CF 3:1,1990-09-09,1990-1991
Lasa,Real Sociedad,54,0,1,Cádiz CF vs. Real Sociedad 1:1,1990-09-09,1990-1991
Marcelo,Cádiz CF,89,1,1,Cádiz CF vs. Real Sociedad 1:1,1990-09-09,1990-1991
Begiristáin,FC Barcelona,9,0,1,Real Betis vs. FC Barcelona 2:3,1990-09-15,1990-1991
Hristo Stoichkov,FC Barcelona,27,0,2,Real Betis vs. FC Barcelona 2:3,1990-09-15,1990-1991
Ronald Koeman,FC Barcelona,45,0,3,Real Betis vs. FC Barcelona 2:3,1990-09-15,1990-1991
Valentín,Real Betis,77,1,3,Real Betis vs. FC Barcelona 2:3,1990-09-15,1990-1991
Pepe Mel,Real Betis,79,2,3,Real Betis vs. FC Barcelona 2:3,1990-09-15,1990-1991
Cuxart,Valencia CF,24,1,0,Valencia CF vs. CD Castellón 1:0,1990-09-15,1990-1991
Hugo Sánchez,Real Madrid,59,1,0,Real Madrid vs. RCD Mallorca 3:0,1990-09-15,1990-1991
Butragueño,Real Madrid,67,2,0,Real Madrid vs. RCD Mallorca 3:0,1990-09-15,1990-1991
Hugo Sánchez,Real Madrid,77,3,0,Real Madrid vs. RCD Mallorca 3:0,1990-09-15,1990-1991
Bango,Real Oviedo,38,1,0,Real Oviedo vs. Real Zaragoza 2:1,1990-09-16,1990-1991
Carlos,Real Oviedo,41,2,0,Real Oviedo vs. Real Zaragoza 2:1,1990-09-16,1990-1991
Pardeza,Real Zaragoza,69,2,1,Real Oviedo vs. Real Zaragoza 2:1,1990-09-16,1990-1991
Mejías,Cádiz CF,9,0,1,CD Logroñés vs. Cádiz CF 1:1,1990-09-16,1990-1991
Aguilá,CD Logroñés,37,1,1,CD Logroñés vs. Cádiz CF 1:1,1990-09-16,1990-1991
Mendiguren,Athletic Bilbao,20,1,0,Athletic Bilbao vs. CA Osasuna 2:0,1990-09-16,1990-1991
Ernesto Valverde,Athletic Bilbao,23,2,0,Athletic Bilbao vs. CA Osasuna 2:0,1990-09-16,1990-1991
Francisco,Espanyol Barcelona,3,1,0,Espanyol Barcelona vs. Sevilla FC 4:0,1990-09-16,1990-1991
Nasko Sirakov,Espanyol Barcelona,35,2,0,Espanyol Barcelona vs. Sevilla FC 4:0,1990-09-16,1990-1991
Andreas Ogris,Espanyol Barcelona,70,3,0,Espanyol Barcelona vs. Sevilla FC 4:0,1990-09-16,1990-1991
José Gay,Espanyol Barcelona,87,4,0,Espanyol Barcelona vs. Sevilla FC 4:0,1990-09-16,1990-1991
Predrag Jurić,Real Burgos,17,1,0,Real Burgos vs. Real Sociedad 2:0,1990-09-16,1990-1991
Gavril Balint,Real Burgos,53,2,0,Real Burgos vs. Real Sociedad 2:0,1990-09-16,1990-1991
Hugo Sánchez,Real Madrid,26,0,1,Real Zaragoza vs. Real Madrid 1:3,1990-09-22,1990-1991
Tendillo,Real Madrid,70,0,2,Real Zaragoza vs. Real Madrid 1:3,1990-09-22,1990-1991
Pardeza,Real Zaragoza,71,1,2,Real Zaragoza vs. Real Madrid 1:3,1990-09-22,1990-1991
Gheorghe Hagi,Real Madrid,85,1,3,Real Zaragoza vs. Real Madrid 1:3,1990-09-22,1990-1991
Salguero,Sevilla FC,3,1,0,Sevilla FC vs. Valencia CF 2:1,1990-09-23,1990-1991
Ramón,Sevilla FC,34,2,0,Sevilla FC vs. Valencia CF 2:1,1990-09-23,1990-1991
Fernando Gómez,Valencia CF,76,2,1,Sevilla FC vs. Valencia CF 2:1,1990-09-23,1990-1991
Alfredo Santaelena,Atlético Madrid,5,1,0,Atlético Madrid vs. CD Tenerife 1:1,1990-09-23,1990-1991
Felipe,CD Tenerife,31,1,1,Atlético Madrid vs. CD Tenerife 1:1,1990-09-23,1990-1991
John Aldridge,Real Sociedad,10,1,0,Real Sociedad vs. CD Logroñés 2:0,1990-09-23,1990-1991
John Aldridge,Real Sociedad,86,2,0,Real Sociedad vs. CD Logroñés 2:0,1990-09-23,1990-1991
Cholo,CA Osasuna,65,1,0,CA Osasuna vs. Real Burgos 1:0,1990-09-23,1990-1991
Julio Salinas,FC Barcelona,8,1,0,FC Barcelona vs. Real Valladolid 1:0,1990-09-23,1990-1991
Raúl,CD Castellón,33,1,0,CD Castellón vs. Real Betis 3:1,1990-09-23,1990-1991
Pepe Mel,Real Betis,53,1,1,CD Castellón vs. Real Betis 3:1,1990-09-23,1990-1991
Alcañiz,CD Castellón,82,2,1,CD Castellón vs. Real Betis 3:1,1990-09-23,1990-1991
Raúl,CD Castellón,89,3,1,CD Castellón vs. Real Betis 3:1,1990-09-23,1990-1991
Guillermo,RCD Mallorca,52,1,0,RCD Mallorca vs. Espanyol Barcelona 4:0,1990-09-23,1990-1991
Claudio,RCD Mallorca,62,2,0,RCD Mallorca vs. Espanyol Barcelona 4:0,1990-09-23,1990-1991
Guillermo,RCD Mallorca,65,3,0,RCD Mallorca vs. Espanyol Barcelona 4:0,1990-09-23,1990-1991
Marcos,RCD Mallorca,86,4,0,RCD Mallorca vs. Espanyol Barcelona 4:0,1990-09-23,1990-1991
Ablanedo,Sporting Gijón,12,1,0,Sporting Gijón vs. Athletic Bilbao 3:1,1990-09-23,1990-1991
Manjarín,Sporting Gijón,41,2,0,Sporting Gijón vs. Athletic Bilbao 3:1,1990-09-23,1990-1991
Óscar,Sporting Gijón,51,3,0,Sporting Gijón vs. Athletic Bilbao 3:1,1990-09-23,1990-1991
Loren,Athletic Bilbao,74,3,1,Sporting Gijón vs. Athletic Bilbao 3:1,1990-09-23,1990-1991
Marcelo,Cádiz CF,2,1,0,Cádiz CF vs. Real Oviedo 2:1,1990-09-23,1990-1991
Carlos,Real Oviedo,25,1,1,Cádiz CF vs. Real Oviedo 2:1,1990-09-23,1990-1991
Mario Husillos,Cádiz CF,73,2,1,Cádiz CF vs. Real Oviedo 2:1,1990-09-23,1990-1991
Loren,Athletic Bilbao,46,1,0,Athletic Bilbao vs. Atlético Madrid 2:1,1990-09-29,1990-1991
Manolo,Atlético Madrid,66,1,1,Athletic Bilbao vs. Atlético Madrid 2:1,1990-09-29,1990-1991
Ernesto Valverde,Athletic Bilbao,72,2,1,Athletic Bilbao vs. Atlético Madrid 2:1,1990-09-29,1990-1991
Fenoll,Valencia CF,62,1,0,Valencia CF vs. RCD Mallorca 1:0,1990-09-29,1990-1991
Lasa,Real Sociedad,7,0,1,Real Oviedo vs. Real Sociedad 2:1,1990-09-29,1990-1991
Bango,Real Oviedo,76,1,1,Real Oviedo vs. Real Sociedad 2:1,1990-09-29,1990-1991
Bango,Real Oviedo,88,2,1,Real Oviedo vs. Real Sociedad 2:1,1990-09-29,1990-1991
Sola,CA Osasuna,37,1,0,CA Osasuna vs. Sporting Gijón 2:1,1990-09-30,1990-1991
Martín Domínguez,CA Osasuna,74,2,0,CA Osasuna vs. Sporting Gijón 2:1,1990-09-30,1990-1991
Luis Enrique,Sporting Gijón,76,2,1,CA Osasuna vs. Sporting Gijón 2:1,1990-09-30,1990-1991
Gilson,CD Logroñés,52,0,1,Real Burgos vs. CD Logroñés 1:2,1990-09-30,1990-1991
Gavril Balint,Real Burgos,66,1,1,Real Burgos vs. CD Logroñés 1:2,1990-09-30,1990-1991
Cristóbal Parralo,CD Logroñés,89,1,2,Real Burgos vs. CD Logroñés 1:2,1990-09-30,1990-1991
Julio Salinas,FC Barcelona,33,0,1,CD Tenerife vs. FC Barcelona 0:1,1990-09-30,1990-1991
Hugo Sánchez,Real Madrid,9,1,0,Real Madrid vs. Cádiz CF 2:1,1990-09-30,1990-1991
Mario Husillos,Cádiz CF,55,1,1,Real Madrid vs. Cádiz CF 2:1,1990-09-30,1990-1991
Hugo Sánchez,Real Madrid,57,2,1,Real Madrid vs. Cádiz CF 2:1,1990-09-30,1990-1991
Iván Zamorano,Sevilla FC,25,0,1,Real Betis vs. Sevilla FC 0:3,1990-09-30,1990-1991
Martagón,Sevilla FC,76,0,2,Real Betis vs. Sevilla FC 0:3,1990-09-30,1990-1991
Iván Zamorano,Sevilla FC,89,0,3,Real Betis vs. Sevilla FC 0:3,1990-09-30,1990-1991
Patxi Salinas,FC Barcelona,25,1,0,FC Barcelona vs. Athletic Bilbao 4:1,1990-10-06,1990-1991
Ernesto Valverde,Athletic Bilbao,34,1,1,FC Barcelona vs. Athletic Bilbao 4:1,1990-10-06,1990-1991
Bakero,FC Barcelona,50,2,1,FC Barcelona vs. Athletic Bilbao 4:1,1990-10-06,1990-1991
Michael Laudrup,FC Barcelona,61,3,1,FC Barcelona vs. Athletic Bilbao 4:1,1990-10-06,1990-1991
Michael Laudrup,FC Barcelona,63,4,1,FC Barcelona vs. Athletic Bilbao 4:1,1990-10-06,1990-1991
Pardeza,Real Zaragoza,25,1,0,Real Zaragoza vs. Valencia CF 2:1,1990-10-07,1990-1991
Pascual,Real Zaragoza,43,2,0,Real Zaragoza vs. Valencia CF 2:1,1990-10-07,1990-1991
Fernando Gómez,Valencia CF,52,2,1,Real Zaragoza vs. Valencia CF 2:1,1990-10-07,1990-1991
Alcañiz,CD Castellón,1,1,0,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Alcañiz,CD Castellón,2,2,0,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Alcañiz,CD Castellón,26,3,0,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Alcañiz,CD Castellón,33,4,0,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Javi Valls,CD Castellón,65,5,0,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Felipe,CD Tenerife,87,5,1,CD Castellón vs. CD Tenerife 5:1,1990-10-07,1990-1991
Juanito,Atlético Madrid,4,1,0,Atlético Madrid vs. CA Osasuna 2:2,1990-10-07,1990-1991
Vizcaíno,Atlético Madrid,35,2,0,Atlético Madrid vs. CA Osasuna 2:2,1990-10-07,1990-1991
Bustingorri,CA Osasuna,61,2,1,Atlético Madrid vs. CA Osasuna 2:2,1990-10-07,1990-1991
Jan Urban,CA Osasuna,85,2,2,Atlético Madrid vs. CA Osasuna 2:2,1990-10-07,1990-1991
Pablo Bengoechea,Sevilla FC,17,1,0,Sevilla FC vs. Real Valladolid 1:0,1990-10-07,1990-1991
Marina,RCD Mallorca,44,1,0,RCD Mallorca vs. Real Betis 1:0,1990-10-07,1990-1991
Hugo Sánchez,Real Madrid,16,0,1,Real Sociedad vs. Real Madrid 1:1,1990-10-07,1990-1991
Dalian Atkinson,Real Sociedad,23,1,1,Real Sociedad vs. Real Madrid 1:1,1990-10-07,1990-1991
Cristóbal Parralo,CD Logroñés,62,1,0,CD Logroñés vs. Real Oviedo 1:0,1990-10-07,1990-1991
Predrag Jurić,Real Burgos,36,1,0,Real Burgos vs. Real Oviedo 4:0,1990-10-14,1990-1991
Gavril Balint,Real Burgos,60,2,0,Real Burgos vs. Real Oviedo 4:0,1990-10-14,1990-1991
Ayúcar,Real Burgos,78,3,0,Real Burgos vs. Real Oviedo 4:0,1990-10-14,1990-1991
Ayúcar,Real Burgos,86,4,0,Real Burgos vs. Real Oviedo 4:0,1990-10-14,1990-1991
Luboslav Penev,Valencia CF,16,1,0,Valencia CF vs. Cádiz CF 2:1,1990-10-14,1990-1991
Luboslav Penev,Valencia CF,42,2,0,Valencia CF vs. Cádiz CF 2:1,1990-10-14,1990-1991
José González,Cádiz CF,57,2,1,Valencia CF vs. Cádiz CF 2:1,1990-10-14,1990-1991
Alberto,Real Valladolid,4,1,0,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Alberto,Real Valladolid,11,2,0,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Moya,Real Valladolid,16,3,0,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Cuca,Real Valladolid,78,4,0,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Cuca,Real Valladolid,84,5,0,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Hassan Nader,RCD Mallorca,89,5,1,Real Valladolid vs. RCD Mallorca 5:1,1990-10-14,1990-1991
Arozarena,CD Castellón,44,0,1,Athletic Bilbao vs. CD Castellón 1:1,1990-10-14,1990-1991
Urrutia,Athletic Bilbao,72,1,1,Athletic Bilbao vs. CD Castellón 1:1,1990-10-14,1990-1991
José Gay,Espanyol Barcelona,30,1,0,Espanyol Barcelona vs. Real Sociedad 1:0,1990-10-14,1990-1991
Toni Polster,Sevilla FC,5,0,1,CD Tenerife vs. Sevilla FC 0:4,1990-10-14,1990-1991
Toni Polster,Sevilla FC,18,0,2,CD Tenerife vs. Sevilla FC 0:4,1990-10-14,1990-1991
Toni Polster,Sevilla FC,68,0,3,CD Tenerife vs. Sevilla FC 0:4,1990-10-14,1990-1991
Pablo Bengoechea,Sevilla FC,74,0,4,CD Tenerife vs. Sevilla FC 0:4,1990-10-14,1990-1991
Sabas,Atlético Madrid,61,0,1,Sporting Gijón vs. Atlético Madrid 1:2,1990-10-14,1990-1991
Gerhard Rodax,Atlético Madrid,68,0,2,Sporting Gijón vs. Atlético Madrid 1:2,1990-10-14,1990-1991
Milan Luhový,Sporting Gijón,88,1,2,Sporting Gijón vs. Atlético Madrid 1:2,1990-10-14,1990-1991
Higuera,Real Zaragoza,31,0,1,Real Betis vs. Real Zaragoza 1:1,1990-10-14,1990-1991
Pepe Mel,Real Betis,37,1,1,Real Betis vs. Real Zaragoza 1:1,1990-10-14,1990-1991
Pablo Bengoechea,Sevilla FC,21,1,0,Sevilla FC vs. Athletic Bilbao 3:0,1990-10-20,1990-1991
Iván Zamorano,Sevilla FC,58,2,0,Sevilla FC vs. Athletic Bilbao 3:0,1990-10-20,1990-1991
Iván Zamorano,Sevilla FC,89,3,0,Sevilla FC vs. Athletic Bilbao 3:0,1990-10-20,1990-1991
Óscar,Sporting Gijón,1,0,1,FC Barcelona vs. Sporting Gijón 3:2,1990-10-20,1990-1991
Guillermo Amor,FC Barcelona,9,1,1,FC Barcelona vs. Sporting Gijón 3:2,1990-10-20,1990-1991
Luis Enrique,Sporting Gijón,47,1,2,FC Barcelona vs. Sporting Gijón 3:2,1990-10-20,1990-1991
Guillermo Amor,FC Barcelona,50,2,2,FC Barcelona vs. Sporting Gijón 3:2,1990-10-20,1990-1991
Ronald Koeman,FC Barcelona,54,3,2,FC Barcelona vs. Sporting Gijón 3:2,1990-10-20,1990-1991
John Aldridge,Real Sociedad,74,1,0,Real Sociedad vs. Valencia CF 1:0,1990-10-20,1990-1991
Quique Setién,CD Logroñés,74,1,0,CD Logroñés vs. Espanyol Barcelona 1:0,1990-10-21,1990-1991
Raúl,CD Castellón,63,1,0,CD Castellón vs. CA Osasuna 1:0,1990-10-21,1990-1991
Linares,Real Betis,62,0,1,Cádiz CF vs. Real Betis 1:2,1990-10-21,1990-1991
José Luis Rodriguez,Real Betis,79,0,2,Cádiz CF vs. Real Betis 1:2,1990-10-21,1990-1991
José González,Cádiz CF,80,1,2,Cádiz CF vs. Real Betis 1:2,1990-10-21,1990-1991
Torrecilla,CD Tenerife,70,0,1,RCD Mallorca vs. CD Tenerife 0:1,1990-10-21,1990-1991
Gustavo Poyet,Real Zaragoza,33,1,0,Real Zaragoza vs. Real Valladolid 2:2,1990-10-21,1990-1991
Dorin Mateuţ,Real Zaragoza,43,2,0,Real Zaragoza vs. Real Valladolid 2:2,1990-10-21,1990-1991
Fonseca,Real Valladolid,50,2,1,Real Zaragoza vs. Real Valladolid 2:2,1990-10-21,1990-1991
Cuca,Real Valladolid,65,2,2,Real Zaragoza vs. Real Valladolid 2:2,1990-10-21,1990-1991
Bernd Schuster,Atlético Madrid,53,1,0,Atlético Madrid vs. FC Barcelona 2:1,1990-10-27,1990-1991
Hristo Stoichkov,FC Barcelona,55,1,1,Atlético Madrid vs. FC Barcelona 2:1,1990-10-27,1990-1991
Futre,Atlético Madrid,69,2,1,Atlético Madrid vs. FC Barcelona 2:1,1990-10-27,1990-1991
Mendiondo,Espanyol Barcelona,77,1,0,Espanyol Barcelona vs. Real Oviedo 5:0,1990-10-28,1990-1991
Andreas Ogris,Espanyol Barcelona,80,2,0,Espanyol Barcelona vs. Real Oviedo 5:0,1990-10-28,1990-1991
Gabino,Espanyol Barcelona,84,3,0,Espanyol Barcelona vs. Real Oviedo 5:0,1990-10-28,1990-1991
Wolfram Wuttke,Espanyol Barcelona,87,4,0,Espanyol Barcelona vs. Real Oviedo 5:0,1990-10-28,1990-1991
Andreas Ogris,Espanyol Barcelona,89,5,0,Espanyol Barcelona vs. Real Oviedo 5:0,1990-10-28,1990-1991
Gilson,CD Logroñés,42,0,1,Valencia CF vs. CD Logroñés 0:1,1990-10-28,1990-1991
Ernesto Valverde,Athletic Bilbao,42,1,0,Athletic Bilbao vs. RCD Mallorca 2:0,1990-10-28,1990-1991
Urrutia,Athletic Bilbao,63,2,0,Athletic Bilbao vs. RCD Mallorca 2:0,1990-10-28,1990-1991
Luis Enrique,Sporting Gijón,63,1,0,Sporting Gijón vs. CD Castellón 1:0,1990-10-28,1990-1991
Dorin Mateuţ,Real Zaragoza,32,0,1,CD Tenerife vs. Real Zaragoza 0:2,1990-10-28,1990-1991
Dorin Mateuţ,Real Zaragoza,47,0,2,CD Tenerife vs. Real Zaragoza 0:2,1990-10-28,1990-1991
Ureña,Real Sociedad,8,0,1,Real Betis vs. Real Sociedad 1:1,1990-10-28,1990-1991
Valentín,Real Betis,57,1,1,Real Betis vs. Real Sociedad 1:1,1990-10-28,1990-1991
Jan Urban,CA Osasuna,22,1,0,CA Osasuna vs. Sevilla FC 1:0,1990-10-28,1990-1991
Hugo Sánchez,Real Madrid,51,0,1,Real Burgos vs. Real Madrid 2:1,1990-10-28,1990-1991
Predrag Jurić,Real Burgos,68,1,1,Real Burgos vs. Real Madrid 2:1,1990-10-28,1990-1991
Predrag Jurić,Real Burgos,89,2,1,Real Burgos vs. Real Madrid 2:1,1990-10-28,1990-1991
Berto,Real Oviedo,34,1,0,Real Oviedo vs. Valencia CF 2:1,1990-11-03,1990-1991
Janko Janković,Real Oviedo,64,2,0,Real Oviedo vs. Valencia CF 2:1,1990-11-03,1990-1991
Robert,Valencia CF,88,2,1,Real Oviedo vs. Valencia CF 2:1,1990-11-03,1990-1991
Iván Zamorano,Sevilla FC,6,1,0,Sevilla FC vs. Sporting Gijón 1:0,1990-11-03,1990-1991
Butragueño,Real Madrid,8,1,0,Real Madrid vs. Espanyol Barcelona 2:1,1990-11-04,1990-1991
José Gay,Espanyol Barcelona,59,1,1,Real Madrid vs. Espanyol Barcelona 2:1,1990-11-04,1990-1991
Butragueño,Real Madrid,72,2,1,Real Madrid vs. Espanyol Barcelona 2:1,1990-11-04,1990-1991
Manolo Hierro,CD Tenerife,28,0,1,Cádiz CF vs. CD Tenerife 1:2,1990-11-04,1990-1991
Rommel Fernández,CD Tenerife,38,0,2,Cádiz CF vs. CD Tenerife 1:2,1990-11-04,1990-1991
Fabián Vázquez,Cádiz CF,89,1,2,Cádiz CF vs. CD Tenerife 1:2,1990-11-04,1990-1991
Cholo,CA Osasuna,8,0,1,RCD Mallorca vs. CA Osasuna 1:1,1990-11-04,1990-1991
Ángel Pedraza,RCD Mallorca,82,1,1,RCD Mallorca vs. CA Osasuna 1:1,1990-11-04,1990-1991
Fonseca,Real Valladolid,43,0,1,Real Sociedad vs. Real Valladolid 1:1,1990-11-04,1990-1991
Cuca,Real Sociedad,50,1,1,Real Sociedad vs. Real Valladolid 1:1,1990-11-04,1990-1991
Dorin Mateuţ,Real Zaragoza,4,1,0,Real Zaragoza vs. Athletic Bilbao 1:0,1990-11-04,1990-1991
Gilson,CD Logroñés,33,1,0,CD Logroñés vs. Real Betis 1:0,1990-11-04,1990-1991
Luboslav Penev,Valencia CF,27,1,0,Valencia CF vs. Real Madrid 2:1,1990-11-17,1990-1991
Robert,Valencia CF,41,2,0,Valencia CF vs. Real Madrid 2:1,1990-11-17,1990-1991
Hugo Sánchez,Real Madrid,73,2,1,Valencia CF vs. Real Madrid 2:1,1990-11-17,1990-1991
Quique Estebaranz,CD Tenerife,25,1,0,CD Tenerife vs. Real Sociedad 2:0,1990-11-18,1990-1991
Rommel Fernández,CD Tenerife,67,2,0,CD Tenerife vs. Real Sociedad 2:0,1990-11-18,1990-1991
Luque,Athletic Bilbao,7,1,0,Athletic Bilbao vs. Cádiz CF 1:0,1990-11-18,1990-1991
Óscar,Sporting Gijón,68,1,0,Sporting Gijón vs. RCD Mallorca 1:1,1990-11-18,1990-1991
Zoran Vulić,RCD Mallorca,75,1,1,Sporting Gijón vs. RCD Mallorca 1:1,1990-11-18,1990-1991
Eusebio Sacristán,FC Barcelona,15,1,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Hristo Stoichkov,FC Barcelona,25,2,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Hristo Stoichkov,FC Barcelona,43,3,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Hristo Stoichkov,FC Barcelona,45,4,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Bakero,FC Barcelona,75,5,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Julio Salinas,FC Barcelona,87,6,0,FC Barcelona vs. CD Castellón 6:0,1990-11-18,1990-1991
Ziganda,CA Osasuna,89,1,0,CA Osasuna vs. Real Zaragoza 1:0,1990-11-18,1990-1991
Manolo,Atlético Madrid,35,1,0,Atlético Madrid vs. Sevilla FC 1:0,1990-11-18,1990-1991
Ureña,Real Betis,46,1,0,Real Betis vs. Real Oviedo 1:1,1990-11-18,1990-1991
Carlos,Real Oviedo,57,1,1,Real Betis vs. Real Oviedo 1:1,1990-11-18,1990-1991
Alexanko,FC Barcelona,79,0,1,Sevilla FC vs. FC Barcelona 0:1,1990-11-24,1990-1991
Pardeza,Real Zaragoza,36,1,0,Real Zaragoza vs. Sporting Gijón 4:0,1990-11-25,1990-1991
Dorin Mateuţ,Real Zaragoza,43,2,0,Real Zaragoza vs. Sporting Gijón 4:0,1990-11-25,1990-1991
Pardeza,Real Zaragoza,62,3,0,Real Zaragoza vs. Sporting Gijón 4:0,1990-11-25,1990-1991
Pardeza,Real Zaragoza,81,4,0,Real Zaragoza vs. Sporting Gijón 4:0,1990-11-25,1990-1991
José González,Cádiz CF,39,1,0,Cádiz CF vs. CA Osasuna 1:1,1990-11-25,1990-1991
Cholo,CA Osasuna,47,1,1,Cádiz CF vs. CA Osasuna 1:1,1990-11-25,1990-1991
Fermín,Real Oviedo,78,1,0,Real Oviedo vs. Real Valladolid 1:0,1990-11-25,1990-1991
Butragueño,Real Madrid,52,1,0,Real Madrid vs. Real Betis 3:0,1990-11-25,1990-1991
Míchel,Real Madrid,62,2,0,Real Madrid vs. Real Betis 3:0,1990-11-25,1990-1991
Rubén Bilbao,Real Madrid,77,3,0,Real Madrid vs. Real Betis 3:0,1990-11-25,1990-1991
Claudio,RCD Mallorca,31,1,0,RCD Mallorca vs. Atlético Madrid 1:0,1990-11-25,1990-1991
