GH,GA,scorer,time,scoring,game,season
1,0,Hans Visser,12,KRC Harelbeke,KRC Harelbeke vs. KV Oostende 2:1,1998-1999
2,0,Steven Wostijn,44,KRC Harelbeke,KRC Harelbeke vs. KV Oostende 2:1,1998-1999
2,1,Roger Lukaku,63,KV Oostende,KRC Harelbeke vs. KV Oostende 2:1,1998-1999
1,0,Gert Claessens,21,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:2,1998-1999
1,1,Dante Brogno,63,RSC Charleroi,Club Brugge KV vs. RSC Charleroi 3:2,1998-1999
1,2,Dante Brogno,65,RSC Charleroi,Club Brugge KV vs. RSC Charleroi 3:2,1998-1999
2,2,Tjörven De Brul,83,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:2,1998-1999
3,2,Aleksandar Ilić,90,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:2,1998-1999
1,0,Cvijan Milošević,11,KFC Germinal Ekeren,KFC Germinal Ekeren vs. KV Kortrijk 2:1,1998-1999
1,1,Salif Keïta,38,KV Kortrijk,KFC Germinal Ekeren vs. KV Kortrijk 2:1,1998-1999
2,1,Edwin van Ankeren,49,KFC Germinal Ekeren,KFC Germinal Ekeren vs. KV Kortrijk 2:1,1998-1999
0,1,Mbo Mpenza,63,Standard Liège,RSC Anderlecht vs. Standard Liège 0:1,1998-1999
0,1,Toni Brogno,15,KVC Westerlo,Excelsior Mouscron vs. KVC Westerlo 2:1,1998-1999
1,1,Zoran Ban,56,Excelsior Mouscron,Excelsior Mouscron vs. KVC Westerlo 2:1,1998-1999
2,1,Olivier Besengez,88,Excelsior Mouscron,Excelsior Mouscron vs. KVC Westerlo 2:1,1998-1999
1,0,Remco Torken,66,KSK Beveren,KSK Beveren vs. Club Brugge KV 1:2,1998-1999
1,1,Gert Claessens,83,Club Brugge KV,KSK Beveren vs. Club Brugge KV 1:2,1998-1999
1,2,Khalilou Fadiga,88,Club Brugge KV,KSK Beveren vs. Club Brugge KV 1:2,1998-1999
0,1,Gunther Hofmans,11,KFC Germinal Ekeren,RSC Charleroi vs. KFC Germinal Ekeren 2:2,1998-1999
1,1,Samuel Remy,50,RSC Charleroi,RSC Charleroi vs. KFC Germinal Ekeren 2:2,1998-1999
1,2,Gunther Hofmans,80,KFC Germinal Ekeren,RSC Charleroi vs. KFC Germinal Ekeren 2:2,1998-1999
2,2,Luciano Djim,85,RSC Charleroi,RSC Charleroi vs. KFC Germinal Ekeren 2:2,1998-1999
1,0,Branko Strupar,5,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
2,0,Branko Strupar,16,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
3,0,Branko Strupar,31,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
4,0,Besnik Hasi,43,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
5,0,Branko Strupar,73,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
6,0,Souleymane Oulare,83,KRC Genk,KRC Genk vs. Lommelse SK 6:0,1998-1999
1,0,Marc Degryse,6,KAA Gent,KAA Gent vs. RSC Anderlecht 3:2,1998-1999
1,1,Bertrand Crasson,18,RSC Anderlecht,KAA Gent vs. RSC Anderlecht 3:2,1998-1999
2,1,Pieter Collen,50,KAA Gent,KAA Gent vs. RSC Anderlecht 3:2,1998-1999
2,2,Lorenzo Staelens,63,RSC Anderlecht,KAA Gent vs. RSC Anderlecht 3:2,1998-1999
3,2,Sandy Martens,83,KAA Gent,KAA Gent vs. RSC Anderlecht 3:2,1998-1999
0,1,René Klomp,6,KRC Harelbeke,Standard Liège vs. KRC Harelbeke 0:2,1998-1999
0,2,Oliver Baudry,84,KRC Harelbeke,Standard Liège vs. KRC Harelbeke 0:2,1998-1999
NA,NA,NA,NA,NA,KV Oostende vs. Sporting Lokeren 0:0,1998-1999
0,1,Philip Haagdoren,19,Lierse SK,K.S.C. Eendracht Aalst vs. Lierse SK 1:4,1998-1999
0,2,Dirk Huysmans,42,Lierse SK,K.S.C. Eendracht Aalst vs. Lierse SK 1:4,1998-1999
1,2,Davy Cooreman,53,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. Lierse SK 1:4,1998-1999
1,3,David Brocken,59,Lierse SK,K.S.C. Eendracht Aalst vs. Lierse SK 1:4,1998-1999
1,4,Dirk Huysmans,75,Lierse SK,K.S.C. Eendracht Aalst vs. Lierse SK 1:4,1998-1999
1,0,Andrei Demkin,4,KV Kortrijk,KV Kortrijk vs. Sint-Truidense VV 2:2,1998-1999
1,1,Patrick Teppers,36,Sint-Truidense VV,KV Kortrijk vs. Sint-Truidense VV 2:2,1998-1999
1,2,Filip Fiers,49,Sint-Truidense VV,KV Kortrijk vs. Sint-Truidense VV 2:2,1998-1999
2,2,Stijn Meert,67,KV Kortrijk,KV Kortrijk vs. Sint-Truidense VV 2:2,1998-1999
1,0,Karel Snoeckx,3,Sporting Lokeren,Sporting Lokeren vs. Standard Liège 4:1,1998-1999
2,0,Gauthier Boeka-Lisasi,19,Sporting Lokeren,Sporting Lokeren vs. Standard Liège 4:1,1998-1999
3,0,Jan Koller,37,Sporting Lokeren,Sporting Lokeren vs. Standard Liège 4:1,1998-1999
3,1,Émile Mpenza,63,Standard Liège,Sporting Lokeren vs. Standard Liège 4:1,1998-1999
4,1,Karel Snoeckx,82,Sporting Lokeren,Sporting Lokeren vs. Standard Liège 4:1,1998-1999
1,0,Philip Haagdoren,20,Lierse SK,Lierse SK vs. KV Oostende 4:2,1998-1999
1,1,Björn Smits,23,KV Oostende,Lierse SK vs. KV Oostende 4:2,1998-1999
2,1,David Brocken,32,Lierse SK,Lierse SK vs. KV Oostende 4:2,1998-1999
3,1,Jürgen Cavens,51,Lierse SK,Lierse SK vs. KV Oostende 4:2,1998-1999
4,1,David Brocken,63,Lierse SK,Lierse SK vs. KV Oostende 4:2,1998-1999
4,2,Kenny De Vuyst,87,KV Oostende,Lierse SK vs. KV Oostende 4:2,1998-1999
0,1,Branko Strupar,23,KRC Genk,RSC Anderlecht vs. KRC Genk 3:2,1998-1999
1,1,Lorenzo Staelens,38,RSC Anderlecht,RSC Anderlecht vs. KRC Genk 3:2,1998-1999
1,2,Souleymane Oulare,56,KRC Genk,RSC Anderlecht vs. KRC Genk 3:2,1998-1999
2,2,Tomasz Radzinski,59,RSC Anderlecht,RSC Anderlecht vs. KRC Genk 3:2,1998-1999
3,2,Lorenzo Staelens,82,RSC Anderlecht,RSC Anderlecht vs. KRC Genk 3:2,1998-1999
1,0,Gert Cannaerts,11,Lommelse SK,Lommelse SK vs. KV Kortrijk 3:1,1998-1999
2,0,Karim Zouaoui,21,Lommelse SK,Lommelse SK vs. KV Kortrijk 3:1,1998-1999
2,1,Andrei Demkin,63,KV Kortrijk,Lommelse SK vs. KV Kortrijk 3:1,1998-1999
3,1,Dieter Dekelver,80,Lommelse SK,Lommelse SK vs. KV Kortrijk 3:1,1998-1999
1,0,Filip Fiers,87,Sint-Truidense VV,Sint-Truidense VV vs. RSC Charleroi 1:0,1998-1999
0,1,Toni Brogno,13,KVC Westerlo,K.S.C. Eendracht Aalst vs. KVC Westerlo 3:2,1998-1999
1,1,Harold Meyssen,14,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. KVC Westerlo 3:2,1998-1999
1,2,Toni Brogno,52,KVC Westerlo,K.S.C. Eendracht Aalst vs. KVC Westerlo 3:2,1998-1999
2,2,Christophe Lauwers,53,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. KVC Westerlo 3:2,1998-1999
3,2,David Van Hoyweghen,77,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. KVC Westerlo 3:2,1998-1999
0,1,Mohammed Barka,2,KAA Gent,KRC Harelbeke vs. KAA Gent 2:2,1998-1999
1,1,Steven Wostijn,21,KRC Harelbeke,KRC Harelbeke vs. KAA Gent 2:2,1998-1999
2,1,Kenny Verhoene,39,KRC Harelbeke,KRC Harelbeke vs. KAA Gent 2:2,1998-1999
2,2,Ivica Dragutinović,66,KAA Gent,KRC Harelbeke vs. KAA Gent 2:2,1998-1999
NA,NA,NA,NA,NA,Club Brugge KV vs. Excelsior Mouscron 0:0,1998-1999
1,0,Cvijan Milošević,31,KFC Germinal Ekeren,KFC Germinal Ekeren vs. KSK Beveren 1:0,1998-1999
1,0,Benoît Thans,9,KVC Westerlo,KVC Westerlo vs. Club Brugge KV 1:2,1998-1999
1,1,Hervé Nzelo-Lembi,39,Club Brugge KV,KVC Westerlo vs. Club Brugge KV 1:2,1998-1999
1,2,Vital Borkelmans,80,Club Brugge KV,KVC Westerlo vs. Club Brugge KV 1:2,1998-1999
1,0,Yves Vanderhaeghe,7,Excelsior Mouscron,Excelsior Mouscron vs. KFC Germinal Ekeren 2:2,1998-1999
1,1,Kurt Morhaye,10,KFC Germinal Ekeren,Excelsior Mouscron vs. KFC Germinal Ekeren 2:2,1998-1999
1,2,Wesley Sonck,54,KFC Germinal Ekeren,Excelsior Mouscron vs. KFC Germinal Ekeren 2:2,1998-1999
2,2,Gonzague Vandooren,65,Excelsior Mouscron,Excelsior Mouscron vs. KFC Germinal Ekeren 2:2,1998-1999
1,0,Samuel Remy,41,RSC Charleroi,RSC Charleroi vs. Lommelse SK 1:1,1998-1999
1,1,Wim Mennes,51,Lommelse SK,RSC Charleroi vs. Lommelse SK 1:1,1998-1999
0,1,Jan Koller,13,Sporting Lokeren,KAA Gent vs. Sporting Lokeren 2:1,1998-1999
1,1,Mohammed Barka,17,KAA Gent,KAA Gent vs. Sporting Lokeren 2:1,1998-1999
2,1,Sandy Martens,30,KAA Gent,KAA Gent vs. Sporting Lokeren 2:1,1998-1999
1,0,Kris Windels,15,KV Oostende,KV Oostende vs. K.S.C. Eendracht Aalst 4:1,1998-1999
2,0,Stefan Van Riel,30,KV Oostende,KV Oostende vs. K.S.C. Eendracht Aalst 4:1,1998-1999
2,1,Alexandre,31,K.S.C. Eendracht Aalst,KV Oostende vs. K.S.C. Eendracht Aalst 4:1,1998-1999
3,1,Björn Smits,49,KV Oostende,KV Oostende vs. K.S.C. Eendracht Aalst 4:1,1998-1999
4,1,Thierry Flies,76,KV Oostende,KV Oostende vs. K.S.C. Eendracht Aalst 4:1,1998-1999
0,1,Lorenzo Staelens,11,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 0:4,1998-1999
0,2,Lorenzo Staelens,15,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 0:4,1998-1999
0,3,Bart Goor,43,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 0:4,1998-1999
0,4,Oleg Iachtchouk,89,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 0:4,1998-1999
1,0,Þórður Guðjónsson,7,KRC Genk,KRC Genk vs. KRC Harelbeke 2:2,1998-1999
1,1,Steven Wostijn,28,KRC Harelbeke,KRC Genk vs. KRC Harelbeke 2:2,1998-1999
2,1,Ngoy N'Sumbu,60,KRC Genk,KRC Genk vs. KRC Harelbeke 2:2,1998-1999
2,2,Fode Camara,79,KRC Harelbeke,KRC Genk vs. KRC Harelbeke 2:2,1998-1999
1,0,Ali Lukunku,28,Standard Liège,Standard Liège vs. Lierse SK 2:2,1998-1999
1,1,Jürgen Cavens,34,Lierse SK,Standard Liège vs. Lierse SK 2:2,1998-1999
1,2,Eric Van Meir,67,Lierse SK,Standard Liège vs. Lierse SK 2:2,1998-1999
2,2,Rabiu Afolabi,78,Standard Liège,Standard Liège vs. Lierse SK 2:2,1998-1999
0,1,Dirk Van Oekelen,90,Sint-Truidense VV,KSK Beveren vs. Sint-Truidense VV 0:1,1998-1999
1,0,Mohammed Barka,77,KAA Gent,KAA Gent vs. Lierse SK 1:0,1998-1999
NA,NA,NA,NA,NA,KSK Beveren vs. Lommelse SK 0:0,1998-1999
0,1,Tony Herreman,13,KFC Germinal Ekeren,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
0,2,Wesley Sonck,45,KFC Germinal Ekeren,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
1,2,Jochen Janssen,47,KVC Westerlo,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
1,3,Gunther Hofmans,49,KFC Germinal Ekeren,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
1,4,Gunther Hofmans,54,KFC Germinal Ekeren,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
2,4,Jochen Janssen,55,KVC Westerlo,KVC Westerlo vs. KFC Germinal Ekeren 2:4,1998-1999
0,1,Mladen Rudonja,3,Sint-Truidense VV,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
1,1,Filip Fiers,39,Excelsior Mouscron,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
2,1,Gordan Vidović,52,Excelsior Mouscron,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
3,1,Frédéric Pierre,65,Excelsior Mouscron,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
4,1,Damir Lesjak,78,Excelsior Mouscron,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
5,1,Gonzague Vandooren,88,Excelsior Mouscron,Excelsior Mouscron vs. Sint-Truidense VV 5:1,1998-1999
1,0,Guy Hellers,4,Standard Liège,Standard Liège vs. KV Oostende 3:0,1998-1999
2,0,Ali Lukunku,34,Standard Liège,Standard Liège vs. KV Oostende 3:0,1998-1999
3,0,Folha,61,Standard Liège,Standard Liège vs. KV Oostende 3:0,1998-1999
NA,NA,NA,NA,NA,Club Brugge KV vs. K.S.C. Eendracht Aalst 0:0,1998-1999
NA,NA,NA,NA,NA,KV Kortrijk vs. KRC Harelbeke 0:0,1998-1999
1,0,Mike Origi,10,KRC Genk,KRC Genk vs. Sporting Lokeren 3:1,1998-1999
1,1,Gauthier Boeka-Lisasi,29,Sporting Lokeren,KRC Genk vs. Sporting Lokeren 3:1,1998-1999
2,1,Stefaan Staelens,39,KRC Genk,KRC Genk vs. Sporting Lokeren 3:1,1998-1999
3,1,Souleymane Oulare,70,KRC Genk,KRC Genk vs. Sporting Lokeren 3:1,1998-1999
0,1,Tomasz Radzinski,27,RSC Anderlecht,RSC Charleroi vs. RSC Anderlecht 0:2,1998-1999
0,2,Bart Goor,54,RSC Anderlecht,RSC Charleroi vs. RSC Anderlecht 0:2,1998-1999
0,1,Chris Van Geem,42,KRC Genk,Lierse SK vs. KRC Genk 1:1,1998-1999
1,1,Eric Van Meir,80,Lierse SK,Lierse SK vs. KRC Genk 1:1,1998-1999
NA,NA,NA,NA,NA,Sint-Truidense VV vs. KVC Westerlo 0:0,1998-1999
0,1,Zoran Ban,32,Excelsior Mouscron,Lommelse SK vs. Excelsior Mouscron 2:3,1998-1999
1,1,Mirek Waligóra,43,Lommelse SK,Lommelse SK vs. Excelsior Mouscron 2:3,1998-1999
1,2,Tonči Martić,45,Excelsior Mouscron,Lommelse SK vs. Excelsior Mouscron 2:3,1998-1999
2,2,Gert Cannaerts,52,Lommelse SK,Lommelse SK vs. Excelsior Mouscron 2:3,1998-1999
2,3,Zoran Ban,71,Excelsior Mouscron,Lommelse SK vs. Excelsior Mouscron 2:3,1998-1999
1,0,Tomasz Radzinski,20,RSC Anderlecht,RSC Anderlecht vs. KSK Beveren 3:1,1998-1999
2,0,Enzo Scifo,71,RSC Anderlecht,RSC Anderlecht vs. KSK Beveren 3:1,1998-1999
2,1,Michał Żewłakow,77,KSK Beveren,RSC Anderlecht vs. KSK Beveren 3:1,1998-1999
3,1,Oleg Iachtchouk,84,RSC Anderlecht,RSC Anderlecht vs. KSK Beveren 3:1,1998-1999
1,0,Ronny Van Geneugden,13,Sporting Lokeren,Sporting Lokeren vs. KV Kortrijk 2:1,1998-1999
2,0,Patrice Zéré,16,Sporting Lokeren,Sporting Lokeren vs. KV Kortrijk 2:1,1998-1999
2,1,Andrei Demkin,20,KV Kortrijk,Sporting Lokeren vs. KV Kortrijk 2:1,1998-1999
1,0,Stefan Van Riel,45,KV Oostende,KV Oostende vs. KAA Gent 2:2,1998-1999
2,0,Wim Cuffez,51,KV Oostende,KV Oostende vs. KAA Gent 2:2,1998-1999
2,1,Marc Degryse,67,KAA Gent,KV Oostende vs. KAA Gent 2:2,1998-1999
2,2,Mohammed Barka,70,KAA Gent,KV Oostende vs. KAA Gent 2:2,1998-1999
0,1,Luciano Djim,35,RSC Charleroi,KRC Harelbeke vs. RSC Charleroi 1:1,1998-1999
1,1,Joris De Tollenaere,39,KRC Harelbeke,KRC Harelbeke vs. RSC Charleroi 1:1,1998-1999
1,0,Peter Van Der Heyden,84,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. Standard Liège 1:0,1998-1999
1,0,Manu Karagiannis,37,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Club Brugge KV 2:0,1998-1999
2,0,Wesley Sonck,52,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Club Brugge KV 2:0,1998-1999
1,0,Marco Casto,10,Excelsior Mouscron,Excelsior Mouscron vs. RSC Anderlecht 2:3,1998-1999
1,1,Tomasz Radzinski,68,RSC Anderlecht,Excelsior Mouscron vs. RSC Anderlecht 2:3,1998-1999
2,1,Stefaan Tanghe,69,Excelsior Mouscron,Excelsior Mouscron vs. RSC Anderlecht 2:3,1998-1999
2,2,Bart Goor,75,RSC Anderlecht,Excelsior Mouscron vs. RSC Anderlecht 2:3,1998-1999
2,3,Walter Baseggio,84,RSC Anderlecht,Excelsior Mouscron vs. RSC Anderlecht 2:3,1998-1999
1,0,Alassane Ouedraogo,12,RSC Charleroi,RSC Charleroi vs. Sporting Lokeren 2:1,1998-1999
1,1,Roman Vonášek,30,Sporting Lokeren,RSC Charleroi vs. Sporting Lokeren 2:1,1998-1999
2,1,Dante Brogno,86,RSC Charleroi,RSC Charleroi vs. Sporting Lokeren 2:1,1998-1999
0,1,David Paas,10,KRC Harelbeke,KSK Beveren vs. KRC Harelbeke 0:3,1998-1999
0,2,Daniël Maes,55,KRC Harelbeke,KSK Beveren vs. KRC Harelbeke 0:3,1998-1999
0,3,Rafael Zangionov,63,KRC Harelbeke,KSK Beveren vs. KRC Harelbeke 0:3,1998-1999
1,0,Jochen Janssen,4,KVC Westerlo,KVC Westerlo vs. Lommelse SK 2:1,1998-1999
2,0,Toni Brogno,48,KVC Westerlo,KVC Westerlo vs. Lommelse SK 2:1,1998-1999
2,1,Timmy Simons,57,Lommelse SK,KVC Westerlo vs. Lommelse SK 2:1,1998-1999
1,0,Sandy Martens,1,KAA Gent,KAA Gent vs. Standard Liège 3:2,1998-1999
1,1,Émile Mpenza,5,Standard Liège,KAA Gent vs. Standard Liège 3:2,1998-1999
2,1,Mohammed Barka,36,KAA Gent,KAA Gent vs. Standard Liège 3:2,1998-1999
2,2,Folha,61,Standard Liège,KAA Gent vs. Standard Liège 3:2,1998-1999
3,2,Mohammed Barka,67,KAA Gent,KAA Gent vs. Standard Liège 3:2,1998-1999
1,0,Gunther Hofmans,45,KFC Germinal Ekeren,KFC Germinal Ekeren vs. K.S.C. Eendracht Aalst 1:0,1998-1999
1,0,Nico Boone,37,KV Kortrijk,KV Kortrijk vs. Lierse SK 3:2,1998-1999
2,0,Andrei Demkin,51,KV Kortrijk,KV Kortrijk vs. Lierse SK 3:2,1998-1999
2,1,Robby Van De Weyer,61,Lierse SK,KV Kortrijk vs. Lierse SK 3:2,1998-1999
3,1,Jurgen Heymans,78,KV Kortrijk,KV Kortrijk vs. Lierse SK 3:2,1998-1999
3,2,Robby Van De Weyer,80,Lierse SK,KV Kortrijk vs. Lierse SK 3:2,1998-1999
1,0,Tjörven De Brul,50,Club Brugge KV,Club Brugge KV vs. Sint-Truidense VV 3:2,1998-1999
2,0,Gert Verheyen,52,Club Brugge KV,Club Brugge KV vs. Sint-Truidense VV 3:2,1998-1999
2,1,Patrick Teppers,66,Sint-Truidense VV,Club Brugge KV vs. Sint-Truidense VV 3:2,1998-1999
3,1,Gert Claessens,74,Club Brugge KV,Club Brugge KV vs. Sint-Truidense VV 3:2,1998-1999
3,2,Patrick Teppers,78,Sint-Truidense VV,Club Brugge KV vs. Sint-Truidense VV 3:2,1998-1999
1,0,Branko Strupar,32,KRC Genk,KRC Genk vs. KV Oostende 3:0,1998-1999
2,0,Þórður Guðjónsson,84,KRC Genk,KRC Genk vs. KV Oostende 3:0,1998-1999
3,0,Ngoy N'Sumbu,90,KRC Genk,KRC Genk vs. KV Oostende 3:0,1998-1999
0,1,Dejan Mitrović,12,KVC Westerlo,RSC Anderlecht vs. KVC Westerlo 3:2,1998-1999
0,2,Dejan Mitrović,54,KVC Westerlo,RSC Anderlecht vs. KVC Westerlo 3:2,1998-1999
1,2,Yannis Anastasiou,64,RSC Anderlecht,RSC Anderlecht vs. KVC Westerlo 3:2,1998-1999
2,2,Tomasz Radzinski,65,RSC Anderlecht,RSC Anderlecht vs. KVC Westerlo 3:2,1998-1999
3,2,Tomasz Radzinski,85,RSC Anderlecht,RSC Anderlecht vs. KVC Westerlo 3:2,1998-1999
1,0,Pascal Dias,2,Sporting Lokeren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
2,0,Ronny Van Geneugden,4,Sporting Lokeren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
3,0,Roman Vonášek,31,Sporting Lokeren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
3,1,Werry Sels,41,KSK Beveren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
3,2,Bart Van Den Eede,49,KSK Beveren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
4,2,Jan Koller,69,Sporting Lokeren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
4,3,Bart Van Den Eede,70,KSK Beveren,Sporting Lokeren vs. KSK Beveren 4:3,1998-1999
1,0,Jürgen Cavens,53,Lierse SK,Lierse SK vs. RSC Charleroi 4:0,1998-1999
2,0,Eric Van Meir,55,Lierse SK,Lierse SK vs. RSC Charleroi 4:0,1998-1999
3,0,Dirk Huysmans,77,Lierse SK,Lierse SK vs. RSC Charleroi 4:0,1998-1999
4,0,Jürgen Cavens,79,Lierse SK,Lierse SK vs. RSC Charleroi 4:0,1998-1999
1,0,Edmilson,26,KV Oostende,KV Oostende vs. KV Kortrijk 1:3,1998-1999
1,1,Jurgen Heymans,45,KV Kortrijk,KV Oostende vs. KV Kortrijk 1:3,1998-1999
1,2,Branko Stojanović,55,KV Kortrijk,KV Oostende vs. KV Kortrijk 1:3,1998-1999
1,3,Branko Stojanović,77,KV Kortrijk,KV Oostende vs. KV Kortrijk 1:3,1998-1999
1,0,Filip Fiers,6,Sint-Truidense VV,Sint-Truidense VV vs. Germinal Beerschot 2:0,1998-1999
2,0,Isaïas,23,Sint-Truidense VV,Sint-Truidense VV vs. Germinal Beerschot 2:0,1998-1999
1,0,Dieter Dekelver,31,Lommelse SK,Lommelse SK vs. Club Brugge KV 2:1,1998-1999
2,0,Robert Eshun,67,Lommelse SK,Lommelse SK vs. Club Brugge KV 2:1,1998-1999
2,1,Khalilou Fadiga,89,Club Brugge KV,Lommelse SK vs. Club Brugge KV 2:1,1998-1999
0,1,Olivier Besengez,10,Excelsior Mouscron,KRC Harelbeke vs. Excelsior Mouscron 0:4,1998-1999
0,2,Gordan Vidović,36,Excelsior Mouscron,KRC Harelbeke vs. Excelsior Mouscron 0:4,1998-1999
0,3,Marc Wuyts,58,Excelsior Mouscron,KRC Harelbeke vs. Excelsior Mouscron 0:4,1998-1999
0,4,Marc Wuyts,72,Excelsior Mouscron,KRC Harelbeke vs. Excelsior Mouscron 0:4,1998-1999
0,1,Marc Degryse,20,KAA Gent,K.S.C. Eendracht Aalst vs. KAA Gent 0:2,1998-1999
0,2,Sandy Martens,88,KAA Gent,K.S.C. Eendracht Aalst vs. KAA Gent 0:2,1998-1999
1,0,Émile Mpenza,20,Standard Liège,Standard Liège vs. KRC Genk 2:4,1998-1999
1,1,Branko Strupar,36,KRC Genk,Standard Liège vs. KRC Genk 2:4,1998-1999
1,2,Branko Strupar,48,KRC Genk,Standard Liège vs. KRC Genk 2:4,1998-1999
1,3,Þórður Guðjónsson,51,KRC Genk,Standard Liège vs. KRC Genk 2:4,1998-1999
1,4,Souleymane Oulare,65,KRC Genk,Standard Liège vs. KRC Genk 2:4,1998-1999
2,4,Georges Blay,86,Standard Liège,Standard Liège vs. KRC Genk 2:4,1998-1999
1,0,Tjörven De Brul,68,Club Brugge KV,Club Brugge KV vs. RSC Anderlecht 2:0,1998-1999
2,0,Tjörven De Brul,79,Club Brugge KV,Club Brugge KV vs. RSC Anderlecht 2:0,1998-1999
1,0,Wouter Vrancken,17,Sint-Truidense VV,Sint-Truidense VV vs. K.S.C. Eendracht Aalst 2:0,1998-1999
2,0,Filip Fiers,75,Sint-Truidense VV,Sint-Truidense VV vs. K.S.C. Eendracht Aalst 2:0,1998-1999
0,1,Dirk Huysmans,29,Lierse SK,KSK Beveren vs. Lierse SK 1:3,1998-1999
0,2,Dirk Huysmans,42,Lierse SK,KSK Beveren vs. Lierse SK 1:3,1998-1999
1,2,Remco Torken,79,KSK Beveren,KSK Beveren vs. Lierse SK 1:3,1998-1999
1,3,Tomasz Zdebel,81,Lierse SK,KSK Beveren vs. Lierse SK 1:3,1998-1999
0,1,Jan Koller,29,Sporting Lokeren,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
1,1,Gordan Vidović,37,Excelsior Mouscron,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
2,1,Gordan Vidović,54,Excelsior Mouscron,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
3,1,Stefaan Tanghe,64,Excelsior Mouscron,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
4,1,Marco Casto,84,Excelsior Mouscron,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
5,1,Faysal El-Idrissi,89,Excelsior Mouscron,Excelsior Mouscron vs. Sporting Lokeren 5:1,1998-1999
0,1,Paul Franken,57,KRC Harelbeke,KVC Westerlo vs. KRC Harelbeke 0:3,1998-1999
0,2,Oliver Baudry,80,KRC Harelbeke,KVC Westerlo vs. KRC Harelbeke 0:3,1998-1999
0,3,Aziz Ansah,88,KRC Harelbeke,KVC Westerlo vs. KRC Harelbeke 0:3,1998-1999
1,0,Mike Origi,90,KRC Genk,KRC Genk vs. KAA Gent 1:0,1998-1999
1,0,Laurent Wuillot,23,RSC Charleroi,RSC Charleroi vs. KV Oostende 1:1,1998-1999
1,1,Edmilson,49,KV Oostende,RSC Charleroi vs. KV Oostende 1:1,1998-1999
1,0,Kurt Morhaye,35,Germinal Beerschot,Germinal Beerschot vs. Lommelse SK 1:0,1998-1999
0,1,Joško Bilić,7,Standard Liège,KV Kortrijk vs. Standard Liège 1:3,1998-1999
0,2,Dimitri De Condé,27,Standard Liège,KV Kortrijk vs. Standard Liège 1:3,1998-1999
0,3,Émile Mpenza,77,Standard Liège,KV Kortrijk vs. Standard Liège 1:3,1998-1999
1,3,William Prunier,78,KV Kortrijk,KV Kortrijk vs. Standard Liège 1:3,1998-1999
0,1,Frédéric Pierre,41,Excelsior Mouscron,Lierse SK vs. Excelsior Mouscron 1:2,1998-1999
1,1,Philip Haagdoren,65,Lierse SK,Lierse SK vs. Excelsior Mouscron 1:2,1998-1999
1,2,Stefaan Tanghe,74,Excelsior Mouscron,Lierse SK vs. Excelsior Mouscron 1:2,1998-1999
1,0,Gunter Thiebaut,16,K.S.C. Eendracht Aalst,K.S.C. Eendracht Aalst vs. KRC Genk 1:2,1998-1999
1,1,Branko Strupar,22,KRC Genk,K.S.C. Eendracht Aalst vs. KRC Genk 1:2,1998-1999
