GH,GA,scorer,time,scoring,game,season
3,1,Jackson Muleka,45,Standard Liège,KV Oostende vs. Standard Liège 6:2,2020-2021
3,2,Mehdi Carcela-González,45,Standard Liège,KV Oostende vs. Standard Liège 6:2,2020-2021
4,2,Andrew Hjulsager,65,KV Oostende,KV Oostende vs. Standard Liège 6:2,2020-2021
5,2,Théo Matam,90,KV Oostende,KV Oostende vs. Standard Liège 6:2,2020-2021
6,2,Indy Boonen,90,KV Oostende,KV Oostende vs. Standard Liège 6:2,2020-2021
0,1,Nikola Storm,29,KV Mechelen,KAA Gent vs. KV Mechelen 2:2,2020-2021
0,2,Ferdy Druijf,32,KV Mechelen,KAA Gent vs. KV Mechelen 2:2,2020-2021
1,2,Roman Yaremchuk,46,KAA Gent,KAA Gent vs. KV Mechelen 2:2,2020-2021
2,2,Vadis Odjidja-Ofoe,49,KAA Gent,KAA Gent vs. KV Mechelen 2:2,2020-2021
0,1,Roman Bezus,8,KAA Gent,Standard Liège vs. KAA Gent 2:1,2020-2021
1,1,Selim Amallah,61,Standard Liège,Standard Liège vs. KAA Gent 2:1,2020-2021
2,1,Michel Balikwisha,77,Standard Liège,Standard Liège vs. KAA Gent 2:1,2020-2021
0,1,Fashion Sakala,14,KV Oostende,KV Mechelen vs. KV Oostende 5:3,2020-2021
0,2,Arthur Theate,30,KV Oostende,KV Mechelen vs. KV Oostende 5:3,2020-2021
1,2,Nikola Storm,34,KV Mechelen,KV Mechelen vs. KV Oostende 5:3,2020-2021
2,2,Kerim Mrabti,38,KV Mechelen,KV Mechelen vs. KV Oostende 5:3,2020-2021
3,2,Nikola Storm,66,KV Mechelen,KV Mechelen vs. KV Oostende 5:3,2020-2021
3,3,Andrew Hjulsager,81,KV Oostende,KV Mechelen vs. KV Oostende 5:3,2020-2021
4,3,Jordi Vanlerberghe,84,KV Mechelen,KV Mechelen vs. KV Oostende 5:3,2020-2021
5,3,Igor de Camargo,90,KV Mechelen,KV Mechelen vs. KV Oostende 5:3,2020-2021
1,0,Roman Yaremchuk,14,KAA Gent,KAA Gent vs. KV Oostende 2:1,2020-2021
2,0,Bruno Godeau,59,KAA Gent,KAA Gent vs. KV Oostende 2:1,2020-2021
2,1,Andrew Hjulsager,62,KV Oostende,KAA Gent vs. KV Oostende 2:1,2020-2021
0,1,Nicolas Gavory,14,KV Mechelen,Standard Liège vs. KV Mechelen 1:2,2020-2021
0,2,Nikola Storm,54,KV Mechelen,Standard Liège vs. KV Mechelen 1:2,2020-2021
1,2,Nicolas Raskin,68,Standard Liège,Standard Liège vs. KV Mechelen 1:2,2020-2021
0,1,Roman Bezus,20,KAA Gent,KV Oostende vs. KAA Gent 0:4,2020-2021
0,2,Alessio Castro-Montes,43,KAA Gent,KV Oostende vs. KAA Gent 0:4,2020-2021
0,3,Kévin Vandendriessche,58,KAA Gent,KV Oostende vs. KAA Gent 0:4,2020-2021
0,4,Roman Bezus,66,KAA Gent,KV Oostende vs. KAA Gent 0:4,2020-2021
1,0,Rob Schoofs,13,KV Mechelen,KV Mechelen vs. Standard Liège 3:1,2020-2021
2,0,Marian Shved,57,KV Mechelen,KV Mechelen vs. Standard Liège 3:1,2020-2021
3,0,Rob Schoofs,71,KV Mechelen,KV Mechelen vs. Standard Liège 3:1,2020-2021
3,1,Jackson Muleka,89,Standard Liège,KV Mechelen vs. Standard Liège 3:1,2020-2021
1,0,Fashion Sakala,5,KV Oostende,KV Oostende vs. KV Mechelen 2:2,2020-2021
2,0,Fashion Sakala,20,KV Oostende,KV Oostende vs. KV Mechelen 2:2,2020-2021
2,1,Ferdy Druijf,47,KV Mechelen,KV Oostende vs. KV Mechelen 2:2,2020-2021
2,2,Sheldon Bateau,63,KV Mechelen,KV Oostende vs. KV Mechelen 2:2,2020-2021
1,0,Yonas Malede,7,KAA Gent,KAA Gent vs. Standard Liège 2:0,2020-2021
2,0,Roman Yaremchuk,90,KAA Gent,KAA Gent vs. Standard Liège 2:0,2020-2021
0,1,Roman Bezus,57,KAA Gent,KV Mechelen vs. KAA Gent 1:2,2020-2021
0,2,Tarik Tissoudali,67,KAA Gent,KV Mechelen vs. KAA Gent 1:2,2020-2021
1,2,Ferdy Druijf,72,KV Mechelen,KV Mechelen vs. KAA Gent 1:2,2020-2021
0,1,Kévin Vandendriessche,6,KV Oostende,Standard Liège vs. KV Oostende 1:3,2020-2021
1,1,Michel Balikwisha,13,Standard Liège,Standard Liège vs. KV Oostende 1:3,2020-2021
1,2,Indy Boonen,50,KV Oostende,Standard Liège vs. KV Oostende 1:3,2020-2021
1,3,Kévin Vandendriessche,61,KV Oostende,Standard Liège vs. KV Oostende 1:3,2020-2021
1,0,Kostas Laifis,69,Standard Liège,Standard Liège vs. KRC Genk 1:1,2021-2022
1,1,Théo Bongonda,90,KRC Genk,Standard Liège vs. KRC Genk 1:1,2021-2022
0,1,Jelle Vossen,24,SV Zulte Waregem,Oud-Heverlee Leuven vs. SV Zulte Waregem 1:1,2021-2022
1,1,Thomas Henry,42,Oud-Heverlee Leuven,Oud-Heverlee Leuven vs. SV Zulte Waregem 1:1,2021-2022
1,0,Teddy Chevalier,31,KV Kortrijk,KV Kortrijk vs. RFC Seraing 2:0,2021-2022
2,0,Faïz Selemani,88,KV Kortrijk,KV Kortrijk vs. RFC Seraing 2:0,2021-2022
0,1,Chris Bedia,7,Sporting Charleroi,KV Oostende vs. Sporting Charleroi 0:3,2021-2022
0,2,Anass Zaroury,50,Sporting Charleroi,KV Oostende vs. Sporting Charleroi 0:3,2021-2022
0,3,Joris Kayembe,85,Sporting Charleroi,KV Oostende vs. Sporting Charleroi 0:3,2021-2022
0,1,Michael Frey,18,Royal Antwerp FC,KV Mechelen vs. Royal Antwerp FC 3:2,2021-2022
0,2,Manuel Benson,56,Royal Antwerp FC,KV Mechelen vs. Royal Antwerp FC 3:2,2021-2022
1,2,Ritchie De Laet,60,KV Mechelen,KV Mechelen vs. Royal Antwerp FC 3:2,2021-2022
2,2,Ferdy Druijf,73,KV Mechelen,KV Mechelen vs. Royal Antwerp FC 3:2,2021-2022
3,2,Ferdy Druijf,74,KV Mechelen,KV Mechelen vs. Royal Antwerp FC 3:2,2021-2022
1,0,Bas Dost,56,Club Brugge KV,Club Brugge KV vs. KAS Eupen 2:2,2021-2022
1,1,Edo Kayembe,60,KAS Eupen,Club Brugge KV vs. KAS Eupen 2:2,2021-2022
1,2,Julien N'Goy,77,KAS Eupen,Club Brugge KV vs. KAS Eupen 2:2,2021-2022
2,2,Charles De Ketelaere,90,Club Brugge KV,Club Brugge KV vs. KAS Eupen 2:2,2021-2022
0,1,Deniz Undav,20,Union Saint-Gilloise,RSC Anderlecht vs. Union Saint-Gilloise 1:3,2021-2022
1,1,Yari Verschaeren,45,RSC Anderlecht,RSC Anderlecht vs. Union Saint-Gilloise 1:3,2021-2022
1,2,Deniz Undav,62,Union Saint-Gilloise,RSC Anderlecht vs. Union Saint-Gilloise 1:3,2021-2022
1,3,Lazare Amani,73,Union Saint-Gilloise,RSC Anderlecht vs. Union Saint-Gilloise 1:3,2021-2022
0,1,Andreas Hanche-Olsen,2,KAA Gent,Sint-Truidense VV vs. KAA Gent 2:1,2021-2022
1,1,Ilombe M'Boyo,12,Sint-Truidense VV,Sint-Truidense VV vs. KAA Gent 2:1,2021-2022
2,1,Christian Brüls,67,Sint-Truidense VV,Sint-Truidense VV vs. KAA Gent 2:1,2021-2022
0,1,Olivier Deman,40,Cercle Brugge,K Beerschot VA vs. Cercle Brugge 0:1,2021-2022
1,0,Bryan Heynen,20,KRC Genk,KRC Genk vs. KV Oostende 3:4,2021-2022
2,0,Théo Bongonda,30,KRC Genk,KRC Genk vs. KV Oostende 3:4,2021-2022
2,1,Marko Kvasina,32,KV Oostende,KRC Genk vs. KV Oostende 3:4,2021-2022
2,2,Makhtar Gueye,49,KV Oostende,KRC Genk vs. KV Oostende 3:4,2021-2022
3,2,Théo Bongonda,60,KRC Genk,KRC Genk vs. KV Oostende 3:4,2021-2022
3,3,Thierry Ambrose,62,KV Oostende,KRC Genk vs. KV Oostende 3:4,2021-2022
3,4,Frederik Jäkel,79,KV Oostende,KRC Genk vs. KV Oostende 3:4,2021-2022
NA,NA,NA,NA,NA,Sporting Charleroi vs. Sint-Truidense VV 0:0,2021-2022
0,1,Thomas Henry,30,Oud-Heverlee Leuven,Cercle Brugge vs. Oud-Heverlee Leuven 1:1,2021-2022
1,1,Waldo Rubio,73,Cercle Brugge,Cercle Brugge vs. Oud-Heverlee Leuven 1:1,2021-2022
1,0,Marius Mouandilmadji,14,RFC Seraing,RFC Seraing vs. KV Mechelen 1:0,2021-2022
0,1,Benito Raman,39,RSC Anderlecht,KAS Eupen vs. RSC Anderlecht 1:1,2021-2022
1,1,Jens Cools,46,KAS Eupen,KAS Eupen vs. RSC Anderlecht 1:1,2021-2022
0,1,Eduard Sobol,84,Club Brugge KV,Union Saint-Gilloise vs. Club Brugge KV 0:1,2021-2022
0,1,Klauss,60,Standard Liège,SV Zulte Waregem vs. Standard Liège 1:2,2021-2022
1,1,Abdoulaye Sissako,74,SV Zulte Waregem,SV Zulte Waregem vs. Standard Liège 1:2,2021-2022
1,2,Abdoul Tapsoba,89,Standard Liège,SV Zulte Waregem vs. Standard Liège 1:2,2021-2022
1,0,Gianni Bruno,19,KAA Gent,KAA Gent vs. K Beerschot VA 2:2,2021-2022
2,0,Tarik Tissoudali,47,KAA Gent,KAA Gent vs. K Beerschot VA 2:2,2021-2022
2,1,Abdoulie Sanyang,73,K Beerschot VA,KAA Gent vs. K Beerschot VA 2:2,2021-2022
2,2,Marius Noubissi,77,K Beerschot VA,KAA Gent vs. K Beerschot VA 2:2,2021-2022
0,1,Faïz Selemani,87,KV Kortrijk,Royal Antwerp FC vs. KV Kortrijk 0:1,2021-2022
1,0,Ruud Vormer,35,Club Brugge KV,Club Brugge KV vs. Cercle Brugge 1:1,2021-2022
1,1,Waldo Rubio,90,Cercle Brugge,Club Brugge KV vs. Cercle Brugge 1:1,2021-2022
0,1,Deniz Undav,14,Union Saint-Gilloise,K Beerschot VA vs. Union Saint-Gilloise 0:3,2021-2022
0,2,Deniz Undav,50,Union Saint-Gilloise,K Beerschot VA vs. Union Saint-Gilloise 0:3,2021-2022
0,3,Loïc Lapoussin,54,Union Saint-Gilloise,K Beerschot VA vs. Union Saint-Gilloise 0:3,2021-2022
1,0,Vinicius Souza,33,KV Mechelen,KV Mechelen vs. KAS Eupen 1:3,2021-2022
1,1,Stef Peeters,49,KAS Eupen,KV Mechelen vs. KAS Eupen 1:3,2021-2022
1,2,Emmanuel Agbadou,85,KAS Eupen,KV Mechelen vs. KAS Eupen 1:3,2021-2022
1,3,Carlos Embalo,90,KAS Eupen,KV Mechelen vs. KAS Eupen 1:3,2021-2022
0,1,Zinho Gano,48,SV Zulte Waregem,Sint-Truidense VV vs. SV Zulte Waregem 1:3,2021-2022
0,2,Jelle Vossen,69,SV Zulte Waregem,Sint-Truidense VV vs. SV Zulte Waregem 1:3,2021-2022
0,3,Zinho Gano,84,SV Zulte Waregem,Sint-Truidense VV vs. SV Zulte Waregem 1:3,2021-2022
1,3,Laurens De Bock,90,Sint-Truidense VV,Sint-Truidense VV vs. SV Zulte Waregem 1:3,2021-2022
1,0,Teddy Chevalier,18,KV Kortrijk,KV Kortrijk vs. KRC Genk 1:2,2021-2022
1,1,Paul Onuachu,52,KRC Genk,KV Kortrijk vs. KRC Genk 1:2,2021-2022
1,2,Daniel Muñoz,90,KRC Genk,KV Kortrijk vs. KRC Genk 1:2,2021-2022
0,1,Michael Frey,6,Royal Antwerp FC,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
0,2,Michael Frey,37,Royal Antwerp FC,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
1,2,Jackson Muleka,55,Standard Liège,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
1,3,Michael Frey,59,Royal Antwerp FC,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
1,4,Michael Frey,61,Royal Antwerp FC,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
1,5,Michael Frey,68,Royal Antwerp FC,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
2,5,Denis Drăguş,77,Standard Liège,Standard Liège vs. Royal Antwerp FC 2:5,2021-2022
0,1,Adem Zorgane,8,Sporting Charleroi,Oud-Heverlee Leuven vs. Sporting Charleroi 1:1,2021-2022
1,1,Thomas Henry,61,Oud-Heverlee Leuven,Oud-Heverlee Leuven vs. Sporting Charleroi 1:1,2021-2022
1,0,Isaac Kiese Thelin,69,RSC Anderlecht,RSC Anderlecht vs. RFC Seraing 3:0,2021-2022
2,0,Sergio Gómez,82,RSC Anderlecht,RSC Anderlecht vs. RFC Seraing 3:0,2021-2022
3,0,Francis Amuzu,90,RSC Anderlecht,RSC Anderlecht vs. RFC Seraing 3:0,2021-2022
1,0,Makhtar Gueye,73,KV Oostende,KV Oostende vs. KAA Gent 1:0,2021-2022
0,1,Viktor Fischer,38,Royal Antwerp FC,Sporting Charleroi vs. Royal Antwerp FC 1:1,2021-2022
1,1,Anass Zaroury,57,Sporting Charleroi,Sporting Charleroi vs. Royal Antwerp FC 1:1,2021-2022
1,0,Dante Vanzeir,9,Union Saint-Gilloise,Union Saint-Gilloise vs. KV Kortrijk 2:0,2021-2022
2,0,Senne Lynen,52,Union Saint-Gilloise,Union Saint-Gilloise vs. KV Kortrijk 2:0,2021-2022
1,0,Boris Lambert,21,KAS Eupen,KAS Eupen vs. Sint-Truidense VV 2:1,2021-2022
1,1,Nelson Balongo,65,Sint-Truidense VV,KAS Eupen vs. Sint-Truidense VV 2:1,2021-2022
2,1,Jonathan Heris,74,KAS Eupen,KAS Eupen vs. Sint-Truidense VV 2:1,2021-2022
1,0,Youssef Maziz,45,RFC Seraing,RFC Seraing vs. KV Oostende 2:3,2021-2022
1,1,Makhtar Gueye,47,KV Oostende,RFC Seraing vs. KV Oostende 2:3,2021-2022
1,2,Thierry Ambrose,49,KV Oostende,RFC Seraing vs. KV Oostende 2:3,2021-2022
1,3,Nick Bätzner,73,KV Oostende,RFC Seraing vs. KV Oostende 2:3,2021-2022
2,3,Youssef Maziz,83,RFC Seraing,RFC Seraing vs. KV Oostende 2:3,2021-2022
1,0,Théo Bongonda,3,KRC Genk,KRC Genk vs. Oud-Heverlee Leuven 4:0,2021-2022
2,0,Paul Onuachu,59,KRC Genk,KRC Genk vs. Oud-Heverlee Leuven 4:0,2021-2022
3,0,Junya Ito,77,KRC Genk,KRC Genk vs. Oud-Heverlee Leuven 4:0,2021-2022
4,0,Kristian Thorstvedt,90,KRC Genk,KRC Genk vs. Oud-Heverlee Leuven 4:0,2021-2022
0,1,Klauss,64,Standard Liège,K Beerschot VA vs. Standard Liège 0:1,2021-2022
1,0,Michael Ngadeu-Ngadjui,28,KAA Gent,KAA Gent vs. KV Mechelen 2:0,2021-2022
2,0,Núrio Fortuna,90,KAA Gent,KAA Gent vs. KV Mechelen 2:0,2021-2022
1,0,Olivier Deman,1,Cercle Brugge,Cercle Brugge vs. RSC Anderlecht 1:2,2021-2022
1,1,Joshua Zirkzee,13,RSC Anderlecht,Cercle Brugge vs. RSC Anderlecht 1:2,2021-2022
1,2,Joshua Zirkzee,29,RSC Anderlecht,Cercle Brugge vs. RSC Anderlecht 1:2,2021-2022
0,1,Noa Lang,42,Club Brugge KV,SV Zulte Waregem vs. Club Brugge KV 0:4,2021-2022
0,2,Ruud Vormer,65,Club Brugge KV,SV Zulte Waregem vs. Club Brugge KV 0:4,2021-2022
0,3,Hans Vanaken,69,Club Brugge KV,SV Zulte Waregem vs. Club Brugge KV 0:4,2021-2022
0,4,Charles De Ketelaere,75,Club Brugge KV,SV Zulte Waregem vs. Club Brugge KV 0:4,2021-2022
1,0,Selim Amallah,78,Standard Liège,Standard Liège vs. KV Oostende 1:0,2021-2022
0,1,Boris Popović,5,Cercle Brugge,RFC Seraing vs. Cercle Brugge 2:1,2021-2022
1,1,Youssef Maziz,54,RFC Seraing,RFC Seraing vs. Cercle Brugge 2:1,2021-2022
2,1,Marius Mouandilmadji,79,RFC Seraing,RFC Seraing vs. Cercle Brugge 2:1,2021-2022
0,1,Smail Prevljak,31,KAS Eupen,Oud-Heverlee Leuven vs. KAS Eupen 1:4,2021-2022
0,2,Julien N'Goy,39,KAS Eupen,Oud-Heverlee Leuven vs. KAS Eupen 1:4,2021-2022
0,3,Konan N'Dri,56,KAS Eupen,Oud-Heverlee Leuven vs. KAS Eupen 1:4,2021-2022
0,4,Emmanuel Agbadou,80,KAS Eupen,Oud-Heverlee Leuven vs. KAS Eupen 1:4,2021-2022
1,4,Levan Shengelia,83,Oud-Heverlee Leuven,Oud-Heverlee Leuven vs. KAS Eupen 1:4,2021-2022
0,1,Faïz Selemani,1,KV Kortrijk,Sint-Truidense VV vs. KV Kortrijk 0:2,2021-2022
0,2,Pape Gueye,90,KV Kortrijk,Sint-Truidense VV vs. KV Kortrijk 0:2,2021-2022
0,1,Anass Zaroury,19,Sporting Charleroi,SV Zulte Waregem vs. Sporting Charleroi 2:2,2021-2022
1,1,Jelle Vossen,37,SV Zulte Waregem,SV Zulte Waregem vs. Sporting Charleroi 2:2,2021-2022
1,2,Shamar Nicholson,51,Sporting Charleroi,SV Zulte Waregem vs. Sporting Charleroi 2:2,2021-2022
2,2,Jelle Vossen,78,SV Zulte Waregem,SV Zulte Waregem vs. Sporting Charleroi 2:2,2021-2022
1,0,Éder Balanta,4,Club Brugge KV,Club Brugge KV vs. K Beerschot VA 3:2,2021-2022
2,0,Charles De Ketelaere,30,Club Brugge KV,Club Brugge KV vs. K Beerschot VA 3:2,2021-2022
2,1,Joren Dom,37,K Beerschot VA,Club Brugge KV vs. K Beerschot VA 3:2,2021-2022
3,1,Tibo Persyn,55,Club Brugge KV,Club Brugge KV vs. K Beerschot VA 3:2,2021-2022
3,2,Jan Van den Bergh,76,K Beerschot VA,Club Brugge KV vs. K Beerschot VA 3:2,2021-2022
0,1,Dante Vanzeir,1,Union Saint-Gilloise,KV Mechelen vs. Union Saint-Gilloise 3:1,2021-2022
1,1,Hugo Cuypers,13,KV Mechelen,KV Mechelen vs. Union Saint-Gilloise 3:1,2021-2022
2,1,Marian Shved,55,KV Mechelen,KV Mechelen vs. Union Saint-Gilloise 3:1,2021-2022
3,1,Nikola Storm,77,KV Mechelen,KV Mechelen vs. Union Saint-Gilloise 3:1,2021-2022
0,1,Paul Onuachu,13,KRC Genk,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
1,1,Ritchie De Laet,27,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
2,1,Birger Verstraete,37,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
3,1,Koji Miyoshi,41,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
4,1,Michael Frey,69,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
4,2,Paul Onuachu,80,KRC Genk,Royal Antwerp FC vs. KRC Genk 4:2,2021-2022
0,1,Alessio Castro-Montes,39,KAA Gent,RSC Anderlecht vs. KAA Gent 1:1,2021-2022
1,1,Lior Refaelov,59,RSC Anderlecht,RSC Anderlecht vs. KAA Gent 1:1,2021-2022
0,1,Nikola Storm,14,KV Mechelen,KV Kortrijk vs. KV Mechelen 2:2,2021-2022
0,2,Nikola Storm,20,KV Mechelen,KV Kortrijk vs. KV Mechelen 2:2,2021-2022
1,2,Kristof D'Haene,58,KV Kortrijk,KV Kortrijk vs. KV Mechelen 2:2,2021-2022
2,2,Pape Gueye,76,KV Kortrijk,KV Kortrijk vs. KV Mechelen 2:2,2021-2022
1,0,Shamar Nicholson,37,Sporting Charleroi,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
2,0,Shamar Nicholson,51,Sporting Charleroi,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
2,1,Raphael Holzhauser,59,K Beerschot VA,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
3,1,Ryota Morioka,60,Sporting Charleroi,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
4,1,Shamar Nicholson,78,Sporting Charleroi,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
4,2,Aboubakar Keita,88,K Beerschot VA,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
5,2,Ryota Morioka,90,Sporting Charleroi,Sporting Charleroi vs. K Beerschot VA 5:2,2021-2022
0,1,Daichi Hayashi,7,Sint-Truidense VV,Cercle Brugge vs. Sint-Truidense VV 0:1,2021-2022
0,1,Youssef Maziz,48,RFC Seraing,KAS Eupen vs. RFC Seraing 1:2,2021-2022
0,2,Fabrice Sambu,51,RFC Seraing,KAS Eupen vs. RFC Seraing 1:2,2021-2022
1,2,Guillaume Dietsch,90,KAS Eupen,KAS Eupen vs. RFC Seraing 1:2,2021-2022
1,0,Casper Nielsen,23,Union Saint-Gilloise,Union Saint-Gilloise vs. Standard Liège 4:0,2021-2022
2,0,Dante Vanzeir,39,Union Saint-Gilloise,Union Saint-Gilloise vs. Standard Liège 4:0,2021-2022
3,0,Dante Vanzeir,52,Union Saint-Gilloise,Union Saint-Gilloise vs. Standard Liège 4:0,2021-2022
4,0,Dante Vanzeir,71,Union Saint-Gilloise,Union Saint-Gilloise vs. Standard Liège 4:0,2021-2022
1,0,Tarik Tissoudali,10,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
2,0,Julien De Sart,15,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
3,0,Núrio Fortuna,38,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
4,0,Roman Bezus,61,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
4,1,Hans Vanaken,65,Club Brugge KV,KAA Gent vs. Club Brugge KV 6:1,2021-2022
5,1,Laurent Depoitre,66,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
6,1,Simon Mignolet,79,KAA Gent,KAA Gent vs. Club Brugge KV 6:1,2021-2022
1,0,Mathieu Maertens,38,Royal Antwerp FC,Royal Antwerp FC vs. Oud-Heverlee Leuven 2:2,2021-2022
2,0,Michael Frey,45,Royal Antwerp FC,Royal Antwerp FC vs. Oud-Heverlee Leuven 2:2,2021-2022
2,1,Cenk Özkaçar,55,Oud-Heverlee Leuven,Royal Antwerp FC vs. Oud-Heverlee Leuven 2:2,2021-2022
2,2,Levan Shengelia,76,Oud-Heverlee Leuven,Royal Antwerp FC vs. Oud-Heverlee Leuven 2:2,2021-2022
1,0,Iké Ugbo,87,KRC Genk,KRC Genk vs. RSC Anderlecht 1:0,2021-2022
0,1,Jelle Vossen,5,SV Zulte Waregem,KV Oostende vs. SV Zulte Waregem 0:2,2021-2022
0,2,Jelle Vossen,84,SV Zulte Waregem,KV Oostende vs. SV Zulte Waregem 0:2,2021-2022
1,0,Noa Lang,23,Club Brugge KV,Club Brugge KV vs. KV Oostende 3:0,2021-2022
2,0,Hans Vanaken,56,Club Brugge KV,Club Brugge KV vs. KV Oostende 3:0,2021-2022
3,0,Noa Lang,80,Club Brugge KV,Club Brugge KV vs. KV Oostende 3:0,2021-2022
0,1,Michael Frey,55,Royal Antwerp FC,KAS Eupen vs. Royal Antwerp FC 0:1,2021-2022
1,0,Zinho Gano,35,SV Zulte Waregem,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
2,0,Zinho Gano,49,SV Zulte Waregem,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
2,1,Álex Millán,65,Cercle Brugge,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
2,2,Álex Millán,72,Cercle Brugge,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
2,3,Vitinho,89,Cercle Brugge,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
2,4,Dino Hotič,90,Cercle Brugge,SV Zulte Waregem vs. Cercle Brugge 2:4,2021-2022
1,0,Benito Raman,23,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
1,1,Nikola Storm,37,KV Mechelen,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
2,1,Christian Kouamé,49,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
3,1,Christian Kouamé,57,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
4,1,Michael Murillo,61,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
5,1,Francis Amuzu,74,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
6,1,Yari Verschaeren,85,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
7,1,Joshua Zirkzee,87,RSC Anderlecht,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
7,2,Onur Kaya,90,KV Mechelen,RSC Anderlecht vs. KV Mechelen 7:2,2021-2022
0,1,Ali Gholizadeh,5,Sporting Charleroi,KAA Gent vs. Sporting Charleroi 2:3,2021-2022
0,2,Mamadou Fall,12,Sporting Charleroi,KAA Gent vs. Sporting Charleroi 2:3,2021-2022
1,2,Alessio Castro-Montes,35,KAA Gent,KAA Gent vs. Sporting Charleroi 2:3,2021-2022
2,2,Laurent Depoitre,57,KAA Gent,KAA Gent vs. Sporting Charleroi 2:3,2021-2022
2,3,Andreas Hanche-Olsen,90,Sporting Charleroi,KAA Gent vs. Sporting Charleroi 2:3,2021-2022
0,1,Selim Amallah,21,Standard Liège,RFC Seraing vs. Standard Liège 0:1,2021-2022
1,0,Paul Onuachu,73,KRC Genk,KRC Genk vs. Union Saint-Gilloise 1:1,2021-2022
1,1,Deniz Undav,90,Union Saint-Gilloise,KRC Genk vs. Union Saint-Gilloise 1:1,2021-2022
1,0,Alexis De Sart,50,Oud-Heverlee Leuven,Oud-Heverlee Leuven vs. KV Kortrijk 2:1,2021-2022
1,1,Faïz Selemani,62,KV Kortrijk,Oud-Heverlee Leuven vs. KV Kortrijk 2:1,2021-2022
2,1,Siebe Schrijvers,78,Oud-Heverlee Leuven,Oud-Heverlee Leuven vs. KV Kortrijk 2:1,2021-2022
0,1,Steve De Ridder,42,Sint-Truidense VV,K Beerschot VA vs. Sint-Truidense VV 0:1,2021-2022
0,1,Edo Kayembe,19,KAS Eupen,Cercle Brugge vs. KAS Eupen 1:2,2021-2022
1,1,Charles Vanhoutte,35,Cercle Brugge,Cercle Brugge vs. KAS Eupen 1:2,2021-2022
1,2,Emmanuel Agbadou,81,KAS Eupen,Cercle Brugge vs. KAS Eupen 1:2,2021-2022
1,0,Makhtar Gueye,5,KV Oostende,KV Oostende vs. K Beerschot VA 3:1,2021-2022
2,0,Brecht Capon,7,KV Oostende,KV Oostende vs. K Beerschot VA 3:1,2021-2022
3,0,Alfons Amade,66,KV Oostende,KV Oostende vs. K Beerschot VA 3:1,2021-2022
3,1,Issa Soumaré,82,K Beerschot VA,KV Oostende vs. K Beerschot VA 3:1,2021-2022
1,0,Nikola Storm,8,KV Mechelen,KV Mechelen vs. Oud-Heverlee Leuven 2:0,2021-2022
2,0,Kerim Mrabti,44,KV Mechelen,KV Mechelen vs. Oud-Heverlee Leuven 2:0,2021-2022
1,0,Deniz Undav,53,Union Saint-Gilloise,Union Saint-Gilloise vs. SV Zulte Waregem 2:1,2021-2022
1,1,Zinho Gano,78,SV Zulte Waregem,Union Saint-Gilloise vs. SV Zulte Waregem 2:1,2021-2022
2,1,Matty Sorinola,85,Union Saint-Gilloise,Union Saint-Gilloise vs. SV Zulte Waregem 2:1,2021-2022
0,1,Charles De Ketelaere,90,Club Brugge KV,Sporting Charleroi vs. Club Brugge KV 0:1,2021-2022
