scoring_player,scoring_team,time,GH,GA,game,date,season
John Neijenhuis,FC Twente,18,0,1,Roda JC Kerkrade vs. FC Twente 1:2,1990-08-24,1990-1991
Youri Mulder,FC Twente,21,0,2,Roda JC Kerkrade vs. FC Twente 1:2,1990-08-24,1990-1991
René Hofman,Roda JC Kerkrade,35,1,2,Roda JC Kerkrade vs. FC Twente 1:2,1990-08-24,1990-1991
Carlos van Wanrooij,NEC Nijmegen,9,0,1,MVV vs. NEC Nijmegen 1:2,1990-08-25,1990-1991
Sánchez Torres,NEC Nijmegen,29,0,2,MVV vs. NEC Nijmegen 1:2,1990-08-25,1990-1991
Rob Delahaye,MVV,82,1,2,MVV vs. NEC Nijmegen 1:2,1990-08-25,1990-1991
Johan Steur,FC Volendam,17,0,1,sc Heerenveen vs. FC Volendam 1:3,1990-08-25,1990-1991
Maarten de Jong,sc Heerenveen,45,1,1,sc Heerenveen vs. FC Volendam 1:3,1990-08-25,1990-1991
Hans Bakker,FC Volendam,85,1,2,sc Heerenveen vs. FC Volendam 1:3,1990-08-25,1990-1991
Frank Berghuis,FC Volendam,90,1,3,sc Heerenveen vs. FC Volendam 1:3,1990-08-25,1990-1991
Stefan Pettersson,AFC Ajax,6,1,0,AFC Ajax vs. Willem II 3:1,1990-08-26,1990-1991
Danny Blind,AFC Ajax,15,2,0,AFC Ajax vs. Willem II 3:1,1990-08-26,1990-1991
Martin van Geel,Willem II,53,2,1,AFC Ajax vs. Willem II 3:1,1990-08-26,1990-1991
Bryan Roy,AFC Ajax,54,3,1,AFC Ajax vs. Willem II 3:1,1990-08-26,1990-1991
Edwin de Wijs,RKC Waalwijk,49,1,0,RKC Waalwijk vs. FC Groningen 1:1,1990-08-26,1990-1991
Henny Meijer,FC Groningen,88,1,1,RKC Waalwijk vs. FC Groningen 1:1,1990-08-26,1990-1991
Peter Houtman,Sparta Rotterdam,66,1,0,Sparta Rotterdam vs. Vitesse 1:1,1990-08-26,1990-1991
Huub Loeffen,Vitesse,70,1,1,Sparta Rotterdam vs. Vitesse 1:1,1990-08-26,1990-1991
Gerald Vanenburg,PSV Eindhoven,14,1,0,PSV Eindhoven vs. FC Utrecht 5:0,1990-08-28,1990-1991
Juul Ellerman,PSV Eindhoven,17,2,0,PSV Eindhoven vs. FC Utrecht 5:0,1990-08-28,1990-1991
Romário,PSV Eindhoven,68,3,0,PSV Eindhoven vs. FC Utrecht 5:0,1990-08-28,1990-1991
Gerald Vanenburg,PSV Eindhoven,76,4,0,PSV Eindhoven vs. FC Utrecht 5:0,1990-08-28,1990-1991
Romário,PSV Eindhoven,83,5,0,PSV Eindhoven vs. FC Utrecht 5:0,1990-08-28,1990-1991
Marcel Valk,FC Den Haag,23,0,1,FC Twente vs. FC Den Haag 2:1,1990-08-29,1990-1991
Youri Mulder,FC Twente,56,1,1,FC Twente vs. FC Den Haag 2:1,1990-08-29,1990-1991
Berthil ter Avest,FC Twente,58,2,1,FC Twente vs. FC Den Haag 2:1,1990-08-29,1990-1991
Marcel van Helmond,Fortuna Sittard,47,1,0,Fortuna Sittard vs. AFC Ajax 1:1,1990-08-31,1990-1991
Aron Winter,AFC Ajax,81,1,1,Fortuna Sittard vs. AFC Ajax 1:1,1990-08-31,1990-1991
Erwin Koeman,PSV Eindhoven,12,0,1,NEC Nijmegen vs. PSV Eindhoven 1:1,1990-09-01,1990-1991
Arno Arts,NEC Nijmegen,18,1,1,NEC Nijmegen vs. PSV Eindhoven 1:1,1990-09-01,1990-1991
Guus van der Borgt,Willem II,19,1,0,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Edwin Vurens,Sparta Rotterdam,37,1,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Martin van Geel,Willem II,52,2,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Martin van Geel,Willem II,57,3,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Earnie Stewart,Willem II,60,4,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Earnie Stewart,Willem II,64,5,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Earnie Stewart,Willem II,74,6,1,Willem II vs. Sparta Rotterdam 6:1,1990-09-01,1990-1991
Jos Roossien,FC Groningen,16,1,0,FC Groningen vs. Roda JC Kerkrade 3:1,1990-09-02,1990-1991
Graham Arnold,Roda JC Kerkrade,27,1,1,FC Groningen vs. Roda JC Kerkrade 3:1,1990-09-02,1990-1991
Grafton Holband,FC Groningen,38,2,1,FC Groningen vs. Roda JC Kerkrade 3:1,1990-09-02,1990-1991
Harris Huizingh,FC Groningen,40,3,1,FC Groningen vs. Roda JC Kerkrade 3:1,1990-09-02,1990-1991
Pieter Bijl,FC Utrecht,34,1,0,FC Utrecht vs. sc Heerenveen 1:2,1990-09-02,1990-1991
Gertjan Verbeek,sc Heerenveen,55,1,1,FC Utrecht vs. sc Heerenveen 1:2,1990-09-02,1990-1991
Maarten de Jong,sc Heerenveen,56,1,2,FC Utrecht vs. sc Heerenveen 1:2,1990-09-02,1990-1991
John Clayton,FC Volendam,22,1,0,FC Volendam vs. RKC Waalwijk 2:0,1990-09-02,1990-1991
Frank Berghuis,FC Volendam,75,2,0,FC Volendam vs. RKC Waalwijk 2:0,1990-09-02,1990-1991
Harry van der Laan,Feyenoord,2,1,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
Harry van der Laan,Feyenoord,9,2,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
József Kiprich,Feyenoord,47,3,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
Harry van der Laan,Feyenoord,54,4,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
Ioan Sabău,Feyenoord,60,5,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
Harry van der Laan,Feyenoord,77,6,0,Feyenoord vs. MVV 6:0,1990-09-02,1990-1991
Huub Loeffen,Vitesse,43,1,0,Vitesse vs. SVV Schiedam 3:0,1990-09-02,1990-1991
René Eijer,Vitesse,57,2,0,Vitesse vs. SVV Schiedam 3:0,1990-09-02,1990-1991
John van den Brom,Vitesse,90,3,0,Vitesse vs. SVV Schiedam 3:0,1990-09-02,1990-1991
Frank Berghuis,FC Volendam,16,0,1,Roda JC Kerkrade vs. FC Volendam 2:1,1990-09-07,1990-1991
René Trost,Roda JC Kerkrade,25,1,1,Roda JC Kerkrade vs. FC Volendam 2:1,1990-09-07,1990-1991
Graham Arnold,Roda JC Kerkrade,74,2,1,Roda JC Kerkrade vs. FC Volendam 2:1,1990-09-07,1990-1991
Juul Ellerman,PSV Eindhoven,46,1,0,PSV Eindhoven vs. MVV 3:0,1990-09-08,1990-1991
John Bosman,PSV Eindhoven,54,2,0,PSV Eindhoven vs. MVV 3:0,1990-09-08,1990-1991
Gheorghe Popescu,PSV Eindhoven,79,3,0,PSV Eindhoven vs. MVV 3:0,1990-09-08,1990-1991
Lubbe van Dijk,sc Heerenveen,15,1,0,sc Heerenveen vs. NEC Nijmegen 1:1,1990-09-08,1990-1991
Cees Lok,NEC Nijmegen,52,1,1,sc Heerenveen vs. NEC Nijmegen 1:1,1990-09-08,1990-1991
Dennis Bergkamp,AFC Ajax,2,1,0,AFC Ajax vs. FC Twente 1:1,1990-09-09,1990-1991
John Neijenhuis,FC Twente,37,1,1,AFC Ajax vs. FC Twente 1:1,1990-09-09,1990-1991
Jos Roossien,FC Groningen,17,0,1,FC Den Haag vs. FC Groningen 1:2,1990-09-09,1990-1991
Henny Meijer,FC Groningen,56,0,2,FC Den Haag vs. FC Groningen 1:2,1990-09-09,1990-1991
Edwin Grünholz,FC Den Haag,84,1,2,FC Den Haag vs. FC Groningen 1:2,1990-09-09,1990-1991
Gijs Steinmann,RKC Waalwijk,2,1,0,RKC Waalwijk vs. FC Utrecht 1:0,1990-09-09,1990-1991
Erik Meijer,Fortuna Sittard,48,0,1,Sparta Rotterdam vs. Fortuna Sittard 2:2,1990-09-09,1990-1991
Peter Houtman,Sparta Rotterdam,50,1,1,Sparta Rotterdam vs. Fortuna Sittard 2:2,1990-09-09,1990-1991
Michel Valke,Sparta Rotterdam,59,2,1,Sparta Rotterdam vs. Fortuna Sittard 2:2,1990-09-09,1990-1991
Richard Sneekes,Fortuna Sittard,80,2,2,Sparta Rotterdam vs. Fortuna Sittard 2:2,1990-09-09,1990-1991
Edwin Vurens,Sparta Rotterdam,40,0,1,FC Twente vs. Sparta Rotterdam 0:1,1990-09-15,1990-1991
Michel Boerebach,Roda JC Kerkrade,26,0,1,FC Utrecht vs. Roda JC Kerkrade 2:1,1990-09-15,1990-1991
Johan de Kock,FC Utrecht,59,1,1,FC Utrecht vs. Roda JC Kerkrade 2:1,1990-09-15,1990-1991
Włodzimierz Smolarek,FC Utrecht,62,2,1,FC Utrecht vs. Roda JC Kerkrade 2:1,1990-09-15,1990-1991
Aziz Doufikar,Fortuna Sittard,64,1,0,Fortuna Sittard vs. SVV Schiedam 1:0,1990-09-15,1990-1991
Hans Vincent,MVV,67,1,0,MVV vs. sc Heerenveen 2:0,1990-09-15,1990-1991
Rob Delahaye,MVV,82,2,0,MVV vs. sc Heerenveen 2:0,1990-09-15,1990-1991
Jos Roossien,FC Groningen,52,1,0,FC Groningen vs. AFC Ajax 1:2,1990-09-16,1990-1991
Dennis Bergkamp,AFC Ajax,69,1,1,FC Groningen vs. AFC Ajax 1:2,1990-09-16,1990-1991
John van 't Schip,AFC Ajax,82,1,2,FC Groningen vs. AFC Ajax 1:2,1990-09-16,1990-1991
Piet Keur,Feyenoord,51,1,0,Feyenoord vs. PSV Eindhoven 1:1,1990-09-16,1990-1991
John Bosman,PSV Eindhoven,79,1,1,Feyenoord vs. PSV Eindhoven 1:1,1990-09-16,1990-1991
Arno Arts,NEC Nijmegen,10,0,1,Roda JC Kerkrade vs. NEC Nijmegen 2:2,1990-09-22,1990-1991
Mich D'Avray,NEC Nijmegen,20,0,2,Roda JC Kerkrade vs. NEC Nijmegen 2:2,1990-09-22,1990-1991
Graham Arnold,Roda JC Kerkrade,82,1,2,Roda JC Kerkrade vs. NEC Nijmegen 2:2,1990-09-22,1990-1991
René Trost,Roda JC Kerkrade,87,2,2,Roda JC Kerkrade vs. NEC Nijmegen 2:2,1990-09-22,1990-1991
Peter van Velzen,SVV Schiedam,8,1,0,SVV Schiedam vs. FC Twente 1:1,1990-09-22,1990-1991
Mitar Mrkela,FC Twente,14,1,1,SVV Schiedam vs. FC Twente 1:1,1990-09-22,1990-1991
Stefan Pettersson,AFC Ajax,8,1,0,AFC Ajax vs. FC Volendam 3:1,1990-09-23,1990-1991
John van 't Schip,AFC Ajax,11,2,0,AFC Ajax vs. FC Volendam 3:1,1990-09-23,1990-1991
Marcel Peters,FC Volendam,35,2,1,AFC Ajax vs. FC Volendam 3:1,1990-09-23,1990-1991
Ron Willems,AFC Ajax,87,3,1,AFC Ajax vs. FC Volendam 3:1,1990-09-23,1990-1991
Marco Gentile,FC Den Haag,44,1,0,FC Den Haag vs. FC Utrecht 3:1,1990-09-23,1990-1991
Marcel Valk,FC Den Haag,46,2,0,FC Den Haag vs. FC Utrecht 3:1,1990-09-23,1990-1991
Rob Alflen,FC Utrecht,65,2,1,FC Den Haag vs. FC Utrecht 3:1,1990-09-23,1990-1991
Frans Danen,FC Den Haag,90,3,1,FC Den Haag vs. FC Utrecht 3:1,1990-09-23,1990-1991
Edwin de Wijs,RKC Waalwijk,12,1,0,RKC Waalwijk vs. MVV 3:2,1990-09-23,1990-1991
Roberto Lanckohr,MVV,20,1,1,RKC Waalwijk vs. MVV 3:2,1990-09-23,1990-1991
Erik Gouda,RKC Waalwijk,41,2,1,RKC Waalwijk vs. MVV 3:2,1990-09-23,1990-1991
Stanley Brard,RKC Waalwijk,57,3,1,RKC Waalwijk vs. MVV 3:2,1990-09-23,1990-1991
Edwin van Berge Henegouwen,MVV,75,3,2,RKC Waalwijk vs. MVV 3:2,1990-09-23,1990-1991
Juul Ellerman,PSV Eindhoven,68,0,1,sc Heerenveen vs. PSV Eindhoven 0:3,1990-09-23,1990-1991
Romário,PSV Eindhoven,80,0,2,sc Heerenveen vs. PSV Eindhoven 0:3,1990-09-23,1990-1991
Romário,PSV Eindhoven,89,0,3,sc Heerenveen vs. PSV Eindhoven 0:3,1990-09-23,1990-1991
Marco Sas,FC Groningen,55,0,1,Sparta Rotterdam vs. FC Groningen 1:1,1990-09-23,1990-1991
Glenn Helder,Sparta Rotterdam,81,1,1,Sparta Rotterdam vs. FC Groningen 1:1,1990-09-23,1990-1991
Huub Loeffen,Vitesse,11,1,0,Vitesse vs. Fortuna Sittard 2:3,1990-09-23,1990-1991
Fred de Jong,Fortuna Sittard,44,1,1,Vitesse vs. Fortuna Sittard 2:3,1990-09-23,1990-1991
Aziz Doufikar,Fortuna Sittard,62,1,2,Vitesse vs. Fortuna Sittard 2:3,1990-09-23,1990-1991
Jos Mordang,Fortuna Sittard,69,1,3,Vitesse vs. Fortuna Sittard 2:3,1990-09-23,1990-1991
René Eijer,Vitesse,80,2,3,Vitesse vs. Fortuna Sittard 2:3,1990-09-23,1990-1991
Mohamed Sylla,Willem II,40,1,0,Willem II vs. Feyenoord 3:2,1990-09-23,1990-1991
John Feskens,Willem II,44,2,0,Willem II vs. Feyenoord 3:2,1990-09-23,1990-1991
Stanislav Griga,Feyenoord,79,2,1,Willem II vs. Feyenoord 3:2,1990-09-23,1990-1991
Earnie Stewart,Willem II,81,3,1,Willem II vs. Feyenoord 3:2,1990-09-23,1990-1991
Stanislav Griga,Feyenoord,89,3,2,Willem II vs. Feyenoord 3:2,1990-09-23,1990-1991
Maurice Postma,FC Twente,58,1,0,FC Twente vs. Fortuna Sittard 1:0,1990-09-28,1990-1991
Gerald Sandel,Sparta Rotterdam,4,0,1,NEC Nijmegen vs. Sparta Rotterdam 3:1,1990-09-29,1990-1991
Cees Lok,NEC Nijmegen,8,1,1,NEC Nijmegen vs. Sparta Rotterdam 3:1,1990-09-29,1990-1991
Arno Arts,NEC Nijmegen,75,2,1,NEC Nijmegen vs. Sparta Rotterdam 3:1,1990-09-29,1990-1991
Mich D'Avray,NEC Nijmegen,89,3,1,NEC Nijmegen vs. Sparta Rotterdam 3:1,1990-09-29,1990-1991
André de Jong,sc Heerenveen,48,1,0,sc Heerenveen vs. Roda JC Kerkrade 1:2,1990-09-29,1990-1991
René Trost,Roda JC Kerkrade,68,1,1,sc Heerenveen vs. Roda JC Kerkrade 1:2,1990-09-29,1990-1991
Michel Boerebach,Roda JC Kerkrade,89,1,2,sc Heerenveen vs. Roda JC Kerkrade 1:2,1990-09-29,1990-1991
Edwin Olde Riekerink,FC Groningen,12,1,0,FC Groningen vs. Willem II 4:1,1990-09-30,1990-1991
Jos Roossien,FC Groningen,51,2,0,FC Groningen vs. Willem II 4:1,1990-09-30,1990-1991
Henny Meijer,FC Groningen,57,3,0,FC Groningen vs. Willem II 4:1,1990-09-30,1990-1991
Ulrich Wilson,FC Groningen,60,4,0,FC Groningen vs. Willem II 4:1,1990-09-30,1990-1991
Earnie Stewart,Willem II,87,4,1,FC Groningen vs. Willem II 4:1,1990-09-30,1990-1991
John van der Linden,FC Utrecht,8,1,0,FC Utrecht vs. SVV Schiedam 1:0,1990-09-30,1990-1991
Harry van der Laan,Feyenoord,9,1,0,Feyenoord vs. RKC Waalwijk 3:0,1990-09-30,1990-1991
Stanislav Griga,Feyenoord,55,2,0,Feyenoord vs. RKC Waalwijk 3:0,1990-09-30,1990-1991
Regi Blinker,Feyenoord,72,3,0,Feyenoord vs. RKC Waalwijk 3:0,1990-09-30,1990-1991
Stefan Pettersson,AFC Ajax,44,0,1,MVV vs. AFC Ajax 1:4,1990-09-30,1990-1991
Dennis Bergkamp,AFC Ajax,62,0,2,MVV vs. AFC Ajax 1:4,1990-09-30,1990-1991
Stefan Pettersson,AFC Ajax,69,0,3,MVV vs. AFC Ajax 1:4,1990-09-30,1990-1991
Raymond Smeets,MVV,77,1,3,MVV vs. AFC Ajax 1:4,1990-09-30,1990-1991
Ronald de Boer,AFC Ajax,84,1,4,MVV vs. AFC Ajax 1:4,1990-09-30,1990-1991
Gerald Vanenburg,PSV Eindhoven,32,1,0,PSV Eindhoven vs. FC Den Haag 4:0,1990-09-30,1990-1991
Juul Ellerman,PSV Eindhoven,53,2,0,PSV Eindhoven vs. FC Den Haag 4:0,1990-09-30,1990-1991
Gerald Vanenburg,PSV Eindhoven,65,3,0,PSV Eindhoven vs. FC Den Haag 4:0,1990-09-30,1990-1991
Romário,PSV Eindhoven,72,4,0,PSV Eindhoven vs. FC Den Haag 4:0,1990-09-30,1990-1991
Aziz Doufikar,Fortuna Sittard,28,1,0,Fortuna Sittard vs. Feyenoord 3:2,1990-10-05,1990-1991
Gaston Taument,Feyenoord,32,1,1,Fortuna Sittard vs. Feyenoord 3:2,1990-10-05,1990-1991
Andrew MacLeod,Fortuna Sittard,49,2,1,Fortuna Sittard vs. Feyenoord 3:2,1990-10-05,1990-1991
Ioan Sabău,Feyenoord,71,2,2,Fortuna Sittard vs. Feyenoord 3:2,1990-10-05,1990-1991
Roger Reijners,Fortuna Sittard,76,3,2,Fortuna Sittard vs. Feyenoord 3:2,1990-10-05,1990-1991
Marcel van der Net,SVV Schiedam,52,1,0,SVV Schiedam vs. FC Volendam 1:0,1990-10-06,1990-1991
Earnie Stewart,Willem II,28,1,0,Willem II vs. FC Twente 2:1,1990-10-06,1990-1991
Edwin Godee,Willem II,71,2,0,Willem II vs. FC Twente 2:1,1990-10-06,1990-1991
Clemens Zwijnenberg,FC Twente,81,2,1,Willem II vs. FC Twente 2:1,1990-10-06,1990-1991
Dennis Bergkamp,AFC Ajax,8,1,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Aron Winter,AFC Ajax,21,2,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Dennis Bergkamp,AFC Ajax,35,3,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Stefan Pettersson,AFC Ajax,39,4,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Stefan Pettersson,AFC Ajax,52,5,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Stefan Pettersson,AFC Ajax,54,6,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Dennis Bergkamp,AFC Ajax,87,7,0,AFC Ajax vs. NEC Nijmegen 7:0,1990-10-07,1990-1991
Frans Danen,FC Den Haag,5,1,0,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Heini Otto,FC Den Haag,11,2,0,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Heini Otto,FC Den Haag,42,3,0,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Edwin van Berge Henegouwen,MVV,45,3,1,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Edwin Purvis,FC Den Haag,48,4,1,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Cor Lems,FC Den Haag,64,5,1,FC Den Haag vs. MVV 5:1,1990-10-07,1990-1991
Marco Boogers,RKC Waalwijk,31,1,0,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
André Hoekstra,RKC Waalwijk,40,2,0,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
Marco Boogers,RKC Waalwijk,44,3,0,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
Harry Decheiver,sc Heerenveen,53,3,1,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
Ricardo Moniz,RKC Waalwijk,74,4,1,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
Ricardo Moniz,RKC Waalwijk,84,5,1,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
André de Jong,sc Heerenveen,90,5,2,RKC Waalwijk vs. sc Heerenveen 5:2,1990-10-07,1990-1991
Dennis de Nooijer,Sparta Rotterdam,8,1,0,Sparta Rotterdam vs. FC Utrecht 4:1,1990-10-07,1990-1991
Peter Houtman,Sparta Rotterdam,27,2,0,Sparta Rotterdam vs. FC Utrecht 4:1,1990-10-07,1990-1991
Marcel Liesdek,FC Utrecht,35,2,1,Sparta Rotterdam vs. FC Utrecht 4:1,1990-10-07,1990-1991
Peter Houtman,Sparta Rotterdam,37,3,1,Sparta Rotterdam vs. FC Utrecht 4:1,1990-10-07,1990-1991
Peter Houtman,Sparta Rotterdam,73,4,1,Sparta Rotterdam vs. FC Utrecht 4:1,1990-10-07,1990-1991
Jos Roossien,FC Groningen,41,0,1,Vitesse vs. FC Groningen 1:2,1990-10-07,1990-1991
Hans Visser,Vitesse,59,1,1,Vitesse vs. FC Groningen 1:2,1990-10-07,1990-1991
Mart van Duren,FC Groningen,72,1,2,Vitesse vs. FC Groningen 1:2,1990-10-07,1990-1991
Johan Steur,FC Volendam,3,1,0,FC Volendam vs. Vitesse 2:1,1990-10-11,1990-1991
John van den Brom,Vitesse,27,1,1,FC Volendam vs. Vitesse 2:1,1990-10-11,1990-1991
Marcel Peters,FC Volendam,75,2,1,FC Volendam vs. Vitesse 2:1,1990-10-11,1990-1991
Leo Schellevis,FC Den Haag,49,0,1,FC Volendam vs. FC Den Haag 0:2,1990-10-14,1990-1991
Cor Lems,FC Den Haag,88,0,2,FC Volendam vs. FC Den Haag 0:2,1990-10-14,1990-1991
John van den Brom,Vitesse,51,0,1,FC Twente vs. Vitesse 0:2,1990-10-20,1990-1991
Bart Latuheru,Vitesse,90,0,2,FC Twente vs. Vitesse 0:2,1990-10-20,1990-1991
Fred de Jong,Fortuna Sittard,8,1,0,Fortuna Sittard vs. Willem II 2:0,1990-10-20,1990-1991
Aziz Doufikar,Fortuna Sittard,56,2,0,Fortuna Sittard vs. Willem II 2:0,1990-10-20,1990-1991
Graham Arnold,Roda JC Kerkrade,8,0,1,MVV vs. Roda JC Kerkrade 1:2,1990-10-20,1990-1991
Edwin van Berge Henegouwen,MVV,31,1,1,MVV vs. Roda JC Kerkrade 1:2,1990-10-20,1990-1991
Michel Haan,Roda JC Kerkrade,65,1,2,MVV vs. Roda JC Kerkrade 1:2,1990-10-20,1990-1991
Romário,PSV Eindhoven,15,1,0,PSV Eindhoven vs. RKC Waalwijk 3:1,1990-10-20,1990-1991
Juul Ellerman,PSV Eindhoven,31,2,0,PSV Eindhoven vs. RKC Waalwijk 3:1,1990-10-20,1990-1991
Juul Ellerman,PSV Eindhoven,64,3,0,PSV Eindhoven vs. RKC Waalwijk 3:1,1990-10-20,1990-1991
Ricardo Moniz,RKC Waalwijk,82,3,1,PSV Eindhoven vs. RKC Waalwijk 3:1,1990-10-20,1990-1991
Virgil Breetveld,SVV Schiedam,12,0,1,FC Groningen vs. SVV Schiedam 2:2,1990-10-21,1990-1991
Theo ten Caat,FC Groningen,17,1,1,FC Groningen vs. SVV Schiedam 2:2,1990-10-21,1990-1991
Milko Đurovski,FC Groningen,30,2,1,FC Groningen vs. SVV Schiedam 2:2,1990-10-21,1990-1991
Jos Luhukay,SVV Schiedam,43,2,2,FC Groningen vs. SVV Schiedam 2:2,1990-10-21,1990-1991
Gerald Sandel,Sparta Rotterdam,6,0,1,FC Volendam vs. Sparta Rotterdam 2:2,1990-10-21,1990-1991
Peter Houtman,Sparta Rotterdam,24,0,2,FC Volendam vs. Sparta Rotterdam 2:2,1990-10-21,1990-1991
Johan Steur,FC Volendam,41,1,2,FC Volendam vs. Sparta Rotterdam 2:2,1990-10-21,1990-1991
Frank Berghuis,FC Volendam,44,2,2,FC Volendam vs. Sparta Rotterdam 2:2,1990-10-21,1990-1991
Stanislav Griga,Feyenoord,10,1,0,Feyenoord vs. sc Heerenveen 1:1,1990-10-21,1990-1991
Lubbe van Dijk,sc Heerenveen,61,1,1,Feyenoord vs. sc Heerenveen 1:1,1990-10-21,1990-1991
René Trost,Roda JC Kerkrade,52,1,0,Roda JC Kerkrade vs. RKC Waalwijk 1:0,1990-10-26,1990-1991
Mohamed Sylla,Willem II,14,1,0,Willem II vs. FC Volendam 4:1,1990-10-27,1990-1991
Mohamed Sylla,Willem II,31,2,0,Willem II vs. FC Volendam 4:1,1990-10-27,1990-1991
Frank Berghuis,FC Volendam,37,2,1,Willem II vs. FC Volendam 4:1,1990-10-27,1990-1991
Mohamed Sylla,Willem II,63,3,1,Willem II vs. FC Volendam 4:1,1990-10-27,1990-1991
Meindert Dijkstra,Willem II,81,4,1,Willem II vs. FC Volendam 4:1,1990-10-27,1990-1991
Jan Wouters,AFC Ajax,7,1,0,AFC Ajax vs. PSV Eindhoven 3:1,1990-10-28,1990-1991
Juul Ellerman,PSV Eindhoven,58,1,1,AFC Ajax vs. PSV Eindhoven 3:1,1990-10-28,1990-1991
Stefan Pettersson,AFC Ajax,81,2,1,AFC Ajax vs. PSV Eindhoven 3:1,1990-10-28,1990-1991
Dennis Bergkamp,AFC Ajax,90,3,1,AFC Ajax vs. PSV Eindhoven 3:1,1990-10-28,1990-1991
Marcel Valk,FC Den Haag,2,1,0,FC Den Haag vs. sc Heerenveen 3:2,1990-10-28,1990-1991
Harry Decheiver,sc Heerenveen,11,1,1,FC Den Haag vs. sc Heerenveen 3:2,1990-10-28,1990-1991
Richard Goulooze,sc Heerenveen,43,1,2,FC Den Haag vs. sc Heerenveen 3:2,1990-10-28,1990-1991
Frans Danen,FC Den Haag,46,2,2,FC Den Haag vs. sc Heerenveen 3:2,1990-10-28,1990-1991
Anton Vriesde,FC Den Haag,86,3,2,FC Den Haag vs. sc Heerenveen 3:2,1990-10-28,1990-1991
Mitar Mrkela,FC Twente,31,1,0,FC Twente vs. Feyenoord 1:1,1990-10-28,1990-1991
József Kiprich,Feyenoord,43,1,1,FC Twente vs. Feyenoord 1:1,1990-10-28,1990-1991
Virgil Breetveld,SVV Schiedam,52,1,0,SVV Schiedam vs. NEC Nijmegen 1:0,1990-10-28,1990-1991
Johan de Kock,Vitesse,6,1,0,Vitesse vs. FC Utrecht 1:0,1990-10-28,1990-1991
Jerry de Jong,PSV Eindhoven,19,0,1,Roda JC Kerkrade vs. PSV Eindhoven 1:3,1990-10-31,1990-1991
Gène Hanssen,Roda JC Kerkrade,48,1,1,Roda JC Kerkrade vs. PSV Eindhoven 1:3,1990-10-31,1990-1991
Juul Ellerman,PSV Eindhoven,81,1,2,Roda JC Kerkrade vs. PSV Eindhoven 1:3,1990-10-31,1990-1991
Jerry de Jong,PSV Eindhoven,87,1,3,Roda JC Kerkrade vs. PSV Eindhoven 1:3,1990-10-31,1990-1991
Edwin van Berge Henegouwen,MVV,4,1,0,MVV vs. SVV Schiedam 2:0,1990-11-03,1990-1991
Guy François,MVV,87,2,0,MVV vs. SVV Schiedam 2:0,1990-11-03,1990-1991
Henny Meijer,FC Groningen,69,1,0,FC Groningen vs. FC Twente 4:0,1990-11-04,1990-1991
Milko Đurovski,FC Groningen,71,2,0,FC Groningen vs. FC Twente 4:0,1990-11-04,1990-1991
Harris Huizingh,FC Groningen,84,3,0,FC Groningen vs. FC Twente 4:0,1990-11-04,1990-1991
Milko Đurovski,FC Groningen,85,4,0,FC Groningen vs. FC Twente 4:0,1990-11-04,1990-1991
Rob Alflen,FC Utrecht,61,1,0,FC Utrecht vs. Willem II 1:0,1990-11-04,1990-1991
Alex Pastoor,FC Volendam,25,1,0,FC Volendam vs. Fortuna Sittard 2:1,1990-11-04,1990-1991
Frank Berghuis,FC Volendam,41,2,0,FC Volendam vs. Fortuna Sittard 2:1,1990-11-04,1990-1991
Roger Reijners,Fortuna Sittard,63,2,1,FC Volendam vs. Fortuna Sittard 2:1,1990-11-04,1990-1991
