GH,GA,scorer,time,scoring,game,season
0,2,João Correia,85,GD Chaves,FC Arouca vs. GD Chaves 0:2,2023-2024
0,1,Tiago Araújo,12,GD Estoril,Vitória Guimarães vs. GD Estoril 3:2,2023-2024
0,2,Rodrigo Gomes,20,GD Estoril,Vitória Guimarães vs. GD Estoril 3:2,2023-2024
1,2,André Silva,56,Vitória Guimarães,Vitória Guimarães vs. GD Estoril 3:2,2023-2024
2,2,João Mendes,69,Vitória Guimarães,Vitória Guimarães vs. GD Estoril 3:2,2023-2024
3,2,Alisson Safira +3,90,Vitória Guimarães,Vitória Guimarães vs. GD Estoril 3:2,2023-2024
0,1,Fabiano Silva,8,Moreirense FC,Rio Ave FC vs. Moreirense FC 0:4,2023-2024
0,2,João Camacho,18,Moreirense FC,Rio Ave FC vs. Moreirense FC 0:4,2023-2024
0,3,João Camacho,50,Moreirense FC,Rio Ave FC vs. Moreirense FC 0:4,2023-2024
0,4,Madson,82,Moreirense FC,Rio Ave FC vs. Moreirense FC 0:4,2023-2024
1,0,Zé Carlos,61,Gil Vicente,Gil Vicente vs. Casa Pia AC 2:0,2023-2024
2,0,Depú,78,Gil Vicente,Gil Vicente vs. Casa Pia AC 2:0,2023-2024
0,1,Marcelo,21,Boavista,Moreirense FC vs. Boavista 1:1,2023-2024
1,1,André Luis,35,Moreirense FC,Moreirense FC vs. Boavista 1:1,2023-2024
0,1,Félix Correia,19,Gil Vicente,GD Chaves vs. Gil Vicente 4:2,2023-2024
1,1,Héctor Hernández,26,GD Chaves,GD Chaves vs. Gil Vicente 4:2,2023-2024
1,2,Maxime Dominguez,39,Gil Vicente,GD Chaves vs. Gil Vicente 4:2,2023-2024
2,2,Sandro Cruz,58,GD Chaves,GD Chaves vs. Gil Vicente 4:2,2023-2024
3,2,Héctor Hernández,81,GD Chaves,GD Chaves vs. Gil Vicente 4:2,2023-2024
4,2,Héctor Hernández +8,90,GD Chaves,GD Chaves vs. Gil Vicente 4:2,2023-2024
NA,NA,NA,NA,NA,SC Farense vs. FC Vizela 0:0,2023-2024
0,1,Leonardo Ruiz,5,Rio Ave FC,Sporting Braga vs. Rio Ave FC 2:1,2023-2024
1,1,Simon Banza +1,90,Sporting Braga,Sporting Braga vs. Rio Ave FC 2:1,2023-2024
2,1,Abel Ruiz +6,90,Sporting Braga,Sporting Braga vs. Rio Ave FC 2:1,2023-2024
0,1,António Silva +3,90,SL Benfica,GD Estoril vs. SL Benfica 0:1,2023-2024
0,1,Ronaldo +3,90,Estrela Amadora,Casa Pia AC vs. Estrela Amadora 0:1,2023-2024
0,1,João Mendes,1,Vitória Guimarães,FC Famalicão vs. Vitória Guimarães 1:3,2023-2024
0,2,João Mendes +4,45,Vitória Guimarães,FC Famalicão vs. Vitória Guimarães 1:3,2023-2024
1,2,Otávio,63,FC Famalicão,FC Famalicão vs. Vitória Guimarães 1:3,2023-2024
1,3,Bruno Gaspar,77,Vitória Guimarães,FC Famalicão vs. Vitória Guimarães 1:3,2023-2024
1,0,Evanilson,9,FC Porto,FC Porto vs. Portimonense SC 1:0,2023-2024
1,0,Viktor Gyökeres,31,Sporting CP,Sporting CP vs. FC Arouca 2:1,2023-2024
1,1,Rafa Mújica,52,FC Arouca,Sporting CP vs. FC Arouca 2:1,2023-2024
2,1,Hidemasa Morita,68,Sporting CP,Sporting CP vs. FC Arouca 2:1,2023-2024
0,1,Marcelo,39,Moreirense FC,FC Arouca vs. Moreirense FC 0:1,2023-2024
1,0,Pedrão,31,Portimonense SC,Portimonense SC vs. GD Estoril 1:0,2023-2024
1,0,João Mário,44,SL Benfica,SL Benfica vs. Casa Pia AC 1:1,2023-2024
1,1,Larra,81,Casa Pia AC,SL Benfica vs. Casa Pia AC 1:1,2023-2024
1,0,João Mendes,3,Vitória Guimarães,Vitória Guimarães vs. GD Chaves 5:0,2023-2024
2,0,Tomás Händel,43,Vitória Guimarães,Vitória Guimarães vs. GD Chaves 5:0,2023-2024
3,0,Jota Silva +2,45,Vitória Guimarães,Vitória Guimarães vs. GD Chaves 5:0,2023-2024
4,0,André Silva,52,Vitória Guimarães,Vitória Guimarães vs. GD Chaves 5:0,2023-2024
5,0,Manuel Silva +1,90,Vitória Guimarães,Vitória Guimarães vs. GD Chaves 5:0,2023-2024
1,0,Roko Baturina,21,Gil Vicente,Gil Vicente vs. Sporting Braga 3:3,2023-2024
2,0,Maxime Dominguez,58,Gil Vicente,Gil Vicente vs. Sporting Braga 3:3,2023-2024
2,1,Simon Banza,71,Sporting Braga,Gil Vicente vs. Sporting Braga 3:3,2023-2024
2,2,André Horta,78,Sporting Braga,Gil Vicente vs. Sporting Braga 3:3,2023-2024
2,3,André Horta,82,Sporting Braga,Gil Vicente vs. Sporting Braga 3:3,2023-2024
3,3,Roan Wilson,89,Gil Vicente,Gil Vicente vs. Sporting Braga 3:3,2023-2024
0,1,Mohamed Belloumi,4,SC Farense,Rio Ave FC vs. SC Farense 3:4,2023-2024
1,1,Artur Jorge,33,Rio Ave FC,Rio Ave FC vs. SC Farense 3:4,2023-2024
2,1,André Pereira,42,Rio Ave FC,Rio Ave FC vs. SC Farense 3:4,2023-2024
2,2,Bruno Duarte +2,45,SC Farense,Rio Ave FC vs. SC Farense 3:4,2023-2024
3,2,Costinha,62,Rio Ave FC,Rio Ave FC vs. SC Farense 3:4,2023-2024
3,3,Claudio Falcão,89,SC Farense,Rio Ave FC vs. SC Farense 3:4,2023-2024
3,4,Rui Costa +3,90,SC Farense,Rio Ave FC vs. SC Farense 3:4,2023-2024
1,0,André Luiz,74,Estrela Amadora,Estrela Amadora vs. FC Famalicão 1:0,2023-2024
0,1,Mehdi Taremi,22,FC Porto,FC Vizela vs. FC Porto 0:2,2023-2024
0,2,Stephen Eustáquio,44,FC Porto,FC Vizela vs. FC Porto 0:2,2023-2024
0,1,Geny Catamo,37,Sporting CP,Boavista vs. Sporting CP 0:2,2023-2024
0,2,Pedro Gonçalves,85,Sporting CP,Boavista vs. Sporting CP 0:2,2023-2024
0,1,Jordan Holsgrove,75,GD Estoril,FC Porto vs. GD Estoril 0:1,2023-2024
0,1,Fredrik Aursnes,59,SL Benfica,GD Chaves vs. SL Benfica 0:2,2023-2024
0,2,João Mário,80,SL Benfica,GD Chaves vs. SL Benfica 0:2,2023-2024
1,0,Gustavo Sá,36,FC Famalicão,FC Famalicão vs. Gil Vicente 3:1,2023-2024
2,0,Francisco Moura,44,FC Famalicão,FC Famalicão vs. Gil Vicente 3:1,2023-2024
3,0,Chiquinho,60,FC Famalicão,FC Famalicão vs. Gil Vicente 3:1,2023-2024
3,1,Maxime Dominguez,67,Gil Vicente,FC Famalicão vs. Gil Vicente 3:1,2023-2024
0,1,Pedrão,10,Portimonense SC,Sporting Braga vs. Portimonense SC 6:1,2023-2024
1,1,Ricardo Horta,48,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
2,1,Ali Al Musrati,52,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
3,1,Álvaro Djaló,59,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
4,1,Simon Banza,83,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
5,1,Simon Banza,87,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
6,1,Simon Banza,90,Sporting Braga,Sporting Braga vs. Portimonense SC 6:1,2023-2024
0,1,Alberto Soro,70,FC Vizela,Casa Pia AC vs. FC Vizela 0:1,2023-2024
1,0,André Luis,76,Moreirense FC,Moreirense FC vs. Vitória Guimarães 1:0,2023-2024
1,0,Fábio Ronaldo,37,Rio Ave FC,Rio Ave FC vs. Boavista 2:0,2023-2024
2,0,Emmanuel Boateng,47,Rio Ave FC,Rio Ave FC vs. Boavista 2:0,2023-2024
1,0,Daniel Bragança,33,Sporting CP,Sporting CP vs. Estrela Amadora 3:2,2023-2024
1,1,Léo Jabá,50,Estrela Amadora,Sporting CP vs. Estrela Amadora 3:2,2023-2024
1,2,Kikas,55,Estrela Amadora,Sporting CP vs. Estrela Amadora 3:2,2023-2024
2,2,Marcus Edwards,71,Sporting CP,Sporting CP vs. Estrela Amadora 3:2,2023-2024
3,2,Paulinho,79,Sporting CP,Sporting CP vs. Estrela Amadora 3:2,2023-2024
1,0,Mattheus Oliveira,31,SC Farense,SC Farense vs. FC Arouca 2:0,2023-2024
2,0,Bruno Duarte,38,SC Farense,SC Farense vs. FC Arouca 2:0,2023-2024
1,0,Alejandro Marqués,1,GD Estoril,GD Estoril vs. Casa Pia AC 4:0,2023-2024
2,0,Rafik Guitane,24,GD Estoril,GD Estoril vs. Casa Pia AC 4:0,2023-2024
3,0,Rodrigo Gomes,69,GD Estoril,GD Estoril vs. Casa Pia AC 4:0,2023-2024
4,0,Cassiano +5,90,GD Estoril,GD Estoril vs. Casa Pia AC 4:0,2023-2024
1,0,Hélio Varela,14,Portimonense SC,Portimonense SC vs. GD Chaves 2:1,2023-2024
2,0,Ronie Carrillo,38,Portimonense SC,Portimonense SC vs. GD Chaves 2:1,2023-2024
2,1,Benny,87,GD Chaves,Portimonense SC vs. GD Chaves 2:1,2023-2024
0,1,André Luis,90,Moreirense FC,Estrela Amadora vs. Moreirense FC 0:1,2023-2024
NA,NA,NA,NA,NA,FC Vizela vs. FC Famalicão 0:0,2023-2024
1,0,André Silva,17,Vitória Guimarães,Vitória Guimarães vs. FC Porto 1:2,2023-2024
1,1,Zaidu Sanusi,39,FC Porto,Vitória Guimarães vs. FC Porto 1:2,2023-2024
1,2,Francisco Conceição,59,FC Porto,Vitória Guimarães vs. FC Porto 1:2,2023-2024
0,1,Elves,29,SC Farense,Boavista vs. SC Farense 1:3,2023-2024
1,1,Róbert Boženík,86,Boavista,Boavista vs. SC Farense 1:3,2023-2024
1,2,Fabrício Isidoro +3,90,SC Farense,Boavista vs. SC Farense 1:3,2023-2024
1,3,Barbosa +6,90,SC Farense,Boavista vs. SC Farense 1:3,2023-2024
0,1,Miguel Nóbrega,56,Rio Ave FC,Gil Vicente vs. Rio Ave FC 1:1,2023-2024
1,1,Miguel Monteiro,66,Gil Vicente,Gil Vicente vs. Rio Ave FC 1:1,2023-2024
0,1,Álvaro Djaló,36,Sporting Braga,FC Arouca vs. Sporting Braga 0:1,2023-2024
0,1,Viktor Gyökeres,45,Sporting CP,SL Benfica vs. Sporting CP 2:1,2023-2024
1,1,João Neves +4,90,SL Benfica,SL Benfica vs. Sporting CP 2:1,2023-2024
2,1,Casper Tengstedt +7,90,SL Benfica,SL Benfica vs. Sporting CP 2:1,2023-2024
0,1,Samuel Essende,12,FC Vizela,GD Chaves vs. FC Vizela 2:1,2023-2024
1,1,Héctor Hernández,30,GD Chaves,GD Chaves vs. FC Vizela 2:1,2023-2024
2,1,Jô,48,GD Chaves,GD Chaves vs. FC Vizela 2:1,2023-2024
1,0,Aderlan,81,Rio Ave FC,Rio Ave FC vs. Estrela Amadora 1:1,2023-2024
1,1,Josué Sá,86,Estrela Amadora,Rio Ave FC vs. Estrela Amadora 1:1,2023-2024
0,1,Tomás Ribeiro,3,Vitória Guimarães,SC Farense vs. Vitória Guimarães 1:2,2023-2024
1,1,Bruno Duarte,57,SC Farense,SC Farense vs. Vitória Guimarães 1:2,2023-2024
1,2,Jota Silva,87,Vitória Guimarães,SC Farense vs. Vitória Guimarães 1:2,2023-2024
0,1,Evanilson,9,FC Porto,FC Famalicão vs. FC Porto 0:3,2023-2024
0,2,Mehdi Taremi +5,45,FC Porto,FC Famalicão vs. FC Porto 0:3,2023-2024
0,3,Francisco Conceição,87,FC Porto,FC Famalicão vs. FC Porto 0:3,2023-2024
1,0,Samuel Justo,55,Casa Pia AC,Casa Pia AC vs. Portimonense SC 1:0,2023-2024
0,1,Rafik Guitane,24,GD Estoril,Sporting Braga vs. GD Estoril 3:1,2023-2024
1,1,Ricardo Horta,31,Sporting Braga,Sporting Braga vs. GD Estoril 3:1,2023-2024
2,1,Simon Banza,51,Sporting Braga,Sporting Braga vs. GD Estoril 3:1,2023-2024
3,1,Marcelo Carné +1,90,Sporting Braga,Sporting Braga vs. GD Estoril 3:1,2023-2024
NA,NA,NA,NA,NA,Moreirense FC vs. SL Benfica 0:0,2023-2024
0,1,Cristo,2,FC Arouca,Boavista vs. FC Arouca 0:4,2023-2024
0,2,Cristo,23,FC Arouca,Boavista vs. FC Arouca 0:4,2023-2024
0,3,Rafa Mújica,39,FC Arouca,Boavista vs. FC Arouca 0:4,2023-2024
0,4,Jason,72,FC Arouca,Boavista vs. FC Arouca 0:4,2023-2024
0,1,Rúben Fernandes,34,Gil Vicente,Sporting CP vs. Gil Vicente 3:1,2023-2024
1,1,Pedro Tiba,43,Sporting CP,Sporting CP vs. Gil Vicente 3:1,2023-2024
2,1,Viktor Gyökeres,52,Sporting CP,Sporting CP vs. Gil Vicente 3:1,2023-2024
3,1,Viktor Gyökeres,56,Sporting CP,Sporting CP vs. Gil Vicente 3:1,2023-2024
0,1,Simon Banza,15,Sporting Braga,FC Vizela vs. Sporting Braga 1:3,2023-2024
0,2,Simon Banza,56,Sporting Braga,FC Vizela vs. Sporting Braga 1:3,2023-2024
1,2,Samuel Essende,72,FC Vizela,FC Vizela vs. Sporting Braga 1:3,2023-2024
1,3,Bruma +6,90,Sporting Braga,FC Vizela vs. Sporting Braga 1:3,2023-2024
0,1,Claudio Falcão,51,SC Farense,SL Benfica vs. SC Farense 1:1,2023-2024
1,1,Rafa Silva,71,SL Benfica,SL Benfica vs. SC Farense 1:1,2023-2024
0,1,Théo Fonseca,31,FC Famalicão,Portimonense SC vs. FC Famalicão 1:1,2023-2024
1,1,Hélio Varela,61,Portimonense SC,Portimonense SC vs. FC Famalicão 1:1,2023-2024
0,1,Gonçalo Inácio,41,Sporting CP,Vitória Guimarães vs. Sporting CP 3:2,2023-2024
1,1,Tiago Silva +7,45,Vitória Guimarães,Vitória Guimarães vs. Sporting CP 3:2,2023-2024
2,1,André Silva,73,Vitória Guimarães,Vitória Guimarães vs. Sporting CP 3:2,2023-2024
2,2,Nuno Santos,77,Sporting CP,Vitória Guimarães vs. Sporting CP 3:2,2023-2024
3,2,Dani Silva,80,Vitória Guimarães,Vitória Guimarães vs. Sporting CP 3:2,2023-2024
1,0,Evanilson,12,FC Porto,FC Porto vs. Casa Pia AC 3:1,2023-2024
2,0,Zé Pedro,49,FC Porto,FC Porto vs. Casa Pia AC 3:1,2023-2024
3,0,Pepe,81,FC Porto,FC Porto vs. Casa Pia AC 3:1,2023-2024
3,1,Fernando Andrade,89,Casa Pia AC,FC Porto vs. Casa Pia AC 3:1,2023-2024
1,0,Léo Jabá,52,Estrela Amadora,Estrela Amadora vs. Boavista 3:1,2023-2024
1,1,Martim Tavares,74,Boavista,Estrela Amadora vs. Boavista 3:1,2023-2024
2,1,Rodrigo Abascal,78,Estrela Amadora,Estrela Amadora vs. Boavista 3:1,2023-2024
3,1,Kikas,84,Estrela Amadora,Estrela Amadora vs. Boavista 3:1,2023-2024
0,1,Aderlan,5,Rio Ave FC,FC Arouca vs. Rio Ave FC 2:2,2023-2024
0,2,Emmanuel Boateng,29,Rio Ave FC,FC Arouca vs. Rio Ave FC 2:2,2023-2024
1,2,Cristo,50,FC Arouca,FC Arouca vs. Rio Ave FC 2:2,2023-2024
2,2,Jason,62,FC Arouca,FC Arouca vs. Rio Ave FC 2:2,2023-2024
1,0,Rodrigo Gomes,6,GD Estoril,GD Estoril vs. GD Chaves 4:0,2023-2024
2,0,Rodrigo Gomes,61,GD Estoril,GD Estoril vs. GD Chaves 4:0,2023-2024
3,0,Alejandro Marqués,70,GD Estoril,GD Estoril vs. GD Chaves 4:0,2023-2024
4,0,Heriberto Tavares +2,90,GD Estoril,GD Estoril vs. GD Chaves 4:0,2023-2024
1,0,Pedro Tiba,6,Gil Vicente,Gil Vicente vs. Moreirense FC 1:1,2023-2024
1,1,André Luis,83,Moreirense FC,Gil Vicente vs. Moreirense FC 1:1,2023-2024
NA,NA,NA,NA,NA,SC Farense vs. Estrela Amadora 0:0,2023-2024
0,1,Samuel Essende,55,FC Vizela,Rio Ave FC vs. FC Vizela 1:1,2023-2024
1,1,Emmanuel Boateng,72,Rio Ave FC,Rio Ave FC vs. FC Vizela 1:1,2023-2024
1,0,Rafa Mújica +1,45,FC Arouca,FC Arouca vs. Gil Vicente 3:0,2023-2024
2,0,Rafa Mújica,61,FC Arouca,FC Arouca vs. Gil Vicente 3:0,2023-2024
3,0,Rafa Mújica,78,FC Arouca,FC Arouca vs. Gil Vicente 3:0,2023-2024
0,1,Jota Silva,30,Vitória Guimarães,Boavista vs. Vitória Guimarães 1:1,2023-2024
1,1,Tiago Morais +3,90,Boavista,Boavista vs. Vitória Guimarães 1:1,2023-2024
1,0,Maracás,23,Moreirense FC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
2,0,Madson,25,Moreirense FC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
2,1,Sylvester Jasper,40,Portimonense SC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
2,2,Filipe Relvas,74,Portimonense SC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
3,2,André Luis,84,Moreirense FC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
4,2,Kobamelo Kodisang,89,Moreirense FC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
5,2,Matheus Aiás +2,90,Moreirense FC,Moreirense FC vs. Portimonense SC 5:2,2023-2024
0,1,Clayton,20,Casa Pia AC,GD Chaves vs. Casa Pia AC 1:3,2023-2024
0,2,Tiago Dias,23,Casa Pia AC,GD Chaves vs. Casa Pia AC 1:3,2023-2024
1,2,Jô,45,GD Chaves,GD Chaves vs. Casa Pia AC 1:3,2023-2024
1,3,Clayton,82,Casa Pia AC,GD Chaves vs. Casa Pia AC 1:3,2023-2024
0,1,Cassiano,5,GD Estoril,FC Famalicão vs. GD Estoril 1:1,2023-2024
1,1,Jhonder Cádíz,14,FC Famalicão,FC Famalicão vs. GD Estoril 1:1,2023-2024
0,1,Casper Tengstedt,3,SL Benfica,Sporting Braga vs. SL Benfica 0:1,2023-2024
1,0,Viktor Gyökeres,11,Sporting CP,Sporting CP vs. FC Porto 2:0,2023-2024
2,0,Pedro Gonçalves,60,Sporting CP,Sporting CP vs. FC Porto 2:0,2023-2024
NA,NA,NA,NA,NA,FC Vizela vs. Moreirense FC 0:0,2023-2024
1,0,Tiago Silva,63,Vitória Guimarães,Vitória Guimarães vs. Rio Ave FC 1:0,2023-2024
1,0,Kialonda Gaspar,11,Estrela Amadora,Estrela Amadora vs. FC Arouca 1:4,2023-2024
1,1,Rafa Mújica,47,FC Arouca,Estrela Amadora vs. FC Arouca 1:4,2023-2024
1,2,Jason,77,FC Arouca,Estrela Amadora vs. FC Arouca 1:4,2023-2024
1,3,Javi Montero,80,FC Arouca,Estrela Amadora vs. FC Arouca 1:4,2023-2024
1,4,André Bukia +1,90,FC Arouca,Estrela Amadora vs. FC Arouca 1:4,2023-2024
1,0,Arthur Cabral,31,SL Benfica,SL Benfica vs. FC Famalicão 3:0,2023-2024
2,0,Rafa Silva,85,SL Benfica,SL Benfica vs. FC Famalicão 3:0,2023-2024
3,0,Petar Musa,89,SL Benfica,SL Benfica vs. FC Famalicão 3:0,2023-2024
1,0,João Mário,58,FC Porto,FC Porto vs. GD Chaves 1:0,2023-2024
1,0,João Marques,4,GD Estoril,GD Estoril vs. SC Farense 4:0,2023-2024
2,0,Tiago Araújo +5,45,GD Estoril,GD Estoril vs. SC Farense 4:0,2023-2024
3,0,João Marques,47,GD Estoril,GD Estoril vs. SC Farense 4:0,2023-2024
4,0,Raúl Parra,78,GD Estoril,GD Estoril vs. SC Farense 4:0,2023-2024
1,0,Murilo,64,Gil Vicente,Gil Vicente vs. Boavista 1:0,2023-2024
0,1,João Moutinho,51,Sporting Braga,Casa Pia AC vs. Sporting Braga 1:3,2023-2024
1,1,Clayton,74,Casa Pia AC,Casa Pia AC vs. Sporting Braga 1:3,2023-2024
1,2,Simon Banza,77,Sporting Braga,Casa Pia AC vs. Sporting Braga 1:3,2023-2024
1,3,Rodrigo Zalazar,88,Sporting Braga,Casa Pia AC vs. Sporting Braga 1:3,2023-2024
0,1,Viktor Gyökeres,59,Sporting CP,Portimonense SC vs. Sporting CP 1:2,2023-2024
1,1,Filipe Relvas,69,Portimonense SC,Portimonense SC vs. Sporting CP 1:2,2023-2024
1,2,Paulinho,80,Sporting CP,Portimonense SC vs. Sporting CP 1:2,2023-2024
1,0,Marcus Edwards,21,Sporting CP,Sporting CP vs. GD Estoril 5:1,2023-2024
2,0,Marcus Edwards +2,45,Sporting CP,Sporting CP vs. GD Estoril 5:1,2023-2024
3,0,Pedro Álvaro,51,Sporting CP,Sporting CP vs. GD Estoril 5:1,2023-2024
4,0,Pedro Gonçalves,69,Sporting CP,Sporting CP vs. GD Estoril 5:1,2023-2024
5,0,Trincão,78,Sporting CP,Sporting CP vs. GD Estoril 5:1,2023-2024
5,1,Cassiano,82,GD Estoril,Sporting CP vs. GD Estoril 5:1,2023-2024
0,1,Toni Martínez,23,FC Porto,Boavista vs. FC Porto 1:1,2023-2024
1,1,Bruno Lourenço,28,Boavista,Boavista vs. FC Porto 1:1,2023-2024
1,0,André Luiz,7,Estrela Amadora,Estrela Amadora vs. FC Vizela 1:1,2023-2024
1,1,Samu,48,FC Vizela,Estrela Amadora vs. FC Vizela 1:1,2023-2024
1,0,Vítor Gonçalves +2,90,SC Farense,SC Farense vs. Gil Vicente 1:0,2023-2024
0,1,Rafa Silva,39,SL Benfica,FC Arouca vs. SL Benfica 0:3,2023-2024
0,2,Orkun Kökçü,47,SL Benfica,FC Arouca vs. SL Benfica 0:3,2023-2024
0,3,Petar Musa,85,SL Benfica,FC Arouca vs. SL Benfica 0:3,2023-2024
1,0,Vitor Carvalho,53,Sporting Braga,Sporting Braga vs. Vitória Guimarães 1:1,2023-2024
1,1,João Mendes +8,90,Vitória Guimarães,Sporting Braga vs. Vitória Guimarães 1:1,2023-2024
1,0,Emmanuel Boateng,54,Rio Ave FC,Rio Ave FC vs. Portimonense SC 2:0,2023-2024
2,0,Zé Manuel,89,Rio Ave FC,Rio Ave FC vs. Portimonense SC 2:0,2023-2024
0,1,Héctor Hernández,23,GD Chaves,FC Famalicão vs. GD Chaves 2:2,2023-2024
1,1,Théo Fonseca,33,FC Famalicão,FC Famalicão vs. GD Chaves 2:2,2023-2024
2,1,Chiquinho,40,FC Famalicão,FC Famalicão vs. GD Chaves 2:2,2023-2024
2,2,Rúben Ribeiro,56,GD Chaves,FC Famalicão vs. GD Chaves 2:2,2023-2024
1,0,Matheus Aiás,14,Moreirense FC,Moreirense FC vs. Casa Pia AC 1:4,2023-2024
1,1,Yuki Soma,18,Casa Pia AC,Moreirense FC vs. Casa Pia AC 1:4,2023-2024
1,2,Felippe Cardoso,26,Casa Pia AC,Moreirense FC vs. Casa Pia AC 1:4,2023-2024
1,3,João Nunes,39,Casa Pia AC,Moreirense FC vs. Casa Pia AC 1:4,2023-2024
1,4,Felippe Cardoso,56,Casa Pia AC,Moreirense FC vs. Casa Pia AC 1:4,2023-2024
1,0,Carlinhos,56,Portimonense SC,Portimonense SC vs. SC Farense 1:0,2023-2024
0,1,Chiquinho +1,45,FC Famalicão,Casa Pia AC vs. FC Famalicão 0:2,2023-2024
0,2,Jhonder Cádíz,66,FC Famalicão,Casa Pia AC vs. FC Famalicão 0:2,2023-2024
0,1,Paulinho,44,Sporting CP,GD Chaves vs. Sporting CP 0:3,2023-2024
0,2,Trincão,52,Sporting CP,GD Chaves vs. Sporting CP 0:3,2023-2024
0,3,Pedro Gonçalves,56,Sporting CP,GD Chaves vs. Sporting CP 0:3,2023-2024
0,1,Pedro Aparicio,30,Moreirense FC,GD Estoril vs. Moreirense FC 1:3,2023-2024
0,2,Marcelo,33,Moreirense FC,GD Estoril vs. Moreirense FC 1:3,2023-2024
0,3,Alanzinho,74,Moreirense FC,GD Estoril vs. Moreirense FC 1:3,2023-2024
1,3,João Santo,90,GD Estoril,GD Estoril vs. Moreirense FC 1:3,2023-2024
1,0,Gabriel Pereira,12,Gil Vicente,Gil Vicente vs. Estrela Amadora 1:1,2023-2024
1,1,Regis N'do,88,Estrela Amadora,Gil Vicente vs. Estrela Amadora 1:1,2023-2024
0,1,Guga,9,Rio Ave FC,SL Benfica vs. Rio Ave FC 4:1,2023-2024
1,1,Ángel Di María,29,SL Benfica,SL Benfica vs. Rio Ave FC 4:1,2023-2024
2,1,António Silva,61,SL Benfica,SL Benfica vs. Rio Ave FC 4:1,2023-2024
3,1,Marcos Leonardo,80,SL Benfica,SL Benfica vs. Rio Ave FC 4:1,2023-2024
4,1,João Mário +1,90,SL Benfica,SL Benfica vs. Rio Ave FC 4:1,2023-2024
0,1,Vincent Sasso,24,Boavista,FC Vizela vs. Boavista 1:4,2023-2024
0,2,Tiago Morais,40,Boavista,FC Vizela vs. Boavista 1:4,2023-2024
0,3,Rodrigo Abascal,52,Boavista,FC Vizela vs. Boavista 1:4,2023-2024
0,4,Róbert Boženík,65,Boavista,FC Vizela vs. Boavista 1:4,2023-2024
1,4,Samuel Essende,87,FC Vizela,FC Vizela vs. Boavista 1:4,2023-2024
1,0,Fábio Cardoso,12,FC Porto,FC Porto vs. Sporting Braga 2:0,2023-2024
2,0,Evanilson,49,FC Porto,FC Porto vs. Sporting Braga 2:0,2023-2024
0,1,Jason,8,FC Arouca,Vitória Guimarães vs. FC Arouca 2:1,2023-2024
1,1,Jota Silva,45,Vitória Guimarães,Vitória Guimarães vs. FC Arouca 2:1,2023-2024
2,1,André Silva,64,Vitória Guimarães,Vitória Guimarães vs. FC Arouca 2:1,2023-2024
1,0,Jhonder Cádíz,62,FC Famalicão,FC Famalicão vs. Sporting Braga 1:2,2023-2024
1,1,Cristián Borja,73,Sporting Braga,FC Famalicão vs. Sporting Braga 1:2,2023-2024
1,2,Álvaro Djaló +11,90,Sporting Braga,FC Famalicão vs. Sporting Braga 1:2,2023-2024
1,0,Alberto Soro,13,FC Vizela,FC Vizela vs. Sporting CP 2:5,2023-2024
1,1,Viktor Gyökeres +8,45,Sporting CP,FC Vizela vs. Sporting CP 2:5,2023-2024
1,2,Trincão,46,Sporting CP,FC Vizela vs. Sporting CP 2:5,2023-2024
1,3,Paulinho,57,Sporting CP,FC Vizela vs. Sporting CP 2:5,2023-2024
2,3,Samuel Essende,63,FC Vizela,FC Vizela vs. Sporting CP 2:5,2023-2024
2,4,Sebastián Coates,72,Sporting CP,FC Vizela vs. Sporting CP 2:5,2023-2024
2,5,Viktor Gyökeres,86,Sporting CP,FC Vizela vs. Sporting CP 2:5,2023-2024
1,0,Ángel Di María,61,SL Benfica,SL Benfica vs. Boavista 2:0,2023-2024
2,0,Marcos Leonardo +4,90,SL Benfica,SL Benfica vs. Boavista 2:0,2023-2024
1,0,Rafik Guitane,3,GD Estoril,GD Estoril vs. FC Arouca 1:2,2023-2024
1,1,Rafa Mújica,8,FC Arouca,GD Estoril vs. FC Arouca 1:2,2023-2024
1,2,Tiago Esgaio +1,45,FC Arouca,GD Estoril vs. FC Arouca 1:2,2023-2024
0,1,Marco Matias,24,SC Farense,Casa Pia AC vs. SC Farense 1:3,2023-2024
0,2,Zach Muscat,40,SC Farense,Casa Pia AC vs. SC Farense 1:3,2023-2024
0,3,Bruno Duarte,75,SC Farense,Casa Pia AC vs. SC Farense 1:3,2023-2024
1,3,Fernando Andrade,87,Casa Pia AC,Casa Pia AC vs. SC Farense 1:3,2023-2024
1,0,Wendell,8,FC Porto,FC Porto vs. Moreirense FC 5:0,2023-2024
2,0,Evanilson,60,FC Porto,FC Porto vs. Moreirense FC 5:0,2023-2024
