GH,GA,scorer,time,scoring,game,season
1,1,David,77,GD Chaves,GD Estoril vs. GD Chaves 1:1,1991-1992
1,0,Ricky Owubokiri,21,Boavista,Boavista vs. SL Benfica 1:0,1991-1992
0,1,Álvaro Soares,12,SC Salgueiros,União da Madeira vs. SC Salgueiros 2:1,1991-1992
1,1,Dragan Lepinjica,56,União da Madeira,União da Madeira vs. SC Salgueiros 2:1,1991-1992
2,1,Dragan Lepinjica,70,União da Madeira,União da Madeira vs. SC Salgueiros 2:1,1991-1992
1,0,Paulo Pereira,22,FC Porto,FC Porto vs. GD Estoril 5:0,1991-1992
2,0,Ion Timofte,26,FC Porto,FC Porto vs. GD Estoril 5:0,1991-1992
3,0,Emil Kostadinov,33,FC Porto,FC Porto vs. GD Estoril 5:0,1991-1992
4,0,Ion Timofte,52,FC Porto,FC Porto vs. GD Estoril 5:0,1991-1992
5,0,Tozé,67,FC Porto,FC Porto vs. GD Estoril 5:0,1991-1992
1,0,Nuno,4,Paços de Ferreira,Paços de Ferreira vs. CS Marítimo 2:1,1991-1992
2,0,Yulian Spassov,78,Paços de Ferreira,Paços de Ferreira vs. CS Marítimo 2:1,1991-1992
2,1,Ademir Alcântara,86,CS Marítimo,Paços de Ferreira vs. CS Marítimo 2:1,1991-1992
1,0,Ricardo Diabo Loiro,1,SC Farense,SC Farense vs. FC Penafiel 4:1,1991-1992
2,0,Portela,16,SC Farense,SC Farense vs. FC Penafiel 4:1,1991-1992
2,1,Valtinho,23,FC Penafiel,SC Farense vs. FC Penafiel 4:1,1991-1992
3,1,Ricardo Diabo Loiro,80,SC Farense,SC Farense vs. FC Penafiel 4:1,1991-1992
4,1,Milonja Đukić,90,SC Farense,SC Farense vs. FC Penafiel 4:1,1991-1992
NA,NA,NA,NA,NA,FC Famalicão vs. Sporting CP 0:0,1991-1992
1,0,Marito,43,GD Chaves,GD Chaves vs. União Torreense 4:1,1991-1992
2,0,Bené,54,GD Chaves,GD Chaves vs. União Torreense 4:1,1991-1992
2,1,Rosário,74,União Torreense,GD Chaves vs. União Torreense 4:1,1991-1992
3,1,Saavedra,84,GD Chaves,GD Chaves vs. União Torreense 4:1,1991-1992
4,1,Tihomir Rudež,89,GD Chaves,GD Chaves vs. União Torreense 4:1,1991-1992
0,1,Moreira de Sá,6,Vitória Guimarães,Sporting Braga vs. Vitória Guimarães 2:1,1991-1992
1,1,Chiquinho,13,Sporting Braga,Sporting Braga vs. Vitória Guimarães 2:1,1991-1992
2,1,Chiquinho,44,Sporting Braga,Sporting Braga vs. Vitória Guimarães 2:1,1991-1992
1,0,Pacheco,29,SL Benfica,SL Benfica vs. Gil Vicente 5:0,1991-1992
2,0,Paulo Madeira,60,SL Benfica,SL Benfica vs. Gil Vicente 5:0,1991-1992
3,0,César Brito,64,SL Benfica,SL Benfica vs. Gil Vicente 5:0,1991-1992
4,0,Rui Costa,74,SL Benfica,SL Benfica vs. Gil Vicente 5:0,1991-1992
5,0,Mats Magnusson,88,SL Benfica,SL Benfica vs. Gil Vicente 5:0,1991-1992
1,0,Tó Manel,29,SC Beira-Mar,SC Beira-Mar vs. Boavista 2:1,1991-1992
2,0,Serrinha,70,SC Beira-Mar,SC Beira-Mar vs. Boavista 2:1,1991-1992
2,1,Nelo,88,Boavista,SC Beira-Mar vs. Boavista 2:1,1991-1992
0,1,César Brito,35,SL Benfica,Vitória Guimarães vs. SL Benfica 1:3,1991-1992
0,2,Vasiliy Kulkov,67,SL Benfica,Vitória Guimarães vs. SL Benfica 1:3,1991-1992
0,3,Isaías,69,SL Benfica,Vitória Guimarães vs. SL Benfica 1:3,1991-1992
1,3,Ziad Tlemcani,82,Vitória Guimarães,Vitória Guimarães vs. SL Benfica 1:3,1991-1992
NA,NA,NA,NA,NA,União Torreense vs. FC Porto 0:0,1991-1992
1,0,Krasimir Balakov,23,Sporting CP,Sporting CP vs. Sporting Braga 4:2,1991-1992
2,0,Ivailo Iordanov,27,Sporting CP,Sporting CP vs. Sporting Braga 4:2,1991-1992
3,0,Leal,37,Sporting CP,Sporting CP vs. Sporting Braga 4:2,1991-1992
3,1,Moroni,44,Sporting Braga,Sporting CP vs. Sporting Braga 4:2,1991-1992
4,1,Cadete,70,Sporting CP,Sporting CP vs. Sporting Braga 4:2,1991-1992
4,2,Chiquinho,75,Sporting Braga,Sporting CP vs. Sporting Braga 4:2,1991-1992
1,0,Álvaro Soares,13,SC Salgueiros,SC Salgueiros vs. FC Penafiel 1:1,1991-1992
1,1,Krystian Szuster,85,FC Penafiel,SC Salgueiros vs. FC Penafiel 1:1,1991-1992
1,0,Nikola Spasov,66,Paços de Ferreira,Paços de Ferreira vs. SC Farense 1:0,1991-1992
1,0,Ademir Alcântara,64,CS Marítimo,CS Marítimo vs. GD Chaves 1:0,1991-1992
1,0,Armando,66,Gil Vicente,Gil Vicente vs. SC Beira-Mar 2:0,1991-1992
2,0,Makpoloka Mangonga,89,Gil Vicente,Gil Vicente vs. SC Beira-Mar 2:0,1991-1992
1,0,Erwin Sánchez,32,GD Estoril,GD Estoril vs. FC Famalicão 2:1,1991-1992
2,0,Ilia Voinov,60,GD Estoril,GD Estoril vs. FC Famalicão 2:1,1991-1992
2,1,Chico Faria,72,FC Famalicão,GD Estoril vs. FC Famalicão 2:1,1991-1992
1,0,Ricky Owubokiri,46,Boavista,Boavista vs. União da Madeira 3:0,1991-1992
2,0,Ricky Owubokiri,62,Boavista,Boavista vs. União da Madeira 3:0,1991-1992
3,0,Ricky Owubokiri,76,Boavista,Boavista vs. União da Madeira 3:0,1991-1992
1,0,Horácio,17,União da Madeira,União da Madeira vs. Gil Vicente 4:1,1991-1992
2,0,Manú,21,União da Madeira,União da Madeira vs. Gil Vicente 4:1,1991-1992
3,0,Dragan Lepinjica,33,União da Madeira,União da Madeira vs. Gil Vicente 4:1,1991-1992
4,0,Manú,41,União da Madeira,União da Madeira vs. Gil Vicente 4:1,1991-1992
4,1,Armando,83,Gil Vicente,União da Madeira vs. Gil Vicente 4:1,1991-1992
1,0,Paulo Pereira,7,FC Porto,FC Porto vs. CS Marítimo 3:1,1991-1992
1,1,Rui Vieira,10,CS Marítimo,FC Porto vs. CS Marítimo 3:1,1991-1992
2,1,Jorge Costa,44,FC Porto,FC Porto vs. CS Marítimo 3:1,1991-1992
3,1,Domingos Paciência,89,FC Porto,FC Porto vs. CS Marítimo 3:1,1991-1992
NA,NA,NA,NA,NA,FC Penafiel vs. Boavista 0:0,1991-1992
0,1,Álvaro Soares,54,SC Salgueiros,SC Farense vs. SC Salgueiros 1:1,1991-1992
1,1,Ademar,76,SC Farense,SC Farense vs. SC Salgueiros 1:1,1991-1992
1,0,Djamel Menad,2,FC Famalicão,FC Famalicão vs. União Torreense 2:0,1991-1992
2,0,Djamel Menad,24,FC Famalicão,FC Famalicão vs. União Torreense 2:0,1991-1992
0,1,Nuno,22,Paços de Ferreira,GD Chaves vs. Paços de Ferreira 1:1,1991-1992
1,1,Tihomir Rudež,42,GD Chaves,GD Chaves vs. Paços de Ferreira 1:1,1991-1992
0,1,Hélder,3,GD Estoril,Sporting Braga vs. GD Estoril 1:3,1991-1992
0,2,Erwin Sánchez,80,GD Estoril,Sporting Braga vs. GD Estoril 1:3,1991-1992
0,3,Ilia Voinov,83,GD Estoril,Sporting Braga vs. GD Estoril 1:3,1991-1992
1,3,Vinícius,90,Sporting Braga,Sporting Braga vs. GD Estoril 1:3,1991-1992
1,0,William,57,SL Benfica,SL Benfica vs. Sporting CP 2:0,1991-1992
2,0,Pacheco,83,SL Benfica,SL Benfica vs. Sporting CP 2:0,1991-1992
0,1,Oliveira,33,Vitória Guimarães,SC Beira-Mar vs. Vitória Guimarães 1:2,1991-1992
1,1,Petar Petrov,52,SC Beira-Mar,SC Beira-Mar vs. Vitória Guimarães 1:2,1991-1992
1,2,Pedro Barbosa,78,Vitória Guimarães,SC Beira-Mar vs. Vitória Guimarães 1:2,1991-1992
0,1,Vicente,83,União da Madeira,Vitória Guimarães vs. União da Madeira 1:1,1991-1992
1,1,Ziad Tlemcani,87,Vitória Guimarães,Vitória Guimarães vs. União da Madeira 1:1,1991-1992
NA,NA,NA,NA,NA,União Torreense vs. Sporting Braga 0:0,1991-1992
0,1,Redondo,8,SC Beira-Mar,Sporting CP vs. SC Beira-Mar 3:1,1991-1992
1,1,Cadete,45,Sporting CP,Sporting CP vs. SC Beira-Mar 3:1,1991-1992
2,1,Krasimir Balakov,72,Sporting CP,Sporting CP vs. SC Beira-Mar 3:1,1991-1992
3,1,Cadete,89,Sporting CP,Sporting CP vs. SC Beira-Mar 3:1,1991-1992
0,1,Emil Kostadinov,42,FC Porto,Paços de Ferreira vs. FC Porto 0:3,1991-1992
0,2,Domingos Paciência,85,FC Porto,Paços de Ferreira vs. FC Porto 0:3,1991-1992
0,3,Rui Filipe,90,FC Porto,Paços de Ferreira vs. FC Porto 0:3,1991-1992
1,0,Lula,3,CS Marítimo,CS Marítimo vs. FC Famalicão 3:1,1991-1992
1,1,Djamel Menad,12,FC Famalicão,CS Marítimo vs. FC Famalicão 3:1,1991-1992
2,1,Edmilson,49,CS Marítimo,CS Marítimo vs. FC Famalicão 3:1,1991-1992
3,1,Peter Hinds,67,CS Marítimo,CS Marítimo vs. FC Famalicão 3:1,1991-1992
1,0,Makpoloka Mangonga,76,Gil Vicente,Gil Vicente vs. FC Penafiel 2:0,1991-1992
2,0,Zé Nando,85,Gil Vicente,Gil Vicente vs. FC Penafiel 2:0,1991-1992
0,1,Isaías,3,SL Benfica,GD Estoril vs. SL Benfica 0:2,1991-1992
0,2,César Brito,14,SL Benfica,GD Estoril vs. SL Benfica 0:2,1991-1992
NA,NA,NA,NA,NA,GD Chaves vs. SC Farense 0:0,1991-1992
1,0,Ricky Owubokiri,21,Boavista,Boavista vs. SC Salgueiros 2:0,1991-1992
2,0,João Vieira Pinto,35,Boavista,Boavista vs. SC Salgueiros 2:0,1991-1992
1,0,Manú,8,União da Madeira,União da Madeira vs. Sporting CP 1:5,1991-1992
1,1,Cadete,51,Sporting CP,União da Madeira vs. Sporting CP 1:5,1991-1992
1,2,Cadete,63,Sporting CP,União da Madeira vs. Sporting CP 1:5,1991-1992
1,3,Cadete,67,Sporting CP,União da Madeira vs. Sporting CP 1:5,1991-1992
1,4,Cadete,85,Sporting CP,União da Madeira vs. Sporting CP 1:5,1991-1992
1,5,Douglas,88,Sporting CP,União da Madeira vs. Sporting CP 1:5,1991-1992
1,0,Eliseu,53,SC Salgueiros,SC Salgueiros vs. Gil Vicente 1:0,1991-1992
1,0,Paulo Pereira,34,FC Porto,FC Porto vs. GD Chaves 4:1,1991-1992
2,0,Fernando Couto,44,FC Porto,FC Porto vs. GD Chaves 4:1,1991-1992
3,0,Domingos Paciência,53,FC Porto,FC Porto vs. GD Chaves 4:1,1991-1992
3,1,Vicente,57,GD Chaves,FC Porto vs. GD Chaves 4:1,1991-1992
4,1,Rui Filipe,65,FC Porto,FC Porto vs. GD Chaves 4:1,1991-1992
0,1,Taoufik Hicheri,35,Vitória Guimarães,FC Penafiel vs. Vitória Guimarães 0:1,1991-1992
NA,NA,NA,NA,NA,SC Farense vs. Boavista 0:0,1991-1992
1,0,Djamel Menad,67,FC Famalicão,FC Famalicão vs. Paços de Ferreira 1:0,1991-1992
1,0,Eusébio,67,Sporting Braga,Sporting Braga vs. CS Marítimo 2:0,1991-1992
2,0,Chiquinho Conde,89,Sporting Braga,Sporting Braga vs. CS Marítimo 2:0,1991-1992
NA,NA,NA,NA,NA,SL Benfica vs. União Torreense 0:0,1991-1992
1,0,Serrinha,71,SC Beira-Mar,SC Beira-Mar vs. GD Estoril 1:0,1991-1992
1,0,Paulo Jorge,50,Vitória Guimarães,Vitória Guimarães vs. SC Salgueiros 1:0,1991-1992
1,0,Rosário,53,União Torreense,União Torreense vs. SC Beira-Mar 1:0,1991-1992
1,0,Leal,18,Sporting CP,Sporting CP vs. FC Penafiel 3:1,1991-1992
2,0,Cadete,70,Sporting CP,Sporting CP vs. FC Penafiel 3:1,1991-1992
2,1,João Medeiros,87,FC Penafiel,Sporting CP vs. FC Penafiel 3:1,1991-1992
3,1,Cadete,89,Sporting CP,Sporting CP vs. FC Penafiel 3:1,1991-1992
1,0,Emil Kostadinov,39,FC Porto,FC Porto vs. SC Farense 2:0,1991-1992
2,0,Ion Timofte,87,FC Porto,FC Porto vs. SC Farense 2:0,1991-1992
1,0,Jussiê,44,Paços de Ferreira,Paços de Ferreira vs. Sporting Braga 2:1,1991-1992
1,1,José Manuel Forbs,48,Sporting Braga,Paços de Ferreira vs. Sporting Braga 2:1,1991-1992
2,1,Jussiê,89,Paços de Ferreira,Paços de Ferreira vs. Sporting Braga 2:1,1991-1992
0,1,Rui Costa,29,SL Benfica,CS Marítimo vs. SL Benfica 0:4,1991-1992
0,2,Mats Magnusson,56,SL Benfica,CS Marítimo vs. SL Benfica 0:4,1991-1992
0,3,Rui Costa,59,SL Benfica,CS Marítimo vs. SL Benfica 0:4,1991-1992
0,4,Mats Magnusson,72,SL Benfica,CS Marítimo vs. SL Benfica 0:4,1991-1992
0,1,João Vieira Pinto,2,Boavista,Gil Vicente vs. Boavista 1:3,1991-1992
0,2,João Vieira Pinto,11,Boavista,Gil Vicente vs. Boavista 1:3,1991-1992
1,2,Rui Carlos,47,Gil Vicente,Gil Vicente vs. Boavista 1:3,1991-1992
1,3,Ricky Owubokiri,70,Boavista,Gil Vicente vs. Boavista 1:3,1991-1992
1,0,Ilia Voinov,12,GD Estoril,GD Estoril vs. União da Madeira 2:1,1991-1992
1,1,Baía,64,União da Madeira,GD Estoril vs. União da Madeira 2:1,1991-1992
2,1,José Carlos,65,GD Estoril,GD Estoril vs. União da Madeira 2:1,1991-1992
1,0,Mladen Karoglan,17,GD Chaves,GD Chaves vs. FC Famalicão 2:0,1991-1992
2,0,Tihomir Rudež,66,GD Chaves,GD Chaves vs. FC Famalicão 2:0,1991-1992
1,0,Manú,29,União da Madeira,União da Madeira vs. União Torreense 2:0,1991-1992
2,0,Dragan Lepinjica,49,União da Madeira,União da Madeira vs. União Torreense 2:0,1991-1992
1,0,Paulo Duarte,17,SC Salgueiros,SC Salgueiros vs. Sporting CP 1:1,1991-1992
1,1,Tozé,48,Sporting CP,SC Salgueiros vs. Sporting CP 1:1,1991-1992
1,0,Krystian Szuster,12,FC Penafiel,FC Penafiel vs. GD Estoril 4:3,1991-1992
2,0,João Medeiros,14,FC Penafiel,FC Penafiel vs. GD Estoril 4:3,1991-1992
2,1,Mariano,23,GD Estoril,FC Penafiel vs. GD Estoril 4:3,1991-1992
2,2,Stoicho Mladenov,28,GD Estoril,FC Penafiel vs. GD Estoril 4:3,1991-1992
3,2,Valtinho,34,FC Penafiel,FC Penafiel vs. GD Estoril 4:3,1991-1992
4,2,João Medeiros,59,FC Penafiel,FC Penafiel vs. GD Estoril 4:3,1991-1992
4,3,Pedro,68,GD Estoril,FC Penafiel vs. GD Estoril 4:3,1991-1992
1,0,Ademar,14,SC Farense,SC Farense vs. Gil Vicente 1:0,1991-1992
0,1,João Pinto,45,FC Porto,FC Famalicão vs. FC Porto 0:1,1991-1992
0,1,Lino,10,GD Chaves,Sporting Braga vs. GD Chaves 3:1,1991-1992
1,1,Chiquinho,46,Sporting Braga,Sporting Braga vs. GD Chaves 3:1,1991-1992
2,1,José Manuel Forbs,52,Sporting Braga,Sporting Braga vs. GD Chaves 3:1,1991-1992
3,1,Moroni,87,Sporting Braga,Sporting Braga vs. GD Chaves 3:1,1991-1992
0,1,Ziad Tlemcani,20,Vitória Guimarães,Boavista vs. Vitória Guimarães 1:1,1991-1992
1,1,Tavares,22,Boavista,Boavista vs. Vitória Guimarães 1:1,1991-1992
1,0,Pacheco,29,SL Benfica,SL Benfica vs. Paços de Ferreira 4:0,1991-1992
2,0,César Brito,42,SL Benfica,SL Benfica vs. Paços de Ferreira 4:0,1991-1992
3,0,Jonas Thern,75,SL Benfica,SL Benfica vs. Paços de Ferreira 4:0,1991-1992
4,0,César Brito,83,SL Benfica,SL Benfica vs. Paços de Ferreira 4:0,1991-1992
0,1,Edmilson,28,CS Marítimo,SC Beira-Mar vs. CS Marítimo 1:4,1991-1992
0,2,Edmilson,43,CS Marítimo,SC Beira-Mar vs. CS Marítimo 1:4,1991-1992
0,3,Carlos Jorge,58,CS Marítimo,SC Beira-Mar vs. CS Marítimo 1:4,1991-1992
1,3,Tó Manel,66,SC Beira-Mar,SC Beira-Mar vs. CS Marítimo 1:4,1991-1992
1,4,Edmilson,80,CS Marítimo,SC Beira-Mar vs. CS Marítimo 1:4,1991-1992
1,0,Ademir Alcântara,46,CS Marítimo,CS Marítimo vs. União da Madeira 3:1,1991-1992
1,1,Dragan Gaćeša,52,União da Madeira,CS Marítimo vs. União da Madeira 3:1,1991-1992
2,1,Heitor,81,CS Marítimo,CS Marítimo vs. União da Madeira 3:1,1991-1992
3,1,Edmilson,89,CS Marítimo,CS Marítimo vs. União da Madeira 3:1,1991-1992
NA,NA,NA,NA,NA,Vitória Guimarães vs. Gil Vicente 0:0,1991-1992
1,0,Rosário,31,União Torreense,União Torreense vs. FC Penafiel 1:0,1991-1992
0,1,João Vieira Pinto,58,Boavista,Sporting CP vs. Boavista 1:1,1991-1992
1,1,Krasimir Balakov,60,Sporting CP,Sporting CP vs. Boavista 1:1,1991-1992
1,0,Paulo Pereira,11,FC Porto,FC Porto vs. Sporting Braga 2:0,1991-1992
2,0,Toni,28,FC Porto,FC Porto vs. Sporting Braga 2:0,1991-1992
1,0,Nikola Spasov,17,Paços de Ferreira,Paços de Ferreira vs. SC Beira-Mar 1:1,1991-1992
1,1,Tó Manel,67,SC Beira-Mar,Paços de Ferreira vs. SC Beira-Mar 1:1,1991-1992
0,1,Luizão,44,SC Farense,FC Famalicão vs. SC Farense 0:1,1991-1992
0,1,Jovica Nikolić,46,SC Salgueiros,GD Estoril vs. SC Salgueiros 0:2,1991-1992
0,2,Abílio,89,SC Salgueiros,GD Estoril vs. SC Salgueiros 0:2,1991-1992
1,0,Tihomir Rudež,74,GD Chaves,GD Chaves vs. SL Benfica 1:0,1991-1992
0,1,Nikola Spasov,20,Paços de Ferreira,União da Madeira vs. Paços de Ferreira 1:2,1991-1992
1,1,Dragan Gaćeša,45,União da Madeira,União da Madeira vs. Paços de Ferreira 1:2,1991-1992
1,2,Serra,74,Paços de Ferreira,União da Madeira vs. Paços de Ferreira 1:2,1991-1992
0,1,Rosário,28,União Torreense,SC Salgueiros vs. União Torreense 1:1,1991-1992
1,1,Jorge Plácido,48,SC Salgueiros,SC Salgueiros vs. União Torreense 1:1,1991-1992
0,1,Ademir Alcântara,60,CS Marítimo,FC Penafiel vs. CS Marítimo 0:1,1991-1992
0,1,Cadete,62,Sporting CP,Gil Vicente vs. Sporting CP 0:3,1991-1992
0,2,Cadete,64,Sporting CP,Gil Vicente vs. Sporting CP 0:3,1991-1992
0,3,Cadete,87,Sporting CP,Gil Vicente vs. Sporting CP 0:3,1991-1992
1,0,Eugénio,31,SC Farense,SC Farense vs. Vitória Guimarães 3:0,1991-1992
2,0,Mané,36,SC Farense,SC Farense vs. Vitória Guimarães 3:0,1991-1992
3,0,Luizão,68,SC Farense,SC Farense vs. Vitória Guimarães 3:0,1991-1992
1,0,Vinícius,90,Sporting Braga,Sporting Braga vs. FC Famalicão 1:0,1991-1992
1,0,Ricky Owubokiri,16,Boavista,Boavista vs. GD Estoril 5:0,1991-1992
2,0,Ricky Owubokiri,40,Boavista,Boavista vs. GD Estoril 5:0,1991-1992
3,0,Ricky Owubokiri,43,Boavista,Boavista vs. GD Estoril 5:0,1991-1992
4,0,Ricky Owubokiri,56,Boavista,Boavista vs. GD Estoril 5:0,1991-1992
5,0,Ricky Owubokiri,68,Boavista,Boavista vs. GD Estoril 5:0,1991-1992
0,1,João Pinto,64,FC Porto,SL Benfica vs. FC Porto 2:3,1991-1992
1,1,William,74,SL Benfica,SL Benfica vs. FC Porto 2:3,1991-1992
1,2,Emil Kostadinov,84,FC Porto,SL Benfica vs. FC Porto 2:3,1991-1992
2,2,Sergey Yuran,85,SL Benfica,SL Benfica vs. FC Porto 2:3,1991-1992
2,3,Ion Timofte,89,FC Porto,SL Benfica vs. FC Porto 2:3,1991-1992
1,0,Dino Furacão,79,SC Beira-Mar,SC Beira-Mar vs. GD Chaves 1:0,1991-1992
1,0,Evandro,88,União Torreense,União Torreense vs. Boavista 1:0,1991-1992
1,0,João Pinto,17,FC Porto,FC Porto vs. SC Beira-Mar 4:1,1991-1992
2,0,Emil Kostadinov,26,FC Porto,FC Porto vs. SC Beira-Mar 4:1,1991-1992
3,0,Emil Kostadinov,50,FC Porto,FC Porto vs. SC Beira-Mar 4:1,1991-1992
3,1,Petar Petrov,52,SC Beira-Mar,FC Porto vs. SC Beira-Mar 4:1,1991-1992
4,1,Jaime Magalhães,61,FC Porto,FC Porto vs. SC Beira-Mar 4:1,1991-1992
1,0,Nikola Spasov,19,Paços de Ferreira,Paços de Ferreira vs. FC Penafiel 2:1,1991-1992
1,1,Valtinho,20,FC Penafiel,Paços de Ferreira vs. FC Penafiel 2:1,1991-1992
2,1,Yulian Spassov,29,Paços de Ferreira,Paços de Ferreira vs. FC Penafiel 2:1,1991-1992
1,0,Heitor,5,CS Marítimo,CS Marítimo vs. SC Salgueiros 1:1,1991-1992
1,1,Zarko Draskovic,30,SC Salgueiros,CS Marítimo vs. SC Salgueiros 1:1,1991-1992
NA,NA,NA,NA,NA,FC Famalicão vs. SL Benfica 0:0,1991-1992
0,1,Capucho,45,Gil Vicente,GD Estoril vs. Gil Vicente 0:1,1991-1992
0,1,Sérgio Lavos,33,União da Madeira,GD Chaves vs. União da Madeira 0:2,1991-1992
0,2,Dragan Lepinjica,89,União da Madeira,GD Chaves vs. União da Madeira 0:2,1991-1992
1,0,Moroni,12,Sporting Braga,Sporting Braga vs. SC Farense 4:1,1991-1992
2,0,José Manuel Forbs,45,Sporting Braga,Sporting Braga vs. SC Farense 4:1,1991-1992
3,0,Abel Campos,80,Sporting Braga,Sporting Braga vs. SC Farense 4:1,1991-1992
3,1,Hugo,88,SC Farense,Sporting Braga vs. SC Farense 4:1,1991-1992
4,1,Nando,90,Sporting Braga,Sporting Braga vs. SC Farense 4:1,1991-1992
0,1,Ziad Tlemcani,79,Vitória Guimarães,Sporting CP vs. Vitória Guimarães 0:1,1991-1992
1,0,João Baptista,73,Vitória Guimarães,Vitória Guimarães vs. GD Estoril 1:1,1991-1992
1,1,Paulinho,88,GD Estoril,Vitória Guimarães vs. GD Estoril 1:1,1991-1992
1,0,Jairo,11,União da Madeira,União da Madeira vs. FC Porto 2:2,1991-1992
2,0,Horácio,30,União da Madeira,União da Madeira vs. FC Porto 2:2,1991-1992
2,1,Rui Filipe,37,FC Porto,União da Madeira vs. FC Porto 2:2,1991-1992
2,2,Lubomir Vlk,55,FC Porto,União da Madeira vs. FC Porto 2:2,1991-1992
NA,NA,NA,NA,NA,SC Salgueiros vs. Paços de Ferreira 0:0,1991-1992
1,0,Adão,74,FC Penafiel,FC Penafiel vs. GD Chaves 1:0,1991-1992
1,0,Armando,2,Gil Vicente,Gil Vicente vs. União Torreense 2:1,1991-1992
1,1,Hélder,56,União Torreense,Gil Vicente vs. União Torreense 2:1,1991-1992
2,1,Makpoloka Mangonga,82,Gil Vicente,Gil Vicente vs. União Torreense 2:1,1991-1992
0,1,Sergio Duarte,24,Sporting CP,SC Farense vs. Sporting CP 0:2,1991-1992
0,2,Cadete,90,Sporting CP,SC Farense vs. Sporting CP 0:2,1991-1992
1,0,Ricky Owubokiri,20,Boavista,Boavista vs. CS Marítimo 1:0,1991-1992
1,0,César Brito,3,SL Benfica,SL Benfica vs. Sporting Braga 2:0,1991-1992
2,0,Isaías,16,SL Benfica,SL Benfica vs. Sporting Braga 2:0,1991-1992
NA,NA,NA,NA,NA,SC Beira-Mar vs. FC Famalicão 0:0,1991-1992
0,1,Ziad Tlemcani,24,Vitória Guimarães,União Torreense vs. Vitória Guimarães 1:1,1991-1992
1,1,Rosário,44,União Torreense,União Torreense vs. Vitória Guimarães 1:1,1991-1992
1,0,Lubomir Vlk,17,FC Porto,FC Porto vs. FC Penafiel 2:1,1991-1992
2,0,Lubomir Vlk,23,FC Porto,FC Porto vs. FC Penafiel 2:1,1991-1992
2,1,Krystian Szuster,52,FC Penafiel,FC Porto vs. FC Penafiel 2:1,1991-1992
0,1,Tavares,85,Boavista,Paços de Ferreira vs. Boavista 1:1,1991-1992
1,1,Nikola Spasov,90,Paços de Ferreira,Paços de Ferreira vs. Boavista 1:1,1991-1992
1,0,Edmilson,18,CS Marítimo,CS Marítimo vs. Gil Vicente 4:0,1991-1992
2,0,José Pedro,56,CS Marítimo,CS Marítimo vs. Gil Vicente 4:0,1991-1992
3,0,Ademir Alcântara,58,CS Marítimo,CS Marítimo vs. Gil Vicente 4:0,1991-1992
4,0,Heitor,86,CS Marítimo,CS Marítimo vs. Gil Vicente 4:0,1991-1992
1,0,Dane Kuprešanin,25,FC Famalicão,FC Famalicão vs. União da Madeira 2:0,1991-1992
2,0,Hélio,65,FC Famalicão,FC Famalicão vs. União da Madeira 2:0,1991-1992
0,1,Ivailo Iordanov,7,Sporting CP,GD Estoril vs. Sporting CP 1:1,1991-1992
1,1,Martinho,68,GD Estoril,GD Estoril vs. Sporting CP 1:1,1991-1992
1,0,Tihomir Rudež,29,GD Chaves,GD Chaves vs. SC Salgueiros 2:0,1991-1992
2,0,Mladen Karoglan,51,GD Chaves,GD Chaves vs. SC Salgueiros 2:0,1991-1992
1,0,Vinícius,36,Sporting Braga,Sporting Braga vs. SC Beira-Mar 2:1,1991-1992
1,1,Dino Furacão,52,SC Beira-Mar,Sporting Braga vs. SC Beira-Mar 2:1,1991-1992
2,1,Abel Campos,62,Sporting Braga,Sporting Braga vs. SC Beira-Mar 2:1,1991-1992
0,1,Luizão,76,SC Farense,SL Benfica vs. SC Farense 1:1,1991-1992
1,1,Sergey Yuran,89,SL Benfica,SL Benfica vs. SC Farense 1:1,1991-1992
1,0,Ziad Tlemcani,30,Vitória Guimarães,Vitória Guimarães vs. CS Marítimo 3:1,1991-1992
1,1,Heitor,71,CS Marítimo,Vitória Guimarães vs. CS Marítimo 3:1,1991-1992
2,1,Caio Júnior,79,Vitória Guimarães,Vitória Guimarães vs. CS Marítimo 3:1,1991-1992
3,1,Caio Júnior,85,Vitória Guimarães,Vitória Guimarães vs. CS Marítimo 3:1,1991-1992
0,1,Chiquinho,67,Sporting Braga,União da Madeira vs. Sporting Braga 0:2,1991-1992
0,2,Fernando Pires,75,Sporting Braga,União da Madeira vs. Sporting Braga 0:2,1991-1992
1,0,Cadete,34,Sporting CP,Sporting CP vs. União Torreense 4:0,1991-1992
2,0,Cadete,63,Sporting CP,Sporting CP vs. União Torreense 4:0,1991-1992
3,0,Ivailo Iordanov,64,Sporting CP,Sporting CP vs. União Torreense 4:0,1991-1992
4,0,Cadete,85,Sporting CP,Sporting CP vs. União Torreense 4:0,1991-1992
0,1,Emil Kostadinov,89,FC Porto,SC Salgueiros vs. FC Porto 0:1,1991-1992
1,0,Reinaldo Silva,35,FC Penafiel,FC Penafiel vs. FC Famalicão 1:1,1991-1992
1,1,Dane Kuprešanin,73,FC Famalicão,FC Penafiel vs. FC Famalicão 1:1,1991-1992
0,1,Jussiê,42,Paços de Ferreira,Gil Vicente vs. Paços de Ferreira 1:2,1991-1992
1,1,Eliseu,59,Gil Vicente,Gil Vicente vs. Paços de Ferreira 1:2,1991-1992
1,2,Jussiê,76,Paços de Ferreira,Gil Vicente vs. Paços de Ferreira 1:2,1991-1992
1,0,Redouane Hajry,37,SC Farense,SC Farense vs. GD Estoril 2:0,1991-1992
