scoring_player,scoring_team,time,GH,GA,game,date,season
Aykut Kocaman,Fenerbahçe,45,0,1,Zeytinburnuspor vs. Fenerbahçe 1:4,1994-08-13,1994-1995
Aykut Kocaman,Fenerbahçe,63,0,2,Zeytinburnuspor vs. Fenerbahçe 1:4,1994-08-13,1994-1995
Mecnur Çolak,Fenerbahçe,85,0,3,Zeytinburnuspor vs. Fenerbahçe 1:4,1994-08-13,1994-1995
Reha Kapsal,Zeytinburnuspor,88,1,3,Zeytinburnuspor vs. Fenerbahçe 1:4,1994-08-13,1994-1995
Oğuz Çetin,Fenerbahçe,89,1,4,Zeytinburnuspor vs. Fenerbahçe 1:4,1994-08-13,1994-1995
Soner Boz,Trabzonspor,24,1,0,Trabzonspor vs. Altay Izmir 3:1,1994-08-14,1994-1995
Kakhaber Katcharava,Trabzonspor,32,2,0,Trabzonspor vs. Altay Izmir 3:1,1994-08-14,1994-1995
Ünal Karaman,Trabzonspor,55,3,0,Trabzonspor vs. Altay Izmir 3:1,1994-08-14,1994-1995
Ahmet Akuygur,Altay Izmir,79,3,1,Trabzonspor vs. Altay Izmir 3:1,1994-08-14,1994-1995
Hüseyin Sarıçan,Vanspor AS,15,1,0,Vanspor AS vs. Kayserispor 3:0,1994-08-14,1994-1995
Hüseyin Sarıçan,Vanspor AS,51,2,0,Vanspor AS vs. Kayserispor 3:0,1994-08-14,1994-1995
Cumhur Alan,Vanspor AS,68,3,0,Vanspor AS vs. Kayserispor 3:0,1994-08-14,1994-1995
Volkan Gökdemir,Adana Demirspor,27,1,0,Adana Demirspor vs. Antalyaspor 1:0,1994-08-14,1994-1995
Ergün Yücel,MKE Ankaragücü,90,1,0,MKE Ankaragücü vs. Gaziantepspor 1:0,1994-08-14,1994-1995
Eyjólfur Sverrisson,Beşiktaş,14,0,1,Denizlispor vs. Beşiktaş 1:3,1994-08-14,1994-1995
Metin Tekin,Beşiktaş,55,0,2,Denizlispor vs. Beşiktaş 1:3,1994-08-14,1994-1995
Fevzi Gündoğdu,Denizlispor,71,1,2,Denizlispor vs. Beşiktaş 1:3,1994-08-14,1994-1995
Oktay Derelioğlu,Beşiktaş,82,1,3,Denizlispor vs. Beşiktaş 1:3,1994-08-14,1994-1995
Osvaldo Nartallo,Petrol Ofisi Ankara,23,0,1,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Şaban Yıldırım,Bursaspor,30,1,1,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Hasan Çelik,Bursaspor,36,2,1,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Yalçın Kıldıran,Petrol Ofisi Ankara,53,2,2,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Hakan Keleş,Bursaspor,59,3,2,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Tuncay Akgün,Bursaspor,69,4,2,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Hasan Çelik,Bursaspor,82,5,2,Bursaspor vs. Petrol Ofisi Ankara 5:2,1994-08-14,1994-1995
Saffet Sancaklı,Galatasaray,15,1,0,Galatasaray vs. Gençlerbirliği 3:1,1994-08-14,1994-1995
Andre Kona,Gençlerbirliği,54,1,1,Galatasaray vs. Gençlerbirliği 3:1,1994-08-14,1994-1995
Arif Erdem,Galatasaray,80,2,1,Galatasaray vs. Gençlerbirliği 3:1,1994-08-14,1994-1995
Saffet Sancaklı,Galatasaray,85,3,1,Galatasaray vs. Gençlerbirliği 3:1,1994-08-14,1994-1995
Mecnur Çolak,Fenerbahçe,30,1,0,Fenerbahçe vs. MKE Ankaragücü 2:1,1994-08-20,1994-1995
N'Dayi Kalenga,MKE Ankaragücü,39,1,1,Fenerbahçe vs. MKE Ankaragücü 2:1,1994-08-20,1994-1995
Mecnur Çolak,Fenerbahçe,48,2,1,Fenerbahçe vs. MKE Ankaragücü 2:1,1994-08-20,1994-1995
Kubilay Türkyilmaz,Galatasaray,18,0,1,Petrol Ofisi Ankara vs. Galatasaray 0:3,1994-08-20,1994-1995
Saffet Sancaklı,Galatasaray,46,0,2,Petrol Ofisi Ankara vs. Galatasaray 0:3,1994-08-20,1994-1995
Bülent Korkmaz,Galatasaray,85,0,3,Petrol Ofisi Ankara vs. Galatasaray 0:3,1994-08-20,1994-1995
Adam Grad,Kayserispor,6,1,0,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Fernand Coulibaly,Adana Demirspor,26,1,1,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Levent Kurt,Kayserispor,27,2,1,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Levent Kurt,Kayserispor,44,3,1,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Levent Kurt,Kayserispor,55,4,1,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Cengiz Alp,Adana Demirspor,69,4,2,Kayserispor vs. Adana Demirspor 4:2,1994-08-21,1994-1995
Daniel Timofte,Samsunspor,12,1,0,Samsunspor vs. Vanspor AS 2:1,1994-08-21,1994-1995
Faruk Korkmaz,Samsunspor,32,2,0,Samsunspor vs. Vanspor AS 2:1,1994-08-21,1994-1995
Piotr Soczyński,Vanspor AS,79,2,1,Samsunspor vs. Vanspor AS 2:1,1994-08-21,1994-1995
Orhan Çıkırıkçı,Trabzonspor,29,0,1,Antalyaspor vs. Trabzonspor 1:3,1994-08-21,1994-1995
Orhan Kaynak,Trabzonspor,59,0,2,Antalyaspor vs. Trabzonspor 1:3,1994-08-21,1994-1995
Orhan Kaynak,Trabzonspor,62,0,3,Antalyaspor vs. Trabzonspor 1:3,1994-08-21,1994-1995
Lodewijk Roembiak,Antalyaspor,64,1,3,Antalyaspor vs. Trabzonspor 1:3,1994-08-21,1994-1995
Majid Musisi,Bursaspor,29,0,1,Altay Izmir vs. Bursaspor 1:1,1994-08-21,1994-1995
Atakan Sancarbarlaz,Altay Izmir,65,1,1,Altay Izmir vs. Bursaspor 1:1,1994-08-21,1994-1995
Erol Gündoğdu,Zeytinburnuspor,15,0,1,Gençlerbirliği vs. Zeytinburnuspor 1:1,1994-08-21,1994-1995
Andre Kona,Gençlerbirliği,21,1,1,Gençlerbirliği vs. Zeytinburnuspor 1:1,1994-08-21,1994-1995
Eyjólfur Sverrisson,Beşiktaş,21,1,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Oktay Derelioğlu,Beşiktaş,29,2,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Ertuğrul Sağlam,Beşiktaş,35,3,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Oktay Derelioğlu,Beşiktaş,42,4,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Ertuğrul Sağlam,Beşiktaş,56,5,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Oktay Derelioğlu,Beşiktaş,64,6,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Eyjólfur Sverrisson,Beşiktaş,69,7,0,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Faruk Yiğit,Kocaelispor,87,7,1,Beşiktaş vs. Kocaelispor 7:1,1994-08-21,1994-1995
Bülent Uygun,Fenerbahçe,49,0,1,Denizlispor vs. Fenerbahçe 2:3,1994-08-27,1994-1995
Kemal Şahinoğlu,Denizlispor,53,1,1,Denizlispor vs. Fenerbahçe 2:3,1994-08-27,1994-1995
Aykut Kocaman,Fenerbahçe,61,1,2,Denizlispor vs. Fenerbahçe 2:3,1994-08-27,1994-1995
Toprak Kırtoğlu,Fenerbahçe,73,1,3,Denizlispor vs. Fenerbahçe 2:3,1994-08-27,1994-1995
Ismet Taşdemir,Denizlispor,80,2,3,Denizlispor vs. Fenerbahçe 2:3,1994-08-27,1994-1995
Ertuğrul Sağlam,Beşiktaş,35,0,1,Vanspor AS vs. Beşiktaş 0:2,1994-08-28,1994-1995
Ali Güncar,Beşiktaş,51,0,2,Vanspor AS vs. Beşiktaş 0:2,1994-08-28,1994-1995
Fernand Coulibaly,Adana Demirspor,8,1,0,Adana Demirspor vs. Samsunspor 2:0,1994-08-28,1994-1995
Serkan Gültang,Adana Demirspor,68,2,0,Adana Demirspor vs. Samsunspor 2:0,1994-08-28,1994-1995
Engin Özdemir,Gençlerbirliği,88,1,0,Gençlerbirliği vs. Petrol Ofisi Ankara 1:0,1994-08-28,1994-1995
Ümit Birol,Kocaelispor,30,1,0,Kocaelispor vs. Gaziantepspor 2:1,1994-08-28,1994-1995
Elvir Bolić,Gaziantepspor,53,1,1,Kocaelispor vs. Gaziantepspor 2:1,1994-08-28,1994-1995
Faruk Yiğit,Kocaelispor,83,2,1,Kocaelispor vs. Gaziantepspor 2:1,1994-08-28,1994-1995
Gürsel Hattat,Zeytinburnuspor,42,1,0,Zeytinburnuspor vs. MKE Ankaragücü 2:0,1994-08-28,1994-1995
Gürsel Hattat,Zeytinburnuspor,67,2,0,Zeytinburnuspor vs. MKE Ankaragücü 2:0,1994-08-28,1994-1995
Hasan Çelik,Bursaspor,81,1,0,Bursaspor vs. Antalyaspor 2:1,1994-08-28,1994-1995
Lodewijk Roembiak,Antalyaspor,82,1,1,Bursaspor vs. Antalyaspor 2:1,1994-08-28,1994-1995
Adnan Örnek,Bursaspor,89,2,1,Bursaspor vs. Antalyaspor 2:1,1994-08-28,1994-1995
Hakan Şükür,Galatasaray,63,1,0,Galatasaray vs. Altay Izmir 3:1,1994-08-28,1994-1995
Saffet Sancaklı,Galatasaray,66,2,0,Galatasaray vs. Altay Izmir 3:1,1994-08-28,1994-1995
Hakan Şükür,Galatasaray,74,3,0,Galatasaray vs. Altay Izmir 3:1,1994-08-28,1994-1995
Ahmet Akuygur,Altay Izmir,79,3,1,Galatasaray vs. Altay Izmir 3:1,1994-08-28,1994-1995
Orhan Kaynak,Trabzonspor,17,1,0,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Orhan Çıkırıkçı,Trabzonspor,18,2,0,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Hami Mandıralı,Trabzonspor,36,3,0,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Abdullah Ercan,Kayserispor,55,3,1,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Orhan Çıkırıkçı,Trabzonspor,60,4,1,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Adam Grad,Kayserispor,60,4,2,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Hami Mandıralı,Trabzonspor,75,5,2,Trabzonspor vs. Kayserispor 5:2,1994-08-28,1994-1995
Bünyamin Kubat,Samsunspor,49,1,0,Samsunspor vs. Trabzonspor 3:1,1994-09-10,1994-1995
Soner Boz,Trabzonspor,56,1,1,Samsunspor vs. Trabzonspor 3:1,1994-09-10,1994-1995
Faruk Korkmaz,Samsunspor,59,2,1,Samsunspor vs. Trabzonspor 3:1,1994-09-10,1994-1995
Serdar Şahin,Samsunspor,67,3,1,Samsunspor vs. Trabzonspor 3:1,1994-09-10,1994-1995
Aykut Kocaman,Fenerbahçe,12,1,0,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Brian Steen Nielsen,Fenerbahçe,16,2,0,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Aykut Kocaman,Fenerbahçe,26,3,0,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Semih Yuvakuran,Fenerbahçe,45,4,0,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Evren Turhan,Kocaelispor,58,4,1,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Bülent Uygun,Fenerbahçe,75,5,1,Fenerbahçe vs. Kocaelispor 5:1,1994-09-10,1994-1995
Patrik Kazadi,MKE Ankaragücü,43,1,0,MKE Ankaragücü vs. Denizlispor 2:1,1994-09-10,1994-1995
Köksal Şanlı,Denizlispor,82,1,1,MKE Ankaragücü vs. Denizlispor 2:1,1994-09-10,1994-1995
Hakan Çobanoğlu,MKE Ankaragücü,83,2,1,MKE Ankaragücü vs. Denizlispor 2:1,1994-09-10,1994-1995
Elvir Bolić,Gaziantepspor,72,1,0,Gaziantepspor vs. Vanspor AS 1:0,1994-09-11,1994-1995
Adam Grad,Kayserispor,35,1,0,Kayserispor vs. Bursaspor 2:1,1994-09-11,1994-1995
Şaban Yıldırım,Bursaspor,60,1,1,Kayserispor vs. Bursaspor 2:1,1994-09-11,1994-1995
Slavcho Pavlov,Kayserispor,78,2,1,Kayserispor vs. Bursaspor 2:1,1994-09-11,1994-1995
Hamdi Özturgut,Petrol Ofisi Ankara,81,1,0,Petrol Ofisi Ankara vs. Zeytinburnuspor 2:0,1994-09-11,1994-1995
İlhan Arslan,Petrol Ofisi Ankara,84,2,0,Petrol Ofisi Ankara vs. Zeytinburnuspor 2:0,1994-09-11,1994-1995
Tahir Karapınar,Altay Izmir,50,1,0,Altay Izmir vs. Gençlerbirliği 1:1,1994-09-11,1994-1995
Ilker Dalçiçek,Gençlerbirliği,74,1,1,Altay Izmir vs. Gençlerbirliği 1:1,1994-09-11,1994-1995
Kubilay Türkyilmaz,Galatasaray,15,0,1,Antalyaspor vs. Galatasaray 0:5,1994-09-11,1994-1995
Saffet Sancaklı,Galatasaray,17,0,2,Antalyaspor vs. Galatasaray 0:5,1994-09-11,1994-1995
Hakan Şükür,Galatasaray,18,0,3,Antalyaspor vs. Galatasaray 0:5,1994-09-11,1994-1995
Hamza Hamzaoğlu,Galatasaray,44,0,4,Antalyaspor vs. Galatasaray 0:5,1994-09-11,1994-1995
Saffet Sancaklı,Galatasaray,54,0,5,Antalyaspor vs. Galatasaray 0:5,1994-09-11,1994-1995
Eyjólfur Sverrisson,Beşiktaş,2,1,0,Beşiktaş vs. Adana Demirspor 3:0,1994-09-11,1994-1995
Ertuğrul Sağlam,Beşiktaş,40,2,0,Beşiktaş vs. Adana Demirspor 3:0,1994-09-11,1994-1995
Ertuğrul Sağlam,Beşiktaş,50,3,0,Beşiktaş vs. Adana Demirspor 3:0,1994-09-11,1994-1995
Kurthan Yılmaz,Vanspor AS,89,1,0,Vanspor AS vs. Fenerbahçe 1:0,1994-09-17,1994-1995
Hamdi Özturgut,Petrol Ofisi Ankara,13,1,0,Petrol Ofisi Ankara vs. Altay Izmir 2:2,1994-09-17,1994-1995
Vedat Vatansever,Petrol Ofisi Ankara,42,2,0,Petrol Ofisi Ankara vs. Altay Izmir 2:2,1994-09-17,1994-1995
Murat Bölükbaşı,Altay Izmir,61,2,1,Petrol Ofisi Ankara vs. Altay Izmir 2:2,1994-09-17,1994-1995
Murat Bölükbaşı,Altay Izmir,76,2,2,Petrol Ofisi Ankara vs. Altay Izmir 2:2,1994-09-17,1994-1995
Elvir Bolić,Gaziantepspor,43,0,1,Adana Demirspor vs. Gaziantepspor 3:2,1994-09-18,1994-1995
Evariste Dibo,Adana Demirspor,44,1,1,Adana Demirspor vs. Gaziantepspor 3:2,1994-09-18,1994-1995
Fernand Coulibaly,Adana Demirspor,48,2,1,Adana Demirspor vs. Gaziantepspor 3:2,1994-09-18,1994-1995
Fernand Coulibaly,Adana Demirspor,60,3,1,Adana Demirspor vs. Gaziantepspor 3:2,1994-09-18,1994-1995
Elvir Bolić,Gaziantepspor,69,3,2,Adana Demirspor vs. Gaziantepspor 3:2,1994-09-18,1994-1995
Ali Işık,Gençlerbirliği,2,1,0,Gençlerbirliği vs. Antalyaspor 3:1,1994-09-18,1994-1995
Halim Okta,Antalyaspor,16,1,1,Gençlerbirliği vs. Antalyaspor 3:1,1994-09-18,1994-1995
Andre Kona,Gençlerbirliği,53,2,1,Gençlerbirliği vs. Antalyaspor 3:1,1994-09-18,1994-1995
John Moshoeu,Gençlerbirliği,72,3,1,Gençlerbirliği vs. Antalyaspor 3:1,1994-09-18,1994-1995
Roman Dąbrowski,Kocaelispor,1,1,0,Kocaelispor vs. MKE Ankaragücü 2:0,1994-09-18,1994-1995
Ibrahim Ergun Kula,Kocaelispor,49,2,0,Kocaelispor vs. MKE Ankaragücü 2:0,1994-09-18,1994-1995
Ahmet Kanca,Zeytinburnuspor,7,1,0,Zeytinburnuspor vs. Denizlispor 1:0,1994-09-18,1994-1995
Majid Musisi,Bursaspor,63,1,0,Bursaspor vs. Samsunspor 1:1,1994-09-18,1994-1995
Ercan Koloğlu,Samsunspor,88,1,1,Bursaspor vs. Samsunspor 1:1,1994-09-18,1994-1995
Sedat Balkanli,Galatasaray,23,1,0,Galatasaray vs. Kayserispor 2:1,1994-09-18,1994-1995
Hayrettin Kılıç,Kayserispor,27,1,1,Galatasaray vs. Kayserispor 2:1,1994-09-18,1994-1995
Saffet Sancaklı,Galatasaray,75,2,1,Galatasaray vs. Kayserispor 2:1,1994-09-18,1994-1995
Sertan Eser,Beşiktaş,27,0,1,Trabzonspor vs. Beşiktaş 0:2,1994-09-18,1994-1995
Metin Tekin,Beşiktaş,57,0,2,Trabzonspor vs. Beşiktaş 0:2,1994-09-18,1994-1995
Saffet Sancaklı,Galatasaray,20,0,1,Samsunspor vs. Galatasaray 2:2,1994-09-24,1994-1995
Serkan Aykut,Samsunspor,46,1,1,Samsunspor vs. Galatasaray 2:2,1994-09-24,1994-1995
Serkan Aykut,Samsunspor,54,2,1,Samsunspor vs. Galatasaray 2:2,1994-09-24,1994-1995
Sedat Balkanli,Galatasaray,89,2,2,Samsunspor vs. Galatasaray 2:2,1994-09-24,1994-1995
Ünal Karaman,Trabzonspor,17,0,1,Gaziantepspor vs. Trabzonspor 0:2,1994-09-24,1994-1995
Orhan Çıkırıkçı,Trabzonspor,76,0,2,Gaziantepspor vs. Trabzonspor 0:2,1994-09-24,1994-1995
Aykut Kocaman,Fenerbahçe,46,1,0,Fenerbahçe vs. Adana Demirspor 3:0,1994-09-24,1994-1995
Aykut Kocaman,Fenerbahçe,58,2,0,Fenerbahçe vs. Adana Demirspor 3:0,1994-09-24,1994-1995
Feyyaz Uçar,Fenerbahçe,67,3,0,Fenerbahçe vs. Adana Demirspor 3:0,1994-09-24,1994-1995
Abdullah Duran,Gençlerbirliği,27,0,1,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Hakan Azman,Kayserispor,50,1,1,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
John Moshoeu,Gençlerbirliği,60,1,2,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Ilker Dalçiçek,Gençlerbirliği,64,1,3,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Adam Grad,Kayserispor,67,2,3,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Tarik Daşgün,Gençlerbirliği,76,2,4,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Levent Kurt,Kayserispor,88,3,4,Kayserispor vs. Gençlerbirliği 3:4,1994-09-25,1994-1995
Hakan Çobanoğlu,MKE Ankaragücü,90,1,0,MKE Ankaragücü vs. Vanspor AS 1:0,1994-09-25,1994-1995
Yuriy Shelepnytskiy,Altay Izmir,53,1,0,Altay Izmir vs. Zeytinburnuspor 2:0,1994-09-25,1994-1995
Ahmet Akuygur,Altay Izmir,65,2,0,Altay Izmir vs. Zeytinburnuspor 2:0,1994-09-25,1994-1995
Ibrahim Ergun Kula,Kocaelispor,21,0,1,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Roman Dąbrowski,Kocaelispor,55,0,2,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Mehmet Altiparmak,Denizlispor,62,1,2,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Mehmet Altiparmak,Denizlispor,74,2,2,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Ali Yalcin,Denizlispor,78,3,2,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Muhammet Dilaver,Denizlispor,85,4,2,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Halil Kara,Kocaelispor,90,4,3,Denizlispor vs. Kocaelispor 4:3,1994-09-25,1994-1995
Osvaldo Nartallo,Petrol Ofisi Ankara,69,0,1,Antalyaspor vs. Petrol Ofisi Ankara 0:1,1994-09-25,1994-1995
Youssef Haraoui,Bursaspor,54,0,1,Beşiktaş vs. Bursaspor 1:2,1994-09-25,1994-1995
Oktay Derelioğlu,Beşiktaş,67,1,1,Beşiktaş vs. Bursaspor 1:2,1994-09-25,1994-1995
Majid Musisi,Bursaspor,84,1,2,Beşiktaş vs. Bursaspor 1:2,1994-09-25,1994-1995
Andre Kona,Gençlerbirliği,21,1,0,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Serkan Aykut,Samsunspor,47,1,1,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Ilker Dalçiçek,Gençlerbirliği,67,2,1,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Engin Özdemir,Gençlerbirliği,76,3,1,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Engin Özdemir,Gençlerbirliği,79,4,1,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Osman Coşkun,Gençlerbirliği,84,5,1,Gençlerbirliği vs. Samsunspor 5:1,1994-10-01,1994-1995
Aykut Canik,Vanspor AS,55,1,0,Vanspor AS vs. Denizlispor 2:1,1994-10-02,1994-1995
Adnan Baytar,Vanspor AS,68,2,0,Vanspor AS vs. Denizlispor 2:1,1994-10-02,1994-1995
Ali Yalcin,Denizlispor,82,2,1,Vanspor AS vs. Denizlispor 2:1,1994-10-02,1994-1995
Mehmet Yildirim,MKE Ankaragücü,39,0,1,Adana Demirspor vs. MKE Ankaragücü 2:3,1994-10-02,1994-1995
Evariste Dibo,Adana Demirspor,52,1,1,Adana Demirspor vs. MKE Ankaragücü 2:3,1994-10-02,1994-1995
Fernand Coulibaly,Adana Demirspor,60,2,1,Adana Demirspor vs. MKE Ankaragücü 2:3,1994-10-02,1994-1995
N'Dayi Kalenga,MKE Ankaragücü,72,2,2,Adana Demirspor vs. MKE Ankaragücü 2:3,1994-10-02,1994-1995
Ergün Yücel,MKE Ankaragücü,89,2,3,Adana Demirspor vs. MKE Ankaragücü 2:3,1994-10-02,1994-1995
Abdullah Duran,Kayserispor,75,0,1,Petrol Ofisi Ankara vs. Kayserispor 0:1,1994-10-02,1994-1995
Atakan Sancarbarlaz,Altay Izmir,27,1,0,Altay Izmir vs. Antalyaspor 1:1,1994-10-02,1994-1995
Bülent Sevlü,Antalyaspor,54,1,1,Altay Izmir vs. Antalyaspor 1:1,1994-10-02,1994-1995
Youssef Haraoui,Bursaspor,19,1,0,Bursaspor vs. Gaziantepspor 3:0,1994-10-02,1994-1995
Niyazi Kışla,Bursaspor,24,2,0,Bursaspor vs. Gaziantepspor 3:0,1994-10-02,1994-1995
Tuncay Akgün,Bursaspor,90,3,0,Bursaspor vs. Gaziantepspor 3:0,1994-10-02,1994-1995
Matjaz Cvikl,Zeytinburnuspor,5,1,0,Zeytinburnuspor vs. Kocaelispor 3:2,1994-10-02,1994-1995
Matjaz Cvikl,Zeytinburnuspor,8,2,0,Zeytinburnuspor vs. Kocaelispor 3:2,1994-10-02,1994-1995
Cengizhan Hınçal,Kocaelispor,69,2,1,Zeytinburnuspor vs. Kocaelispor 3:2,1994-10-02,1994-1995
Matjaz Cvikl,Zeytinburnuspor,73,3,1,Zeytinburnuspor vs. Kocaelispor 3:2,1994-10-02,1994-1995
Ibrahim Ergun Kula,Kocaelispor,80,3,2,Zeytinburnuspor vs. Kocaelispor 3:2,1994-10-02,1994-1995
Sergen Yalçin,Beşiktaş,49,0,1,Galatasaray vs. Beşiktaş 3:1,1994-10-02,1994-1995
Norman Mapeza,Galatasaray,78,1,1,Galatasaray vs. Beşiktaş 3:1,1994-10-02,1994-1995
Norman Mapeza,Galatasaray,84,2,1,Galatasaray vs. Beşiktaş 3:1,1994-10-02,1994-1995
Saffet Sancaklı,Galatasaray,88,3,1,Galatasaray vs. Beşiktaş 3:1,1994-10-02,1994-1995
Orhan Kaynak,Trabzonspor,80,1,0,Trabzonspor vs. Fenerbahçe 1:0,1994-10-02,1994-1995
Elvir Bolić,Gaziantepspor,22,1,0,Gaziantepspor vs. Denizlispor 3:1,1994-10-05,1994-1995
Elvir Bolić,Gaziantepspor,36,2,0,Gaziantepspor vs. Denizlispor 3:1,1994-10-05,1994-1995
Kemal Şahinoğlu,Denizlispor,53,2,1,Gaziantepspor vs. Denizlispor 3:1,1994-10-05,1994-1995
Mehmet Gönülaçar,Gaziantepspor,65,3,1,Gaziantepspor vs. Denizlispor 3:1,1994-10-05,1994-1995
Mehmet Gönülaçar,Gaziantepspor,21,1,0,Gaziantepspor vs. Galatasaray 2:2,1994-10-08,1994-1995
Kubilay Toptas,Gaziantepspor,61,2,0,Gaziantepspor vs. Galatasaray 2:2,1994-10-08,1994-1995
Kubilay Türkyilmaz,Galatasaray,75,2,1,Gaziantepspor vs. Galatasaray 2:2,1994-10-08,1994-1995
Hakan Şükür,Galatasaray,83,2,2,Gaziantepspor vs. Galatasaray 2:2,1994-10-08,1994-1995
Abdullah Ercan,Trabzonspor,46,0,1,MKE Ankaragücü vs. Trabzonspor 1:1,1994-10-08,1994-1995
Mehmet Yildirim,MKE Ankaragücü,55,1,1,MKE Ankaragücü vs. Trabzonspor 1:1,1994-10-08,1994-1995
Serkan Aykut,Samsunspor,11,1,0,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Serkan Aykut,Samsunspor,34,2,0,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Vural Korkmaz,Samsunspor,53,3,0,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Celil Sağır,Samsunspor,56,4,0,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Vural Korkmaz,Samsunspor,57,5,0,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Solomozi Ndimannde,Petrol Ofisi Ankara,60,5,1,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Serkan Aykut,Samsunspor,73,6,1,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Osvaldo Nartallo,Petrol Ofisi Ankara,79,6,2,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Sinan Yeşil,Samsunspor,86,7,2,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Bünyamin Kubat,Samsunspor,89,8,2,Samsunspor vs. Petrol Ofisi Ankara 8:2,1994-10-08,1994-1995
Bülent Uygun,Fenerbahçe,25,1,0,Fenerbahçe vs. Bursaspor 1:1,1994-10-08,1994-1995
Hasan Çelik,Bursaspor,52,1,1,Fenerbahçe vs. Bursaspor 1:1,1994-10-08,1994-1995
Metin Tekin,Beşiktaş,26,1,0,Beşiktaş vs. Gençlerbirliği 2:0,1994-10-08,1994-1995
Eyjólfur Sverrisson,Beşiktaş,85,2,0,Beşiktaş vs. Gençlerbirliği 2:0,1994-10-08,1994-1995
Ramazan Torunoğlu,Altay Izmir,59,0,1,Kayserispor vs. Altay Izmir 1:1,1994-10-09,1994-1995
Taner Alpak,Kayserispor,66,1,1,Kayserispor vs. Altay Izmir 1:1,1994-10-09,1994-1995
Kemal Şahinoğlu,Denizlispor,17,1,0,Denizlispor vs. Adana Demirspor 2:0,1994-10-09,1994-1995
